ao,semestre,areal,y_lote,ecotopo_lote,cent_x,cent_y,elevation
2004,2,.5,6.29348,"319A",771098,681150,"1729"
2005,2,1,11.4302,"319A",770574,680530,"1658"
2003,1,.3,.385906,"319A",771824,686585,"1690"
2007,2,.7,11.3877,"319A",771507,681813,"1578"
2008,1,.16,3.99089,"319A",771897,681985,"1578"
2006,2,2,29.1442,"319A",771402,681109,"1582"
2009,1,1.2,14.3138,"319A",771988,679661,"1700"
2008,1,.7,11.6256,"319A",770588,679998,"1658"
2007,1,.8,11.1058,"319A",771055,679304,"1650"
2010,1,.27,1.48248,"319A",771719,680841,"1582"
2007,2,.96,23.1314,"319A",770431,679545,"1650"
2006,2,.9,7.65839,"319A",770201,679063,"1710"
2008,2,.28,1.51664,"319A",771205,680424,"1584"
2003,2,.7,8.7065,"319A",773508,687115,"1560"
2002,2,2.4,13.7983,"319A",773485,685105,"1496"
2003,2,1.1,11.4376,"319A",773363,684751,"1496"
2002,1,.9,12.1933,"319A",774814,685326,"1470"
2003,1,.5,4.12472,"319A",772494,686069,"1559"
2004,1,1.5,8.6915,"319A",772998,685212,"1471"
2008,2,.5,8.48876,"319A",773323,680707,"1681"
2009,1,.75,.227145,"319A",773511,679346,"1791"
2008,2,.8,3.49469,"319A",772800,679938,"1611"
2003,1,.4,.286277,"319A",775062,682748,"1819"
2004,1,.4,3.68828,"319A",775971,682331,"1814"
2002,1,1.5,7.86584,"319A",776191,683069,"1732"
2003,2,.4,15.0384,"319A",775097,683284,"1819"
2002,2,.8,4.41858,"319A",776934,684027,"1623"
2010,1,.38,5.45733,"319A",769444,679126,"1710"
2007,2,.8,19.2231,"319A",769471,680282,"1710"
2009,2,1,9.78093,"319A",769469,680019,"1710"
2006,2,.7,13.6412,"319A",769310,680184,"1738"
2009,1,.6,4.55011,"319A",769832,679024,"1710"
2010,2,.2,.766975,"319A",769818,678139,"1716"
2009,2,.9,5.02737,"319A",768653,678485,"1773"
2009,1,.9,8.56007,"319A",768779,678806,"1773"
2009,1,.5,.311658,"319A",768187,677669,"1882"
2008,2,.4,2.81842,"319A",769312,678529,"1773"
2010,2,.09,.969226,"",766550,678403,"1982"
2010,2,.4,2.73412,"319A",770957,678459,"1688"
2008,1,1.7,5.26949,"319A",768853,680776,"1738"
2007,1,.5,3.53821,"319A",769493,680870,"1675"
2009,1,1.83,22.8851,"319A",767971,680749,"1731"
2004,2,.8,17.995,"319A",769796,682678,"1561"
2005,1,.7,1.93831,"319A",769601,682020,"1584"
2004,2,.5,11.2566,"319A",769646,682821,"1561"
2007,1,.7,11.5336,"319A",768395,681321,"1805"
2007,2,.3,10.0226,"319A",769141,682055,"1700"
2002,2,1.9,29.6811,"319A",768857,683425,"1720"
2002,2,1,10.0896,"319A",769146,684217,"1711"
2002,1,.5,1.94246,"319A",770318,686037,"1602"
2006,1,.36,1.20447,"319A",770810,682393,"1580"
2006,1,1.8,8.82392,"319A",770163,681078,"1675"
2005,1,1.4,.978729,"319A",770684,680635,"1658"
2003,1,.8,4.34509,"319A",776735,684959,"1504"
2003,1,.9,7.82859,"319A",774085,687632,"1674"
2002,1,.5,2.37519,"319A",772709,687243,"1851"
2009,2,1.09,16.711,"319A",772594,680409,"1611"
2009,1,1.32,2.59512,"319A",773170,680553,"1681"
2009,2,.46,4.72152,"319A",773385,680228,"1681"
2003,2,2.2,2.94887,"319A",773733,682425,"1605"
2010,1,.35,4.04628,"319A",773609,680661,"1681"
2003,1,.4,1.57216,"319A",778313,684028,"1756"
2007,1,2.7,49.426,"319A",769984,679887,"1710"
2009,2,1,8.30804,"319A",768040,679615,"1764"
2008,2,.3,5.69821,"319A",766892,680246,"1792"
2008,1,.4,1.43845,"319A",769164,681374,"1656"
2003,2,.8,5.01814,"319A",772212,685154,"1471"
2004,1,.7,5.62966,"319A",774229,686865,"1545"
2010,2,.17,8.60167,"319A",773348,681202,"1762"
2010,1,.85,8.56894,"319A",772962,679775,"1746"
2008,2,.75,5.61696,"319A",772820,678693,"1795"
2002,2,.3,7.21615,"319A",778158,683694,"1756"
2002,1,.3,2.00129,"319A",777358,683775,"1623"
2009,2,.3,.694511,"319A",767864,677287,"1882"
2009,2,.78,1.77562,"319A",773222,678808,"1819"
2010,2,1.35,17.1444,"319A",774011,679293,"1759"
2008,2,1,16.9254,"319A",770199,679892,"1710"
2007,1,.9,1.92969,"319A",772199,681628,"1576"
2009,2,.58,8.24313,"319A",772212,680760,"1611"
2007,2,.5,11.7753,"319A",770908,679586,"1650"
2009,1,.65,3.99957,"319A",771355,680754,"1584"
2010,2,2.81,3.85264,"319A",765942,679347,"1895"
2010,2,.2,6.25335,"319A",772136,678781,"1795"
2010,1,.55,2.71692,"319A",767606,680035,"1731"
2010,1,.6,4.64114,"319A",767942,679283,"1764"
2008,1,.27,3.26971,"213B",800803,747958,"1967"
2010,2,.4,11.9978,"213B",800768,742566,"1970"
2003,1,1.8,39.985,"213B",803303,748817,"1701"
2003,2,.3,1.5453,"213B",803606,747533,"1594"
2004,1,.46,7.57267,"213B",801730,748179,"1824"
2003,2,.7,7.33229,"213B",801462,748081,"1824"
2007,2,.54,12.1867,"213B",805571,746423,"1821"
2007,1,.23,5.66871,"213B",806362,745688,"1810"
2006,1,.5,4.28786,"213B",806796,744081,"1272"
2006,1,.65,14.7524,"213B",804297,744910,"1378"
2005,2,.3,1.78571,"213B",804254,744530,"1378"
2006,1,1.1,8.86258,"213B",805268,744974,"1496"
2005,2,.4,2.78244,"213B",805615,743786,"1487"
2005,1,.4,2.26383,"213B",804572,744795,"1378"
2006,2,1,16.1134,"213B",805817,745697,"1810"
2005,1,.3,2.9262,"213B",806896,743313,"1073"
2002,1,.5,11.8024,"213B",805290,748298,"1678"
2004,1,1.3,53.8376,"213B",805525,747030,"1821"
2004,2,.8,5.94869,"213B",804501,743588,"1248"
2007,2,.3,.444781,"213B",803242,744284,"1497"
2005,1,2.7,32.1095,"213B",804666,743190,"1147"
2004,2,1,5.413,"213B",807565,744479,"1288"
2009,2,.44,1.50887,"213B",803033,742711,"1414"
2009,1,.39,11.904,"213B",803240,742705,"1414"
2009,1,.48,.182473,"213B",803537,741927,"1427"
2009,2,.7,4.37943,"213B",803275,741129,"1228"
2004,1,.4,8.75605,"213B",801703,737593,"1744"
2003,1,.5,5.59734,"213B",801932,736698,"1378"
2003,2,.6,8.69025,"213B",801824,737179,"1744"
2008,2,.3,1.22832,"213B",803944,741114,"1179"
2010,1,1.4,1.86745,"213B",804157,741436,"1179"
2010,2,.6,1.2026,"213B",802473,741618,"1665"
2009,2,.75,.587846,"213B",802474,740238,"1299"
2002,1,.9,16.8824,"213B",799851,738939,"1750"
2002,1,.4,19.9616,"213B",799379,738904,"1750"
2008,2,.4,2.10645,"213B",802850,740482,"1350"
2002,2,.2,2.15107,"213B",798360,738610,"1757"
2003,2,.5,9.39918,"213B",797676,738652,"1946"
2002,1,.8,10.4326,"213B",803428,749516,"1751"
2003,2,.3,1.66051,"213B",805114,751050,"1619"
2002,1,.3,2.144,"",805026,734978,"1003"
2004,2,.7,4.66862,"213B",809290,748146,"1867"
2005,1,.8,7.5294,"213B",807497,747848,"1880"
2004,1,.6,2.80915,"213B",809688,748564,"1919"
2005,1,.5,1.29046,"213B",808017,747182,"1880"
2005,1,.4,3.15006,"213B",807939,746488,"1721"
2005,1,.5,5.48985,"213B",808675,746337,"1531"
2004,1,.7,15.9147,"213B",809528,746158,"1263"
2002,2,2.3,47.798,"213B",799961,737622,"1934"
2007,1,1.47,30.1218,"213B",806126,746878,"1880"
2002,2,1,9.12746,"213B",805410,747559,"1718"
2009,1,1.53,69.0692,"213B",802532,742535,"1634"
2010,1,.76,2.10125,"213B",802975,742298,"1427"
2008,2,.6,4.009,"213B",802530,742107,"1665"
2009,1,.61,31.6122,"213B",802999,740914,"1228"
2010,2,.38,2.38615,"213B",801805,743448,"1798"
2010,2,.42,4.10677,"213B",800600,743185,"1970"
2008,2,.67,1.32219,"213B",803602,743013,"1414"
2007,1,.25,2.48166,"213B",803842,744378,"1378"
2008,1,.28,2.44875,"213B",803742,744974,"1378"
2007,2,.24,3.97312,"213B",806721,743377,"1073"
2010,1,1.83,30.0016,"213B",803123,740168,"1350"
2002,2,.4,3.76878,"318A",779310,707351,"1093"
2010,2,.75,3.47309,"318A",778802,705560,"1446"
2009,1,1.55,27.3658,"318A",778308,703947,"1559"
2010,2,.67,8.0991,"318A",777496,704645,"1548"
2009,2,.8,7.54596,"318A",778067,703005,"1646"
2010,1,.12,.330819,"318A",777816,703492,"1646"
2007,2,.93,17.1357,"319A",777067,705434,"1410"
2007,1,.74,4.08689,"319A",775757,703050,"1800"
2005,2,.3,9.16758,"319A",774744,705308,"1314"
2005,1,.4,4.92043,"319A",774791,705080,"1314"
2004,2,.6,16.183,"319A",774704,704692,"1613"
2007,2,.84,11.4493,"319A",775528,704336,"1699"
2006,2,.78,.892307,"319A",775335,703682,"1800"
2007,2,.14,4.16781,"319A",774130,704161,"1613"
2005,2,.5,7.64018,"319A",774088,704961,"1314"
2008,1,2.52,30.7663,"319A",773186,703206,"1694"
2007,1,.84,22.2709,"319A",776117,704753,"1668"
2003,1,.8,2.65575,"318A",779794,706357,"1400"
2002,2,.9,14.9009,"318A",780311,705178,"1493"
2003,2,.2,3.40285,"318A",781063,706352,"1452"
2010,1,.86,1.66574,"318A",781012,704662,"1520"
2009,1,.45,8.98952,"318A",780955,703382,"1414"
2010,1,.99,1.71651,"318A",780680,703020,"1414"
2003,1,1.8,.933088,"319A",778364,698965,"1271"
2006,2,.4,12.3134,"319A",779055,699707,"1266"
2003,2,.7,10.1383,"319A",779316,699555,"1266"
2003,2,2.2,114.97,"319A",780228,698482,"1267"
2008,2,1.3,17.6865,"319A",776812,700632,"1271"
2009,2,.68,9.87419,"319A",776540,700553,"1273"
2009,1,.4,3.52886,"319A",776750,700921,"1273"
2010,1,.38,.408765,"318A",778213,702074,"1484"
2008,2,.94,8.82016,"318A",778907,703163,"1586"
2010,2,.83,6.50876,"318A",779317,704281,"1593"
2009,2,.75,18.9027,"319A",777361,700179,"1271"
2008,2,1.04,15.0163,"319A",777400,699897,"1272"
2009,1,1.17,1.27139,"319A",776633,700420,"1273"
2010,1,.78,.495601,"319A",776660,700470,"1273"
2002,1,4.4,41.8163,"318A",783048,706108,"1427"
2003,1,.3,7.42513,"318A",786777,704089,"1752"
2003,2,.8,15.4271,"318A",786204,702395,"1467"
2003,1,.6,4.94206,"318A",785947,701977,"1317"
2010,1,.83,1.01749,"319A",764309,697267,"1339"
2010,2,.6,18.5893,"319A",764895,695132,"1681"
2008,2,1.12,14.1657,"319A",766863,698012,"1300"
2003,1,.3,1.39086,"319A",766772,694432,"1399"
2003,2,.5,9.07811,"319A",765203,694499,"1641"
2003,2,.7,7.09025,"319A",767538,695279,"1338"
2002,2,.6,8.84662,"319A",767814,695844,"1329"
2009,1,.29,3.75693,"319A",767217,698118,"1300"
2002,2,1.2,22.4527,"319A",765960,694648,"1634"
2008,2,.7,8.71569,"319A",766491,696912,"1359"
2002,2,.7,51.0981,"319A",766583,695660,"1499"
2010,1,.36,1.84216,"319A",765223,693884,"1641"
2002,1,.7,4.21493,"319A",768581,693460,"1363"
2004,1,.1,.33556,"319A",779334,697755,"1265"
2010,2,.49,9.76037,"319A",776150,700823,"1273"
2008,2,.58,12.2639,"319A",776193,700416,"1273"
2009,2,.44,2.00003,"319A",776295,700027,"1256"
2004,2,.4,11.3511,"319A",776288,699716,"1256"
2006,1,.7,1.99811,"319A",776353,699939,"1256"
2004,2,.88,49.3418,"319A",776987,699731,"1272"
2005,1,.4,3.18108,"319A",777206,699512,"1272"
2006,1,.6,1.14337,"319A",776671,699067,"1267"
2010,2,.56,11.5481,"319A",775253,700354,"1279"
2005,1,.8,3.93395,"319A",775532,699930,"1263"
2010,2,.67,27.5763,"319A",775786,700465,"1279"
2010,2,.93,10.0291,"319A",775823,700742,"1279"
2006,2,.35,2.09786,"319A",776062,697759,"1281"
2008,1,1.25,5.78005,"319A",775671,697897,"1286"
2007,2,.25,8.91956,"319A",775646,697508,"1286"
2007,1,.4,.730886,"319A",775271,697841,"1286"
2008,1,.41,.838288,"319A",776029,698105,"1281"
2006,2,1,12.4421,"319A",775314,698181,"1286"
2006,1,1.87,2.55488,"319A",778201,697121,"1280"
2007,1,3.2,16.3412,"319A",775351,698888,"1280"
2006,1,.3,1.42327,"319A",775122,699927,"1263"
2008,1,.5,.028418,"319A",779184,689706,"1347"
2004,1,.3,6.08892,"319A",777499,694056,"1307"
2005,2,.4,5.41015,"319A",783067,691867,"1366"
2005,1,.3,.374702,"319A",782648,692195,"1366"
2006,2,.4,19.9819,"319A",781327,691442,"1306"
2004,2,.9,15.8793,"319A",782707,691390,"1584"
2007,1,.5,1.83845,"319A",782737,693664,"1314"
2008,1,.2,2.49322,"319A",782563,693684,"1314"
2005,1,1.5,11.1924,"319A",780450,693345,"1281"
2008,1,1.35,2.84041,"319A",781823,692723,"1378"
2005,2,4.1,72.4044,"319A",781036,693155,"1281"
2006,2,.89,22.8662,"319A",781432,693867,"1280"
2006,2,.74,7.93072,"319A",779342,694639,"1277"
2005,1,.5,.872465,"",779978,696797,"1262"
2007,2,3.58,94.6875,"319A",781429,692162,"1378"
2008,2,.64,5.54175,"319A",779296,690517,"1298"
2007,2,1.33,59.6052,"319A",779877,690863,"1304"
2004,1,1.4,16.7938,"319A",779938,695486,"1278"
2003,1,2,10.8849,"319A",777765,694667,"1282"
2005,1,1.7,10.9274,"319A",778802,694331,"1312"
2008,2,1.46,42.4286,"319A",784275,694431,"1417"
2008,2,1.06,7.12274,"319A",783786,693380,"1387"
2010,2,.59,12.2928,"319A",784716,695608,"1319"
2008,2,.69,13.3402,"319A",786246,695319,"1610"
2009,2,.86,6.10696,"319A",786521,695719,"1657"
2010,2,2.55,30.7333,"319A",786943,693904,"1550"
2009,1,1.1,10.0699,"319A",785652,693995,"1468"
2009,1,.29,.390249,"319A",784727,694779,"1312"
2009,2,.62,3.52009,"319A",786844,693014,"1703"
2009,1,.7,2.77839,"319A",786170,692893,"1703"
2010,1,.6,3.2072,"319A",785784,692936,"1536"
2008,2,.92,16.5663,"319A",785682,693012,"1536"
2009,2,.64,3.0534,"319A",785257,693624,"1536"
2010,2,1.09,17.5912,"319A",785503,691402,"1743"
2006,1,.9,4.01263,"319A",784895,691172,"1720"
2007,2,1,36.5675,"319A",785086,690789,"1815"
2007,2,.4,17.3103,"319A",785140,691947,"1673"
2009,1,.31,1.78976,"319A",784651,693802,"1417"
2009,2,.5,19.0016,"319A",764072,690042,"1736"
2010,1,2.63,24.4767,"319A",765763,692357,"1453"
2003,2,1.8,108.164,"319A",766146,692617,"1453"
2003,1,2.5,8.63811,"319A",766778,692525,"1461"
2002,2,1.2,22.0895,"319A",766757,691937,"1461"
2004,1,.8,13.5431,"319A",766939,692610,"1461"
2009,2,1.3,1.15657,"319A",764133,691696,"1691"
2009,1,1.04,.331517,"319A",764158,691693,"1691"
2010,1,.76,16.7168,"319A",764055,691039,"1691"
2008,2,.75,15.6704,"319A",764793,691052,"1549"
2002,1,1.2,8.97036,"319A",764170,689221,"1690"
2003,1,.3,1.37091,"319A",766651,689189,"1494"
2002,2,.4,9.77898,"319A",767005,689748,"1494"
2002,2,.8,38.4646,"319A",765563,691778,"1549"
2003,1,.6,10.955,"319A",766294,691005,"1520"
2010,1,.5,1.4596,"319A",768277,689641,"1410"
2009,1,1.38,19.8549,"319A",770086,691338,"1363"
2008,2,.62,1.97199,"319A",769906,692061,"1358"
2002,1,.8,13.2912,"319A",768940,688762,"1549"
2002,2,.9,6.21065,"319A",768794,688954,"1549"
2010,1,1.12,16.202,"319A",769365,689085,"1603"
2003,1,.5,4.14472,"319A",767627,689034,"1446"
2002,2,1.3,10.6605,"319A",766878,687544,"1487"
2003,2,.8,3.96093,"319A",767842,688573,"1446"
2004,1,2.2,15.8268,"319A",767210,687909,"1487"
2002,1,.6,3.91993,"319A",768478,686226,"1843"
2003,2,.8,23.8433,"319A",767002,686360,"1574"
2002,1,.5,5.90544,"319A",767701,687708,"1549"
2003,1,1.7,12.5049,"319A",767787,688360,"1446"
2002,2,.1,4.10365,"319A",765372,681294,"1795"
2002,2,1.8,13.0821,"319A",767183,683371,"1812"
2003,2,.6,9.65592,"319A",767334,683142,"1812"
2003,2,.2,6.09221,"319A",767162,684492,"1707"
2004,1,.2,3.30981,"319A",767751,684539,"1770"
2003,1,.3,3.07706,"319A",768289,684616,"1770"
2002,2,.3,1.89971,"319A",767831,685364,"1770"
2004,1,2.4,10.2357,"319A",766581,686068,"1643"
2003,1,1.3,4.90339,"319A",767414,685137,"1707"
2004,1,.5,6.00434,"319A",772127,688808,"1714"
2003,1,1,7.25867,"319A",771313,688733,"1714"
2007,2,.4,2.97773,"319A",782482,689024,"1886"
2010,2,.6,3.99686,"319A",781789,688255,"1702"
2008,2,1.1,5.80804,"319A",782333,688417,"1702"
2008,2,.32,7.0203,"319A",781237,688502,"1524"
2007,1,2.9,25.137,"319A",780581,687915,"1561"
2008,1,1.1,3.52426,"319A",780799,687929,"1561"
2009,2,.4,5.30076,"319A",781764,687802,"1672"
2007,1,.8,1.58533,"319A",781829,689140,"1672"
2008,1,1,22.4919,"319A",780878,688911,"1524"
2007,2,.6,8.37646,"319A",780284,689203,"1361"
2007,1,2.1,33.1109,"319A",779768,690048,"1304"
2005,2,.7,15.7669,"319A",781152,690509,"1454"
2008,2,.97,14.5309,"319A",779197,689312,"1347"
2007,1,1.3,6.67526,"319A",779627,689328,"1361"
2008,1,.7,3.81304,"319A",783311,685522,"1811"
2009,1,1.4,2.59716,"319A",782409,686096,"1708"
2009,2,.3,.800335,"319A",782162,686469,"1725"
2010,1,.38,1.39093,"319A",782495,687746,"1862"
2009,1,.4,1.8969,"319A",781655,686495,"1725"
2008,1,1.09,3.47988,"319A",784653,689814,"1968"
2004,1,.3,.864873,"319A",765727,694127,"1504"
2004,1,.6,4.45568,"319A",766884,688851,"1451"
2003,2,.8,48.6337,"319A",766168,687905,"1484"
2002,1,.2,.347991,"319A",765847,688039,"1484"
2003,1,1,2.19972,"319A",765476,691267,"1549"
2009,1,1.37,11.5439,"319A",781753,687154,"1725"
2009,2,.64,6.6192,"319A",781542,686832,"1725"
2009,2,.9,18.5389,"319A",780056,685546,"1814"
2009,2,.93,6.5062,"319A",780443,686841,"1728"
2006,1,.49,3.04396,"319A",775093,705466,"1458"
2007,1,.38,8.68511,"319A",774573,703751,"1788"
2004,2,1.7,149.439,"319A",775773,705891,"1187"
2004,1,.6,3.77274,"318A",779848,706272,"1400"
2008,2,.39,.77997,"318A",780129,704788,"1493"
2003,1,.3,1.02275,"318A",781282,706098,"1452"
2008,2,.52,18.8805,"318A",780176,703196,"1520"
2009,2,.43,7.17546,"318A",780385,702482,"1317"
2005,1,.9,3.13863,"319A",780938,698926,"1266"
2006,1,.55,12.6977,"319A",780793,698497,"1266"
2009,2,1.36,7.7743,"318A",779902,704075,"1589"
2006,2,1.18,23.7412,"319A",777892,699367,"1270"
2008,1,2.6,4.75192,"319A",777973,699275,"1270"
2004,2,.6,9.63351,"319A",777337,699172,"1263"
2008,2,1.52,35.8052,"319A",777191,701136,"1326"
2009,1,1.1,2.21425,"319A",777304,700353,"1271"
2007,1,.8,7.09489,"319A",777774,699518,"1270"
2002,1,.5,4.84131,"318A",781654,706685,"1445"
2009,2,.63,23.939,"319A",764730,694603,"1641"
2008,2,.9,21.1043,"319A",764791,691965,"1502"
2004,1,3,13.001,"319A",768035,694971,"1338"
2003,1,.6,4.59801,"319A",767460,695798,"1499"
2004,1,.6,2.94892,"319A",766883,695603,"1499"
2002,1,.5,4.26047,"319A",765725,695822,"1489"
2003,1,.7,8.2805,"319A",766482,695837,"1489"
2005,1,1.2,2.84629,"319A",777040,699271,"1272"
2007,1,1.3,7.16073,"319A",782103,691611,"1466"
2006,2,.94,17.4649,"319A",783625,692635,"1460"
2005,1,1,8.79969,"319A",783975,691233,"1572"
2002,1,.2,4.43394,"319A",786316,700361,"1296"
2009,1,.8,9.73875,"319A",787142,695012,"1820"
2010,2,.13,2.53352,"319A",784532,692250,"1543"
2009,2,.67,13.2272,"319A",765522,692490,"1502"
2009,1,.8,14.0747,"319A",765730,692766,"1453"
2010,2,.96,86.6297,"319A",768084,691525,"1414"
2010,1,1,9.79704,"319A",765064,691679,"1549"
2009,2,.49,6.3794,"319A",768396,689999,"1410"
2010,2,1.12,37.2517,"319A",768726,690207,"1384"
2009,1,2.5,21.4973,"319A",768710,689947,"1413"
2010,1,.84,11.3473,"319A",769163,691941,"1432"
2009,2,.4,9.00275,"319A",769456,691347,"1363"
2009,1,.75,5.19122,"319A",770739,692537,"1348"
2002,1,.6,2.68879,"319A",769451,687597,"1701"
2008,2,.4,2.54135,"319A",769505,689286,"1506"
2009,1,.59,7.23048,"319A",769347,689560,"1413"
2008,2,1.3,12.245,"319A",768489,689035,"1549"
2002,2,.3,2.80839,"319A",767328,686668,"1574"
2009,2,.31,3.07587,"319A",769841,689907,"1506"
2003,1,1,8.4115,"319A",766840,686787,"1574"
2003,2,.2,10.3748,"319A",763360,681046,"1917"
2003,1,.5,2.70105,"319A",764208,681138,"1793"
2002,1,.7,5.77212,"319A",766459,685072,"1608"
2002,1,.2,2.14062,"319A",765208,683726,"1873"
2003,2,.6,19.7676,"319A",771778,688171,"1714"
2007,1,2.2,15.676,"319A",781251,688757,"1524"
2008,1,.8,7.68982,"319A",780520,688921,"1524"
2007,2,.25,13.9911,"319A",780594,688808,"1524"
2005,1,.9,4.65565,"319A",780933,691002,"1306"
2008,1,1.09,4.81011,"319A",782070,689963,"1672"
2005,1,1.1,1.14945,"319A",781418,690901,"1531"
2007,2,1.07,22.7953,"319A",780561,687203,"1583"
2003,2,.6,14.3076,"319A",768015,689444,"1410"
2003,2,.8,21.9365,"319A",766621,690760,"1434"
2003,1,.9,6.46769,"319A",767205,687622,"1487"
2010,2,.43,4.0959,"319A",780297,685763,"1814"
2003,1,.7,5.81905,"319A",772711,688479,"1869"
2003,2,.9,20.9676,"319A",772290,688006,"1851"
2009,2,.4,9.49443,"318A",778483,703091,"1646"
2002,1,.6,5.82434,"319A",767903,694315,"1425"
2010,1,.28,2.09859,"319A",785462,694267,"1468"
2002,1,.3,.802534,"319A",766031,690369,"1536"
2008,2,.5,27.1233,"319A",770631,692179,"1348"
2003,1,.67,3.47566,"319A",768244,686416,"1629"
2010,2,.87,25.0386,"319A",770779,690415,"1438"
2002,1,.2,1.39405,"319A",767666,685889,"1684"
2004,1,.6,9.59907,"319A",766653,687450,"1487"
2010,2,.5,7.88757,"319A",779494,687432,"1725"
2004,2,.3,3.41642,"319A",782048,690293,"1531"
2008,2,.64,22.0264,"319A",780988,687770,"1561"
2009,1,.74,18.1414,"319A",764921,694172,"1641"
2008,2,1.14,1.59739,"319A",786290,691944,"1834"
2009,1,.43,2.28511,"318A",778515,702190,"1484"
2010,1,.28,3.31929,"319A",786327,694977,"1610"
2008,1,.51,2.13333,"319A",776627,704073,"1668"
2008,1,.41,9.30764,"319A",774665,704650,"1613"
2009,1,1.49,38.3487,"319A",764350,692981,"1642"
2009,2,.88,26.4903,"319A",764356,693489,"1642"
2010,2,1.35,17.3362,"319A",763877,692392,"1621"
2010,1,.34,1.58837,"319A",767748,698936,"1227"
2009,2,.96,28.0267,"319A",767851,698607,"1227"
2010,1,.94,2.05831,"319A",781090,686208,"1702"
2009,1,1.5,31.206,"319A",764851,692330,"1502"
2010,2,.9,11.6838,"319A",763895,691881,"1621"
2010,1,.72,4.2089,"319A",764522,694833,"1674"
2008,2,1,18.6565,"319A",764582,694025,"1774"
2008,2,2,64.5833,"319A",765670,693270,"1462"
2010,1,1.25,1.37999,"319A",782955,686057,"1708"
2010,2,1.42,5.90337,"319A",782493,685109,"1755"
2010,1,.42,3.21667,"319A",765899,696664,"1359"
2009,2,.84,10.8458,"319A",766325,696259,"1489"
2009,1,.39,3.03373,"319A",779920,687971,"1596"
2009,1,.42,.80443,"318A",780654,704105,"1520"
2010,1,1.3,2.41327,"319A",769715,692449,"1358"
2009,2,1.05,37.461,"319A",770785,691917,"1348"
2010,1,.84,11.3682,"319A",780723,685633,"1702"
2010,2,.97,8.7025,"319A",770702,689097,"1579"
2010,2,2.99,94.9643,"318A",777467,703367,"1730"
2010,2,.45,5.20313,"214B",764619,697750,"1240"
2010,2,1,6.09565,"319A",765422,696875,"1370"
2003,1,1.3,1.01414,"317A",873706,796348,"1179"
2002,2,.4,.372069,"317A",873182,797126,"1045"
2002,2,2.7,2.47876,"317A",873769,795922,"1179"
2003,2,1.4,4.30819,"317A",873544,795760,"1315"
2003,1,.2,.431997,"317A",872884,796359,"1241"
2003,2,.2,.245176,"317A",872699,796771,"1241"
2004,1,.2,.415763,"317A",873225,796432,"1241"
2002,2,.4,.648762,"317A",872581,795231,"1346"
2002,1,1.1,16.6572,"317A",874345,795888,"1350"
2003,1,1.4,9.13991,"317A",872949,795145,"1346"
2004,1,.1,1.69071,"317A",873066,795733,"1346"
2004,1,.3,.49251,"317A",872991,795980,"1241"
2004,1,1.5,30.523,"317A",873398,797210,"1147"
2002,1,.2,6.32777,"317A",872799,794415,"1529"
2003,1,.8,2.24171,"317A",875470,793164,"1828"
2004,1,.6,11.161,"317A",875120,793393,"1781"
2002,2,.3,1.88733,"317A",874871,792942,"2004"
2003,2,1.5,5.25851,"317A",873806,796906,"1147"
2002,1,.4,10.316,"317A",875516,796627,"1670"
2002,1,1.1,8.65688,"317A",874832,797616,"1328"
2004,1,.4,4.90398,"317A",878412,795255,"1804"
2002,2,.3,8.59732,"317A",879603,795072,"1894"
2003,1,.6,12.694,"317A",879313,795087,"1894"
2003,2,.2,4.08595,"317A",878732,794733,"2104"
2002,1,.3,2.2764,"317A",874333,795440,"1350"
2002,2,2.7,32.2794,"317A",875381,793996,"1828"
2003,1,.5,3.32434,"317A",875553,793961,"1828"
2002,1,.3,2.95964,"317A",874671,794853,"1544"
2003,1,.4,3.89526,"317A",873481,795227,"1315"
2002,2,.3,.40749,"317A",873475,794946,"1741"
2002,2,.3,.302152,"317A",873802,795322,"1315"
2003,1,.6,12.6995,"317A",872926,794630,"1529"
2004,1,.3,3.81683,"317A",873754,794679,"1741"
2002,1,.2,5.31603,"317A",872864,794035,"1484"
2002,1,.5,5.13944,"317A",874543,793852,"1781"
2004,1,.2,4.23382,"317A",872760,793041,"1686"
2003,2,.2,1.14452,"317A",873479,794427,"1741"
2010,2,.81,52.6016,"213B",777616,711397,"1253"
2008,2,.8,19.2691,"213B",777626,711759,"1253"
2009,1,1.09,9.06713,"213B",778608,710508,"1282"
2007,1,.4,3.19324,"213B",782952,712321,"1345"
2004,2,1.2,65.0423,"213B",783153,713577,"1377"
2008,2,.3,5.09321,"213B",779495,713446,"1601"
2009,2,.78,6.54746,"213B",779754,713654,"1549"
2007,1,.77,22.6267,"213B",779232,714245,"1607"
2009,1,.3,2.4966,"213B",780013,712445,"1494"
2008,2,.4,14.1482,"213B",778983,712228,"1552"
2010,2,.43,2.54475,"213B",779044,713044,"1552"
2004,2,.4,3.78366,"213B",780788,714137,"1388"
2005,1,.4,2.005,"213B",780797,713207,"1520"
2009,1,.3,5.50747,"213B",778605,712508,"1470"
2007,1,.5,4.07602,"213B",781203,712017,"1416"
2008,1,.57,9.6765,"213B",781402,713476,"1520"
2007,1,.7,5.78772,"213B",781365,712629,"1480"
2008,1,.2,3.24349,"213B",781714,711603,"1348"
2010,2,.78,30.1045,"213B",777849,713426,"1608"
2009,2,.9,6.43641,"213B",778150,712829,"1470"
2010,1,.69,13.5153,"213B",778043,712771,"1470"
2006,1,.25,3.86173,"213B",778582,714474,"1676"
