ao,semestre,areal,y_lote,ecotopo_lote,cent_x,cent_y,elevation
2003,1,.2,1.70239,"201A",820644,1192457,"1728"
2002,1,.6,1.84157,"201A",819822,1190029,"1995"
2002,1,.7,.594896,"201A",818882,1192339,"1719"
2002,1,.2,1.16946,"201A",821837,1190893,"2035"
2003,1,1.6,6.42267,"201A",819736,1196154,"1747"
2003,1,.9,14.3673,"201A",821430,1192962,"1896"
2002,2,.8,5.66752,"201A",820090,1196041,"1618"
2002,1,.3,1.13717,"203B",840505,1181739,"2000"
2007,1,.66,6.78852,"203B",824643,1176547,"1985"
2007,2,1.8,23.2994,"203B",824702,1176389,"1985"
2006,2,5.05,64.5206,"203B",824417,1176870,"1901"
2007,1,.3,.551824,"203B",823921,1176936,"2016"
2007,2,.87,2.14729,"203B",823925,1176937,"2016"
2005,1,5.3,30.301,"203B",825394,1176668,"1849"
2006,2,3.3,77.0614,"203B",825169,1176758,"1889"
2004,2,.8,5.22951,"203B",826223,1176643,"1751"
2004,2,1.4,61.4564,"203B",827024,1176731,"1900"
2006,1,6.15,68.3599,"203B",827988,1176863,"2084"
2005,1,23.7,286.282,"203B",827389,1177279,"1900"
2006,1,4.45,80.6403,"203B",827145,1177541,"1900"
2006,1,.4,3.31897,"203B",827703,1176009,"1776"
2005,2,4.7,54.5038,"203B",827492,1175843,"1776"
2005,2,.3,9.11635,"203B",825869,1176201,"1849"
2008,1,.4,1.40578,"203B",824701,1175981,"1985"
2001,1,.8,.358899,"203B",828570,1181050,"1795"
2001,2,.5,1.25556,"203B",830840,1177253,"1673"
2001,1,.2,.327495,"203B",841543,1180844,"2127"
2001,2,1.1,4.87874,"203B",841911,1180947,"2450"
2002,2,.7,7.79124,"201A",820703,1192657,"1728"
2002,2,.6,7.4245,"201A",820291,1192736,"1637"
2007,1,.6,1.67808,"203B",825244,1175129,"1878"
2006,2,.94,13.278,"203B",825590,1175364,"1878"
2008,2,.53,4.75404,"204A",845586,1148213,"1733"
2006,2,.5,4.50807,"204A",845499,1148557,"1733"
2009,1,.8,.531667,"204A",845230,1148071,"1447"
2007,1,.46,1.82648,"204A",845165,1149028,"1616"
2008,1,.46,3.45539,"204A",845936,1149216,"1556"
2007,2,.9,10.158,"204A",845811,1148609,"1733"
2010,2,.4,2.49774,"204A",846248,1146993,"1666"
2009,2,.2,.746373,"204A",847369,1146796,"1966"
2009,2,.67,4.13095,"204A",847018,1146416,"1666"
2009,1,.66,1.49534,"204A",847250,1146466,"1966"
2010,1,.42,.660835,"204A",847111,1146930,"1966"
2009,1,.3,2.74904,"204A",846322,1145832,"1661"
2008,2,.5,3.79665,"204A",847394,1146440,"1966"
2010,2,.3,.247252,"204A",847585,1145962,"1971"
2009,2,.16,.344697,"204A",847491,1145329,"1971"
2010,2,.51,8.68219,"204A",847542,1144646,"1937"
2009,1,.47,.058659,"204A",846814,1145678,"1661"
2008,2,1.1,8.59272,"204A",846083,1145592,"1278"
2010,2,1,13.6075,"204A",845815,1145590,"1278"
2008,2,.54,1.57764,"204A",847054,1145199,"1587"
2009,2,.2,1.30622,"204A",846243,1144963,"1587"
2010,1,.2,1.0471,"204A",846547,1145163,"1587"
2009,1,.73,3.67194,"204A",847039,1144646,"1587"
2008,1,.3,.326299,"204A",839029,1130054,"1507"
2007,1,.3,2.11999,"204A",839355,1129840,"1507"
2007,2,.4,4.27811,"204A",839399,1129949,"1507"
2009,2,.8,2.21319,"204A",839120,1135026,"1156"
2003,1,.1,1.65238,"204A",840542,1132822,"1631"
2004,1,.85,.774595,"204A",840485,1132288,"1403"
2003,2,.5,4.48121,"204A",839019,1131837,"1475"
2009,2,.45,.193879,"204A",839544,1133358,"1333"
2010,1,.8,15.8712,"204A",840037,1133170,"1631"
2010,1,1.95,.870034,"204A",838875,1134124,"1333"
2010,2,.3,.371622,"204A",839985,1134271,"1463"
2004,1,.3,5.06017,"204A",839994,1131014,"1512"
2003,2,.3,.904313,"204A",839644,1131014,"1339"
2005,1,.3,2.85813,"204A",839674,1130949,"1512"
2004,2,1.16,21.6884,"204A",840302,1130573,"1512"
2006,1,1.8,5.93559,"204A",840251,1131351,"1512"
2005,1,1.3,8.0943,"204A",841977,1131937,"1832"
2004,2,.4,7.52178,"204A",841831,1131542,"1832"
2006,1,.12,.253041,"204A",842156,1131542,"1832"
2005,2,1.5,16.1684,"204A",841319,1131619,"1545"
2005,1,.3,2.59883,"204A",840901,1129454,"1844"
2005,1,.5,5.12185,"204A",842231,1129988,"1925"
2005,2,.8,6.20163,"204A",841285,1129658,"1676"
2006,2,.4,1.17255,"204A",842111,1129491,"1918"
2008,1,.48,6.32379,"204A",841582,1128777,"1918"
2004,2,1,5.65032,"204A",840804,1128524,"1673"
2006,1,.3,1.08251,"204A",841082,1128877,"1844"
2004,2,.9,4.61317,"204A",842289,1130412,"1925"
2007,1,.72,4.03778,"204A",842091,1129153,"1918"
2006,1,.8,5.80664,"204A",841070,1129760,"1676"
2010,1,.51,7.48282,"204A",843316,1139432,"1627"
2009,2,.5,1.99992,"204A",843234,1139653,"1627"
2010,1,.48,2.33892,"204A",840530,1133127,"1631"
2005,2,.3,2.6597,"204A",842080,1131136,"1859"
2005,1,.7,5.58759,"204A",841471,1131327,"1516"
2006,1,.21,1.08641,"204A",841276,1133053,"1742"
2003,2,.1,.552443,"204A",840870,1132507,"1742"
2004,2,.2,2.78983,"204A",841989,1132176,"1832"
2006,1,.3,2.02244,"204A",841188,1131146,"1516"
2009,2,1.43,38.0051,"204A",841149,1137199,"1199"
2010,1,.89,6.2212,"204A",841212,1135698,"1240"
2009,2,.8,10.8078,"204A",841490,1135028,"1468"
2008,2,.8,10.636,"204A",842359,1136469,"1476"
2009,1,.57,1.84968,"204A",841989,1135410,"1462"
2008,2,2.02,17.9411,"204A",842124,1135314,"1462"
2008,2,.71,4.86088,"204A",842125,1134676,"1469"
2008,1,.37,5.65495,"204A",842219,1134709,"1469"
2007,1,1.27,47.6285,"204A",842676,1134464,"1760"
2007,1,1.03,11.8536,"204A",843192,1136500,"1751"
2007,2,.48,3.07942,"204A",842409,1136128,"1476"
2010,2,.7,7.40977,"204A",841884,1136071,"1462"
2007,1,.6,8.10037,"204A",842890,1135515,"1791"
2007,2,.3,1.75595,"204A",842946,1135297,"1791"
2008,1,.56,4.25226,"204A",842789,1136048,"1791"
2007,2,.4,6.51281,"204A",842385,1134174,"1523"
2009,2,.4,1.96793,"204A",843145,1134709,"1760"
2010,2,.61,10.7386,"204A",843518,1134124,"1995"
2009,1,.7,4.12746,"204A",843133,1134396,"1760"
2009,2,.8,7.02909,"204A",840655,1134622,"1468"
2010,1,.86,8.28033,"204A",840699,1134271,"1468"
2009,2,.38,.810721,"204A",840784,1133791,"1729"
2006,1,.35,2.9558,"204A",841228,1133550,"1729"
2005,2,.3,5.26807,"204A",841684,1133395,"1523"
2006,1,.94,5.30849,"204A",842612,1133507,"1740"
2010,1,.5,2.93149,"204A",844206,1134128,"1995"
2005,2,1,6.9593,"204A",843077,1133834,"1740"
2005,1,.4,1.96711,"204A",843394,1133590,"1995"
2003,1,.5,8.20052,"204A",842452,1132698,"1813"
2004,2,.4,.117158,"204A",842625,1132304,"2030"
2008,2,1.14,17.1124,"204A",841635,1137091,"1372"
2007,2,.4,2.78127,"204A",842078,1136813,"1476"
2010,2,.57,3.26872,"204A",843792,1137187,"2014"
2009,1,1.61,1.95298,"204A",843158,1137278,"1656"
2009,2,.5,14.9104,"204A",842759,1137541,"1656"
2009,2,.46,.701753,"204A",844713,1137682,"2083"
2009,1,.5,.309925,"204A",845150,1138255,"1956"
2003,1,.14,1.41539,"",847121,1132421,"2250"
2004,1,.13,.727839,"",847140,1132495,"2250"
2003,2,.1,.070152,"",847048,1132331,"2455"
2009,1,1.8,2.139,"204A",843390,1140534,"1281"
2008,2,.5,7.92623,"204A",844259,1140078,"1281"
2009,2,1,11.3987,"204A",844405,1139928,"1541"
2009,1,.9,10.2532,"204A",843970,1139685,"1724"
2009,2,.3,.356966,"204A",843849,1139042,"1724"
2009,1,.4,1.27187,"204A",845588,1139695,"1940"
2010,2,.92,15.0723,"204A",844975,1139134,"1683"
2006,2,.37,1.14693,"204A",840007,1129423,"1668"
2002,2,.9,4.01263,"204A",841655,1124577,"1648"
2002,2,.33,3.90533,"204A",843758,1122367,"1514"
2002,2,.3,.495739,"204A",842251,1125099,"1965"
2002,2,1.4,6.81072,"204A",842843,1124683,"1763"
2003,1,.3,2.50047,"204A",844073,1124313,"2024"
2004,2,.3,3.47515,"204A",843861,1124460,"2024"
2004,1,.3,.217612,"204A",843469,1124483,"2024"
2003,2,1.3,37.3076,"204A",843653,1123900,"1865"
2003,2,.6,10.3723,"204A",843927,1124029,"1865"
2004,2,.3,23.5929,"204A",843419,1124951,"2024"
2005,2,1.8,76.4716,"204A",843480,1125071,"2068"
2005,1,.9,6.33133,"204A",843041,1125864,"2057"
2006,2,.37,1.1616,"204A",842424,1128106,"1763"
2007,2,.49,.866032,"204A",842612,1129322,"2132"
2007,1,.17,.634536,"204A",842743,1128836,"2132"
2002,1,.15,.727667,"204A",843847,1127704,"2175"
2008,1,.11,.05325,"204A",843046,1128522,"1998"
2006,2,.14,.269858,"204A",844474,1126686,"1942"
2002,2,.3,3.79051,"204A",845653,1123574,"1688"
2004,1,.4,5.49463,"204A",844524,1124399,"1970"
2003,1,.5,5.82375,"204A",844832,1124015,"1944"
2006,2,.4,11.8917,"204A",845445,1125243,"1614"
2005,2,.97,54.4112,"204A",845390,1125144,"1614"
2004,1,1.5,9.54746,"204A",845723,1124628,"1758"
2003,1,.82,9.84733,"204A",845608,1124388,"1758"
2003,2,.7,1.73424,"204A",845500,1124136,"1758"
2003,2,.5,7.39431,"204A",844842,1125008,"1970"
2005,1,.3,6.24066,"204A",844898,1125342,"1796"
2004,1,.5,3.16514,"204A",845302,1124946,"1758"
2004,2,.4,3.34834,"204A",845849,1124190,"1758"
2006,1,.7,9.90609,"204A",844157,1125468,"2068"
2005,1,1.1,3.638,"204A",844262,1126028,"2112"
2006,2,.3,3.64078,"204A",844930,1125765,"1796"
2006,1,.56,8.25753,"204A",844835,1126225,"1942"
2002,1,1.8,4.87494,"204A",846545,1122146,"1427"
2003,2,1,6.72451,"204A",845393,1127111,"1788"
2002,2,.63,13.9033,"204A",845920,1127408,"1788"
2003,1,.2,.813886,"204A",846101,1128384,"1866"
2004,1,.5,.512566,"204A",846144,1127919,"1767"
2002,2,.5,3.52081,"204A",846577,1127997,"1767"
2004,1,.5,6.78906,"204A",846198,1128623,"1767"
2003,2,.5,6.26764,"204A",845990,1128641,"1866"
2003,1,.5,7.46347,"204A",845774,1128718,"2103"
2002,2,.2,2.89448,"204A",845381,1128962,"2103"
2004,1,.4,3.3283,"204A",846123,1129195,"1913"
2003,1,.2,.991638,"204A",846786,1127622,"1573"
2003,2,.4,9.68692,"204A",846737,1128625,"1767"
2002,1,.4,17.328,"204A",847261,1129286,"2119"
2002,2,.4,3.06376,"204A",847641,1127545,"1726"
2006,1,.3,5.32934,"204A",845972,1125350,"1614"
2005,1,4.5,57.2795,"204A",845808,1125280,"1614"
2006,1,1.1,2.7841,"204A",845927,1126357,"1698"
2002,1,.6,16.7045,"204A",848002,1128675,"2117"
2002,1,.6,1.58453,"204A",849212,1127090,"2175"
2009,1,.5,1.08463,"204A",854046,1129416,"2111"
2010,1,.3,1.95822,"204A",855374,1129784,"2037"
2004,2,.3,8.93502,"204A",843971,1123242,"1865"
2002,1,.15,.574715,"204A",844600,1123072,"1858"
2003,1,.9,4.82041,"204A",843756,1123448,"1865"
2009,2,.4,.212275,"204A",854667,1129832,"2185"
2008,2,.2,1.51546,"204A",855059,1129428,"1801"
2009,1,.44,.784352,"204A",846764,1146825,"1666"
2008,2,.4,10.8933,"204A",846658,1146224,"1666"
2008,2,.6,4.78639,"204A",846830,1144055,"1559"
2010,1,.98,6.71696,"204A",844578,1140332,"1541"
2010,2,.21,.250733,"204A",839609,1133744,"1333"
2009,2,.6,11.7696,"204A",839150,1133843,"1333"
2006,1,.46,8.17363,"204A",841597,1130045,"1925"
2005,1,3.7,5.19052,"204A",841412,1128435,"1673"
2007,2,1.64,23.7882,"204A",841530,1128854,"1918"
2004,2,.9,18.9958,"204A",841329,1129133,"1844"
2010,2,2.08,2.02228,"204A",840853,1133524,"1729"
2010,1,1.19,10.6923,"204A",842715,1136937,"1751"
2004,1,.3,.47399,"204A",842089,1132661,"1709"
2006,2,.4,3.12214,"204A",843827,1125472,"2068"
2004,2,.6,10.3963,"204A",844321,1125055,"1796"
2006,1,.7,8.86134,"204A",844465,1125488,"1796"
2005,1,1.5,16.0909,"204A",844984,1126557,"1942"
2006,2,.33,2.25209,"204A",845001,1126269,"1942"
2002,1,.3,3.63552,"204A",849008,1127150,"2175"
2010,2,3.01,35.3884,"204A",855464,1129403,"1624"
2007,2,.31,1.90789,"204A",840535,1129162,"1668"
2008,1,1.98,.810288,"204A",842984,1135784,"1791"
2010,2,.2,1.87026,"204A",856394,1129762,"2179"
2008,2,.3,.98913,"204A",843832,1139336,"1724"
2010,2,.7,2.10955,"204A",839865,1133369,"1585"
2007,1,.58,7.78774,"204B",886502,1198902,"1514"
2006,2,.3,.631692,"204B",886461,1198394,"1603"
2007,1,.5,5.16925,"204B",887726,1198558,"1599"
2008,2,.4,2.39216,"204B",888927,1198759,"1481"
2010,2,.26,.475179,"204B",885754,1194675,"1684"
2004,2,.4,6.72603,"204B",884639,1196569,"1686"
2004,1,.3,1.37536,"204B",890054,1193578,"1530"
2003,1,.4,5.03915,"204B",889479,1192706,"1386"
2003,2,.5,5.17397,"204B",888942,1193174,"1588"
2005,1,.5,13.8201,"204B",886506,1197928,"1603"
2010,1,.64,1.18194,"204B",888866,1197525,"1609"
2003,2,1,25.9438,"204B",889009,1196968,"1609"
2005,2,.3,3.48616,"204B",888125,1196461,"1541"
2006,1,.4,2.32481,"204B",885992,1197251,"1699"
2006,2,.56,2.42325,"204B",887978,1195677,"1452"
2003,1,.38,6.07456,"204B",887769,1194650,"1636"
2007,2,.46,.807828,"204B",887515,1198055,"1599"
2009,1,.3,1.84187,"204B",885910,1192823,"1622"
2007,2,.28,7.3819,"204B",888931,1195589,"1416"
2009,1,.2,.919568,"204B",890935,1199951,"1351"
2009,1,.4,6.2458,"204B",889299,1199007,"1481"
2002,1,.3,1.80961,"204B",890516,1196074,"1373"
2004,1,.2,.416765,"204B",890113,1196595,"1373"
2003,2,.8,14.1398,"204B",892301,1194558,"1464"
2009,1,.3,2.14287,"204B",889487,1198033,"1546"
2009,2,.42,.246672,"204B",889669,1198920,"1462"
2004,1,.2,.694036,"204B",891882,1193954,"1439"
2009,2,.28,.283569,"204B",890346,1198671,"1462"
2008,2,.38,.028527,"204B",885502,1193859,"1587"
2007,1,.44,13.1791,"204B",887019,1196278,"1578"
2008,1,.66,8.86414,"204B",886396,1196589,"1777"
2008,2,.5,9.23814,"204B",886568,1192231,"1508"
2004,1,1,14.313,"204B",887118,1194950,"1636"
2002,1,.2,.659312,"204B",891343,1195151,"1307"
2009,2,.49,.165139,"204B",888109,1198282,"1603"
2009,1,.3,2.66844,"204B",888878,1198490,"1546"
2009,2,.25,.02945,"204B",884861,1193383,"1705"
2009,2,.52,.024272,"204B",885727,1192469,"1622"
2008,2,1.2,2.97191,"204B",889389,1197269,"1609"
2005,1,.3,2.11794,"204B",887670,1196803,"1578"
2002,1,.4,3.3384,"204B",888429,1192165,"1252"
2009,1,.78,3.31938,"204B",886538,1191617,"1447"
2007,2,.36,2.39881,"204B",887143,1196638,"1578"
2010,2,.49,2.31241,"204B",891169,1198382,"1374"
2008,2,.3,4.6709,"204B",890470,1199622,"1442"
2010,1,.29,.045339,"204B",889827,1199591,"1442"
2010,2,.4,3.51821,"202A",819840,1163646,"1475"
2009,1,1.7,20.5847,"202A",821039,1165136,"1771"
2010,1,18.27,27.2608,"202A",820358,1164484,"1519"
2010,2,8.03,283.098,"202A",821383,1163749,"1871"
2010,1,5.19,17.0434,"202A",821180,1163682,"1596"
2009,2,.51,3.69565,"202A",820819,1163123,"1596"
2009,1,.55,1.64419,"202A",821678,1162324,"1668"
2009,1,.6,1.74528,"202A",821412,1162967,"1871"
2009,2,.48,4.95531,"202A",821181,1162721,"1493"
2004,1,3,7.9579,"202A",819530,1159353,"1419"
2003,1,.1,1.37954,"202A",818517,1159847,"1738"
2002,1,.3,.295583,"202A",817490,1160881,"1889"
2003,1,2.9,18.7277,"202A",815996,1159660,"1703"
2004,1,1,3.04135,"202A",820296,1158657,"1547"
2003,2,.9,25.6754,"202A",820014,1158928,"1547"
2002,1,.5,2.01946,"202A",819635,1158918,"1547"
2002,1,.8,5.45767,"202A",819948,1158181,"1575"
2002,2,2.4,66.3755,"202A",820456,1159509,"1414"
2002,2,1.2,17.5252,"202A",819650,1160015,"1419"
2005,1,.5,.993691,"202A",820546,1156601,"1339"
2006,1,.5,.344417,"202A",820311,1156125,"1534"
2004,2,2.6,58.04,"202A",820189,1155556,"1534"
2006,2,.6,6.27454,"202A",819879,1154651,"1503"
2005,2,1,8.33208,"202A",820809,1154213,"1144"
2007,1,.5,1.3718,"202A",819040,1155471,"1382"
2007,1,.22,.520771,"",829031,1155301,"2360"
2010,1,.9,2.60384,"202A",820235,1161453,"1351"
2009,2,.1,1.72214,"202A",820292,1164686,"1519"
2008,2,.4,1.16786,"202A",820672,1162412,"1493"
2008,2,.7,2.07199,"202A",820652,1161671,"1398"
2008,2,1.4,4.43802,"202A",821309,1162872,"1668"
2004,1,.5,6.30679,"202A",818890,1159982,"1738"
2003,2,.8,30.2519,"202A",819325,1159745,"1738"
2003,1,.8,11.5785,"202A",819270,1160076,"1738"
2003,2,1.2,47.4926,"202A",818764,1160365,"1472"
2002,1,.2,2.02592,"202A",816939,1158159,"1695"
2004,2,2.1,13.1998,"202A",819792,1156688,"1558"
2005,2,.5,4.86137,"202A",819617,1156317,"1534"
2007,1,.35,1.10353,"202A",819306,1154929,"1382"
2007,2,.2,3.97539,"202A",819848,1155129,"1503"
2005,2,4.4,12.0693,"202A",820774,1156135,"1230"
2003,2,.1,1.09572,"202A",818124,1163038,"1821"
2002,1,.5,2.14768,"202A",818290,1163243,"1821"
2004,1,.3,4.59685,"202A",817766,1163536,"1821"
2002,2,1.3,23.9852,"202A",817547,1163294,"1559"
2003,1,.2,4.44144,"202A",817786,1163198,"1821"
2008,1,.72,1.48937,"202A",819669,1155298,"1503"
2008,1,.9,2.79033,"202A",819158,1154356,"1178"
2006,2,.52,8.6363,"202A",819221,1156018,"1788"
2007,2,.13,3.0288,"202A",818254,1155484,"1186"
2005,1,.3,.208495,"202A",820557,1153985,"1144"
2010,1,.2,.585607,"202A",821984,1162070,"1668"
2003,1,.2,8.29041,"202A",820677,1158690,"1520"
2006,2,.6,8.80881,"202A",818243,1155984,"1580"
2010,2,.77,16.586,"201B",907404,1254532,"1133"
2010,1,.4,1.10903,"201B",903579,1252748,"1398"
2009,2,1,6.73032,"201B",903595,1252482,"1398"
2009,1,.3,.335381,"201B",904456,1251073,"1342"
2010,2,.46,14.8438,"201B",905852,1251999,"1262"
2009,2,1,5.53252,"201B",906661,1252937,"1197"
2009,1,.4,.218555,"201B",906623,1252949,"1197"
2010,1,.4,.350009,"201B",907189,1253573,"1219"
2009,1,.51,.381311,"201B",907687,1251523,"1115"
2010,1,.36,.847259,"201B",907009,1251885,"1181"
2009,2,.4,1.55905,"201B",906795,1251906,"1181"
2010,2,.84,6.04581,"201B",905606,1250837,"1330"
2009,1,.79,.270376,"201B",904254,1252674,"1398"
2003,2,3.3,47.807,"104B",792024,1121540,"1511"
2004,1,.8,5.70867,"104B",792545,1121623,"1471"
2002,2,.7,16.8325,"104B",791782,1121762,"1511"
2002,2,2.7,90.5163,"104B",791214,1121908,"1584"
2005,1,1,3.34888,"104B",791376,1122112,"1584"
2004,1,1.6,3.7276,"104B",790418,1121305,"1763"
2002,1,3.9,51.3979,"104B",791839,1119813,"1683"
2010,2,.64,2.21701,"104B",790748,1118117,"2041"
2009,2,.7,3.70436,"104B",791086,1118501,"2041"
2010,1,.27,1.15307,"104B",790922,1118432,"2041"
2002,1,1.3,.375211,"104B",791016,1120691,"1626"
2009,2,3.39,136.673,"104B",791679,1118805,"1824"
2003,1,.9,11.4335,"104B",790589,1121910,"1660"
2010,1,4.8,104.864,"104B",791069,1118867,"1859"
2003,1,.5,.416106,"104B",789438,1121592,"1637"
2004,1,.6,1.31695,"104B",799704,1120538,"1388"
2003,1,1.2,10.3852,"104B",799954,1120555,"1233"
2002,1,.9,11.7096,"104B",797853,1122238,"1359"
2002,2,2.7,108.321,"104B",795898,1121481,"1365"
2003,1,1.9,3.20104,"104B",795925,1121609,"1365"
2002,2,.8,40.3187,"104B",795934,1120688,"1437"
2004,1,2.2,4.72905,"104B",795863,1120237,"1532"
2007,1,2.21,11.6555,"105B",801023,1126966,"1402"
2008,1,.75,.578126,"105B",800820,1128327,"1334"
2006,2,.5,15.0722,"105B",800712,1127965,"1334"
2005,2,1.4,27.9228,"105B",801391,1127685,"1542"
2007,1,.67,9.38488,"105B",801407,1127564,"1542"
2005,1,.9,7.52609,"105B",801926,1127774,"1793"
2006,2,.5,15.27,"105B",801239,1127140,"1542"
2007,2,2.1,88.8791,"105B",801168,1126916,"1402"
2007,1,.28,.96875,"105B",800545,1127299,"1419"
2008,1,.35,.381107,"105B",800194,1124351,"1207"
2007,1,.6,1.37108,"105B",801514,1126346,"1402"
2008,1,1.8,31.3986,"105B",802660,1124635,"1701"
2007,1,.4,2.4197,"105B",801855,1125198,"1644"
2003,1,1.4,.206045,"105B",801196,1124828,"1404"
2007,2,.5,11.1822,"105B",800420,1126658,"1320"
2006,2,.75,.973563,"105B",800157,1127351,"1419"
2007,2,.9,1.13619,"105B",799881,1127835,"1163"
2006,2,.9,6.24443,"105B",799881,1127835,"1163"
2008,1,1.47,8.02015,"105B",801697,1122012,"1292"
2004,2,3.7,90.3218,"105B",802827,1121944,"1495"
2007,2,.2,2.58451,"105B",802554,1121319,"1429"
2007,1,.47,.756236,"105B",802378,1121883,"1359"
2006,1,1.06,23.4071,"105B",802456,1120613,"1429"
2004,2,1.4,51.2356,"105B",802316,1120922,"1429"
2005,1,1,3.17593,"105B",802024,1120954,"1429"
2006,2,4.76,395.686,"105B",801932,1121160,"1429"
2007,1,4,3.27799,"105B",800983,1120548,"1297"
2006,2,4.1,106.812,"105B",801108,1120402,"1280"
2004,2,2,83.0123,"105B",801185,1120623,"1297"
2006,1,2.4,10.6993,"105B",801161,1121154,"1297"
2002,1,2.7,.224444,"105B",800077,1123743,"1200"
2002,2,6.6,9.84789,"102B",799830,1123208,"1242"
2002,2,1.6,34.6426,"105B",802550,1122244,"1359"
2003,1,1.1,3.83601,"105B",801861,1122870,"1553"
2002,2,.9,9.11269,"105B",801431,1123028,"1358"
2008,1,.6,3.43358,"105B",802282,1126907,"1558"
2006,1,.87,2.43393,"105B",802150,1126997,"1793"
2005,1,3,10.3941,"105B",802153,1126113,"1558"
2002,2,.7,6.65105,"105B",803785,1124762,"1954"
2003,1,1,4.32345,"105B",804256,1123606,"1861"
2002,1,1.3,25.9471,"105B",802509,1122874,"1553"
2003,1,.9,6.49062,"105B",803362,1122480,"1659"
2002,1,1.2,9.30821,"105B",803166,1123066,"1659"
2005,1,2.3,1.15017,"105B",803003,1120532,"1461"
2005,1,4,45.9086,"105B",803723,1119657,"1655"
2005,1,2.3,2.29843,"105B",803498,1120016,"1580"
2006,1,.37,4.05698,"105B",803965,1120381,"1655"
2005,1,1.7,30.7651,"105B",805037,1120686,"1859"
2007,2,1.19,17.1442,"105B",804894,1121539,"1858"
2007,2,.52,17.7246,"105B",803791,1121018,"1626"
2004,2,.4,2.26757,"105B",805164,1120513,"1875"
2002,1,.9,28.0066,"105B",804933,1122417,"1788"
2004,2,4.4,162.457,"105B",803539,1120523,"1461"
2006,1,.9,4.48459,"105B",803168,1121074,"1461"
2007,1,2.7,5.45227,"105B",803433,1121662,"1495"
2005,1,.6,4.25687,"105B",803118,1121672,"1495"
2006,2,.6,11.3386,"105B",803784,1121432,"1626"
2006,1,.3,2.06308,"105B",806146,1120754,"2013"
2007,1,.27,2.04142,"105B",804448,1119961,"1655"
2005,1,1.3,3.41039,"105B",804140,1119722,"1655"
2003,1,.3,1.06302,"105B",804236,1124108,"1861"
2004,1,.5,4.42909,"104B",787201,1119745,"1897"
2002,1,.8,14.5518,"104B",788020,1119565,"2010"
2003,2,.7,4.42437,"104B",787325,1120516,"1897"
2003,1,.9,1.60251,"104B",786815,1119741,"2114"
2003,2,5.7,63.5069,"104B",786657,1120269,"2114"
2003,1,2.8,42.6506,"104B",787443,1121118,"1739"
2002,1,2.8,34.9856,"104B",788261,1121359,"1805"
2008,2,.35,1.84538,"104B",792409,1117246,"1964"
2010,1,.5,1.77278,"104B",792040,1116339,"1946"
2009,2,1.1,1.49765,"104B",791878,1116060,"1946"
2008,1,1.2,2.19946,"104B",792889,1116482,"1877"
2008,1,.9,1.87379,"104B",792763,1118019,"1910"
2009,1,.56,5.76495,"104B",793942,1117169,"1774"
2007,2,1.13,3.69544,"104B",793428,1117468,"1853"
2004,2,3.3,19.3853,"104B",796038,1117119,"1701"
2009,1,1.16,4.0746,"104B",793454,1117791,"1827"
2008,2,.36,3.6261,"104B",793297,1118167,"1910"
2008,1,.73,5.66993,"104B",792848,1118572,"1910"
2008,2,.25,6.45794,"104B",795031,1118802,"1717"
2010,1,.99,5.69235,"104B",794921,1118176,"1809"
2006,2,.88,3.5669,"104B",795016,1117955,"1809"
2001,1,3.2,49.4837,"104B",795074,1118285,"1809"
2001,2,.5,3.98697,"104B",794629,1118445,"1809"
2010,2,.52,7.14989,"104B",794329,1118501,"1827"
2010,2,.58,18.9103,"104B",794416,1120002,"1588"
2010,1,.46,4.30655,"104B",793526,1116560,"1846"
2005,1,1.2,10.5466,"104B",795506,1116542,"1822"
2004,2,3.7,90.1393,"104B",795512,1115918,"1878"
2002,2,1,.619608,"104B",794369,1114941,"2036"
2006,1,.14,.704015,"104B",795995,1116172,"1822"
2003,1,.5,4.04897,"104B",794516,1114564,"2036"
2005,1,1.7,6.01834,"104B",794838,1116615,"1793"
2010,2,.73,4.03904,"104B",795225,1112301,"1780"
2009,1,1.55,2.73949,"104B",795509,1112444,"1702"
2010,2,.6,6.40129,"104B",794734,1112641,"1780"
2006,1,1.46,2.22022,"104B",796102,1118029,"1763"
2006,2,.88,23.693,"104B",798547,1117615,"1468"
2008,1,1.13,1.99296,"104B",796086,1117734,"1701"
2007,2,.38,9.30504,"104B",798172,1117768,"1468"
2003,1,1.54,4.67945,"104B",798605,1119136,"1454"
2004,1,.6,.682628,"104B",798580,1119520,"1454"
2002,1,2.8,12.5336,"104B",796768,1119344,"1635"
2003,1,.4,3.78195,"104B",798036,1119458,"1605"
2003,2,3,51.3698,"104B",798196,1119675,"1450"
2007,1,.65,.988206,"104B",797799,1117759,"1591"
2002,2,.85,20.9849,"104B",798815,1119650,"1450"
2005,2,1.4,15.2769,"104B",796097,1118638,"1763"
2002,2,6.2,159.928,"104B",797648,1119743,"1486"
2004,1,2.2,4.12693,"104B",797235,1119818,"1486"
2002,1,.3,.393501,"104B",798192,1118682,"1490"
2005,1,1,2.79554,"104B",796845,1118537,"1624"
2002,1,.9,16.3369,"104B",797506,1113368,"1632"
2002,1,.3,3.37881,"104B",797954,1113942,"1632"
2008,1,.4,1.78194,"104B",797988,1114097,"1776"
2006,1,.56,4.23521,"104B",796423,1115094,"1835"
2002,2,2.5,77.8421,"104B",796104,1114445,"1928"
2003,1,7,52.5162,"104B",796095,1114662,"1928"
2004,1,3.4,58.0019,"104B",796527,1114076,"1672"
