log_y_lote,region
1.576582,"3A"
3.873619,"3A"
.3991452,"3A"
-.2475771,"3A"
.275994,"3A"
-.703345,"3A"
1.122446,"3A"
2.344034,"3A"
2.455838,"3A"
.4334758,"3A"
-1.215307,"3A"
1.163245,"3A"
2.576756,"3A"
3.4508,"3A"
1.283824,"3A"
2.606113,"3A"
.5285319,"3A"
.3032477,"3A"
1.73428,"3A"
2.082341,"3A"
2.768505,"3A"
-.1394943,"3A"
1.386497,"3A"
3.006286,"3A"
3.970141,"3A"
.1393271,"3A"
2.31093,"3A"
2.408925,"3A"
.9397885,"3A"
.9447694,"3A"
1.455265,"3A"
.8537768,"3A"
1.289775,"3A"
-.4745435,"3A"
2.883274,"3A"
1.166888,"3A"
3.129345,"3A"
-.1151561,"3A"
3.118273,"3A"
1.667388,"3A"
.594972,"3A"
1.538397,"3A"
.4758987,"3A"
3.156651,"3A"
-1.100153,"3A"
1.996868,"3A"
1.175462,"3A"
2.216527,"2B"
5.098145,"2B"
.9245724,"2B"
3.282114,"2B"
-1.206633,"2B"
.0194398,"2B"
3.01648,"2B"
1.78525,"2B"
1.809709,"2B"
1.526654,"2B"
-1.255965,"2B"
-3.704968,"2B"
.0633972,"2B"
-.0362481,"2B"
2.079681,"2B"
1.30229,"2B"
2.272597,"3A"
1.320339,"3A"
1.62448,"3A"
1.469005,"3A"
2.648152,"3A"
2.950803,"3A"
-.1413908,"3A"
-2.121272,"3A"
-.3037261,"3A"
2.079349,"3A"
.4663219,"3A"
-.6657985,"3A"
.2414785,"3A"
.9648027,"3A"
1.868645,"3A"
2.298389,"3A"
3.297284,"3A"
3.137384,"3A"
2.859225,"3A"
.7127831,"3A"
.5542529,"3A"
1.877576,"3A"
-.2811859,"3A"
1.844964,"3A"
2.362786,"3A"
2.240205,"3A"
3.364381,"3A"
3.762657,"3A"
.7076466,"3A"
1.732393,"3A"
2.381461,"3A"
3.018369,"3A"
.0307814,"3A"
2.833266,"3A"
-1.062991,"3A"
1.669019,"3A"
1.593981,"3A"
.412348,"3A"
.7142137,"3A"
2.339756,"3A"
-.6780458,"3A"
1.975606,"3A"
.917458,"3A"
2.057904,"3A"
.3092552,"3A"
2.393714,"3A"
1.803678,"3A"
.9850292,"3A"
.7901922,"3A"
2.388331,"3A"
1.781808,"3A"
1.346857,"3A"
2.042858,"3A"
.8704018,"3A"
2.294309,"3A"
1.629778,"3A"
3.69881,"3A"
2.909363,"3A"
.0866821,"3A"
-1.808255,"3A"
-.4645179,"3A"
2.209353,"3A"
.5646602,"3A"
-1.474946,"3A"
.722871,"3A"
2.396012,"3A"
2.81256,"3A"
-.8870305,"3A"
.9730869,"3A"
2.755862,"3A"
3.623551,"3A"
-3.381042,"3A"
.1524292,"3A"
1.144548,"3A"
.9613138,"3A"
1.619248,"3A"
.4197822,"3A"
1.451452,"3A"
1.901666,"3A"
1.242739,"3A"
.2884818,"3A"
1.271007,"3A"
2.9533,"3A"
2.656034,"3A"
.5352587,"3A"
.5340049,"3A"
2.198199,"3A"
.7265917,"3A"
.3759195,"3A"
3.808847,"3A"
3.9131,"3A"
1.224766,"3A"
1.182466,"3A"
1.555148,"3A"
.0680324,"3A"
2.926195,"3A"
.8705692,"3A"
1.128407,"3A"
1.380917,"3A"
2.690124,"3A"
1.717348,"3A"
2.689553,"3A"
3.10267,"3A"
.7513595,"3A"
.4916673,"3A"
-1.466299,"3A"
1.886068,"3A"
1.690813,"3A"
.8315908,"3A"
3.389874,"3A"
-.9182076,"3A"
-.4673192,"3A"
.0571362,"3A"
3.142094,"3A"
2.719069,"3A"
-.9971727,"3A"
1.990623,"3A"
.1480579,"3A"
.1480579,"3A"
-1.271699,"3A"
.6733168,"3A"
.9349555,"3A"
1.757301,"3A"
1.129765,"3A"
1.651115,"3A"
1.996943,"3A"
.5837563,"3A"
-.8491065,"3A"
3.160594,"3A"
2.447023,"3A"
2.280793,"3A"
2.045727,"3A"
1.476791,"3A"
.6907092,"3A"
3.498763,"3A"
-1.477471,"3A"
1.938799,"3A"
1.613605,"3A"
1.663127,"3A"
-.2163405,"3A"
2.289135,"3A"
2.120052,"3A"
1.043741,"3A"
1.150069,"3A"
1.08129,"3A"
.6719644,"3A"
2.592565,"3A"
1.37326,"3A"
1.908646,"3A"
-.6795086,"3A"
1.719884,"3A"
1.160469,"3A"
-.8568009,"3A"
.3835194,"3A"
2.836912,"3A"
.9619904,"3A"
.037344,"3A"
1.815984,"3A"
1.619357,"3A"
-1.274313,"3A"
-2.678851,"3A"
-.3298452,"3A"
.7989566,"3A"
-1.233055,"3A"
-1.495034,"3A"
2.166716,"3A"
.7875843,"3A"
.2538047,"3A"
-3.676753,"3A"
1.064314,"3A"
1.139684,"3A"
-.5549133,"3A"
2.296114,"3A"
.3161748,"3A"
1.570529,"3A"
2.435498,"3A"
1.366087,"3A"
.6517364,"3A"
4.686833,"3A"
.8054351,"3A"
-.4352699,"3A"
-.4989942,"3A"
.932231,"3A"
.3612902,"3A"
-1.394887,"3A"
-.3330547,"3A"
3.155962,"3A"
.7839563,"3A"
2.454258,"3A"
-.083474,"3A"
1.492754,"3A"
3.63822,"3A"
2.031996,"3A"
1.104879,"3A"
.2352855,"3A"
1.324217,"3A"
-.1847994,"3A"
-1.527775,"3A"
.388224,"3A"
.7436834,"3A"
1.972818,"3A"
1.207278,"3A"
2.330774,"3A"
-1.963559,"3A"
.9049345,"3A"
1.082195,"3A"
2.384183,"3A"
4.02931,"3A"
.1625354,"3A"
1.931614,"3A"
.8408169,"3A"
2.06081,"3A"
2.06081,"3A"
1.30069,"3A"
-.0872118,"3A"
-1.00299,"3A"
.2119289,"3A"
1.721566,"3A"
-.3842297,"3A"
.5685586,"3A"
.6476999,"2B"
1.676865,"3A"
2.185678,"2B"
.2417534,"3A"
2.642928,"3A"
2.068661,"3A"
1.269463,"3A"
3.879436,"3A"
2.258178,"3A"
.8988393,"3A"
3.032585,"3A"
3.302217,"3A"
2.522957,"3A"
2.269,"3A"
1.701621,"3A"
.9879228,"3A"
1.602812,"3A"
2.642238,"3A"
2.94587,"3A"
2.289112,"3A"
2.118033,"3A"
1.636434,"3A"
2.197369,"3A"
.4755631,"3A"
1.901757,"3A"
.887035,"3A"
1.173961,"3A"
1.407836,"3A"
1.510419,"3A"
1.245937,"3A"
1.805805,"3A"
4.1563,"3A"
3.647862,"3A"
1.817482,"3A"
3.161141,"3A"
2.035286,"3A"
2.009384,"3A"
3.206216,"3A"
3.667612,"3A"
.210423,"3A"
.1419769,"3A"
2.402684,"3A"
3.416093,"3A"
3.351205,"3A"
3.686336,"3A"
2.711405,"3A"
1.431882,"3A"
2.31206,"3A"
3.557435,"3A"
3.858561,"3A"
3.237383,"3A"
1.186999,"3A"
1.291341,"3A"
3.859025,"3A"
-3.599697,"3A"
2.617578,"3A"
1.658161,"3A"
.8384719,"3A"
2.928759,"3A"
2.017863,"3A"
1.69163,"3A"
5.199358,"3A"
2.35027,"3A"
2.377451,"3A"
3.149256,"3A"
.2395365,"3A"
1.336148,"3A"
4.101436,"3A"
3.004529,"3A"
2.458434,"3A"
2.224016,"3A"
2.237222,"3A"
.2194889,"3A"
2.969167,"3A"
2.454404,"3A"
-.3139453,"3A"
3.322901,"3A"
2.172559,"3A"
2.207891,"3A"
1.498357,"3A"
2.209986,"3A"
.8692159,"3A"
2.017714,"3A"
2.312892,"3A"
1.7026,"3A"
2.04658,"3A"
.1888419,"3A"
-.5982171,"3A"
.5644726,"3A"
2.964597,"3A"
1.511737,"3A"
1.838967,"3A"
.9006816,"."
.7924811,"3A"
.4348362,"3A"
2.702461,"3A"
-1.088174,"3A"
1.404753,"3A"
1.148465,"3A"
-.9130186,"3A"
-.9579751,"3A"
.0788666,"3A"
1.42199,"3A"
.7217492,"3A"
1.301455,"3A"
1.347309,"3A"
1.844093,"3A"
1.850459,"3A"
-.681697,"3A"
2.73527,"3A"
-1.252676,"3A"
-1.015164,"3A"
2.111073,"3A"
.3023391,"3A"
1.739638,"3A"
.6568877,"3A"
2.040996,"3A"
2.056935,"3A"
.1851592,"3A"
.3377785,"3A"
1.685308,"3A"
1.867198,"3A"
2.256468,"3A"
.061791,"3A"
2.491485,"3A"
2.696585,"3A"
2.116555,"3A"
3.873935,"3A"
.4911472,"3A"
3.274061,"3A"
2.114134,"3A"
2.921283,"3A"
3.219112,"3A"
3.585949,"3A"
1.917966,"3A"
.0986953,"3A"
2.649375,"3A"
1.325636,"3A"
1.063116,"3A"
2.897585,"3A"
2.541318,"3A"
1.129901,"3A"
1.39871,"3A"
1.286852,"3A"
1.740261,"3A"
1.893859,"3A"
1.095614,"3A"
2.210962,"3A"
1.562615,"3A"
2.494626,"3A"
2.806948,"3A"
3.17217,"3A"
1.478529,"3A"
1.395014,"3A"
2.561435,"3A"
2.358729,"3A"
.9196053,"3A"
.8189469,"3A"
2.198516,"3A"
2.787022,"3A"
.8708832,"3A"
1.226111,"3A"
3.209754,"3A"
2.560138,"3A"
.3930483,"3A"
1.22548,"3A"
1.663362,"3A"
3.36654,"3A"
2.802894,"3A"
2.834201,"3A"
1.452644,"3A"
2.485165,"3A"
2.261089,"3A"
1.979016,"3A"
.8514834,"3A"
1.380319,"3A"
.8972669,"3A"
1.370823,"3A"
1.463725,"3A"
2.229972,"3A"
3.739157,"3A"
.2892983,"3A"
3.570633,"3A"
.4054984,"3A"
1.930669,"3A"
-.719097,"3A"
3.383872,"3A"
2.971834,"3A"
.5704653,"3A"
2.401688,"3A"
2.103244,"3A"
1.231688,"3A"
2.337431,"3A"
.5684453,"3A"
.7064483,"3A"
1.677259,"3A"
2.497815,"3A"
3.509053,"3A"
1.154813,"3A"
.4201698,"3A"
1.13622,"3A"
1.305659,"3A"
2.515622,"3A"
2.202853,"3A"
1.714472,"3A"
3.230306,"3A"
1.126279,"3A"
-5.363389,"3A"
.4631804,"3A"
.0041315,"3A"
3.481895,"3A"
.5753148,"3A"
2.198345,"3A"
1.643677,"3A"
1.517627,"3A"
2.018239,"3A"
2.370001,"3A"
2.089594,"3A"
1.679096,"3A"
1.870931,"3A"
3.404479,"3A"
2.425882,"3A"
2.516535,"3A"
1.256265,"3A"
2.19041,"3A"
1.051119,"3A"
3.346945,"3A"
-.4419886,"3A"
3.669666,"3A"
1.217136,"3A"
.0686581,"3A"
.2410149,"3A"
1.888487,"3A"
1.580431,"3A"
.0154106,"3A"
.5592386,"3A"
1.249773,"3A"
1.515336,"3A"
.1572345,"3A"
2.700253,"3A"
1.628101,"3A"
.9816102,"3A"
2.370711,"3A"
2.545947,"3A"
.8484914,"3A"
.2154662,"3A"
2.253939,"3A"
.8491889,"3A"
2.595225,"3A"
1.788638,"3A"
1.830765,"3A"
2.120984,"3A"
2.203553,"3A"
.4108638,"3A"
1.995511,"3A"
1.547845,"3A"
-.5368257,"3A"
1.293581,"3A"
-.7893322,"3A"
1.526178,"3A"
1.276934,"3A"
2.165997,"3A"
1.791009,"3A"
2.114367,"3A"
2.843874,"3A"
1.769238,"3A"
-.4590922,"3A"
3.848887,"3A"
1.91672,"3A"
1.540043,"3A"
2.670854,"3A"
4.60132,"3A"
4.60132,"3A"
2.180692,"3A"
2.393677,"3A"
1.041682,"3A"
1.358797,"3A"
2.178095,"3A"
.9140803,"3A"
.9124634,"3A"
.4581461,"3A"
1.626781,"3A"
.0132518,"3A"
-1.480478,"3A"
.4233705,"3A"
.5019321,"3A"
-.733588,"3A"
2.299024,"3A"
2.102954,"3A"
-.5426793,"3A"
2.398141,"3A"
2.361429,"3A"
1.260606,"3A"
1.848623,"3A"
.6780539,"3A"
.4063581,"3A"
-.7816331,"3A"
2.351251,"3A"
2.349545,"3A"
3.825078,"3A"
2.27688,"3A"
1.477576,"3A"
1.999896,"3A"
.5007753,"3A"
-1.466295,"3A"
1.073017,"3A"
1.743934,"3A"
.1857241,"3A"
1.062266,"3A"
3.624066,"3A"
3.567559,"3A"
1.919532,"3A"
2.723044,"3A"
.3893832,"3A"
1.577737,"3A"
2.625226,"3A"
1.226451,"3A"
2.617352,"3A"
1.47036,"3A"
.4778788,"3A"
1.310425,"3A"
1.641216,"3A"
2.170408,"3A"
1.917059,"3A"
4.695623,"3A"
3.003874,"3A"
.3540947,"3A"
1.75008,"3A"
2.617659,"3A"
2.67223,"3A"
2.662516,"3A"
1.42197,"3A"
3.568625,"3A"
1.245641,"3A"
2.645778,"3A"
2.211247,"3A"
3.912985,"3A"
3.332897,"3A"
4.30907,"3A"
.2981842,"3A"
-.1014471,"3A"
-1.268163,"3A"
.3338474,"3A"
3.267693,"3A"
2.122494,"3A"
1.743535,"3A"
2.287524,"3A"
2.232964,"3A"
2.00975,"3A"
4.211778,"3A"
3.6483,"3A"
.6621414,"3A"
4.468335,"3A"
.670692,"3A"
2.105031,"3A"
1.246026,"3A"
3.829035,"3A"
.8843913,"3A"
.554431,"3A"
1.601182,"3A"
1.848452,"3A"
3.222107,"3A"
3.551558,"3A"
3.98961,"3A"
4.029639,"3A"
.385208,"3A"
2.294497,"3A"
1.48145,"3A"
2.591367,"3A"
3.478951,"3A"
3.385718,"3A"
1.285905,"3A"
2.597238,"3A"
2.205209,"3A"
.4701973,"3A"
2.597677,"3A"
1.864734,"3A"
.7138563,"3A"
1.427024,"3A"
1.249862,"3A"
1.334309,"3A"
2.185983,"3A"
4.005581,"3A"
2.596232,"3A"
3.634339,"3A"
2.065464,"3A"
1.95233,"3A"
2.676215,"3A"
3.445485,"3A"
-.9561887,"3A"
2.914755,"3A"
-.0570022,"3A"
1.163416,"3A"
-.078074,"3A"
1.323953,"3A"
2.322427,"3A"
2.984934,"3A"
2.903112,"3A"
1.612695,"3A"
2.342728,"3A"
3.038375,"3A"
-.6625578,"3A"
3.654115,"3A"
2.56064,"3A"
1.954604,"3A"
2.895171,"3A"
2.407071,"3A"
3.070297,"3A"
3.297088,"3A"
3.180376,"3A"
1.494442,"3A"
1.386664,"3A"
1.977669,"3A"
3.730712,"3A"
.4815678,"3A"
2.169734,"3A"
1.443681,"3A"
1.514314,"3A"
.3878306,"3A"
1.104505,"3A"
-.7564321,"3A"
3.913668,"3A"
2.870838,"3A"
2.854474,"3A"
3.310576,"3A"
1.948273,"3A"
1.971231,"3A"
.1712859,"3A"
-.324151,"3A"
1.878704,"3A"
2.830421,"3A"
2.530167,"3A"
2.646451,"3A"
1.361994,"3A"
2.920906,"3A"
-1.207051,"3A"
3.315825,"3A"
1.780825,"3A"
1.336111,"3A"
2.019195,"."
1.669547,"3A"
2.234744,"3A"
1.1375,"3A"
2.23983,"3A"
-.1404018,"3A"
1.196465,"3A"
1.115466,"3A"
1.814992,"3A"
-.6276478,"3A"
3.077824,"3A"
2.344149,"3A"
2.073099,"3A"
2.374105,"3A"
2.738379,"3A"
3.621772,"3A"
1.458734,"3A"
1.900621,"3A"
2.114658,"3A"
3.550634,"3A"
1.297627,"3A"
1.341328,"3A"
2.383603,"3A"
2.346927,"3A"
4.086751,"3A"
3.099349,"3A"
1.2904,"3A"
1.521282,"3A"
2.475378,"3A"
1.663111,"3A"
-.3006403,"3A"
1.412678,"3A"
1.440506,"3A"
3.132965,"3A"
1.273781,"3A"
1.071279,"3A"
.6024399,"3A"
-.8067662,"3A"
-1.003263,"3A"
2.286255,"3A"
1.67304,"3A"
2.389111,"3A"
3.504887,"3A"
2.293619,"3A"
2.250693,"3A"
.2477269,"3A"
1.52142,"3A"
-.0329737,"3A"
1.279035,"3A"
1.203285,"3A"
1.198997,"3A"
1.488961,"3A"
-.7048129,"3A"
1.924755,"3A"
1.816233,"3A"
3.178999,"3A"
-.3677301,"3A"
.6908144,"3A"
1.535888,"3A"
2.830044,"2B"
1.664702,"2B"
2.852133,"2B"
.5145468,"2B"
3.132555,"2B"
-.786645,"2B"
-.7647012,"2B"
1.3607,"2B"
2.112458,"2B"
.1776942,"2B"
.9778298,"2B"
3.14713,"2B"
1.62209,"2B"
4.205976,"2B"
1.78699,"3A"
2.484573,"2B"
.4437623,"2B"
1.864756,"2B"
1.176055,"2B"
3.543859,"2B"
1.166987,"2B"
1.373113,"2B"
2.84103,"2B"
.0749312,"2B"
1.708878,"2B"
3.343257,"2B"
2.227494,"2B"
1.238812,"2B"
2.411709,"2B"
1.88017,"2B"
3.558697,"2B"
2.374152,"2B"
.9164388,"2B"
.9793594,"2B"
2.510054,"2B"
2.249562,"2B"
.1493247,"2B"
2.523518,"2B"
1.05811,"2B"
2.675231,"2B"
.9236317,"2B"
.7031717,"2B"
1.803497,"2B"
.4220665,"2B"
-1.439493,"2B"
3.279888,"2B"
1.710396,"2B"
1.249091,"2B"
.7346106,"2B"
-.655782,"2B"
.338021,"2B"
1.060007,"2B"
1.864578,"2B"
2.952297,"2B"
.9146935,"2B"
1.121687,"2B"
3.778766,"2B"
.9460632,"2B"
1.376837,"2B"
2.134192,"2B"
1.101897,"2B"
1.948619,"2B"
2.01537,"2B"
1.402802,"2B"
3.058411,"2B"
-.5112924,"2B"
.8765015,"2B"
1.040732,"2B"
2.176967,"2B"
.3534417,"2B"
3.720165,"2B"
2.530915,"2B"
2.483631,"2B"
2.230974,"2B"
3.416533,"2B"
.6453215,"2B"
2.703111,"2B"
2.33717,"2B"
2.030679,"2B"
2.109061,"2B"
1.395517,"2B"
.083762,"2B"
1.740817,"2B"
3.101767,"2B"
2.690565,"2B"
1.362053,"2B"
2.190389,"2B"
1.703678,"2B"
1.641066,"2B"
.6210925,"2B"
1.986102,"2B"
1.6641,"2B"
.1214652,"2B"
1.11747,"2B"
.3043327,"2B"
1.945816,"2B"
1.675594,"2B"
-1.578807,"2B"
1.686793,"2B"
-.2013955,"2B"
1.560701,"2B"
2.946573,"2B"
2.383723,"2B"
1.775725,"2B"
1.017962,"2B"
2.242393,"2B"
2.223601,"2B"
1.506426,"2B"
1.637216,"2B"
2.279918,"2B"
-.5402785,"2B"
-.2484998,"2B"
1.859884,"2B"
.9488083,"2B"
1.60312,"2B"
-.0910249,"2B"
-.6867597,"2B"
.8222921,"2B"
2.056396,"2B"
2.111466,"2B"
2.162794,"2B"
2.080158,"2B"
1.680681,"2B"
1.482102,"2B"
1.379242,"2B"
1.570745,"2B"
-1.40099,"2B"
.6221881,"2B"
1.447011,"2B"
-.2323773,"2B"
1.171231,"2B"
2.112601,"2B"
.6992238,"2B"
.3919272,"2B"
2.300237,"2B"
-1.777797,"2B"
.4795083,"2B"
2.820176,"2B"
1.996237,"2B"
1.486504,"2B"
2.886258,"2B"
.1748353,"2B"
3.98641,"2B"
1.179089,"2B"
1.098065,"2B"
-.5663401,"2B"
.6168977,"2B"
-.4592901,"2B"
.7945795,"2B"
1.069726,"2B"
2.358947,"2B"
.9735289,"2B"
.6816564,"2B"
3.646739,"2B"
4.336736,"2B"
2.490391,"2B"
.5433528,"2B"
1.353213,"2B"
1.625301,"2B"
2.381045,"2B"
1.722225,"2B"
1.120517,"2B"
1.513907,"2B"
-.1165383,"2B"
.8558101,"2B"
-.0679202,"2B"
1.643006,"2B"
.5012116,"2B"
.0141001,"2B"
1.826475,"2B"
1.64791,"2B"
.969494,"2B"
2.258221,"2B"
.9020214,"2B"
.9418337,"2B"
2.202246,"2B"
2.202246,"2B"
1.695676,"2B"
1.660336,"2B"
2.814318,"2B"
1.025963,"2B"
1.012742,"2B"
1.624837,"2B"
-.4750644,"2B"
1.620125,"2B"
2.093102,"2B"
3.732727,"2B"
.4184669,"2B"
2.097091,"2B"
1.33449,"2B"
2.32875,"2B"
-.2404169,"2B"
1.005674,"2B"
.8108591,"2B"
2.983822,"2B"
3.459589,"2B"
.2909442,"2B"
-.3919913,"2B"
1.33634,"2B"
.2521896,"2B"
.6457935,"2B"
1.663373,"2B"
2.858135,"2B"
2.205409,"2B"
3.398343,"2B"
-1.139856,"."
2.658264,"2B"
.7815701,"2B"
1.832453,"2B"
1.100501,"2B"
2.055911,"2B"
.9841139,"2B"
.2808462,"2B"
-.9092655,"2B"
1.606189,"2B"
2.415753,"2B"
-.7671748,"2B"
1.521081,"2B"
2.744491,"2B"
2.434438,"2B"
1.385399,"2B"
1.242479,"2B"
-.3090827,"2B"
2.314286,"2B"
1.129203,"2B"
2.697427,"2B"
3.811931,"2B"
2.861589,"2B"
-.7347715,"2B"
2.765765,"2B"
2.376941,"2B"
2.417796,"2B"
.9805005,"2B"
-.7092278,"2B"
1.392818,"2B"
.9543107,"2B"
2.103309,"2B"
1.037878,"2B"
.9629261,"2B"
1.616489,"2B"
1.320072,"2B"
1.273232,"2B"
1.764164,"2B"
1.623082,"2B"
1.161593,"2B"
1.563853,"2B"
1.417493,"2B"
1.872998,"2B"
1.651993,"2B"
2.970173,"2B"
1.510839,"2B"
.2378115,"2B"
2.458691,"2B"
.5579115,"2B"
1.993899,"2B"
1.160967,"2B"
.1584899,"2B"
1.154012,"2B"
3.124877,"2B"
.7085332,"2B"
1.53295,"2B"
2.110347,"2B"
1.798162,"2B"
2.807709,"2B"
1.928723,"2B"
1.889634,"2B"
-.5214468,"2B"
2.699433,"2B"
1.743334,"2B"
1.448933,"2B"
1.956963,"2B"
1.098759,"2B"
.7584011,"2B"
.8320522,"2B"
1.673824,"2B"
1.433483,"2B"
1.201376,"2B"
2.457715,"2B"
.1597947,"2B"
2.599975,"2B"
3.84248,"2B"
-.4425799,"2B"
3.098117,"2B"
.5147559,"2B"
.6206141,"2B"
1.84313,"2B"
.6317769,"2B"
2.506448,"2B"
2.195846,"2B"
.3838532,"2B"
1.376294,"2B"
1.183373,"2B"
2.139346,"2B"
1.344644,"2B"
3.280152,"2B"
2.675982,"2B"
.6976371,"2B"
1.511823,"2B"
2.886743,"2B"
3.169833,"2B"
3.230045,"2B"
.064476,"2B"
-.0910698,"2B"
1.910122,"2B"
1.019814,"2B"
1.379015,"2B"
.3490359,"2B"
2.088546,"2B"
.615618,"2B"
-.6808294,"2B"
1.851708,"2B"
2.4681,"2B"
-.2767237,"2B"
1.15929,"2B"
1.877541,"2B"
1.328559,"2B"
1.586339,"2B"
3.88963,"2B"
3.389634,"2B"
1.004133,"2B"
1.292585,"2B"
3.156941,"2B"
.0468931,"2B"
.9238302,"2B"
1.420594,"2B"
1.271523,"2B"
3.203181,"2B"
-.175926,"2B"
2.61184,"2B"
1.391536,"2B"
4.037321,"2B"
1.619861,"2B"
1.253183,"2B"
1.343919,"2B"
-1.84492,"2B"
-.1875978,"2B"
2.62718,"2B"
1.703458,"2B"
3.02908,"2B"
.3890511,"2B"
2.597178,"2B"
1.549155,"2B"
2.44978,"2B"
-1.011316,"2B"
1.398618,"2B"
.2948911,"2B"
1.979364,"2B"
3.192014,"2B"
2.203645,"2B"
1.12227,"2B"
2.435743,"2B"
3.675789,"2B"
.0239899,"2B"
-.7933787,"2B"
1.307638,"2B"
1.938192,"2B"
1.698203,"2B"
-2.139421,"2B"
1.964952,"2B"
1.095153,"2B"
1.986968,"2B"
1.647648,"2B"
2.085393,"2B"
.7226914,"2B"
2.370412,"2B"
.9049668,"2B"
-1.042262,"2B"
2.055831,"2B"
.8858232,"2B"
1.147047,"2B"
2.550156,"2B"
2.642857,"2B"
2.186851,"2B"
-1.51281,"2B"
2.087996,"2B"
-.4814546,"2B"
2.306378,"2B"
2.311565,"2B"
1.183826,"2B"
1.310425,"2B"
1.823733,"2B"
-2.604352,"2B"
-.21164,"2B"
2.544409,"2B"
.2626181,"2B"
.9834558,"2B"
.4058784,"2B"
1.559083,"2B"
.3259456,"2B"
-2.260398,"2B"
-3.079549,"2B"
.3937164,"2B"
2.462695,"2B"
-.7054343,"2B"
1.501871,"2B"
.5175311,"2B"
-.6909316,"2B"
2.49156,"2B"
2.473315,"2B"
2.190153,"2B"
1.46792,"2B"
2.25523,"2B"
2.838915,"2B"
2.184258,"2B"
.2016011,"2B"
-1.000784,"2B"
3.249296,"2B"
-1.097246,"2B"
2.375668,"2B"
2.484273,"2B"
2.327736,"2B"
3.435341,"2B"
-.4555723,"2B"
2.931492,"2B"
.1503922,"2B"
1.7256,"2B"
-.2807343,"2B"
1.120429,"."
1.048035,"2B"
-2.33081,"2B"
-1.259489,"2B"
3.940919,"2B"
.6551909,"2B"
1.45901,"."
.6274827,"2B"
1.24395,"2B"
-1.553327,"2B"
-1.350622,"2B"
4.161539,"2B"
2.537199,"2B"
1.03166,"2B"
1.706686,"2B"
-2.373823,"2B"
-1.307065,"2B"
2.25082,"2B"
.5852278,"2B"
2.670854,"2B"
.453798,"2B"
1.325432,"2B"
.5193948,"2B"
-1.588758,"2B"
-2.826868,"2B"
.015125,"2B"
1.439233,"2B"
-.1320935,"2B"
.1536649,"2B"
.6571365,"2B"
-1.243816,"2B"
1.902743,"2B"
1.82768,"2B"
-1.110367,"2B"
3.455834,"2B"
3.018139,"3A"
1.839514,"3A"
2.436259,"3A"
-.9521614,"3A"
2.432534,"3A"
1.384014,"3A"
3.372256,"3A"
2.661224,"3A"
2.45321,"3A"
2.407467,"3A"
.3937164,"3A"
3.141191,"3A"
2.035802,"3A"
.4164973,"3A"
2.16407,"3A"
2.624545,"3A"
2.436906,"3A"
1.416998,"3A"
2.162345,"3A"
2.138743,"3A"
-1.482167,"3A"
1.251245,"3A"
-1.250795,"3A"
1.30516,"3A"
2.062529,"3A"
2.710607,"3A"
1.485818,"3A"
1.69696,"3A"
2.956113,"3A"
2.280435,"3A"
2.613095,"3A"
1.515151,"3A"
-.2653011,"3A"
1.614897,"3A"
2.147108,"3A"
-1.165849,"3A"
1.036176,"3A"
-.0312575,"."
1.00581,"3A"
1.661934,"3A"
1.263621,"3A"
3.130486,"3A"
2.890094,"3A"
.6618165,"3A"
2.420955,"3A"
2.445265,"3A"
2.304842,"3A"
3.390511,"3A"
2.311505,"3A"
.6639552,"3A"
.1860397,"3A"
2.177466,"3A"
-.0215005,"3A"
1.469046,"3A"
2.057782,"3A"
.8650774,"3A"
2.816067,"3A"
.9536327,"3A"
1.552131,"3A"
1.081422,"3A"
1.397798,"3A"
.4524505,"3A"
3.900477,"3A"
2.117224,"3A"
1.740152,"3A"
.3635661,"3A"
1.613059,"3A"
1.728049,"3A"
2.151956,"3A"
2.148144,"3A"
1.725791,"3A"
1.976322,"3A"
.693792,"3A"
-.3645473,"3A"
.5741497,"3A"
2.841671,"3A"
2.828815,"3A"
.6573594,"3A"
2.10938,"3A"
2.466004,"3A"
1.386187,"3A"
1.348759,"3A"
1.833117,"3A"
.9994988,"3A"
1.53496,"3A"
1.184701,"2B"
2.484723,"2B"
3.688504,"2B"
.4352181,"2B"
2.024546,"2B"
1.992288,"2B"
2.500345,"2B"
1.734962,"2B"
1.455788,"2B"
2.691406,"2B"
.5798161,"2B"
2.181838,"2B"
1.023328,"2B"
.817058,"2B"
2.779651,"2B"
1.073705,"2B"
2.468303,"2B"
3.985972,"2B"
1.783171,"2B"
-.8101732,"2B"
3.469152,"2B"
1.688803,"2B"
.411361,"2B"
2.476875,"2B"
-1.701153,"2B"
1.476919,"2B"
2.169745,"2B"
1.722291,"2B"
.2056474,"2B"
.6245739,"2B"
.1844859,"2B"
-.5312903,"2B"
2.826272,"2B"
2.99381,"2B"
.7450041,"2B"
.7659655,"2B"
2.240623,"2B"
2.344935,"2B"
.5071247,"2B"
.7626733,"."
1.540864,"2B"
2.018815,"2B"
1.032882,"2B"
.2549987,"2B"
1.147421,"2B"
1.702901,"2B"
2.767243,"2B"
3.866984,"2B"
3.405249,"2B"
2.211287,"2B"
4.235109,"2B"
.7425324,"2B"
1.388542,"2B"
3.453543,"2B"
.8696811,"2B"
1.412637,"2B"
.2792895,"2B"
.9089276,"2B"
.8955777,"2B"
1.379552,"2B"
3.401251,"2B"
1.326751,"3A"
1.245045,"3A"
3.309294,"3A"
2.091753,"3A"
2.021012,"3A"
-1.106184,"3A"
2.841164,"3A"
1.407784,"3A"
