log_y_lote,region
.3482596,"2B"
1.929871,"2B"
1.428113,"2B"
-.3727288,"2B"
2.170838,"2B"
1.707406,"2B"
-.1138823,"2B"
1.058641,"2B"
2.216053,"2B"
2.072364,"2B"
1.634275,"2B"
.5402874,"2B"
.7014377,"2B"
1.6606,"2B"
1.839311,"2B"
2.053757,"2B"
1.448504,"2B"
-2.312827,"2B"
.5538909,"2B"
.6446447,"2B"
-.220805,"2B"
-.9254122,"2B"
2.365241,"2B"
-.3323391,"2B"
1.409713,"2B"
-1.208945,"2B"
2.422987,"2B"
.7009814,"2B"
2.135971,"2B"
-.2971925,"2B"
.6905589,"2B"
1.600641,"2B"
2.593888,"2B"
1.842281,"2B"
.1891233,"2B"
.1952706,"2B"
2.126387,"2B"
2.960685,"2B"
1.918028,"2B"
1.674645,"2B"
2.705006,"2B"
-.2668512,"2B"
-2.475071,"2B"
2.194895,"2B"
-.6286486,"2B"
-1.470272,"2B"
1.940044,"2B"
-.7678944,"2B"
3.514214,"2B"
3.050386,"2B"
-1.359777,"2B"
2.077321,"2B"
1.898519,"2B"
3.496092,"2B"
.7187028,"2B"
-.4915918,"2B"
1.66428,"2B"
.838394,"2B"
1.2438,"2B"
.4500432,"2B"
1.214649,"2B"
-.4993204,"2B"
5.563992,"2A"
1.783126,"2A"
2.799596,"2A"
2.772089,"2A"
2.229931,"2A"
1.282727,"2A"
1.891575,"2A"
-.7685887,"2A"
3.858983,"2A"
2.865447,"2A"
2.778546,"2A"
.8509412,"2A"
3.451967,"2A"
1.577227,"2A"
.1281205,"2A"
1.256203,"2A"
-1.501961,"2A"
-1.148667,"2A"
2.600487,"2A"
.2492712,"2A"
-.242041,"2A"
1.412532,"2A"
1.887123,"2A"
1.949758,"2A"
.9146574,"2A"
.1655907,"2A"
1.375087,"2A"
.0614902,"2A"
1.868058,"2A"
-.3080385,"2A"
-.8080531,"2A"
3.03552,"2A"
2.581549,"2A"
2.32124,"2A"
3.285925,"2A"
-1.484017,"2A"
.5136197,"2A"
1.561816,"2A"
1.169006,"2A"
3.448501,"2A"
.3004379,"2A"
1.812731,"2A"
1.247756,"2A"
.857343,"2A"
.744648,"2A"
.6666697,"2A"
3.233784,"2A"
1.757834,"2A"
.509699,"2A"
1.969542,"2A"
1.476146,"2A"
-3.650082,"2A"
.860114,"2A"
2.586116,"2A"
2.553569,"2A"
.8625185,"2A"
2.219496,"2A"
-.6037691,"2A"
.2066564,"2A"
-.4920022,"2A"
.1485148,"2A"
-1.013727,"2A"
-1.007444,"2A"
-.2778532,"2B"
-.729274,"2B"
3.291832,"2B"
3.578788,"2B"
3.155553,"2B"
.5520155,"2B"
2.249336,"2B"
2.469234,"2B"
3.245483,"2B"
2.509266,"2B"
1.000713,"2B"
.9045987,"2B"
-.2115189,"2B"
.5587926,"2B"
.6669778,"2B"
.8897208,"2B"
.758476,"2B"
.9136473,"2B"
.3042294,"2B"
-1.1384,"2B"
2.107703,"2B"
1.114958,"2B"
.9404876,"2B"
.949327,"2B"
.7980566,"2B"
1.546453,"2B"
.7569901,"2B"
-.5657237,"2B"
2.484698,"2B"
1.941651,"2B"
1.529672,"2B"
4.45706,"2B"
-.2994079,"2B"
1.202711,"2B"
.568366,"2B"
-1.156066,"2B"
.9796261,"2B"
-.482964,"2B"
.7372645,"2B"
1.351131,"2B"
1.017435,"2B"
1.327375,"2B"
2.5476,"2B"
2.022715,"2B"
1.551177,"2B"
1.011255,"2B"
1.749471,"2B"
1.54036,"2B"
-2.485763,"2B"
1.825354,"2B"
.4359361,"2B"
1.279155,"2B"
-1.504101,"2B"
.4114737,"2B"
-1.950697,"2A"
1.793155,"2A"
2.295261,"2A"
.5911477,"2A"
.6749374,"2A"
1.339465,"2A"
1.080635,"2A"
1.905239,"2A"
.8905092,"2A"
-1.148649,"2A"
-.259744,"2A"
.4537599,"2A"
1.630134,"2A"
.960874,"2A"
.6753141,"2A"
-.7455422,"2A"
1.117784,"2A"
2.923946,"2A"
2.389368,"2A"
1.839861,"2A"
.3821078,"2B"
1.895048,"2B"
1.196047,"2B"
.6894403,"2A"
1.385654,"2A"
.583879,"2A"
1.480215,"2A"
1.326051,"2A"
.7168832,"2A"
1.489654,"2A"
1.186037,"2A"
1.077433,"2A"
.9632468,"2A"
1.931868,"2A"
3.472022,"2A"
-.0609524,"2A"
.9106107,"2A"
.1201979,"2A"
2.931929,"2A"
2.369786,"2A"
3.4893,"2A"
2.965629,"2A"
2.443355,"2A"
1.820306,"2A"
4.06414,"2A"
4.705866,"2A"
3.404226,"2A"
3.321606,"2A"
1.14442,"2A"
4.427221,"2A"
3.373117,"2A"
.7329735,"2A"
1.34275,"2A"
1.9385,"2A"
4.834168,"2A"
3.278076,"2A"
1.116026,"2A"
.5766526,"2A"
-.0362834,"2A"
-.0115909,"2A"
2.196196,"2A"
2.416904,"2A"
.1904963,"2A"
.1433641,"2A"
.8680286,"2A"
1.125657,"2A"
2.331027,"2A"
1.577561,"2A"
1.650916,"2B"
1.583757,"2B"
.7957579,"2B"
.0905534,"2B"
-.4854097,"2B"
1.201626,"2A"
2.483614,"2A"
1.264381,"2A"
1.470888,"2A"
1.434189,"2B"
.9683176,"2A"
1.813826,"2A"
1.741504,"2A"
1.292577,"2A"
2.321034,"2A"
2.264221,"2A"
.8570417,"2A"
3.819254,"2A"
.34893,"2A"
2.956825,"2A"
1.280792,"2A"
1.232021,"2A"
.9238183,"2A"
.6568514,"2A"
.2537426,"2B"
.7049917,"2B"
1.784975,"2A"
.5009328,"2A"
.306175,"2A"
-.600723,"2A"
-.6818829,"2A"
-.0479179,"."
.6471661,"2A"
-.5438982,"2A"
-.1961913,"2A"
1.047772,"2A"
.0867922,"2A"
-.2882262,"2A"
-.1111606,"2A"
1.020618,"2A"
1.346456,"2A"
-.7409561,"2A"
.6047366,"2A"
1.012658,"2A"
.0735013,"2A"
.8834947,"2A"
-.1807057,"2A"
-.3017647,"2A"
.8123559,"2A"
-.684237,"2A"
1.318572,"1B"
.4807333,"1B"
2.794479,"1B"
3.209702,"1B"
2.273477,"1B"
.2686828,"1B"
-.1439119,"1B"
2.276661,"1B"
3.088147,"1B"
1.152845,"1B"
2.127791,"1B"
1.210973,"1B"
2.604333,"1B"
2.803154,"1B"
-.4651419,"1B"
3.481108,"1B"
1.98451,"1B"
.9833062,"1B"
2.726407,"1B"
.7421039,"1B"
2.499319,"1B"
.5914356,"1B"
2.0893,"1B"
2.139893,"1B"
3.698411,"1B"
.5112175,"1B"
1.630201,"1B"
1.615863,"1B"
.1417513,"1B"
3.261123,"1B"
1.481802,"1B"
.8873973,"1B"
-.1833161,"1B"
1.557422,"1B"
1.219791,"1B"
.4292468,"1B"
2.646877,"1B"
2.075983,"1B"
1.485837,"1B"
.711596,"1B"
-.4408721,"1B"
2.027481,"1B"
-2.415272,"1B"
2.751167,"1B"
2.458486,"1B"
2.282241,"1B"
2.127393,"1B"
-4.646617,"1B"
-.2079951,"1B"
-2.102031,"1B"
1.750498,"1B"
1.913959,"1B"
2.393029,"1B"
.3612485,"1B"
1.132344,"1B"
-2.262759,"1B"
2.457655,"1B"
.3691676,"1B"
1.107172,"1B"
1.91791,"1B"
1.784938,"1B"
-1.50971,"1B"
2.073645,"1B"
3.192265,"1B"
.4176308,"1B"
2.336329,"1B"
.4480072,"1B"
2.221332,"1B"
1.219537,"1B"
2.024318,"1B"
-.7973217,"1B"
3.061225,"1B"
2.716448,"1B"
-.6601593,"1B"
.3401227,"1B"
-1.930684,"1B"
1.956381,"1B"
-.6180081,"1B"
2.093612,"1B"
1.259216,"1B"
-.675211,"1B"
1.327205,"1B"
2.264733,"1B"
.63414,"1B"
.054223,"1B"
1.134443,"1B"
-.3217008,"1B"
-1.476434,"1B"
-.5899644,"1B"
2.153919,"1B"
1.813245,"1B"
.3100329,"1B"
.3848609,"1B"
1.64512,"1B"
2.781542,"1B"
1.408464,"1B"
2.037593,"1B"
.9333366,"1B"
-4.619675,"1B"
2.067975,"1B"
.0199496,"1B"
2.289495,"1B"
2.641305,"1B"
1.307173,"1B"
2.435533,"1B"
.9463349,"1B"
.0975077,"1B"
3.024038,"1B"
2.230933,"1B"
1.807726,"1B"
2.602364,"1B"
.440298,"1B"
1.947459,"1B"
.5478034,"1B"
-1.49515,"1B"
-1.452909,"1B"
1.894922,"1B"
2.730764,"1B"
1.943019,"1B"
-2.119131,"1B"
4.309667,"1B"
2.354542,"1B"
.5740539,"1B"
-.5917898,"1B"
1.418556,"1B"
.5699394,"1B"
4.127146,"1B"
3.380358,"1B"
3.891779,"1B"
3.85025,"1B"
3.379098,"1B"
5.563858,"1B"
4.115894,"1B"
4.66087,"1B"
5.447005,"1B"
-.2678141,"1B"
.5481503,"1B"
-1.047086,"1B"
.9206014,"1B"
-1.574945,"1B"
1.674328,"1B"
-4.368281,"1B"
2.778167,"1B"
2.874575,"1B"
-1.309407,"2A"
.843505,"2A"
-.3785379,"2A"
2.896205,"2A"
-.6024494,"2A"
-.1627402,"2A"
3.919692,"2A"
1.407963,"2A"
1.04655,"2A"
1.933901,"2A"
-.6766933,"2A"
1.316416,"2A"
-1.255263,"2A"
.4996777,"2A"
-.0336943,"2A"
-1.328139,"2A"
2.66547,"2A"
3.374953,"2A"
1.567515,"2A"
-.1928872,"2A"
1.409254,"2A"
.801046,"2A"
1.610983,"2A"
-4.644847,"2A"
1.751996,"2A"
.2000387,"2A"
-1.972397,"2A"
.7699971,"2A"
1.83592,"2A"
2.470664,"2A"
-1.622174,"2A"
2.847464,"2A"
-1.152526,"2A"
-1.162348,"2A"
1.887927,"2A"
1.174112,"2A"
-1.274138,"2A"
2.147818,"2A"
1.549038,"2A"
-1.129339,"2A"
-1.336054,"2A"
2.995312,"2A"
1.50159,"2A"
1.750811,"2A"
1.777197,"2A"
.717181,"2A"
2.058383,"2A"
1.396349,"2A"
2.276609,"2A"
1.739539,"2A"
2.227346,"2A"
1.004137,"2A"
1.225406,"2A"
-2.629618,"2A"
-.6655028,"2A"
.8263003,"2A"
1.41281,"2A"
1.464068,"2A"
-.0950428,"2A"
-3.103317,"2A"
.1795093,"2A"
-.7229118,"2A"
-.644679,"2A"
.8095025,"2A"
-.6424579,"2A"
-1.127907,"2A"
1.428777,"2A"
2.265607,"2A"
2.699171,"2A"
.6327335,"2A"
1.678089,"2A"
2.257045,"2A"
1.496495,"2A"
1.58783,"2A"
-1.640887,"2A"
-.6293089,"2A"
1.151682,"2A"
1.094892,"2A"
.5622637,"2A"
1.035971,"1A"
-.389545,"1A"
-.8503462,"1A"
.7576935,"1A"
-.044255,"1A"
.489457,"1A"
1.449797,"1A"
-.8704239,"1A"
2.233033,"1A"
-.0549642,"1A"
.4280873,"1A"
-1.313702,"1A"
-.7753838,"1A"
-2.85867,"1A"
-.5480604,"1A"
2.848467,"1A"
-.343715,"1A"
-1.377993,"1A"
-.8531516,"1A"
.3540876,"1A"
1.311048,"1A"
1.042165,"1A"
1.8022,"1A"
-.2371157,"1A"
1.040277,"1A"
.3077787,"1A"
-.4683842,"1A"
1.692364,"1A"
1.005246,"1A"
1.544592,"1A"
1.599872,"1A"
2.110049,"1A"
-1.552193,"1A"
1.800941,"1A"
1.194522,"1A"
2.434122,"1A"
2.03509,"1A"
-.2577997,"1A"
1.754871,"1A"
1.403614,"1A"
1.661831,"1A"
-.0605529,"1A"
.4534359,"1A"
2.763636,"1A"
2.226187,"1A"
2.643604,"1A"
1.329327,"1A"
-1.232119,"1A"
.458456,"1A"
.7286254,"1A"
-.6688117,"1A"
.1368621,"1A"
3.342971,"1A"
-.7197828,"1B"
.3855073,"1B"
2.548718,"1B"
1.130841,"1B"
.987204,"1B"
1.311638,"1B"
1.19308,"1B"
2.838704,"1B"
2.383474,"1B"
.8613444,"1B"
-.5175381,"1B"
1.935873,"1B"
3.41749,"1B"
1.926299,"1B"
3.172677,"."
1.863499,"1B"
1.014466,"1B"
1.698964,"1B"
1.168406,"1B"
1.138791,"1B"
2.308388,"1B"
1.144341,"1B"
-1.595111,"1B"
1.504475,"1B"
1.67383,"1B"
.193311,"1B"
1.212759,"1B"
.5864969,"1B"
5.29237,"1B"
-1.455177,"2A"
3.80792,"2A"
1.724494,"2A"
-.5476798,"2A"
1.330985,"2A"
-2.997213,"2A"
2.539071,"2A"
3.171323,"2A"
2.727533,"2A"
2.468947,"2A"
2.909602,"2A"
2.751825,"2A"
4.481597,"2A"
2.00481,"2A"
4.343342,"2A"
3.448202,"2A"
2.636583,"2A"
1.247946,"2A"
-3.180762,"2A"
3.013661,"2A"
.9563265,"2A"
2.130697,"2A"
.0694515,"2A"
2.084817,"2A"
2.029464,"2A"
2.396112,"2A"
-3.473091,"2A"
-.6848438,"2A"
1.044621,"2A"
.1201092,"2A"
1.699279,"2A"
1.052736,"2A"
1.273806,"2A"
2.055401,"2A"
2.925471,"2A"
-.3544603,"2A"
.7484683,"2A"
.7121553,"2A"
.9813629,"2A"
.8463445,"2A"
-.6297237,"2A"
1.759317,"2B"
2.041109,"2B"
1.818099,"2B"
-3.348956,"2B"
-2.693452,"2B"
.7847276,"2B"
2.899276,"2B"
-1.785102,"2B"
-1.165502,"2B"
3.374744,"2B"
-2.302355,"2B"
-1.2234,"2B"
-1.97542,"2B"
-2.842942,"2B"
1.303538,"2B"
-.1455912,"2A"
2.500197,"2A"
-2.444218,"2A"
1.351576,"2A"
2.654755,"2A"
-1.829767,"2A"
-.5425141,"2A"
.9184245,"2A"
.7443155,"2A"
.0913113,"2A"
.2939673,"2A"
-1.456386,"2A"
2.457373,"2B"
1.814184,"2B"
.5534368,"2B"
1.705019,"2B"
2.201306,"2B"
.3093653,"2B"
-.2960234,"2B"
1.621424,"2B"
-.3820381,"2B"
-1.722847,"2B"
-.0761858,"2B"
1.167274,"2B"
2.94831,"2B"
-1.423058,"2B"
-.0608918,"2B"
1.461182,"2B"
1.849336,"2B"
1.408978,"2B"
2.5675,"2B"
1.325248,"2B"
1.041583,"2B"
1.457875,"2B"
1.037793,"2B"
1.323035,"2B"
-.2711488,"2B"
-1.232955,"2B"
3.943961,"2B"
1.664068,"2B"
1.022012,"2B"
-.5004578,"2B"
1.513196,"2B"
.6907844,"2B"
.3102969,"2B"
2.546652,"2B"
2.175253,"2B"
2.367202,"2B"
2.512068,"2B"
2.39613,"2B"
.0670884,"2B"
2.649587,"2B"
1.019013,"2B"
.1249925,"2B"
-1.63372,"2B"
-.1237893,"2B"
.822147,"2B"
2.300282,"2B"
2.867814,"2B"
2.065814,"2B"
-.7531753,"2B"
1.913334,"2B"
.6335936,"2B"
-.2679003,"2B"
.2688203,"2B"
-.4843411,"2B"
1.323192,"2B"
1.965878,"2B"
.2606166,"2B"
1.336379,"2B"
.6115792,"2B"
-2.243769,"2B"
-.53128,"2B"
3.006148,"2B"
.6487302,"2B"
-.0593669,"2B"
.5089539,"2B"
.5225664,"2B"
-2.196236,"2B"
2.385574,"2B"
1.037524,"2B"
.5355397,"2B"
.8307546,"2B"
2.472809,"2B"
.5605125,"2B"
1.985985,"2B"
-4.370493,"3B"
-3.694013,"3B"
-3.419769,"3B"
-.3640794,"3B"
-3.561718,"3B"
-2.726637,"3B"
.4932073,"3B"
-5.173449,"3B"
1.593581,"3B"
1.229801,"3B"
2.368476,"3B"
-2.136342,"3B"
-5.314447,"3B"
.2320795,"3B"
-2.712706,"3A"
.4881751,"3A"
2.128446,"3A"
-.2746369,"3A"
-.6127827,"3A"
1.490645,"3A"
1.967888,"3A"
-.9169909,"3A"
-1.075521,"3A"
-1.59015,"3A"
.0546113,"3A"
2.705908,"3A"
-.3734695,"3A"
.4384678,"3A"
.3492122,"3A"
-.1311833,"3A"
.9375708,"3A"
.6608099,"3A"
.2593289,"3A"
1.026271,"3A"
1.423578,"3A"
.3683307,"3A"
-.7818516,"3A"
-1.974311,"3A"
.7224438,"3A"
1.818413,"3A"
-.9625075,"3A"
2.978993,"3A"
2.622107,"3A"
2.152264,"3A"
2.180076,"3A"
-.5196831,"3A"
.0501321,"3A"
-.2200346,"3A"
2.210083,"3A"
.8776581,"3A"
1.105598,"3A"
1.856471,"3A"
-2.606342,"3A"
2.803373,"3A"
-3.682222,"3A"
-1.910286,"3A"
-1.311621,"3A"
-1.247841,"3A"
-.5984136,"3A"
-2.213357,"3A"
1.176286,"3A"
-.3105823,"3A"
.2389933,"3A"
-1.964493,"3A"
-.8615848,"3A"
.4936347,"3A"
-.9722185,"3A"
-3.130407,"3A"
-2.196452,"3B"
-1.131128,"3B"
3.183613,"3A"
.9399291,"3A"
1.919527,"3A"
1.04379,"3A"
-1.668949,"3A"
.826401,"3A"
-2.836185,"3A"
-.8871592,"3A"
1.9782,"3A"
-.0980318,"3A"
.3283032,"3A"
1.323991,"3A"
.5652456,"3A"
1.850021,"3A"
-.5380495,"3A"
-1.050311,"3A"
1.922525,"3A"
-.1967183,"3A"
.592271,"3A"
-1.381976,"3A"
1.709491,"3A"
.8310291,"3A"
-2.837021,"3A"
.2088824,"3A"
-.5558474,"3A"
-.0129961,"3A"
2.964809,"3A"
-1.858842,"3A"
.7298021,"3A"
-1.222558,"3A"
-.2975035,"3A"
.8014319,"3A"
.1645394,"3A"
-1.641269,"3A"
-2.090535,"3A"
1.450899,"3A"
-.3161159,"3A"
-4.646617,"3A"
-.5025086,"3A"
-1.317142,"3A"
.1555412,"3A"
-.7659609,"3A"
-2.258042,"3A"
.8411964,"3A"
-.7042404,"3B"
-4.151232,"3B"
-2.398788,"3B"
-1.120208,"3B"
-1.420133,"3B"
-1.523187,"3B"
-3.646702,"3B"
1.527475,"3B"
-3.378546,"3B"
-2.485907,"3B"
-3.771088,"3B"
-.7731259,"3B"
.0481614,"3B"
-1.698947,"3A"
.7889255,"3A"
-3.734588,"3A"
.0243219,"3A"
.6002312,"3A"
.6565455,"3A"
.9112461,"3A"
-1.851166,"3A"
-6.271708,"3A"
-1.45388,"3A"
-2.829489,"3A"
-2.705229,"3A"
1.505574,"3A"
-.9987706,"3A"
.9110571,"3A"
.667537,"3A"
-3.630799,"3B"
-.2977149,"3B"
-4.308256,"3B"
-1.594017,"3B"
-2.103628,"3A"
-.3931774,"3A"
.9601277,"3A"
-3.08912,"3A"
-1.358835,"3A"
-.053998,"3A"
.6122028,"3A"
.7564271,"3A"
.0801411,"3A"
-2.716163,"3A"
.6035288,"3A"
.7695201,"3A"
.0873055,"3A"
-.9623163,"3A"
1.01998,"3A"
.5082022,"3A"
1.72849,"3A"
-1.66712,"3A"
.7162727,"3A"
-.1949084,"3A"
.5764392,"3A"
-.0229749,"3A"
.6757365,"3A"
-1.169043,"3A"
1.89026,"3B"
-.2343853,"3B"
-.1830074,"3B"
-1.92241,"3B"
-1.322918,"3B"
-.1956853,"3B"
-4.081863,"3B"
.3009561,"3B"
-3.361362,"3B"
2.237196,"3B"
1.957024,"3B"
-3.691042,"3B"
1.689387,"3B"
-3.54797,"3B"
2.130175,"3B"
.282883,"3B"
1.603872,"3B"
2.057619,"3B"
-4.12962,"3B"
.0990759,"3B"
-1.136937,"3B"
1.873226,"3B"
-2.212059,"3A"
.2438791,"3A"
.8274465,"3A"
1.428928,"3A"
.5634655,"3A"
.5763155,"3A"
-.3578171,"3A"
.5452502,"3A"
3.261541,"3A"
2.116017,"3A"
-1.130518,"3A"
2.159381,"3A"
.2704698,"3A"
.5718153,"3A"
2.060158,"3A"
2.506701,"3A"
-.340945,"3A"
-1.711853,"3A"
-.1085244,"3A"
1.841941,"3A"
.79316,"3A"
1.518624,"3A"
-2.104062,"3A"
1.080781,"3A"
.2363124,"3A"
.7383499,"3A"
1.358489,"3A"
1.55302,"3A"
1.162738,"3A"
.9216405,"3A"
.1715808,"3A"
1.355892,"3A"
2.001485,"3A"
.8867589,"3A"
-.742205,"3A"
2.08028,"3A"
3.11455,"3A"
1.307992,"3A"
1.044431,"3A"
1.085328,"3A"
.652773,"3A"
1.163398,"3A"
.1645394,"3A"
.1727341,"3A"
.0921051,"3A"
-.4458262,"3A"
1.91213,"3A"
1.058682,"3A"
1.84644,"3A"
3.932661,"3A"
1.400459,"3A"
2.214497,"3A"
.0978706,"3A"
1.85264,"3A"
.0089895,"3A"
1.973996,"3A"
2.007703,"3A"
-1.670255,"3A"
2.079028,"3A"
-.242134,"3A"
-.1038672,"3A"
-.7642115,"3A"
2.509152,"3A"
2.377201,"3A"
-.5351986,"3A"
-.1130601,"3A"
-.1365852,"3A"
.9907672,"3A"
2.284593,"3A"
-.3998733,"3A"
.5329667,"3A"
-.1640012,"3A"
-2.963982,"3A"
-1.391488,"3A"
.8436383,"3A"
-1.362769,"3A"
1.067208,"3A"
1.352983,"3A"
-.7583665,"3A"
1.43376,"3A"
1.88226,"3A"
.4560125,"3A"
-1.382573,"3A"
2.613073,"3A"
.3027086,"3A"
.5432948,"3A"
.9615776,"3A"
.2409441,"3A"
1.055485,"3A"
1.921999,"3A"
1.858952,"3A"
.098949,"3A"
1.795159,"3A"
-.1266262,"3A"
.0743279,"3A"
2.617053,"3A"
1.564114,"3A"
1.215085,"3A"
2.162488,"3A"
1.514037,"3A"
2.228077,"3A"
1.768638,"3A"
.2437615,"3A"
-1.245232,"3A"
1.422426,"3A"
.3788268,"3A"
1.404615,"."
-2.1789,"3A"
-2.517116,"3A"
-4.807531,"3A"
-.6869763,"3A"
-.6456894,"3A"
.8590768,"3B"
.9170665,"3B"
.8489152,"3B"
-.4372174,"3A"
.266318,"3A"
.3116671,"3A"
.2198983,"3A"
-1.868228,"3A"
-1.405608,"3A"
-.0191349,"3A"
1.054368,"3B"
-1.508403,"3B"
-2.26299,"3B"
-.1094578,"3B"
-.960193,"3B"
1.001213,"3B"
-.4793156,"3B"
-.1616558,"3B"
-.1971835,"3B"
-1.994409,"3B"
-.7178457,"3B"
.6607066,"3B"
-2.508012,"3B"
.1531588,"3B"
.1383174,"3B"
.3224095,"3B"
2.127495,"3B"
1.483823,"3B"
-2.625107,"3B"
-2.923802,"3B"
-.9957967,"3B"
-1.905939,"3B"
1.47439,"3B"
1.166719,"3B"
1.76605,"3B"
-4.058321,"3B"
3.366799,"3A"
1.867726,"3A"
-2.144112,"3A"
1.673107,"3A"
-4.977974,"3B"
.7594779,"3B"
-2.595735,"3B"
-4.618762,"3B"
-2.638184,"3B"
-2.627914,"3B"
.3195005,"3B"
.1889743,"3B"
-1.862506,"3B"
-3.084913,"3B"
-2.38321,"3B"
.0763127,"3B"
-.3038995,"3A"
1.141084,"3A"
-.4105687,"3A"
-.8883546,"3A"
1.984945,"3A"
.7775894,"3A"
3.089719,"3A"
-.4751047,"3A"
-.6039666,"3A"
-.1118884,"3A"
-1.525221,"3A"
3.380461,"3A"
-.4205219,"3A"
1.660828,"3A"
.641696,"3A"
.052934,"3A"
1.969264,"3A"
1.340622,"3A"
1.529162,"3A"
1.904929,"3A"
-1.425235,"3A"
1.064318,"3A"
1.807316,"3A"
-1.808511,"3A"
1.851866,"3A"
.0370646,"3A"
.9089076,"3A"
.2801286,"3A"
.5634143,"3A"
.2296106,"3A"
.234305,"3A"
-3.144209,"3A"
.9832875,"3A"
1.936969,"3A"
1.64219,"3A"
.4326846,"3A"
.919952,"3A"
-.1426217,"3A"
1.800128,"3A"
.4175781,"3A"
1.143872,"3A"
2.401788,"3A"
.745659,"3A"
1.465346,"3A"
.7451227,"3A"
1.650541,"3A"
.1841615,"3B"
1.773606,"3B"
.4134266,"3B"
1.900828,"3B"
-1.439767,"3B"
-.6561617,"3B"
-.0944426,"3B"
2.042154,"3B"
-.538005,"3B"
-.5916218,"3B"
-.0584663,"3B"
1.865016,"3B"
.1944642,"3B"
-1.599849,"3B"
-3.378546,"3B"
2.38688,"3B"
.7289245,"3B"
1.186385,"3B"
1.383626,"3B"
-.3686218,"3B"
-1.217558,"3B"
1.550231,"3B"
-.1887687,"3B"
2.987327,"3B"
-.7907622,"3B"
.853517,"3B"
-.7350594,"3B"
-.9232877,"3B"
2.147985,"3B"
-3.396001,"3B"
-2.946028,"3B"
1.566098,"3B"
-2.671058,"3B"
.0809439,"3B"
1.619456,"3B"
1.919952,"3B"
1.827432,"3B"
.6460503,"3B"
1.225495,"3B"
2.069648,"3B"
1.643934,"3B"
-1.714349,"3B"
.8667558,"3B"
-.8348444,"3B"
1.980095,"3B"
-3.641996,"3B"
-1.536592,"3B"
.1950732,"3B"
1.791683,"3B"
-3.165548,"3B"
-4.469853,"3B"
.2044988,"3B"
-3.220077,"3B"
3.466023,"3B"
4.368836,"2A"
2.483088,"2A"
4.024299,"2A"
2.563309,"2A"
5.349524,"2A"
3.114208,"2A"
3.611826,"2A"
2.175828,"2A"
2.876121,"2A"
2.289111,"2A"
3.005702,"2A"
4.549954,"2A"
1.27319,"2A"
3.122396,"2A"
1.390466,"2A"
1.48758,"2A"
3.969705,"2A"
2.235832,"2A"
2.453476,"2A"
.4519733,"2A"
1.884668,"2A"
.6720614,"2A"
1.850863,"2A"
4.890815,"2A"
-.283552,"2A"
1.814295,"2A"
-.709738,"2A"
4.624473,"2A"
2.63375,"2A"
5.808004,"2A"
3.61314,"2A"
2.578351,"2A"
2.85662,"2A"
1.929191,"2A"
2.858164,"2A"
3.108503,"2A"
2.142892,"2A"
-.5644779,"2A"
1.000378,"2A"
.0804273,"2A"
4.038747,"2A"
.6175288,"2A"
3.21602,"2A"
-1.177613,"2A"
.4312564,"2A"
-1.144491,"2A"
-.6013687,"2A"
-.1833173,"2A"
-1.319668,"2A"
3.480203,"2A"
-1.649146,"2A"
2.965356,"2A"
-.5315846,"2A"
1.137519,"2A"
-1.691152,"2A"
3.441879,"2A"
4.251261,"2A"
2.473408,"2A"
.4148212,"2A"
1.80245,"2A"
-.0212655,"2A"
.9240247,"2A"
.2707597,"2A"
2.167163,"2A"
3.462568,"2A"
-.4056146,"2A"
-.228973,"2A"
-1.516239,"2A"
3.536794,"2A"
1.64857,"2A"
1.540251,"2A"
.5227444,"2A"
2.692557,"2A"
-1.601435,"2A"
3.057894,"2A"
1.356585,"2A"
1.476261,"2A"
4.92494,"2A"
4.92494,"2A"
4.240133,"2A"
3.050178,"2A"
4.412061,"2A"
6.007421,"2A"
5.165751,"2A"
4.969813,"2A"
4.397365,"2A"
4.238549,"2A"
1.453899,"2A"
2.669115,"2A"
2.28429,"2A"
-.2069344,"2A"
5.596583,"2A"
2.750202,"2A"
3.569395,"2A"
3.16556,"2A"
4.908285,"2A"
3.263532,"2A"
3.468407,"2A"
2.875269,"2A"
.8569441,"2A"
2.284655,"2A"
3.215466,"2A"
2.006562,"2A"
.8429326,"2A"
4.258406,"2A"
3.534329,"2A"
2.931375,"2A"
.7209131,"2A"
3.672697,"2A"
3.997612,"2A"
1.734427,"2A"
3.066834,"2A"
2.554518,"2A"
2.363172,"2A"
2.980746,"2A"
2.837088,"2A"
1.235102,"2A"
.9822021,"2A"
2.71705,"2A"
3.298005,"2A"
.5957989,"2A"
.3768667,"2A"
1.29194,"2A"
1.541519,"2A"
1.00821,"2A"
3.559539,"2A"
3.745123,"2A"
.1076339,"2A"
.6222793,"2A"
4.02894,"2A"
2.98008,"2A"
4.773807,"2A"
3.582652,"2A"
.9682341,"2A"
3.049434,"2A"
4.062918,"2A"
3.866551,"2A"
4.445714,"2A"
1.132514,"2A"
-2.986812,"2A"
1.801772,"2A"
3.4902,"2A"
4.387243,"2A"
1.931666,"2A"
-1.056942,"2A"
2.85185,"2A"
1.940866,"2A"
.5961296,"2A"
2.351918,"2A"
2.946904,"2A"
2.326419,"2A"
1.476137,"2A"
3.334117,"2A"
4.399045,"2A"
2.377702,"2A"
2.290881,"2A"
2.583394,"2A"
1.8398,"2A"
2.214606,"2A"
1.073975,"2A"
4.634836,"2A"
4.609481,"2A"
-1.061626,"2A"
1.89208,"2A"
1.349895,"2A"
