"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"40",NA,NA,20.0037531347962,40.3384091156463,23.4017666666667,NA,NA,22.7060535294118,NA,NA
"41",NA,NA,NA,NA,NA,NA,14.0841333333333,NA,NA,NA
"42",NA,NA,NA,NA,NA,NA,14.2122564102564,NA,NA,NA
"43",NA,NA,NA,5.45904888888889,13.376708,14.4684614866901,31.367026523171,19.0072550707998,24.2558679473866,31.5369375494071
"44",NA,NA,18.0806986122995,20.4978144765625,15.0848228310502,22.4675559753086,15.0902342255013,22.0707782426349,7.18188473997142,13.3611180847176
"45",NA,4.1915625,NA,1.05985962962963,NA,NA,3.56082052810903,5.16328553971487,8.95476699029126,18.2893044117647
"46",NA,3.70132547169811,NA,NA,NA,6.30471891891892,NA,3.20513043478261,1.13127167630058,NA
"47",NA,7.23324716049383,12.2726317777778,11.5267856140351,3.76604303599374,16.5727387238724,5.06124761376249,10.8649142343638,4.98037060342046,13.383863627907
"48",NA,8.80319289719626,8.17747110344828,7.02519858974359,3.32172564705882,11.2043212014134,3.87267686170213,8.01151454711802,5.75230713012478,4.48622710163112
"49",NA,4.92182564102564,NA,3.9475625,6.18160555555555,0.227561666666667,9.42321326530612,10.1213742331288,3.73768944099379,9.19469551282051
"50",NA,13.4675894736842,4.27221714285714,1.5187447761194,12.1621037037037,11.4287504761905,12.6020179245283,8.24710382513661,6.80415111111111,2.41282265625
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,4.42821666666667,5.86150571428572,NA,12.5055191256831,5.68501
"53",NA,NA,NA,6.2587885,NA,13.9720378378378,22.4757362068966,2.91372058823529,9.34642100158702,NA
"54",NA,NA,5.95567,29.1979558784102,NA,NA,NA,NA,6.77693,14.8950025015635
"55",NA,NA,5.782245,21.2926600892857,NA,6.35764645390071,37.0048679487179,25.0682302197802,18.0239405413987,15.7084630248374
"56",NA,NA,16.29134,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,NA,NA,NA,2.80063461538461,7.77376,NA,NA,NA
"58",NA,NA,8.368,NA,13.2519411764706,NA,NA,5.56466435643564,6.47571875,27.45624
"59",NA,NA,NA,21.3570194444444,27.711122,12.2722120833333,21.6989742342342,2.17688896498054,18.3146617665682,15.0315609120964
"60",NA,9.97344169014084,11.0348813191489,10.3131952427184,6.11656918918919,28.2568815789474,11.0722771664374,3.07146866438356,9.81243996101365,8.165625
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,13.7292672027972,10.047493125,7.86641587991718,9.40682834138486,30.4806566568047,NA,NA,5.82739242424242
"63",NA,4.12602777777778,7.11478602150538,11.124247826087,10.3551,9.84923536218468,6.89474,4.37853347826087,7.06089523809524,10.9314746524064
"64",NA,NA,NA,NA,21.5204783173735,NA,NA,NA,NA,NA
"65",15.8737777777778,12.3432630136986,3.4038,4.83973356531049,10.2792565731167,16.088339985218,12.459886918239,12.0117706601467,4.38987202711029,11.4370878962536
"66",NA,8.34499720930233,2.64329486486487,9.4991164516129,48.1511266091573,6.09121367781155,7.03136526946108,4.80291729323308,5.52843945035461,20.0582257383966
"67",NA,NA,39.0167630769231,22.9757671794872,NA,24.4223572001604,9.22091,NA,NA,NA
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,4.67156333333333,7.73127121212121,4.14501371794872,9.33364528985507,10.3772754310345,9.62854680259499,5.40236516768293,8.83826736214605,27.2911259246336
"70",NA,NA,14.032,4.70151357142857,5.71716981132075,13.1609805491991,2.14572327790974,6.87302724137931,5.75718633257403,14.5656111111111
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,11.4651151515151,3.43215934210526,27.9694104477612,4.09555361111111,7.65392216748768,9.23855443569554,11.0830853684211,4.09177239488117,24.5964316393443
"73",NA,NA,13.5548374747475,20.4064505767783,11.3746619433198,13.9618125711035,21.7594324853531,14.8116036176349,39.4135721384737,7.06534803398058
"74",NA,NA,NA,NA,NA,6.09831494563687,23.2295156868431,19.961271915381,19.6421948099415,14.4087049380207
"75",NA,NA,NA,NA,NA,NA,22.9887563442768,18.09869,5.08730385964912,17.2439481196032
"76",NA,NA,NA,37.5044557692308,NA,NA,NA,NA,19.3812411657559,NA
"77",6.25985555555556,6.02305269230769,NA,9.06697922077922,5.88139,20.1026,5.20315217391304,1.02956052631579,9.28120971302428,10.1580723684211
"78",NA,12.5163432773564,15.8414933384146,14.3402494713081,NA,14.0415920752325,8.57525274776023,NA,34.5656420369024,20.2111012274036
"79",NA,NA,NA,20.9469322884013,18.021546969697,6.62334833333333,21.6705223400292,7.41688948232803,17.0539769421914,11.553324210555
"80",NA,NA,NA,NA,NA,NA,12.626652527358,NA,28.1221045411686,13.37641201849
"81",NA,NA,27.2853223333333,13.3824391843972,13.8196579776253,9.8054474931394,22.2546755263907,9.89431880689295,18.2148238901987,19.5169173487898
"82",1.637475,5.02545322580645,15.5734662452107,16.4074147068566,7.37358099173554,9.88105427970065,7.73087481181239,9.10133387934479,4.60389322033898,6.96514191063174
"83",NA,NA,NA,3.80334615384615,5.24211111111111,20.6026666666667,NA,5.40964111111111,NA,NA
"84",NA,NA,24.4427373333333,11.445323125,12.2891824610592,20.0312842911877,42.3029029217345,18.1929645008282,18.5301741944444,18.0011623025819
"85",NA,NA,5.41911667765326,7.71904846278317,NA,12.0953791666667,NA,14.7067865831843,18.8862275584298,11.4879020271548
"86",NA,NA,16.8501406111111,NA,10.8185829264214,6.27776824691358,11.9691785748106,23.3661719986689,34.570012076967,8.83601393959711
"87",NA,NA,42.9835851837524,17.7068648648649,NA,13.2809965240642,14.3971896551724,20.2275690397377,14.642325,23.2833986466165
"88",NA,NA,NA,11.4176006410256,15.4659694579946,20.2300829222011,NA,NA,11.2489535714286,18.6163
"89",NA,NA,5.57418556846397,28.0329208333333,23.2801632204784,17.2406933333333,19.3658046535361,18.6273680884799,33.3288801216695,4.27316732692308
"90",NA,NA,14.8046379559652,6.75826860550459,12.5683445,24.0614810840708,20.8976242091825,34.1418146771786,11.6551377936559,10.0075485267176
"91",NA,NA,NA,NA,NA,NA,6.63795309278351,41.9883218390805,4.29867361830743,14.1622749183007
"92",13.6600930232558,2.70972035294118,10.4779613620072,6.6636280155642,7.9625068627451,8.83273956834532,12.0126082980226,12.0891078851302,6.80319834114677,12.623829334258
"93",NA,NA,6.77283833333333,NA,51.6711499162479,11.8509258256881,14.9107998240072,NA,NA,NA
"94",NA,NA,15.3869852528838,11.7490897374372,12.3213204180791,10.732520464135,21.6459233471702,8.43539090601504,12.0469802409544,13.9871846505133
"95",NA,NA,2.61652222222222,5.93472592592593,1.08786470588235,NA,1.23842483660131,NA,NA,NA
"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",5.72221290322581,11.7935362,5.39626463223787,14.9560694736842,6.71977,4.73494403183024,22.1552934017595,26.0171315445026,6.55452941176471,13.5499764150943
"98",NA,NA,7.37520769230769,NA,NA,NA,NA,NA,29.6094958333333,NA
"99",NA,2.20352384716733,NA,2.60993684210526,NA,NA,13.45647125,2.11744183006536,6.60248788927336,7.79986
"100",NA,NA,7.63551092105263,9.74885470162749,NA,10.8873230769231,20.5064162962963,20.5076958333333,11.2156726993044,23.4059010088168
"101",NA,7.58353142857143,3.55885322580645,2.80214444444444,7.16935238095238,5.90228995290424,11.2832991656734,8.68533023255814,0.685526463700234,11.5004548076923
