"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"22",NA,10.7534825396825,13.7212625,17.7871227633069,6.79506858974359,4.49573140794224,7.09557846153846,14.1599855670103,6.62602141099262,11.9037407446251
"23",NA,NA,11.0072922222222,32.9166795454545,15.3321301190476,13.7540790728477,35.2610773796108,23.6446732258065,15.4574026587302,12.4027405081925
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,NA,NA,NA,11.25595,6.03219407114625,23.9404924686192,8.79217777777778,15.6433252189142
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,25.8723377609108,37.229555,4.56645909090909,9.80221125,9.55423719008264,9.11876371308017,15.9287633181126,4.81969241877256,17.4960227272727
"28",NA,NA,NA,NA,NA,NA,NA,NA,6.26621379310345,NA
"29",21.8647793650794,8.62379285714286,5.55211436619718,1.26214760869565,5.2794511627907,10.8360447761194,13.6147933253874,4.15960233050848,3.29212092372288,11.1186034285714
"30",NA,3.4003875,13.3615588235294,0.0184507692307692,NA,10.7313513513513,NA,NA,0.221902857142857,5.9323
"31",NA,NA,NA,NA,NA,NA,20.4177288135593,NA,3.89712777777778,NA
"32",NA,5.16225806451613,NA,NA,NA,NA,7.02621666666667,NA,5.81871755725191,2.44775632183908
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,23.9479032786885,9.7807916,6.62120151515152,4.59895008474576,15.0755468653648,11.9436923868313,10.0099971684054,7.92863601859024,13.2430064569536
"35",NA,3.98458333333333,NA,1.64399206896552,NA,3.52230285714286,18.869125,3.15678611111111,1.85813658536585,5.66275
"36",NA,NA,NA,NA,NA,NA,23.4821363636364,NA,NA,NA
"37",NA,5.48954571428571,4.27422,9.416875,10.1003965517241,3.95414363636364,14.0080460251046,15.99512,1.95859677419355,NA
"38",NA,6.22036112311015,7.25977218106996,10.4701894117647,13.5323,14.0015923809524,12.0735030674847,5.01458308823529,3.33203259911894,0.638706666666667
"39",NA,NA,1.56143666666667,3.41493714285714,NA,NA,NA,10.1403709677419,23.3549642857143,11.200923857868
"40",NA,NA,13.3799229217111,33.7081641071429,25.3191771989319,14.11082,22.6037899363777,34.9435403026112,16.5622858856089,22.4058864190838
"41",NA,NA,12.006035,28.5481444025157,NA,13.77112,14.0841333333333,34.3950718421053,NA,NA
"42",NA,NA,17.7157925,12.5434366666667,NA,8.42419257142857,10.6424420030653,19.5671526015038,5.27023188325312,4.93008882241354
"43",NA,NA,16.0311236341106,5.92862422680412,12.9631812056738,11.7451719104829,31.367026523171,16.3557611448123,27.3606544484228,26.8385166839901
"44",NA,NA,20.3169338975302,18.2987591006701,11.1827808153595,17.4689070271882,25.2342959289645,24.9376292728703,7.4171449772271,14.087593443163
"45",23.9705075,6.898135,6.99411452830189,4.383970625,6.51415646341463,19.3765843665768,5.90449309490085,12.7816689564761,8.1367826634673,10.4991687468797
"46",NA,6.18858548951049,10.3068497330097,10.3659869500373,6.03822845573862,12.2722307407407,14.6490593957704,7.32900909090909,6.80430019184652,16.4333511156187
"47",4.18204411764706,7.20654919753087,9.5697792631579,6.79134061657033,7.58636910414688,14.4625577205882,25.0049602498163,10.0359528589909,5.18584988870752,10.8486781061947
"48",NA,11.6275045522388,5.2728564679183,12.6051019942335,6.57427822064057,20.7926071428571,16.4294375920209,8.1293835906891,7.55674994791667,7.21954555147059
"49",NA,8.29979090909091,8.56211818181818,6.16324591651543,5.267678125,14.5187722560976,8.97921906614786,9.3596935483871,9.565363,8.24849148099607
"50",NA,14.2410076923077,18.3230864864865,1.48837654320988,11.2980812686567,31.4355746442432,9.91253355795148,7.84979370629371,4.37330549110596,3.3564037037037
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,5.74929166666667,NA,NA,NA,5.23604666666667,5.86150571428572,3.23722203672788,12.5055191256831,5.68501
"53",NA,NA,15.3289393589744,25.7143801880342,NA,13.992900754717,27.4231775561071,2.91372058823529,8.00044819075006,9.52631156156156
"54",NA,NA,12.3398261479827,23.0894101961361,30.2819166666667,NA,9.1695962905294,8.68735001113189,6.77693,11.9342980239059
"55",NA,NA,7.37158885714286,21.2926600892857,NA,6.35764645390071,38.286802014652,24.3512719491035,17.5823882630932,15.7084630248374
"56",NA,NA,11.4626622222222,12.7457166666667,NA,12.321708137931,44.2984793513365,20.11251,29.4613412119444,9.59863326709062
"57",NA,1.316325,7.93987552631579,3.06965625,8.03656666666667,5.30947916666667,26.8130575675676,2.71956785714286,2.17733625377643,2.7526
"58",NA,11.5189642592593,5.81263865671642,3.65570335616438,9.97572903591682,12.6678848281016,8.3799311440678,7.91646454413893,9.54857882608696,7.89167891190417
"59",NA,NA,17.3332357454545,28.4024617160279,19.7524461538462,17.231420267991,20.3942071465211,16.1451645223824,23.2371198816966,13.1100586161082
"60",NA,10.6972784682713,10.1664291975309,9.55128792553191,5.24269298245614,18.4125884305835,15.5719640748441,4.29051462495288,7.25656846153846,9.10361293947082
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,7.89119,9.80403380769231,7.27649466329966,15.0242070906433,26.0845936795646,18.7625252258064,6.39892638411608,14.6591066017316
"63",1.29894375,9.73751022988506,5.49003993624772,16.8416811904762,7.53083252631579,11.6290002167518,7.90636375155279,13.2623669056153,5.57294292903875,14.0072818072289
"64",NA,NA,24.5136936258065,9.75380946236559,18.4035529681904,NA,NA,7.79925156655143,12.8720368146214,17.6440033609713
"65",15.8737777777778,10.2817738947368,6.98985788067676,4.99989414934565,10.2562783073131,11.5417169351127,9.64659921875,9.97842521367521,4.10066137970031,8.95982342885054
"66",NA,12.1555578378378,4.64728744680851,8.71286970588235,48.1511266091573,8.83403704735376,7.459125,18.5766709677419,5.12205474103586,12.684488
"67",NA,NA,39.0167630769231,15.8332133333333,5.46084030651341,24.4223572001604,9.22091,NA,NA,31.7199812409812
"68",NA,NA,9.260325,NA,NA,NA,NA,NA,NA,NA
"69",NA,4.36210535714286,7.37501643835617,3.5728609202454,7.58865614583333,27.2306315054836,8.1967270083606,3.85616638830898,7.65863406948559,26.1162674049587
"70",NA,19.018825,18.860117165493,13.3021493019197,10.5159951433954,12.4328766504065,13.7370736168033,9.18346209580838,5.30375366441659,16.7307679052485
"71",NA,4.09019333333333,NA,0.253638285714286,5.56837432432432,NA,NA,1.47418317757009,24.9866101694915,NA
"72",NA,10.5137429299363,10.7321925974026,20.1885397761194,5.69017372881356,13.3401486273035,10.4761035527691,11.136753038674,7.73291901725431,25.1658322957198
"73",NA,10.315903756418,13.6226177718664,20.5337053565377,19.077962938685,12.8025414901329,32.3827225072582,15.6216216671199,32.4146178496962,7.03950188949112
"74",NA,NA,6.89891124183007,NA,39.8775916973507,14.2220400496562,32.8563118224612,45.0340603535871,19.6950920534594,14.2735916610561
"75",NA,NA,24.9102436831876,16.4177746666667,16.2155497285068,7.06626240441079,21.3282849120854,10.0998960940887,6.67077903521164,18.2979623767156
"76",NA,NA,11.5693653571429,37.4770093939394,4.322688,27.1798846153846,11.3535639894227,7.79953643434177,20.631230798038,27.4029668377682
"77",6.25985555555556,7.62821583333333,4.7109387254902,19.5978188481675,9.78848323798627,10.1391841954023,11.0758921668362,13.2559108559499,8.54551621187801,6.96845143638851
"78",NA,21.2004460456274,17.8960586294579,12.5339858337167,14.8318888464552,47.4482479660636,21.2703886077593,15.8702695230153,18.637305781269,13.1407334556352
"79",NA,NA,18.8095221568627,25.261422628249,21.3231572077922,6.62334833333333,20.5493097711601,12.8569283106967,17.2697043387948,9.47198188079735
"80",NA,NA,NA,NA,NA,NA,7.97712657926103,8.68928318741894,27.0928429587028,13.37641201849
"81",NA,NA,13.2116453418207,9.09302959223242,12.5902727729197,10.2551181006311,20.775440395881,11.8179526468535,17.3076950736717,24.2570803266517
"82",1.637475,4.96103486486486,10.7326207075472,17.1258276237367,6.95357638510445,11.3541608028117,7.89525848419761,6.52415846838259,5.41379647270276,5.97871090706734
"83",NA,2.93778961038961,4.47995072463768,3.58338529411765,3.89764075471698,14.3969166666667,5.43376039689387,6.31833368700265,2.98386996124031,1.95352996031746
"84",NA,NA,21.0352978833633,15.377570074698,27.8116381198686,20.4343493506493,20.7694100080689,17.0694560716918,14.3765932273542,17.3333775577312
"85",NA,NA,11.7638112450186,12.3410747970297,25.7982068138873,13.1402499180651,16.1375718510638,15.0046235395812,18.4456500954167,13.2288513615302
"86",NA,16.2755943081761,18.7222695680058,12.2331286139995,9.46121662212699,10.4588950071608,12.7268101800386,21.5816097095132,31.1334633369917,15.1285913729206
"87",NA,23.8982017834395,38.9804089282753,23.9553592648088,25.7593574011299,10.4661632155635,13.836493319186,16.4657618173843,8.2736362987013,13.9036979540132
"88",NA,NA,25.3299910430157,13.5532444743935,17.9108388079656,14.4011063414849,14.5273797294447,8.05285734369862,10.1676874577238,16.7361956112339
"89",NA,NA,6.00906455205205,17.2354201997951,25.8278334684387,19.6639336070162,13.8590779918589,13.6623705928574,28.8163572649194,7.15659426367476
"90",NA,9.68481532335139,16.2904913513374,26.2570122036533,12.8520566981132,14.4634402116402,15.2551433189835,29.3227908705707,15.416845919776,12.655785115467
"91",NA,NA,NA,50.7664042307692,NA,12.7431656730769,6.63795309278351,26.8429393413776,12.3154636462478,14.12694749742
"92",9.60351111111111,10.0539645930233,14.7756937391304,5.13541266227658,6.97278234234234,14.8072769230769,13.2813151317092,10.8288490415335,8.65964374345001,10.3149205568269
"93",NA,NA,16.71444375,11.1282481904762,30.1142468310502,11.9123610245902,54.8571982619938,11.1988650289855,25.1602161851049,23.1244343341514
"94",NA,NA,11.101621479572,9.25788821099062,12.190778647541,11.927040349796,17.2150980664278,8.79967436896879,11.8164493548626,14.732621459558
"95",NA,7.01338127272727,14.4690849447514,3.45425934819897,1.48504711779449,17.8196567510549,3.35868096192385,6.75553609022556,5.4974476340694,8.21070801033592
"96",NA,11.9651130769231,30.3690769230769,4.82542525252525,4.65198939393939,22.8694627118644,8.99325705329154,5.76785361781076,3.7736948630137,7.27751552795031
"97",6.01954166666667,7.7659996124031,4.07126037609134,10.5428938618926,9.40250533980582,39.7960279548473,11.9022872320596,8.39604752697842,10.0913554047504,15.635165338983
"98",NA,NA,13.2835545454545,NA,NA,NA,NA,15.6145069063677,20.1983954688814,19.5246301150895
"99",NA,5.19832279360667,NA,4.03838560687433,6.624025,10.3434408926417,11.0549976923077,8.65022556097561,16.6600341685649,16.636710816777
"100",NA,NA,6.42899595846101,8.41226620607975,9.0726670781893,8.62894625550661,24.4288254791757,17.1368810257185,9.1578326276328,19.2396811969452
"101",NA,6.57701376146789,4.26267722627737,5.05165253968254,6.93381714285714,7.02802105263158,9.43204721030043,8.04047517482518,2.61681514587213,10.6277231863442
