cod_lote,cent_x,cent_y
193550462301,786762.4213,766494
51010119702,786838,1143715
418070029401,786869.4158,702576
51380495401,787280,1234832
50930164301,787341,1165558
51250183302,787373,1202620
50930274301,787528,1168515
50340085701,788020,1119565
50340088113,788261,1121359
418070041107,788267.7374,703316
418070039805,788329.4169,703854
56420205201,788427,1158165
56420105506,788432,1147657
761130080805,788639.1886,951603
410060294103,788719.3452,690517
418070162901,788804.5932,702274
761130006501,788823.9939,956715
56420041801,788884,1157244
51250008801,788971,1204103
660750000501,789070.9384,1040114
51010083102,789158,1142148
50930175102,789261,1168187
761130069301,789452.1594,952490
417910211101,789524.561,722263
56420013001,789603,1159966
415030205302,789680.4904,718569
56420079401,789808,1157645
761130070402,789833.2316,952743
50420123001,789857,1211550
410060009803,789918.3425,690895
417910049701,790019.9682,720154
50930285209,790194,1165819
56420126102,790298,1147584
767360097607,790350.0867,957867
51010110604,790472,1143544
56420014801,790480,1159817
51250035801,790592,1204143
56420062904,790741,1154431
56420067114,790761,1158301
410060023502,790801.3426,691410
56420215903,790881,1158978
50340004801,791016,1120691
56420126902,791057,1148093
56420067104,791081,1158892
53060012001,791145,1232112
56420246506,791434,1146094
50420038401,791451,1211417
417910173401,791569.4937,720466
663830084704,791592.5843,1043538
50340002403,791839,1119813
767360163904,791840.8876,958693
50420239102,791922,1213055
767360103105,792020.0987,955823
56420179201,792274,1157811
410060045902,792474.3325,691043
410060127902,792929.303,689234
660750056301,792958.5257,1036599
660750056701,792990.7191,1036370
56420152804,793098,1147846
50420043001,793110,1210852
55430030201,793265,1268333
51010110402,793394,1143900
53060031201,793591,1229483
767360160405,793596.0436,957610
767360061106,793836.7256,965486
52090096110,793972,1156200
52090051702,794008,1162407
50910066501,794084,1123877
417910123901,794335.4811,720159
52090241203,794386,1153631
50420165704,794557,1212048
50340400203,794598,1113484
55430038501,794705,1268956
53060010401,794806,1231801
52090187105,794867,1162001
50910057405,795304,1124901
55430133005,795844,1269833
50910068603,795957,1122839
52090221205,796066,1152007
51250176501,796090,1198332
410060166002,796317.297,687756
51250099001,796343,1198158
51250112401,796416,1196420
50910081701,796489,1122812
767360013405,796506.1987,970578
50910062802,796529,1125524
767360010502,796589.7375,976126
55430047302,796600,1268597
764970014601,796764.686,1000930
50340143901,796768,1119344
52090153401,796945,1154097
767360013403,796950.0444,970740
178770032201,797141.2585,1050153
767360068201,797224.0773,966282
764970022401,797424.2653,1000071
50340158201,797506,1113368
50910070722,797572,1124963
52090154708,797578,1154771
764970046901,797599.2983,996830
50340344501,797785,1120655
413960599201,797842.649,752931
50340012002,797853,1122238
418070351502,797886.4041,708581
767360018702,797887.0975,970008
50340158404,797954,1113942
767360019504,798075.88,970623
767360076102,798127.6149,964081
50340153408,798192,1118682
767360072105,798454.286,967709
50440102101,798545,1196490
764970020501,798850.8248,999949
764970055401,799114.7275,995160
415480125604,799378.566,738904
418070190603,799741.4111,711224
415480125001,799850.5645,738939
53530019402,799867,1130577
51130012202,799914,1256444
761220018105,800041.6784,966395
50340046503,800077,1123743
53530018202,800276,1131078
50340209201,800340,1119019
53530016402,800353,1132212
417910191501,800488.5234,734857
417910008002,801229.5399,735465
761220032003,801250.202,962397
55760020906,801900,1134013
53640031201,802053,1111871
761220022802,802053.5965,964215
55760025208,802207,1132400
55760020702,802242,1133928
413960191002,802250.6371,753061
50340055211,802509,1122874
761220022904,802551.1161,965332
413960184502,802722.634,752839
53640028803,802858,1111150
761220028806,802860.4854,967921
55430203301,802873,1255712
50340056401,803166,1123066
55430081802,803177,1258869
415480142802,803427.6119,749516
55430081901,803843,1257498
53640065609,803871,1110442
53640063502,804161,1111545
55760015402,804395,1132305
663180064204,804920.0539,1077397
50340070303,804933,1122417
415480159201,805025.8619,734978
57920015904,805052,1138158
53640049201,805054,1112948
415480034706,805289.7245,748298
57920014708,805707,1138253
663180013901,805799.7263,1079938
55760100805,806168,1133743
53640157503,806445,1113446
761220042404,807062.5876,969135
53610010501,807152,1294180
57920040805,807473,1138660
53640154703,807521,1111553
170880048201,807730.8856,1048702
633020030109,807755.0538,956658
53610224002,807805,1293611
57920031003,807946,1136266
415180011402,808026.6116,752327
56280196403,808731,1241554
170420029001,809312.45,1071376
53610016001,809377,1293719
633020009202,809509.4802,964814
56280254301,809745,1245669
170880066301,809987.0086,1049871
54110174013,810768,1234257
54110046301,810770,1235134
176160000901,810847.8224,1060625
170420166901,811085.5293,1064970
660010101304,811105.7509,1016087
660010003901,811261.6284,1030453
635940076301,811559.4084,1000704
635940017408,811670.5422,1003479
633020013401,812075.4293,960514
633020019901,812124.8129,966312
635480032604,812285.6222,969628
665940036502,812386.7759,1082157
663180150102,812470.748,1079349
58610028602,812533,1147305
53470074501,812564,1182673
58090027401,812700,1161246
52400146401,813165,1189137
635480017207,813241.2828,967769
760200016302,813457.1803,1008936
630010010303,813626.468,990567
630010002405,813734.1934,991415
53680023103,813735,1133803
760200020101,813931.3591,1006865
53680095605,813934,1134798
53680039803,813954,1132677
635480017903,813959.8768,966978
52400238801,814037,1190670
170420049501,814077.9262,1072732
58610019405,814168,1147116
635940025902,814174.8252,1005643
58090040101,814421,1161546
53680099406,814561,1132175
664400043107,814671.6703,1035167
53470086502,814702,1183651
52400051401,814763,1192620
630010005902,814830.0838,993567
53470089003,814938,1182538
53680026401,815039,1132677
664400066404,815102.1778,1035986
53470016201,815155,1183376
664400109106,815290.752,1045203
170420174403,815438.5851,1069419
50360043702,815574,1164377
53470019804,815892,1182225
660010161301,815892.0551,1013952
664400123202,815907.9441,1047527
52400080701,815941,1190150
665940203102,816013.6829,1078254
170420096902,816177.5659,1070630
50360056301,816486,1165681
660010056101,816515.926,1026340
664400141806,816533.801,1037123
665940064501,816658.8594,1080740
632720036505,816717.8987,1002412
664400038101,816724.0435,1036735
50300101103,816939,1158159
730670036901,816961,859622
730670027903,817015,860948
413570059106,817026,785143
664400017104,817218.1936,1036170
660010256601,817338.8289,1012995
53470060207,817353,1173062
53470121307,817374,1174483
53470046801,817383,1175318
735550010201,817420,858558
635940085409,817424.7419,1001230
50300027701,817490,1160881
413570106001,817514,783813
57890011103,817580,1120782
176140228502,817925.2761,1096224
665940124401,818163.8799,1081211
665940627001,818237.0416,1079185
50300133703,818290,1163243
56560092101,818359,1197879
730670039502,818457,859408
57890019701,818520,1121520
631300062607,818612.4971,985704
57890045804,818727,1119162
760200045801,818827.7511,1008051
50010011001,818882,1192339
56560035001,818898,1196099
631900016216,818933.5167,997341
413570063201,818995,784260
660010168619,819013.6479,1015348
665940108301,819056.9425,1084299
413190123401,819201.2983,705152
631300062307,819379.4751,984390
57890196601,819410,1113980
57890118614,819501,1112975
631900103604,819589.553,998394
666820012001,819610.7451,1037869
50300042309,819635,1158918
50010004901,819822,1190029
176140003701,819859.4135,1096636
56560043001,819882,1197206
50300043301,819948,1158181
56560095501,819962,1197770
176140737601,820023.7919,1097688
665940291102,820173.069,1078427
631300113804,820253.1634,987224
631300061001,820259.7189,986288
57890068201,820385,1120464
632720060102,820396.218,1007222
735550267201,820555,828776
735550262702,820666,830994
661700003301,820672.2137,1031432
735550267101,820734,828433
57890129802,820762,1111301
735550289101,820788,829731
413190038301,821296.3442,714804
661700001801,821318.9729,1031991
632720094003,821346.1882,1007897
58190062401,821358,1264433
57890124001,821428,1109834
661700015301,821518.0019,1030918
632720088601,821588.8231,1007028
631900059506,821606.9501,1001243
413190057502,821644.352,716435
631300073907,821647.6767,986341
631900002102,821701.9928,999868
666820140302,821764.4899,1036864
50010030401,821837,1190893
58190071801,822161,1262667
735550356201,822316,834905
735550208701,822318,838930
57890186803,822341,1113504
51450126203,822479,1109204
58190059001,822667,1265353
57890109001,822694,1113238
735550244401,823286,835596
735550359503,823290,838684
58560031701,823458,1110837
735550087503,823553,852397
735550237302,823590,834386
177770145402,823591.3933,1097175
735550233502,823991,833364
413190071701,823995.3394,715952
660010211003,824036.7643,1018432
52820141402,824115,1154822
735550400303,824292,851646
631300084207,824515.7228,986570
730670097501,824535,862412
730670186301,824923,856753
56470173201,824951,1265103
171740029601,824978.0929,1042220
660010219501,825113.6926,1017824
630010033501,825242.0445,995545
735550324901,825272,852170
730670187502,825348,857552
736160004301,825447,890116
52820151315,825565,1152080
52820148301,825630,1153576
730670099202,825845,862783
631300100104,826171.9689,985360
730670205401,826393,858466
631300093402,826535.4635,986764
736160285301,826563,889677
52820130102,826572,1152483
730670189201,826604,857640
730670200203,826742,860123
177770069201,826816.7749,1096983
52820116501,826951,1154128
666820008006,827143.489,1040307
736160045201,827282,886226
736160290101,827654,887709
731680297701,827663,889143
730670210002,827761,860030
731680203603,827939,903873
177770097801,828257.6195,1094134
731680446203,828339,888426
731680201001,828347,905697
736160292602,828472,887220
736160291001,828556,886412
666820060407,828561.0216,1035264
731680251004,828739,898591
731680288503,828744,890418
418010004501,828910,799999
177770085701,829068.5541,1095484
58870056601,829142,1270125
731680182705,829151,903991
177770094401,829170.3534,1095035
416760067003,829400,817165
412980251802,829401.3797,726644
177770118801,829498.8978,1095164
412980218501,829679.8717,727608
731680431402,829714,899962
58870004501,829750,1267699
418010066902,829752,800755
731680309201,829796,888493
174420005101,829797.8239,1101553
58870003702,830006,1268388
58870007502,830106,1270356
666820069704,830469.3054,1035652
666820070408,830652.6937,1035534
666820072806,830761.3489,1036248
666820051002,830785.6688,1034066
415240073101,830899,810034
416760064401,831033,814952
56790024701,831218,1148383
731680433503,831342,899263
412980269501,831653.6446,727189
174420015501,831665.6651,1101519
171740071001,831713.8588,1039823
415240056003,831888,809656
56790030901,832225,1146129
56790242102,832270,1147947
416760074301,832568,815877
415240028003,832767,808968
178730074901,832824.1668,1038935
412980300201,833238.3714,727866
174860052407,833759.1118,1062266
56790084101,833838,1143322
170010263701,833940.6517,1054306
54670115901,834040,1151250
56790069002,834253,1146233
56790208802,834369,1144243
410010021401,834574,839350
56790078803,834698,1143482
412980009004,834861.2863,731533
56790259403,834979,1149614
170010165502,835023.0256,1045905
170010018006,835114.147,1057072
174860059001,835263.7981,1062071
170010133602,835798.972,1050637
172720130501,835989.3315,1075453
172720048001,836069.0872,1075759
54670179401,836113,1149614
175130169401,837029.822,1097974
170130135201,837095.9489,1109739
410010174401,837275,839423
412980099601,837297.368,730123
170010064101,837332.3272,1051032
175130173701,837751.0124,1097819
412980088601,838040.4231,739795
412980105802,838310.3805,732806
413060122104,838361,743772
175130074801,838418.1254,1098843
413060124402,838649,742030
172720065201,839009.7305,1078596
178730113401,839525.9084,1048760
410160005602,839636,856624
413060137901,839766,743104
412980127402,840128.4044,738025
736750068501,840145,920356
730670307801,840229,868394
413060122601,840399,741702
730670308102,840460,867795
730670305301,840492,869886
736750155501,840499,919319
50010078601,840505,1181739
736750155001,840777,918475
410160012801,840820,855116
176530138607,841131.8055,1089132
730670308801,841275,867031
730670307005,841416,868089
176530149601,841456.9591,1085872
410160001401,841473,857014
736750190903,841478,923131
736750185501,841520,921699
736750098602,841836,923619
175130004703,841998.4537,1106421
410010018202,842219,843945
736750078101,842232,923917
731680384401,842248,915150
170010203907,843072.2299,1046764
410010015901,843551,842810
50020122301,843847,1127704
410010168403,844220,844747
731680097001,844279,916017
50020171204,844600,1123072
731680105105,844736,913062
730670320602,845489,864962
175130166902,845958.3127,1104778
736750159001,846093,915956
413060015703,846186,765553
50020132213,846545,1122146
50020141201,847261,1129286
50020154102,848002,1128675
175130059601,848070.8604,1104062
730670321301,848784,868920
413490021303,848843,766015
413490022104,848879,766511
50020199605,849008,1127150
50020157201,849212,1127090
730670484504,849483,870418
730670323301,850161,866384
410200223509,851718,761246
170130092302,851745.4289,1119150
170130195703,851770.1688,1118818
170130100801,852425.05,1118841
735040211802,853122,925415
731680140101,853165,916463
735040521703,853165,918402
736240149902,853319,953877
735040243201,854328,918270
57560215805,855881,1122024
170130132501,857098.1662,1110619
170130132001,857489.6673,1110971
57560087004,857535,1120965
735040075501,857774,930874
735040195001,857908,929003
736240290601,857981,954975
170130133001,858443.8107,1111044
735040167803,858847,929977
736240042509,858858,958819
736240044401,858858,957402
57560144302,859460,1112248
735040168904,859535,929155
736240058701,859954,956088
57560143902,860062,1112088
57560243202,860096,1110547
736240022304,860210,957718
735040080501,860262,930960
57560151303,860305,1110166
410200137701,862563,765987
736240083901,863558,962786
736240084105,863836,962751
736240073602,864581,963841
730010145002,864971,985293
52370030401,865084,1215724
736240067706,865396,962717
730010273301,865735,978322
736240077505,865942,963314
736240002701,866111,961674
735040257601,866260,941478
735040019101,866322,940798
735040121103,866360,940244
730010370907,866771,986721
735040332602,866945,940175
52370035802,867175,1214439
730010140102,867473,984166
730010296502,868317,978689
52370053302,868567,1215876
52370019701,868622,1216809
730010312901,868766,972237
730010371201,869116,984323
730010175702,870125,985324
730010179001,870355,985735
175410309001,871323.3045,1096149
175410309601,871705.1819,1096784
730010183502,871742,985809
51480007101,871806,1159279
730010321303,871947,976612
53150014701,872175,1245288
175410016801,872291.265,1098202
416150019101,872799,794415
416150042403,872864,794035
730010201302,873135,977808
730010332701,873808,976948
51970177603,874008,1160629
53150083201,874053,1244377
54830094601,874115,1103625
54830094602,874218,1103536
416150037303,874333,795440
416150013602,874345,795888
54830218103,874487,1103933
416150043302,874543,793852
416150040102,874671,794853
416150032902,874832,797616
53150083801,874956,1246781
416150022803,875516,796627
51970070901,875973,1160471
50400044402,877447,1259228
50400053902,877659,1258552
51970006601,878109,1163104
51970048001,878870,1165078
51970056203,878974,1166582
51970203301,879809,1163997
50400021501,880052,1259643
175410047201,881297.2063,1100644
174330177002,881502.0742,1070409
174330111908,882922.6493,1069696
175410066901,883031.4474,1099642
731520003504,883548,1053878
732830302402,883725,1056212
732830272601,883957,1056612
175410346801,884157.131,1098679
410010198302,884254,811950
50550067801,884489,1124734
56670033403,884705,1185181
731520012202,884845,1055344
731520060802,885741,1056426
732830274804,885849,1059345
732830390302,885941,1057915
410010086004,886105,810841
175410130101,886172.3869,1085792
738700133603,886282,1048398
51900007501,886437,1215571
738700018705,886454,1047168
56670135801,886755,1187956
732830352702,886803,1058347
175410187801,886824.7896,1084160
731520013501,886852,1056631
53130087301,886930,1167181
731520012802,886942,1057151
732830066206,887180,1060666
731520111403,887279,1057405
175410195302,887416.8948,1082069
731520027304,887454,1055469
51900006301,887541,1216325
738700094906,887616,1038432
732830348405,887633,1064534
53130090201,887659,1166330
738700130401,887685,1048754
732830281501,887838,1059167
734110243001,887849,1037161
175410101601,887934.464,1090256
175410207201,887968.8927,1086285
53130097302,888062,1167672
51900034901,888119,1217795
736860032703,888192,1007994
175410176002,888199.0206,1083085
732830090102,888356,1063732
736860020801,888373,1009719
50210097501,888429,1192165
734110241702,888488,1036413
175410154701,888591.3669,1089299
738700012801,888608,1047657
56670137606,888635,1188893
410010117501,888744,810642
410010116602,888802,810992
734110028201,888840,1032014
56700015201,889252,1209328
732830283801,889408,1060226
732830113606,889450,1061282
731520034202,889547,1057517
732830107904,889690,1064252
732830283202,890126,1059824
734110314102,890197,1029311
175410237901,890280.5154,1084266
730430129201,890474,1009882
50210048202,890516,1196074
731520038202,890560,1056025
734110026805,890671,1032623
732830132501,890730,1066548
732830133002,891187,1067255
734110026706,891240,1032912
175410258201,891266.3033,1083207
50210081301,891343,1195151
730260041001,891383,996205
56700019101,891664,1208526
732830309308,891792,1059429
732830127301,891854,1066367
734110040301,892036,1038376
175410256701,892228.1591,1083097
732830124602,892300,1068928
730260050602,892631,1000848
56700179501,892712,1208608
175410275801,892960.8323,1085362
732830154201,892964,1068353
56700026201,893038,1209011
417990211005,893264,822973
730260065102,893503,997153
730260071302,893735,999806
736860043902,893858,1018444
736860059402,894099,1019435
417990079901,894187,823694
176620304801,894282.4859,1084692
176620534002,894351.0172,1085328
56600078002,894356,1163475
730430075802,894386,1009767
417990064201,894484,821872
730260037501,894487,997988
417990197504,894621,819378
732700200601,894738,1052174
730260060706,894958,1008832
56490239101,895106,1173891
417990103601,895224,821816
732700024701,895241,1052429
56490245104,895282,1172480
176620368202,895607.4821,1084986
738610042301,895652,1019328
417990189801,895729,823232
176620107601,895792.9317,1108492
58900082301,896079,1226131
730260021701,896132,1007715
176620608002,896238.1104,1083518
738610053401,896287,1016522
738610046001,896425,1018111
56600042801,896485,1164707
56600025701,896783,1161289
176620462101,896832.9401,1106583
56490127702,896862,1169389
732700227201,896979,1048980
732830363006,897119,1071561
734430072501,897144,1070904
58900196501,897406,1225529
58900094802,897766,1226700
732700227901,897784,1049266
56600026101,897789,1162141
56490087202,897912,1173977
734430017202,897951,1071380
734430000801,897984,1076489
58900089202,898323,1224394
56600083203,898384,1164488
734110221401,898485,1035224
734430003202,898545,1075841
176620133401,898638.711,1107713
734430003401,898713,1075497
176620331601,898716.3377,1088720
176620330802,899103.7465,1090017
734110289806,899179,1028337
734430031001,899231,1071762
58900087501,899522,1226327
734110208008,899567,1027959
176620277501,899573.9518,1090961
732360180302,915591,888100
732360069704,916910,887225
732360206405,917398,886555
732360204406,917642,886893
732360133901,924790,896914
732360151003,925140,898266
732360036502,925542,895586
732360035801,926606,896346
732260122502,932244,921251
732260121601,933182,922006
251680039201,939744,1036090
251680033001,940004,1034825
251680042004,940222,1033348
251680042002,940307,1032865
256620014501,940712,1031972
255800056301,940793,1015536
258150021502,941049,999118
258150019902,941402,1001054
732260038701,942254,939530
738730017601,942709,931954
732260016204,942820,940386
255960017901,943309,1016884
738730078502,943685,923095
734490033202,943688,958754
738730157902,943764,923641
255960021901,943789,1014700
732260056103,944092,933317
255960019401,944151,1015422
738730087605,944193,924416
255960100702,944218,1007642
732260018401,944378,940042
255960134803,944396,1015240
251680017205,944465,1043118
738730072901,944502,926958
738730149103,944535,925242
