cod_lote,cent_x,cent_y
767360017402,797356.2764,970924
52090109002,797375,1159882
767360074503,797496.2326,966422
660450031001,797511.8054,1059981
53530007810,797599,1133859
52090111902,797864,1156910
767360070601,798105.305,970163
764970044001,798142.9348,998267
418070451201,798232.396,707426
50910070304,798302,1123590
50340143701,798580,1119520
660880117803,798717.3114,1066827
764970053003,798747.8728,996378
767360077202,798914.7539,963678
764970051701,799203.332,997961
660880089004,799665.8754,1068614
51130076003,799673,1254850
50340010101,799704,1120538
761220015606,799705.0181,965427
53530005601,799722,1134812
413960141101,800022.6454,753203
761220015611,800099.9172,965699
55430073201,800272,1258094
53530014004,800404,1133860
761220012005,800524.5976,963791
664560163801,800552.137,1083694
664560042801,800581.4678,1079651
413960202301,800740.6462,753774
51130082501,800988,1254072
417910191105,801071.5474,736676
418070139901,801137.3993,710058
660880251606,801240.0328,1069064
55760108902,801482,1131725
417910192201,801548.5298,734072
53640042903,801564,1110576
415480089702,801702.5504,737593
415480016501,801729.6105,748179
51130021901,801893,1253051
660880150501,802680.1828,1067582
761220028812,802761.1587,967877
413960187401,802789.6412,754176
53640090904,802843,1108321
761470028501,803423.1237,1006025
660880034101,803538.6428,1070534
55760088606,803604,1132954
761220052902,803762.9665,966836
53640055501,803953,1111867
660880160406,804001.4957,1067874
55760017901,804053,1135222
57920028204,804180,1136079
53640062502,804422,1111196
57920060718,804971,1139181
413960205501,804980.0196,753810
660880041801,805186.3734,1071331
415480037401,805524.8275,747030
53610254202,805632,1289393
53610254404,805764,1289061
660880197702,805801.3835,1067796
53640077901,806104,1112205
57920012602,806189,1139329
57920033305,806204,1137555
660880187501,806435.1982,1067298
660880186701,806679.4248,1066521
56280036601,806921,1244236
57920005001,807163,1142843
56280178101,807603,1242737
660880287101,807703.0546,1068142
415180024801,807805.6272,754863
53610250101,808117,1289998
53640073101,808539,1111870
170420193901,808578.2711,1068332
53610120204,808818,1287975
54110022101,809121,1234014
170880035301,809490.2965,1049338
415480173605,809527.5702,746158
415480163502,809687.5838,748564
415180026301,809893.6169,754371
56280222901,810041,1248678
410130024301,810201.5755,747510
635940020002,810387.7129,1001451
170880041802,810561.4172,1047950
170420313601,810760.2349,1072266
53610028701,810776,1293511
50590067001,810957,1171894
170880038204,811257.191,1049903
50590010701,811433,1172474
50590005703,811990,1172864
58090063402,812147,1162789
53680043802,812194,1132822
53680036002,812531,1133554
53610041701,812563,1292628
50590002502,812642,1172678
50590076701,813073,1172229
660010062901,813085.8829,1025996
170420151001,813336.0402,1063315
665940019401,813388.5187,1080242
660010248001,813456.8151,1013541
660010138902,813754.1321,1014771
53680032101,813795,1131042
52400317202,814033,1192069
52400030701,814136,1193275
635480040607,814250.9728,967290
660010149003,814263.3842,1013923
53610036101,814316,1293521
631110001302,814410.6613,971856
53680023503,814678,1133695
52400215201,814731,1194413
52400175101,814793,1189251
630010009701,814881.0457,990858
631110005605,814961.1762,973232
664400090602,815315.0937,1038903
52400053804,815329,1192731
664400133601,815438.4409,1037793
50360043902,815941,1164349
631110017402,816002.43,972849
760200032503,816431.682,1007438
631110018502,816470.8724,972232
635480035001,816595.3208,964881
664400083801,816707.9403,1042936
52400235202,816756,1191866
50360018801,816830,1165933
664400154802,816889.5518,1043035
50360038002,817203,1164597
664400040002,817256.9954,1035894
664400034801,817299.3479,1038977
664400078704,817408.7917,1042465
631900016211,817727.0915,997072
664400141002,817739.0237,1038811
50300134401,817766,1163536
630010064801,817779.3257,986369
630010075603,817835.3955,984259
176140280401,817865.6519,1097109
176140756703,818156.4247,1096694
730670026203,818161,860964
660010060914,818200.5705,1025457
176140656002,818206.0573,1098393
730670037601,818386,860372
660010246008,818469.6832,1018189
730670026601,818583,861643
631300065001,818588.7903,983439
665940464701,818642.5371,1082606
631900021107,818854.7886,998127
50300091202,818890,1159982
666820011705,818978.5631,1037488
665940107301,819003.2687,1084869
632720038702,819118.9517,1010111
665940496801,819408.789,1080896
632720040101,819515.0664,1007784
176140231001,819519.5312,1097934
50300024904,819530,1159353
57890222002,819687,1111274
57890100501,819696,1115741
57890080203,819831,1118094
57890094201,820013,1116639
57890133502,820072,1111919
632720055005,820093.792,1008768
632720112805,820147.2344,1006293
735550262501,820255,830443
50300040801,820296,1158657
57890115301,820313,1113333
176140377801,820397.7712,1099275
632120023002,820704.3666,979837
413190120801,820769.2951,705743
176140013701,820803.9132,1096092
664400133902,820832.5346,1034186
664400001301,820925.5961,1033314
632120012503,820980.7766,979868
176140276101,821067.1305,1098086
632720101801,821087.4173,1010525
735550268002,821093,829193
176140789101,821292.1203,1098731
632720078201,821334.0534,1005754
631300066308,821534.8759,987385
735550205501,821620,836696
661700002302,821649.9852,1031699
735550263603,821682,830920
631300078201,821811.3612,981790
57890201906,821859,1112539
735550268203,821920,829873
412980156102,821972.8755,722668
176140469401,822113.033,1097076
413190122601,822310.2861,705283
666820115901,822341.8951,1034521
735550207705,822523,837480
413190169601,822546.3441,715702
631300073005,822592.8538,986737
413190041101,822603.3518,717093
736160135301,822728,878543
735550148901,822803,839720
735550246302,822862,836267
631300073101,822874.9308,986180
735550149601,822983,840362
660010206801,823001.0801,1019195
736160133701,823066,879334
52820136301,823069,1151190
666820024501,823071.524,1034866
666820029512,823116.3583,1035531
412980171101,823135.3879,723723
52820004402,823147,1152777
58190076103,823267,1264324
631300084602,823308.9556,985865
51450001201,823315,1108388
58190072101,823553,1269561
666820113701,823645.8625,1033970
735550156902,823742,841245
735550226801,823954,840192
735550338802,823973,840810
735550122001,824025,850272
412980166801,824170.3756,722322
660010087501,824333.494,1020902
730670181901,824539,859335
735550152503,824586,841836
730670075403,824588,861362
58560054101,824643,1110610
52820144602,824674,1154517
631300095702,824905.5084,984915
730670181601,824964,860720
736160284901,824993,880148
666820022501,825034.9009,1035581
735550124801,825153,850974
735550094001,825289,852385
660010092901,825297.08,1020714
660010092501,825500.3154,1020166
666820106701,825665.9137,1034364
666820033302,825723.5055,1037899
666820022601,825844.8834,1034809
666820022304,825911.8964,1037199
730670205601,826556,858554
51290027301,826650,1155915
730670208604,826650,859273
52820130703,826809,1152173
666820034905,827012.2335,1037192
631300024804,827049.4956,994446
666820134510,827376.3385,1036340
731680192901,827476,903661
177770094501,827477.595,1093033
731680198805,827494,904971
175240004406,827768.6574,1050677
736160288004,827771,886758
736160069801,827837,885202
177770079503,827849.4562,1095290
177770095001,828221.0351,1096628
731680429401,828493,890421
731680411402,828610,903489
731680500204,829090,902649
416760121606,829229,816564
177770083301,829273.7162,1096183
731680298601,829303,889310
171740079702,829313.109,1038203
736160062602,829425,885231
412980384301,829455.3906,728652
731680254001,829788,898842
412980384001,829940.0205,728370
416760059104,830347,815672
731680257901,830347,897268
416760068501,830596,817018
174420014701,830707.0315,1101779
56790178902,830787,1146797
416760120003,830816,816347
412980030602,830975.8948,729674
731680307304,831212,889971
56790023501,831700,1148885
56790026901,831753,1147372
171740076607,832210.6378,1038715
56790141401,832908,1147779
51070003501,832929,1282901
174860177701,833151.6773,1059685
56790157201,833227,1149567
410160043201,833332,841620
56790276904,833841,1148151
415240099602,833874,811324
415240063301,834116,811879
170010199701,834559.5183,1047561
412980056502,834579.3949,732906
170010189702,834621.2638,1046137
178730085901,834687.8474,1040679
51070028401,834710,1282725
174860058303,835230.8882,1062231
172720018601,835254.9382,1075659
56790151401,835298,1148638
172720049902,835348.6678,1075015
415240066902,835823,810685
170010026501,835889.6269,1053961
175130001001,835924.3855,1100707
412980406501,836128.3903,733037
170010178501,836133.4776,1049296
410010038503,836252,838842
170010176404,836257.7387,1044576
415240026801,836486,809473
54670105301,836635,1150013
415240068101,836735,810540
170010194101,837091.762,1049601
170010197101,837563.7759,1048215
410010041101,837718,838084
175130068501,838152.6339,1099544
412980405101,838430.4267,740643
410010007903,838586,839750
172720144001,838669.7255,1078616
412980115402,838720.3939,735205
412980066901,838742.0837,737829
736750156601,838751,919379
172720075401,838946.9938,1079408
172720008201,839114.8556,1080196
410160023101,839421,858627
410160002101,839430,857932
412980408302,839508.3914,735573
736750155801,839793,919149
730670288901,839812,866275
50020037404,839994,1131014
730670308103,840050,867632
50020031001,840485,1132288
736750177601,840519,922067
178730059801,840624.8967,1045539
736750186802,840715,923169
175130006501,840723.6331,1106228
736750100003,840830,924993
176530143105,841088.0392,1085755
176530148703,841150.6122,1086728
50020191510,842089,1132661
730670310701,842330,868051
175130036201,842457.4294,1105213
736750138001,843179,922047
176530043301,843438.9726,1086772
50020112601,843469,1124483
50020124504,844524,1124399
50020127901,845302,1124946
50020126208,845723,1124628
53080020003,845832,1195410
52120024801,845990,1192301
175130062904,846064.1008,1104324
50020138703,846123,1129195
50020135811,846144,1127919
50020136506,846198,1128623
53080058702,846556,1194609
413490006403,846852,767889
50020083702,847140,1132495
413490007503,847153,765872
413490037307,847917,766982
170130089101,850013.7034,1119276
170130088701,850566.8484,1117837
735040351001,850964,924446
170130092101,851523.6289,1119080
735040495002,851713,926679
410200065105,852104,761694
731680137703,853233,917395
170130200901,853294.4067,1118028
735040179602,853732,924949
735040522101,854860,917371
736240150302,855706,953504
736240153201,856380,952652
736240290201,856613,953593
736240041302,857775,957786
736240041201,858279,957925
736240056701,858958,956377
736240023504,859089,956861
57560151804,859906,1110206
735040053402,861013,934760
57560148701,861461,1111950
50790051001,861480,1202410
735040115001,862048,932712
735040327801,862159,932880
736240020003,863524,960284
50790168002,863598,1201811
736240014203,863642,961188
50790056801,864157,1202153
736240275401,864957,961114
736240240001,866004,962849
736240076703,866376,963544
730010127307,866455,983379
730010291903,867157,979134
734830003504,867349,877143
730010147403,867375,985694
730010372702,867565,986274
730010149803,867602,985463
736240106602,867760,963132
730010170101,868102,980158
730010139002,868363,987102
734830004501,868506,876233
730010164502,868834,979216
730010125302,869264,985631
730010121902,869452,985126
730010108901,869517,986994
734830009505,869649,877045
730010125103,869654,985938
730010175201,870561,985708
53150009601,871138,1244411
51970182801,872591,1161647
51480004903,872750,1160034
416150045003,872760,793041
51480002201,872862,1160509
416150014704,872991,795980
416150014702,873066,795733
416150010902,873225,796432
416150018201,873398,797210
416150041502,873754,794679
57560098901,874287,1128554
416150019404,875120,793393
51970225301,875834,1159283
53100035301,877091,1233099
54830055101,877453,1115977
50550197802,877671,1117529
53100085901,878272,1233519
416150035506,878412,795255
51970007902,878623,1164727
51970207303,880189,1163763
53100041801,880458,1233352
53130152501,881861,1165767
733470071201,882667,1055031
732830299701,883546,1057434
50550043102,883972,1122428
731520077702,884451,1054475
732830263801,884623,1058426
730010029004,884726,989374
56670049701,884757,1187001
50550067601,885022,1123706
731520090001,885146,1054794
731520018001,885934,1054621
175410171404,886120.8511,1084110
730010035525,886196,990100
56670142701,886286,1185099
732830066804,886388,1060044
730010035523,886530,989927
175410165401,886620.4816,1086426
51900009102,886765,1217853
738700137504,886836,1049908
738700113002,886846,1046021
50210076703,887118,1194950
56670045601,887197,1188902
732830275803,887325,1059481
56670053202,887630,1184527
51900035002,887637,1218883
410010100401,887657,810594
731520099702,887778,1056476
738700011403,887800,1048287
734110248105,887862,1036762
731520063401,887996,1057491
175410185701,888218.9821,1084632
738700006202,888367,1048848
736860021402,888470,1009465
175410185501,888473.3313,1084120
732830091202,888612,1061992
56670176904,888681,1185072
732830084203,888779,1065879
734110244101,889296,1038291
736860020101,889418,1010474
53130085001,889473,1167632
732830111304,889503,1062424
176620181701,889614.5928,1090200
53130108601,889819,1164686
417990163601,889949,824518
730010050101,890000,996101
50210025101,890054,1193578
50210048601,890113,1196595
175410248101,890140.8103,1082050
730010362402,890171,992343
730010354602,890292,991282
732830201105,890362,1063043
176620208801,890372.1535,1089623
56700118203,890439,1209187
176620207701,890599.9402,1089126
730010353902,890658,992033
175410237202,890804.5625,1083849
732830213001,891028,1059778
734110069002,891148,1034812
732830360802,891216,1068229
734110041101,891434,1037140
732830371803,891450,1065186
731520065402,891483,1056532
730260052605,891727,1000823
417990046403,891793,824298
50210053601,891882,1193954
731520064801,891971,1056094
731520067003,891993,1057316
730260038305,892097,997217
732830371501,892137,1065191
734110075201,892214,1032305
730260049101,892248,995556
175410278901,892261.6549,1084080
410010103202,892380,818052
58900073701,892393,1228927
417990042301,892508,824274
734110170502,892575,1020553
732830124501,892595,1068332
736860045702,892601,1017419
417990170201,892925,824721
417990212302,892994,822465
417990062702,893054,822031
732830122104,893136,1066663
417990068403,893154,820866
732830129802,893357,1067629
736860044001,893370,1018409
417990072605,893384,819901
730260054002,893873,999805
176620311701,894030.297,1083273
58900022201,894107,1231590
736860047903,894327,1019225
738610023104,894378,1017117
176620308901,894690.526,1084034
738610024702,895061,1017908
738610065901,895072,1021190
417990104801,895438,820313
732830170901,895581,1072570
417990076203,895833,824814
58900049402,896019,1230261
732700282302,896089,1051662
732830149003,896140,1071773
738610006001,896179,1020171
732830162702,896612,1070689
732700105904,896775,1051228
732700026403,897051,1053636
732700191202,897313,1046775
734110216302,897665,1035646
176620353501,898053.1485,1085785
734430090402,898149,1075135
734430008701,898257,1073860
174440017601,898456.9595,1082134
734430023604,899201,1074677
734080019902,900089,1028000
734430024501,900089,1074116
176620386902,900320.0395,1088636
734080034703,901705,1031296
730240064101,907109,871625
730240002001,907227,871728
730240005604,907508,872593
730240004104,907637,871241
732360013601,916092,891170
732360055901,916403,889599
732360063403,916744,885024
732360072201,918008,889332
732360213501,918185,890783
732360138303,921653,894025
735850016601,928032,914273
735850014403,929058,912479
732260119902,929723,913537
732260113103,929908,914500
251680036501,937850,1034996
251680033801,939125,1035134
251680083801,939423,1035787
256620126402,940635,1016845
251680046501,941265,1035132
255800090604,941419,1014988
258150020604,941563,1001783
256620136005,941642,1016094
732260039602,941989,938701
255990019901,942371,999837
251680095804,942557,1033961
732260058903,943222,932822
253200039001,943261,1044855
732260049301,943643,934784
733520062603,943646,947199
738730026401,943797,931636
256620033202,943839,1031776
733520062702,943907,946400
733520165601,944401,947661
732260124901,944470,931602
251680075001,944623,1033426
253200044601,944674,1045269
733520061302,944747,947059
255960110101,945027,1008234
253200052301,945287,1046998
734490007604,945520,958933
733520002301,946726,956359
253200084901,946994,1042165
258670031601,947765,1032155
254880032403,947947,971097
251480096602,947954,1096997
255960070502,948446,1019583
250950035601,948684,1022854
254880014802,948709,970773
254880013004,949616,972454
255960060601,949672,1019798
250950046101,949704,1032809
250950046201,949710,1032106
733520152104,949723,951732
254880011302,950132,973730
733520150701,950314,950768
733520108501,950389,949163
258780306406,952249,974934
254880022005,952345,973751
258780225603,954041,984734
258780155101,954182,977358
250190038604,954286,1037261
258780320501,954327,973819
258780007805,954338,979564
253280109503,954545,1035949
258780154304,954590,980430
251230001701,954604,1014110
258780194601,954786,974771
258780296006,954938,978183
258780335803,955075,978435
251230088102,955184,1014751
258780195701,955301,976258
258780200901,955379,974080
258780193401,955476,975158
250190043702,955856,1035726
251230094501,955904,1013537
258780328703,955915,976131
255060007908,955955,944194
255060014801,955973,943135
255240027401,956128,947294
258780022301,956897,987872
258780021601,956902,986937
252450044801,956910,992436
258780244001,957075,983578
255240027304,957478,947943
252450157201,957517,990249
255060036901,957579,945103
252450051606,957610,992347
258780249603,957961,983716
252450155202,958047,990324
258780133101,959714,984795
253860079901,960209,1011606
253940205903,960316,1084281
257430087301,960540,975548
253940028701,961175,1084921
257970015901,961738,1004423
257430040901,962035,976860
257430046501,962594,977998
253860001102,962650,1011769
253860155103,962779,1008427
253860157401,963740,1008764
253980064101,963858,1071922
257430062102,963956,977921
257970077401,964098,1007234
252900003701,965246,975316
258850248407,965960,1097412
252900035801,966207,977415
252900002902,966505,975045
253980047602,967807,1073287
254020011605,968107,1041008
254020104306,972388,1038596
254020126607,972892,1042726
252580053801,973801,1067692
258850231502,973925,1100967
254020051001,974218,1042363
252580055501,974525,1068615
256580062201,974650,1041546
258850127001,974826,1098900
252580060002,974913,1066945
256580049901,975793,1041945
258850147901,976026,1097580
257770002402,976200,1053266
258850148502,976536,1099743
257770004207,976623,1054952
257770081801,978477,1055810
257770031301,978525,1054862
252580045702,980180,1075792
255130010501,981784,1075806
155070023401,988285,1109965
255180090403,990075,1080122
255180100301,991075,1081580
255180088101,992182,1081879
256530048902,993515,1077649
256530038301,994645,1079774
470010022103,995954,1720470
470010022801,996738,1720646
154800004001,998371,1102150
151060005701,1016593,1119505
472880018702,1017626,1649545
472880022501,1018778,1648760
151060011001,1019069,1118749
472880023103,1019302,1647992
151060028201,1019471,1120264
202380011101,1028605,1624129
683680001101,1031295,1142706
202380012902,1032013,1628606
685720125701,1041233,1144093
688610084001,1045591,1148302
688610015601,1046520,1151059
680770018501,1048376,1146467
680770021301,1048693,1146778
154690123101,1051721,1136103
154690129001,1052834,1135160
683270012901,1054323,1158743
683270012203,1054912,1161039
154690150802,1055285,1149701
683270020601,1056063,1160288
683270007901,1057218,1159526
154690135201,1057628,1135186
154690176806,1059586,1147297
158160021002,1060019,1145125
154690054401,1060718,1147812
158160024902,1062004,1146890
158160082402,1064408,1145122
686890015801,1065674,1258048
151850073001,1066836,1156164
153250107501,1067277,1039192
157610002301,1068148,1042317
151850016501,1068684,1155344
686890186002,1068852,1237741
157610023601,1069066,1040383
151850063802,1070277,1157499
157610011201,1071018,1043752
686890179201,1072091,1237782
686890181003,1072498,1238819
683200009701,1074909,1183191
686890073901,1075150,1253285
683200008103,1075749,1184115
683200025801,1075845,1181367
686890073002,1076232,1253457
542060047305,1076486,1432962
683200090703,1077299,1183713
685000000901,1079170,1184385
542060118803,1080645,1421409
548000063502,1084181,1423815
548000074405,1084256,1419936
548000108206,1085890,1419394
683440037901,1086090,1211450
683440019702,1086114,1213091
688950025401,1088510,1238784
688950025301,1089502,1238521
687550033702,1093730,1203193
156210008401,1097210,1080470
156210006201,1097601,1082990
681670013302,1098536,1190275
681670062901,1099434,1171617
686150063201,1099447,1299746
685490002604,1099854,1213101
685490003101,1100261,1212446
685490005413,1100393,1213020
681670059402,1100464,1171322
686150162402,1101109,1305696
681670073804,1101785,1190180
154550020901,1102429,1069052
543440084402,1103429,1420151
543440020601,1103485,1422652
154550082201,1104799,1067899
543440009801,1105302,1417707
543440011502,1105552,1420219
680010003803,1106247,1287319
680010000301,1106874,1283979
681670104702,1107255,1188218
680010031007,1107322,1287516
200130019601,1109701,1600838
200130056501,1111307,1599954
682290006002,1111481,1227136
682290042701,1111600,1226423
206210029702,1112335,1621868
200130072404,1113533,1598105
200130073101,1113642,1596607
682290012401,1113844,1225967
200130072002,1113974,1597918
680510029710,1115219,1227660
540030042201,1119494,1399683
540030046802,1121471,1399680
540030046102,1121494,1398244
546600000201,1129696,1360453
546600013201,1131114,1357951
546600025801,1131304,1354072
546600014201,1131599,1358267
546600018203,1132910,1357887
546600018004,1133146,1358448
546600026901,1134305,1355064
546600022001,1134815,1356870
540510125002,1136259,1338051
540510042201,1137024,1338232
540510059301,1139306,1337288
544180046103,1140017,1372617
544180025401,1140191,1374464
543130008802,1141071,1372915
543130061502,1142640,1374304
543130010602,1142877,1372351
542230067701,1144021,1322404
540510011102,1144603,1340969
546600031201,1144650,1358839
542230068902,1145481,1324843
542230071601,1145649,1323169
542230070502,1145749,1323750
542230060201,1146403,1325695
540510006004,1146963,1343782
540510003102,1147896,1344446
542610007502,1148619,1378856
542610039603,1151046,1378593
542610023502,1151459,1379878
545200040702,1156678,1321515
545200024601,1156909,1319818
540990007006,1157663,1340934
540990006506,1158435,1339498
545200036201,1158856,1317773
540990008502,1158911,1340256
540990008401,1159084,1339990
545200041102,1159867,1321250
545200034803,1159949,1318902
541720037701,1166363,1331237
543470014701,1177052,1327854
545990014010,1177667,1330247
543470019701,1178221,1327267
545990007301,1178445,1329987
545990027301,1178791,1327738
522070012903,620721.5039,629481
526830033502,620736.7077,634773
522070153108,621847.1301,623817
526830111302,622242.4432,637537
522070145001,622266.3617,629627
522070153119,622403.2523,623964
526830051501,622610.5035,637872
522070057001,622993.6938,621599
522600029301,623502.7182,647038
523810054401,624102.1721,637803
522070072601,624921.6662,622173
522600163701,625925.1459,646474
523810065201,626124.7485,645117
190500221301,646958.5028,746160
190500112701,647352.6547,744520
190500220502,647616.0076,745923
526870192601,647904.8724,663698
190500250501,648564.6144,746474
190750288102,653781.4399,727313
526870293401,654759.6715,668814
523990345106,655784.5334,669277
523990055801,656520.9701,669335
523990413902,657053.5313,668485
523990224901,657443.6179,671539
523990045501,659157.6084,671879
521100082002,660558.4072,647368
194500007202,663358.7501,682414
194500025101,665232.1971,681049
194500132002,665587.5181,680892
194500117801,665612.368,683982
521100101601,666157.0995,644941
522030124605,666639.725,675624
522030012801,667142.2028,672847
192560232703,667180.2121,765268
522580033001,667636.1799,648864
522580016401,667858.2415,650206
522580042601,668970.6348,648563
522030066801,669053.4148,676030
194500153001,669919.6043,689162
194500201502,670756.4763,688195
194500111501,670769.9546,691112
194500197302,672658.9545,689592
190220115603,685062.5866,705908
192560570901,685100.8337,761838
190220026901,685623.2409,705893
193970221301,687715.3344,724535
192560233101,690241.2528,764499
193970506805,690685.8151,719283
192560281801,691336.6051,764621
193970284102,691575.3222,720587
193970283201,691641.5928,720162
192561095401,693841.8649,757518
194730355201,694194.3912,806626
197800238201,694280.2602,808082
194730342201,696022.6036,813376
192560595102,696143.2493,759849
197800128701,696991.2301,806794
192560742501,697035.6215,758308
197800170101,697172.2405,813645
194730108701,697562.5139,793868
194730164601,697763.001,796157
194730109601,699410.4915,793842
194730102901,700020.6921,799589
191300549502,700103.025,791749
194730104901,700357.652,798250
194730445701,700654.7126,799718
194730365002,700849.4841,801109
191300149902,704561.823,790141
198070154001,705522.6195,751484
198070156301,706352.9697,751827
198070471302,706671.3165,760497
191300030001,706702.435,790695
191300565201,707153.7961,789848
198070108001,709046.5501,757993
763640051501,710477.0478,841246
198070098601,710826.4357,758581
190010225605,711475.9072,762184
190010226601,711627.1663,761854
763640060202,712064.7996,841478
191300849502,712984.1258,789213
197800280703,713301.5624,811160
191300855301,713775.8913,789754
762330110105,713927.2168,889880
762330110103,714066.2229,889386
195480481403,714140.5576,793359
191100202001,714309.394,811479
195480290501,714548.1941,792245
762330108302,714907.5058,888335
194730263001,715175.9443,793532
190010215701,715611.4806,761489
762330102901,715845.825,889802
195480296201,717084.16,789238
195480393102,719764.5694,787618
766060016001,722009.6664,918192
195480366205,722242.4512,795874
195480326802,722535.3427,792578
195480354101,722803.4244,801923
191370316101,724210.9042,802785
195480190601,724682.8368,789521
195480224602,725023.0532,789202
768920010301,725813.2232,893168
191370115301,726237.8338,801278
195480109901,726569.0311,792147
191370458903,731566.1878,796886
191370497003,732001.3353,798379
191370303701,732071.7989,797751
768280068201,744752.1405,958374
191420207601,744884.7612,824214
191420226201,745862.5076,824230
768280069002,746251.5362,957710
191420230103,747802.4679,823718
768280084710,747974.9568,955511
416680348702,754134.5198,698171
416680126902,755618.5141,698093
416680331501,755647.8898,697090
52340134702,756264,1260376
198210186801,756488.2332,819761
198210108501,757093.1861,821357
416680427303,757251.0025,697104
198210109701,757385.9454,822011
52840102403,758046,1251232
198210408801,758809.3813,823619
416680198001,758815.4957,696502
416680382407,759430.4957,697237
416680181901,759524.7797,698058
761000034801,759600.8708,977087
198210411301,759618.7546,822849
762460099101,759685.5426,1011093
416680401201,760305.4925,697283
762460028605,760413.6333,1018256
52840112503,760424,1255474
763180021103,761380.4545,911412
762460036803,762233.8811,1014804
416680165203,762539.479,696333
58470077601,762789,1189687
761000121303,762910.1606,976662
58470076401,762957,1191273
762460010401,766946.0082,1021307
766700014805,767084.6848,929275
762460017801,768038.4603,1021565
760540028911,768771.4276,1009226
762460018401,769013.0598,1022381
415300125205,769645.7155,682821
58470071102,769769,1192702
415300124702,769796.4643,682678
415300006603,770514.0764,681793
415300008101,771098.3698,681150
768340039702,771829.6297,933661
413590235002,772729.489,706046
58470089801,772910,1190462
768340103901,773746.1057,934367
415510062601,774704.4746,704692
415510593604,775773.4765,705891
415510196601,776288.4428,699716
51380000601,776296,1250474
415510197101,776987.4401,699731
415510608503,777337.4359,699172
768230050503,777715.2728,1012941
193550005201,777885.647,773351
768230000803,777940.363,1011655
416600259201,778271.5164,714651
415030012103,778310.5224,716401
762430026202,778370.126,1036765
51380407204,778755,1249490
760410000402,778867.4897,1024612
768230050002,779018.8751,1012774
51380062802,779633,1249939
762430003401,779698.4868,1042705
51380083302,780034,1242237
416600203102,780450.4966,713148
760410032904,780739.8206,1020307
193550311501,780747.2144,773485
416600079001,780787.5006,714137
762430003207,780887.6423,1043360
51380087201,781094,1243950
415030132301,781633.5085,716254
415511053301,782048.3715,690293
415510266004,782707.3755,691390
415030094601,783034.4936,714445
415030261602,783040.5,715631
416600051701,783153.4883,713577
51380033301,783528,1254348
768340110703,783649.7544,943563
762430071103,783846.7733,1029536
51010006716,784100,1142327
51010020003,784347,1140663
51380133901,784764,1241075
51380272201,784880,1254667
51380481402,785211,1242306
51010023802,785292,1139353
768340110001,785408.0562,943399
51380049701,785520,1254396
768340119904,785695.3965,942218
410060225607,785906.6199,682575
193550241401,785963.3723,771356
410060084304,786011.711,683639
51010101008,786412,1140093
56420095307,786426,1151860
50910017601,786768,1125135
51010102606,786773,1138918
50910010707,787010,1128326
51380050104,787047,1254536
193550113801,787499.4418,770704
768340033202,787503.0567,945530
666870125403,787527.1253,1050619
51010076302,787543,1141328
50910025910,787968,1123840
666870140902,788002.4427,1047844
666870041503,788138.2685,1051436
52090003401,788151,1163405
768340032004,788573.5478,945129
413780117601,788693.5866,735504
50910012408,788819,1129211
193550557104,788879.9661,771576
413960277401,788927.6399,745238
413960260002,789104.6278,743218
195170035001,789200.2934,785286
50910026901,789248,1124967
195170087901,789435.36,783126
51010094003,789478,1137328
51010091401,789508,1140973
50910003802,789705,1131265
412440062602,789852.4697,714854
413780158302,789952.584,735877
50910037903,790024,1128042
56420129709,790084,1148895
51250031402,790333,1202389
50440097302,790348,1190868
56420090603,790405,1150797
413780101901,790532.5852,736454
50910036905,790572,1126068
413780065801,790603.5706,733839
413780097001,790607.5863,736729
50910040905,790664,1122763
412440014607,790740.4634,714357
660450060805,790814.1566,1056656
51250012801,790964,1201819
50910050903,791000,1124898
51010084701,791067,1140402
660450040301,791102.0748,1059453
51010171407,791181,1140682
410060363302,791213.3577,683766
660450061707,791238.1866,1055846
418070465101,791283.3788,698910
660450057901,791295.818,1057374
50910042003,791492,1123767
50910041904,791542,1122525
51250129504,791633,1204753
50910090501,791759,1131948
51010089910,791881,1138803
50440122602,791899,1188310
52090013801,791932,1160455
51250192002,791940,1202902
660450055901,792025.5311,1058119
410060445203,792280.4328,683253
51250141302,792355,1203370
52090017702,792386,1162600
50910042506,792439,1122279
50910031002,792530,1129896
660450019304,792584.3495,1060377
767360053501,792730.7706,962395
410060133802,792838.3043,685938
50910034306,792862,1128581
51010079604,792926,1140791
666870099301,793194.579,1048227
418070088104,793249.4029,704908
660450052402,793305.6498,1059301
768340012301,793366.65,954368
410060139401,793415.7354,684686
50440048801,793465,1187599
660450176602,793498.7876,1051762
767360113301,793534.0559,955701
660450064902,793562.7956,1057780
410060371101,794194.4311,685144
50440044902,794248,1186179
50910062502,794363,1127615
666870099501,794392.6377,1045933
52090116801,794454,1157475
767360036401,794511.2855,970598
52090096202,794642,1156785
53530003101,795179,1134064
418070319401,795507.2523,705558
50340123307,795512,1115918
50440104601,795518,1191775
53530029602,795683,1129931
50340415903,795713,1115196
768340136505,795736.656,953176
764970060102,795760.9227,993567
418070130001,795988.3931,705071
50340094903,796038,1117119
660880073501,796217.7481,1063895
50340400908,796611,1117549
50340261103,796648,1107502
660450099001,796698.409,1057665
52090073301,796873,1160879
52090114703,796949,1158297
50440157802,797073,1190370
410060071601,797243.3151,691509
418070342201,797323.3919,705882
764970034701,797346.8785,995021
767360070201,797389.5904,963233
52090151201,797438,1155107
50340253501,797651,1109146
