"","cod_lote","prod_elevs"
"436",50420165704,2054
"437",50340400203,1749
"438",55430038501,1686
"439",53060010401,1962
"440",52090187105,1649
"441",50910057405,1506
"442",55430133005,1527
"443",50910068603,1546
"444",52090221205,1357
"445",51250176501,1525
"446",410060166002,1372
"447",51250099001,1525
"448",51250112401,1973
"449",50910081701,1382
"450",767360013405,1368
"451",50910062802,1306
"452",767360010502,1244
"453",55430047302,1333
"454",764970014601,1372
"455",50340143901,1635
"456",52090153401,1515
"457",767360013403,1467
"458",178770032201,1288
"459",767360068201,1570
"460",764970022401,1572
"461",50340158201,1632
"462",50910070722,1360
"463",52090154708,1555
"464",764970046901,1333
"465",50340344501,1396
"466",413960599201,1241
"467",50340012002,1359
"468",418070351502,1282
"469",767360018702,1436
"470",50340158404,1632
"471",767360019504,1363
"472",767360076102,1577
"473",50340153408,1490
"474",767360072105,1425
"475",50440102101,1782
"476",764970020501,1363
"477",764970055401,1233
"478",415480125604,1750
"479",418070190603,1158
"480",415480125001,1750
"481",53530019402,1285
"482",51130012202,1934
"483",761220018105,1378
"484",50340046503,1200
"485",53530018202,1698
"486",50340209201,1293
"487",53530016402,1661
"488",417910191501,1745
"489",417910008002,1556
"490",761220032003,1658
"491",55760020906,1517
"492",53640031201,1685
"493",761220022802,1592
"494",55760025208,1533
"495",55760020702,1517
"496",413960191002,1537
"497",50340055211,1553
"498",761220022904,1646
"499",413960184502,1537
"500",53640028803,1567
"501",761220028806,1570
"502",55430203301,2106
"503",50340056401,1659
"504",55430081802,1170
"505",415480142802,1751
"506",55430081901,1396
"507",53640065609,1587
"508",53640063502,1677
"509",55760015402,1748
"510",663180064204,1765
"511",50340070303,1788
"512",415480159201,1003
"513",57920015904,1625
"514",53640049201,1967
"515",415480034706,1678
"516",57920014708,1672
"517",663180013901,1771
"518",55760100805,1780
"519",53640157503,1921
"520",761220042404,1281
"521",53610010501,1423
"522",57920040805,1619
"523",53640154703,1832
"524",170880048201,1322
"525",633020030109,1583
"526",53610224002,1376
"527",57920031003,2066
"528",415180011402,1639
"529",56280196403,1813
"530",170420029001,1470
"531",53610016001,1903
"532",633020009202,1284
"533",56280254301,1929
"534",170880066301,1466
"535",54110174013,1697
"536",54110046301,1925
"537",176160000901,1688
"538",170420166901,1580
"539",660010101304,1211
"540",660010003901,1393
"541",635940076301,1264
"542",635940017408,1287
"543",633020013401,1869
"544",633020019901,1517
"545",635480032604,1244
"546",665940036502,2041
"547",663180150102,1645
"548",58610028602,1509
"549",53470074501,1839
"550",58090027401,1876
"551",52400146401,1356
"552",635480017207,1602
"553",760200016302,1281
"554",630010010303,1223
"555",630010002405,1223
"556",53680023103,1871
"557",760200020101,1313
"558",53680095605,1543
"559",53680039803,1794
"560",635480017903,1818
"561",52400238801,1354
"562",170420049501,1607
"563",58610019405,1386
"564",635940025902,1319
"565",58090040101,1356
"566",53680099406,1795
"567",664400043107,1488
"568",53470086502,1884
"569",52400051401,1462
"570",630010005902,1233
"571",53470089003,1576
"572",53680026401,1603
"573",664400066404,1499
"574",53470016201,1699
"575",664400109106,1479
"576",170420174403,1792
"577",50360043702,1123
"578",53470019804,1703
"579",660010161301,1365
"580",664400123202,1072
"581",52400080701,1723
"582",665940203102,1541
"583",170420096902,1387
"584",50360056301,1478
"585",660010056101,1397
"586",664400141806,1627
"587",665940064501,1759
"588",632720036505,1430
"589",664400038101,1627
"590",50300101103,1695
"591",730670036901,1450
"592",730670027903,1428
"593",413570059106,1867
"594",664400017104,1756
"595",660010256601,1427
"596",53470060207,1578
"597",53470121307,1760
"598",53470046801,1607
"599",735550010201,1555
"600",635940085409,1442
"601",50300027701,1889
"602",413570106001,1541
"603",57890011103,1700
"604",176140228502,1916
"605",665940124401,1770
"606",665940627001,1915
"607",50300133703,1821
"608",56560092101,1301
"609",730670039502,1824
"610",57890019701,1427
"611",631300062607,1272
"612",57890045804,1602
"613",760200045801,1570
"614",50010011001,1719
"615",56560035001,1543
"616",631900016216,1411
"617",413570063201,1483
"618",660010168619,1496
"619",665940108301,1736
"620",413190123401,1638
"621",631300062307,1304
"622",57890196601,1459
"623",57890118614,1651
"624",631900103604,1459
"625",666820012001,1604
"626",50300042309,1547
"627",50010004901,1995
"628",176140003701,1504
"629",56560043001,1712
"630",50300043301,1575
"631",56560095501,1712
"632",176140737601,1719
"633",665940291102,1651
"634",631300113804,1341
"635",631300061001,1326
"636",57890068201,1222
"637",632720060102,1674
"638",735550267201,1898
"639",735550262702,1688
"640",661700003301,1668
"641",735550267101,1898
"642",57890129802,1876
"643",735550289101,1738
"644",413190038301,1766
"645",661700001801,1562
"646",632720094003,1751
"647",58190062401,1803
"648",57890124001,1864
"649",661700015301,1856
"650",632720088601,1685
"651",631900059506,1546
"652",413190057502,1633
"653",631300073907,1372
"654",631900002102,1556
"655",666820140302,1622
"656",50010030401,2035
"657",58190071801,1693
"658",735550356201,1768
"659",735550208701,1877
"660",57890186803,1337
"661",51450126203,1747
"662",58190059001,1233
"663",57890109001,1337
"664",735550244401,1413
"665",735550359503,1717
"666",58560031701,1620
"667",735550087503,1367
"668",735550237302,1700
"669",177770145402,1498
"670",735550233502,1640
"671",413190071701,1579
"672",660010211003,1595
"673",52820141402,1539
"674",735550400303,1437
"675",631300084207,1442
"676",730670097501,1305
"677",730670186301,1342
"678",56470173201,1658
"679",171740029601,1351
"680",660010219501,1622
"681",630010033501,1544
"682",735550324901,1279
"683",730670187502,1393
"684",736160004301,1915
"685",52820151315,1675
"686",52820148301,1969
"687",730670099202,1063
"688",631300100104,1765
"689",730670205401,1304
"690",631300093402,1815
"691",736160285301,1530
"692",52820130102,1743
"693",730670189201,1221
"694",730670200203,1279
"695",177770069201,1417
"696",52820116501,1982
"697",666820008006,1465
"698",736160045201,1724
"699",736160290101,1242
"700",731680297701,1391
"701",730670210002,1097
"702",731680203603,1478
"703",177770097801,1434
"704",731680446203,1443
"705",731680201001,1482
"706",736160292602,1240
"707",736160291001,1319
"708",666820060407,1559
"709",731680251004,1840
"710",731680288503,1641
"711",418010004501,1747
"712",177770085701,1640
"713",58870056601,1368
"714",731680182705,1495
"715",177770094401,1640
"716",416760067003,1576
"717",412980251802,1378
"718",177770118801,1683
"719",412980218501,1283
"720",731680431402,1771
"721",58870004501,1027
"722",418010066902,1783
"723",731680309201,1353
"724",174420005101,1718
"725",58870003702,1414
"726",58870007502,1328
"727",666820069704,1621
"728",666820070408,1600
"729",666820072806,1621
"730",666820051002,1715
"731",415240073101,1834
"732",416760064401,1577
"733",56790024701,2221
"734",731680433503,1100
"735",412980269501,1578
"736",174420015501,1151
"737",171740071001,1764
"738",415240056003,1604
"739",56790030901,1543
"740",56790242102,1811
"741",416760074301,1520
"742",415240028003,1458
"743",178730074901,1673
"744",412980300201,1634
"745",174860052407,1207
"746",56790084101,1556
"747",170010263701,1486
"748",54670115901,1842
"749",56790069002,1861
"750",56790208802,1845
"751",410010021401,2042
"752",56790078803,1845
"753",412980009004,1550
"754",56790259403,1670
"755",170010165502,1578
"756",170010018006,1451
"757",174860059001,1478
"758",170010133602,1585
"759",172720130501,1624
"760",172720048001,1624
"761",54670179401,1584
"762",175130169401,1647
"763",170130135201,1322
"764",410010174401,1479
"765",412980099601,1823
"766",170010064101,1742
"767",175130173701,1482
"768",412980088601,1387
"769",412980105802,1895
"770",413060122104,1304
"771",175130074801,1701
"772",413060124402,1356
"773",172720065201,1489
"774",178730113401,1892
"775",410160005602,1645
"776",413060137901,1419
"777",412980127402,1527
"778",736750068501,1375
"779",730670307801,1463
"780",413060122601,1406
"781",730670308102,1440
"782",730670305301,1321
"783",736750155501,1284
"784",50010078601,2000
"785",736750155001,1146
"786",410160012801,1293
"787",176530138607,1726
"788",730670308801,1796
"789",730670307005,1812
"790",176530149601,1548
"791",410160001401,1549
"792",736750190903,1391
"793",736750185501,1366
"794",736750098602,1618
"795",175130004703,1652
"796",410010018202,1677
"797",736750078101,1424
"798",731680384401,1043
"799",170010203907,2266
"800",410010015901,1610
"801",50020122301,2175
"802",410010168403,1626
"803",731680097001,1739
"804",50020171204,1858
"805",731680105105,1643
"806",730670320602,1160
"807",175130166902,1803
"808",736750159001,2051
"809",413060015703,1198
"810",50020132213,1427
"811",50020141201,2119
"812",50020154102,2117
"813",175130059601,1892
"814",730670321301,1313
"815",413490021303,1657
"816",413490022104,1410
"817",50020199605,2175
"818",50020157201,2175
"819",730670484504,1277
"820",730670323301,984
"821",410200223509,1677
"822",170130092302,1472
"823",170130195703,1472
"824",170130100801,1472
"825",735040211802,1578
"826",731680140101,972
"827",735040521703,1092
"828",736240149902,1849
"829",735040243201,1080
"830",57560215805,1855
"831",170130132501,1880
"832",170130132001,1818
"833",57560087004,1340
"834",735040075501,1614
"835",735040195001,1478
"836",736240290601,1342
"837",170130133001,1871
"838",735040167803,1308
"839",736240042509,1750
"840",736240044401,1644
"841",57560144302,2087
"842",735040168904,1235
"843",736240058701,1611
"844",57560143902,1995
"845",57560243202,1818
"846",736240022304,1725
"847",735040080501,1203
"848",57560151303,2167
"849",410200137701,1622
"850",736240083901,1533
"851",736240084105,1533
"852",736240073602,1286
"853",730010145002,2032
"854",52370030401,1787
"855",736240067706,1187
"856",730010273301,1232
"857",736240077505,1212
"858",736240002701,1302
"859",735040257601,1406
"860",735040019101,1406
"861",735040121103,1105
"862",730010370907,1589
"863",735040332602,1105
"864",52370035802,1831
"865",730010140102,1398
"866",730010296502,1585
"867",52370053302,1559
"868",52370019701,1617
"869",730010312901,1429
"870",730010371201,1313
"871",730010175702,1572
"872",730010179001,1572
"873",175410309001,1654
"874",175410309601,1437
"875",730010183502,1743
"876",51480007101,1860
"877",730010321303,1721
"878",53150014701,1825
"879",175410016801,1437
"880",416150019101,1529
"881",416150042403,1484
"882",730010201302,1431
"883",730010332701,1184
"884",51970177603,1440
"885",53150083201,1120
"886",54830094601,1299
"887",54830094602,1299
"888",416150037303,1350
"889",416150013602,1350
"890",54830218103,1205
"891",416150043302,1781
"892",416150040102,1544
"893",416150032902,1328
"894",53150083801,1089
"895",416150022803,1670
"896",51970070901,1291
"897",50400044402,1656
"898",50400053902,1430
"899",51970006601,1613
"900",51970048001,1771
"901",51970056203,1827
"902",51970203301,1419
"903",50400021501,1693
"904",175410047201,1055
"905",174330177002,1696
"906",174330111908,1932
"907",175410066901,1243
"908",731520003504,1929
"909",732830302402,1702
"910",732830272601,1507
"911",175410346801,1694
"912",410010198302,1067
"913",50550067801,1232
"914",56670033403,1440
"915",731520012202,1424
"916",731520060802,1571
"917",732830274804,1572
"918",732830390302,1253
"919",410010086004,1458
"920",175410130101,1597
"921",738700133603,1807
"922",51900007501,1336
"923",738700018705,1767
"924",56670135801,1569
"925",732830352702,1182
"926",175410187801,1653
"927",731520013501,1619
"928",53130087301,1518
"929",731520012802,1337
"930",732830066206,1812
"931",731520111403,1337
"932",175410195302,1795
"933",731520027304,1797
"934",51900006301,1547
"935",738700094906,1441
"936",732830348405,1799
"937",53130090201,1449
"938",738700130401,1574
"939",732830281501,1294
"940",734110243001,1705
"941",175410101601,1586
"942",175410207201,1626
"943",53130097302,1524
"944",51900034901,1635
"945",736860032703,1688
"946",175410176002,1781
"947",732830090102,1848
"948",736860020801,1742
"949",50210097501,1252
"950",734110241702,1689
"951",175410154701,1359
"952",738700012801,1849
"953",56670137606,1327
"954",410010117501,1459
"955",410010116602,1459
"956",734110028201,1433
"957",56700015201,1625
"958",732830283801,1634
"959",732830113606,1641
"960",731520034202,1317
"961",732830107904,1736
"962",732830283202,1634
"963",734110314102,1758
"964",175410237901,1599
"965",730430129201,1251
"966",50210048202,1373
"967",731520038202,1422
"968",734110026805,1188
"969",732830132501,1589
"970",732830133002,1507
"971",734110026706,1564
"972",175410258201,1585
"973",50210081301,1307
"974",730260041001,1310
"975",56700019101,1581
"976",732830309308,1411
"977",732830127301,1602
"978",734110040301,1818
"979",175410256701,1413
"980",732830124602,1536
"981",730260050602,1167
"982",56700179501,1518
"983",175410275801,1395
"984",732830154201,1516
"985",56700026201,1598
"986",417990211005,1316
"987",730260065102,890
"988",730260071302,1352
"989",736860043902,1490
"990",736860059402,1552
"991",417990079901,1339
"992",176620304801,1503
"993",176620534002,1440
"994",56600078002,1379
"995",730430075802,1250
"996",417990064201,1424
"997",730260037501,968
"998",417990197504,1378
"999",732700200601,1346
"1000",730260060706,994
"1001",56490239101,1074
"1002",417990103601,1573
"1003",732700024701,1218
"1004",56490245104,1413
"1005",176620368202,1487
"1006",738610042301,1411
"1007",417990189801,1659
"1008",176620107601,1527
"1009",58900082301,1453
"1010",730260021701,1274
"1011",176620608002,1388
"1012",738610053401,1114
"1013",738610046001,1169
"1014",56600042801,1509
"1015",56600025701,1258
"1016",176620462101,1214
"1017",56490127702,1580
"1018",732700227201,1235
"1019",732830363006,1267
"1020",734430072501,1285
"1021",58900196501,1448
"1022",58900094802,1406
"1023",732700227901,1195
"1024",56600026101,1192
"1025",56490087202,1181
"1026",734430017202,1198
"1027",734430000801,928
"1028",58900089202,1410
"1029",56600083203,1063
"1030",734110221401,1327
"1031",734430003202,1162
"1032",176620133401,1159
"1033",734430003401,1179
"1034",176620331601,1129
"1035",176620330802,1377
"1036",734110289806,1142
"1037",734430031001,1126
"1038",58900087501,1394
"1039",734110208008,1045
"1040",176620277501,1291
"1041",732360180302,1284
"1042",732360069704,1563
"1043",732360206405,1771
"1044",732360204406,1771
"1045",732360133901,1199
"1046",732360151003,1153
"1047",732360036502,1463
"1048",732360035801,1601
"1049",732260122502,1176
"1050",732260121601,1172
"1051",251680039201,1197
"1052",251680033001,1294
"1053",251680042004,1589
"1054",251680042002,1589
"1055",256620014501,1611
"1056",255800056301,1050
"1057",258150021502,1127
"1058",258150019902,1356
"1059",732260038701,1269
"1060",738730017601,1517
"1061",732260016204,1334
"1062",255960017901,1896
"1063",738730078502,1434
"1064",734490033202,759
"1065",738730157902,1434
"1066",255960021901,1516
"1067",732260056103,1553
"1068",255960019401,1947
"1069",738730087605,1358
"1070",255960100702,1293
"1071",732260018401,1763
"1072",255960134803,1947
"1073",251680017205,1388
"1074",738730072901,1406
"1075",738730149103,1343
"1076",734490022401,1059
"1077",251680099801,1597
"1078",734490008201,1191
"1079",738730148701,1456
"1080",255960169702,1100
"1081",734490032303,1059
"1082",734490027903,1207
"1083",734490009302,1277
"1084",738730159901,1735
"1085",734490008805,1448
"1086",255960117701,1164
"1087",255960113501,1191
"1088",258670033201,1666
"1089",253200078201,1564
"1090",258670083304,1392
"1091",250950056001,1928
"1092",251480097901,1175
"1093",258670071201,1886
"1094",251480096401,1190
"1095",251480094001,1028
"1096",255960073401,1882
"1097",255960076504,1702
"1098",258670034301,1595
"1099",250950025001,1753
"1100",733520153602,1507
"1101",733520149901,1507
"1102",255960060302,1587
"1103",254880020001,1232
"1104",254880019501,1512
"1105",733520031901,1370
"1106",733520036303,1454
"1107",254880022902,1429
"1108",254880024103,1739
"1109",258780012003,1001
"1110",258780176101,1284
"1111",258780313201,1770
"1112",258780009301,1055
"1113",258780227102,1055
"1114",258780197104,1561
"1115",253280064703,1597
"1116",250400126001,1231
"1117",258780035203,1058
"1118",255060017202,1403
"1119",252450041301,1021
"1120",255060046702,1403
"1121",250350036002,1097
"1122",251230019801,1147
"1123",258050021201,1898
"1124",252450155812,827
"1125",250350031601,1097
"1126",258780048202,1219
"1127",255060048802,1540
"1128",252450040501,1209
"1129",251230031703,1306
"1130",251230089003,1418
"1131",251230026102,1308
"1132",250190012301,1612
"1133",253860049501,1165
"1134",252450039901,1209
"1135",252450205002,1315
"1136",253860084201,1220
"1137",253860142002,1384
"1138",252450215310,1326
"1139",252450145622,1408
"1140",258780132701,1904
"1141",257430089501,1672
"1142",253860094101,1159
"1143",257430039601,1552
"1144",253940036101,1478
"1145",253940050701,1592
"1146",253860029601,1632
"1147",253940217601,1592
"1148",253860106401,1566
"1149",253860031501,1776
"1150",258850080901,1403
"1151",257970073201,1447
"1152",257970050401,1690
"1153",253980037302,1564
"1154",253980003501,1458
"1155",258850038801,1313
"1156",258850218701,1196
"1157",254020010902,1331
"1158",258850050402,1092
"1159",252900009901,1603
"1160",252900026301,1707
"1161",254020093201,1656
"1162",252900094702,1864
"1163",252900011501,1651
"1164",254020089901,1419
"1165",252900062701,1814
"1166",252900062804,1814
"1167",254020126222,1595
"1168",254020045202,1387
"1169",256580077501,1276
"1170",256580082902,1939
"1171",256580064001,1679
"1172",252580056801,1263
"1173",255130019903,1494
"1174",255130030701,1477
"1175",257770081601,1469
"1176",258850146301,1179
"1177",255130030001,1431
"1178",257770018605,1487
"1179",257770017301,1303
"1180",258850141701,1344
"1181",258850139601,1405
"1182",257770042802,1681
"1183",155070013501,1113
"1184",256530082302,1584
"1185",256530051204,1688
"1186",256530049901,1700
"1187",256530043201,1755
"1188",154800011301,1006
"1189",156810017901,735
"1190",154800001701,1027
"1191",470010017902,1243
"1192",471890064601,1317
"1193",471890064701,1317
"1194",151060003502,1058
"1195",151060031301,1393
"1196",151060030802,1638
"1197",151060035802,1423
"1198",151060014501,1329
"1199",202380001101,990
"1200",683680001701,1902
"1201",683680003503,1828
"1202",202380012602,1343
"1203",683680000302,1956
"1204",202380013203,1392
"1205",202380013201,1392
"1206",685720002701,1786
"1207",685720121001,1735
"1208",685720268901,1794
"1209",683240013101,1905
"1210",685720139602,1757
"1211",472880030203,1594
"1212",688610015001,1851
"1213",688610031401,1845
"1214",472880031903,1418
"1215",472880032302,1418
"1216",680770031203,1834
"1217",680770040604,1866
"1218",680770071701,1586
"1219",680770075405,1645
"1220",154690040301,1899
"1221",154690037401,1835
"1222",154690008002,1618
"1223",154690143902,1793
"1224",154690033201,1746
"1225",154690183704,1815
"1226",683270014601,1387
"1227",683270023601,1572
"1228",156640090903,1695
"1229",154690050801,1777
"1230",682350009401,566
"1231",158160019002,1731
"1232",682350007601,696
"1233",682350001801,877
"1234",158160038401,1741
"1235",158160080809,1828
"1236",687700108601,1129
"1237",153250027801,1526
"1238",153250089802,1550
"1239",153250085704,1492
"1240",153220001601,1567
"1241",687700030008,1391
"1242",151850052503,1643
"1243",151850055503,1677
"1244",157610008601,1628
"1245",687700119002,1597
"1246",151850019801,1633
"1247",687700123604,1720
