"","cod_lote","prod_elevs"
"7701",54670110804,1481
"7702",731680087305,1366
"7703",173880013602,1775
"7704",412980045201,1450
"7705",170010076006,1572
"7706",731680084401,1556
"7707",173880013701,1775
"7708",731680382001,1202
"7709",175130070001,1420
"7710",173880017203,1817
"7711",412980113303,1488
"7712",54670176302,1353
"7713",175130171801,1749
"7714",174860018202,1915
"7715",731680084906,1354
"7716",170500083601,1575
"7717",415240083503,1098
"7718",54670094901,1991
"7719",412980112704,1586
"7720",731680382401,1117
"7721",175130017001,1324
"7722",175130015905,1499
"7723",412980408901,1563
"7724",175130014602,1694
"7725",173880026302,1873
"7726",412980107001,1816
"7727",410010046701,1838
"7728",50020037607,1512
"7729",170500157803,1774
"7730",731680336201,822
"7731",410010058602,1697
"7732",413060049405,1318
"7733",54670042501,2022
"7734",731680337301,873
"7735",50020040211,1844
"7736",410010176003,1578
"7737",413060134602,1551
"7738",50020187902,1673
"7739",50020060903,1516
"7740",170500031602,1868
"7741",410010051901,1446
"7742",54670026508,1770
"7743",731680337804,1100
"7744",50020038404,1832
"7745",170130038401,1293
"7746",413060059210,1565
"7747",413060198201,1485
"7748",413060154001,1566
"7749",170500024701,1868
"7750",413060167501,1566
"7751",50020042602,1925
"7752",53760037406,1759
"7753",50020117701,2057
"7754",415240013602,1706
"7755",50020077401,1995
"7756",52120038101,1616
"7757",410010067101,1374
"7758",410010067502,1359
"7759",413060082202,1463
"7760",415240015101,1232
"7761",736750145601,1386
"7762",176530095002,1316
"7763",50020130001,2112
"7764",415240016004,1320
"7765",52120022601,2105
"7766",52120004101,1788
"7767",736750226801,1325
"7768",410010072002,1101
"7769",736750196801,1588
"7770",50020127502,1796
"7771",50020198802,1942
"7772",736750118805,1604
"7773",176530180301,1728
"7774",410010055201,1486
"7775",52120045302,1788
"7776",50020148704,1614
"7777",52120046601,2009
"7778",410010070802,932
"7779",731680113502,1377
"7780",731680126002,1314
"7781",170130094301,1571
"7782",170130095005,1571
"7783",410200177204,1860
"7784",410200229103,1512
"7785",413490033001,1407
"7786",410200236202,1647
"7787",413490031002,1300
"7788",735040501502,1331
"7789",170130125703,1631
"7790",735040448902,1235
"7791",735040469901,926
"7792",735040063701,1549
"7793",57560073502,1340
"7794",57560173801,1391
"7795",735040055504,1537
"7796",57560228601,1391
"7797",410200120402,1233
"7798",57560137401,1954
"7799",730010253301,1565
"7800",57560134406,1756
"7801",57560235102,1652
"7802",730010255201,1481
"7803",735040065203,1168
"7804",735040330603,1175
"7805",735040330701,1175
"7806",730010256204,1481
"7807",730010086502,1691
"7808",50790049701,1707
"7809",57560136301,2275
"7810",50790040501,1489
"7811",50380146901,1823
"7812",730010084401,1842
"7813",735040120301,714
"7814",735040117201,880
"7815",50790050403,1784
"7816",730010086201,1515
"7817",50380061003,1731
"7818",730010368903,1721
"7819",50380205902,1687
"7820",50790175801,1897
"7821",730010088302,1721
"7822",730010012701,1614
"7823",730010316101,1516
"7824",730010316001,1461
"7825",730010274404,1579
"7826",730010317602,1220
"7827",730010134301,1672
"7828",734830003502,1488
"7829",730010134201,1589
"7830",410200023404,1886
"7831",730010115401,1380
"7832",410200027601,1512
"7833",734830006101,1445
"7834",410200038802,1663
"7835",410200001601,1776
"7836",54830029002,1669
"7837",54830179503,1455
"7838",54830183602,1455
"7839",54830113702,1630
"7840",54830184801,1361
"7841",54830000201,1808
"7842",738540020001,1635
"7843",54830054105,1640
"7844",54830117003,1201
"7845",51970219203,1326
"7846",54830037102,1143
"7847",54830048201,1171
"7848",736780005003,1505
"7849",736780009906,1544
"7850",736780010304,1505
"7851",733470078801,1853
"7852",53100036801,1599
"7853",51970058301,1285
"7854",53100097003,1797
"7855",733470120701,2040
"7856",736780004506,1535
"7857",51970063001,1188
"7858",736780002503,1464
"7859",733470041901,1749
"7860",733470101202,1706
"7861",733470042901,1730
"7862",174330012101,1881
"7863",174330014104,1785
"7864",730010226009,1418
"7865",733470031303,1542
"7866",730010228902,1299
"7867",53100045701,1377
"7868",733470072701,1606
"7869",733470072405,1476
"7870",58900210701,1507
"7871",58900132803,1652
"7872",175410123901,1954
"7873",731520003101,1557
"7874",175410141204,1928
"7875",58900136801,1700
"7876",58900136601,1679
"7877",54830075204,1350
"7878",174330158102,1548
"7879",56900084501,1846
"7880",738700027204,1676
"7881",731520075901,2001
"7882",54830072503,1014
"7883",730010028202,1829
"7884",730010041606,1166
"7885",174330145804,1499
"7886",174330050501,1893
"7887",174330142802,1412
"7888",175410133303,1652
"7889",56900172901,1821
"7890",56900173301,1824
"7891",738700050801,1933
"7892",730010361302,1612
"7893",50210026601,1603
"7894",174330181504,1793
"7895",738700165304,1417
"7896",174330162201,1254
"7897",738700168701,1417
"7898",730430035303,1660
"7899",56900104601,1693
"7900",56520025102,1340
"7901",731520087601,1540
"7902",175410348201,1904
"7903",50210096304,1578
"7904",56520001002,1392
"7905",738700106803,1538
"7906",730430033302,1479
"7907",731520025806,1584
"7908",730430116102,1382
"7909",730430030801,1421
"7910",731520102001,1584
"7911",731520082902,1685
"7912",174440099301,1393
"7913",56670141402,1552
"7914",174440037102,1328
"7915",730010354302,1257
"7916",730010051201,1694
"7917",417990205501,1204
"7918",730010354701,1516
"7919",731520036201,1317
"7920",410010222104,1419
"7921",730430140903,1286
"7922",730430053201,1286
"7923",56670072901,1601
"7924",417990023801,1392
"7925",410010112701,1663
"7926",732830203003,1724
"7927",731520064504,1557
"7928",732830214707,1529
"7929",734110228002,1419
"7930",734110187002,1407
"7931",417990174201,1503
"7932",734110187201,1138
"7933",732830416002,1394
"7934",56670150005,1302
"7935",732830203403,1636
"7936",56670061001,1303
"7937",56670062801,1463
"7938",732830010502,1117
"7939",732830013001,1117
"7940",734110061001,1418
"7941",736860037701,1282
"7942",734110057203,1792
"7943",732830184501,1421
"7944",736860035001,1532
"7945",732830022903,1461
"7946",738610011603,1124
"7947",58900184903,1500
"7948",732830227406,1145
"7949",176620147401,1191
"7950",736860001102,1055
"7951",56700036307,1573
"7952",732830190604,1317
"7953",732830029801,1253
"7954",58900046102,1309
"7955",732830025602,1003
"7956",732700059001,1430
"7957",738610038701,1281
"7958",734110016203,1232
"7959",56700188001,1469
"7960",732830225706,1185
"7961",56700046502,1469
"7962",734110018005,1284
"7963",732830290901,1014
"7964",734430005301,1205
"7965",174440129701,1017
"7966",174440031801,1358
"7967",56700128102,1457
"7968",732830309104,1140
"7969",734110023204,1282
"7970",417990129801,1592
"7971",732830243802,1181
"7972",417990124001,1799
"7973",732830379201,1060
"7974",417990120302,1542
"7975",732700145802,1149
"7976",732700001902,1171
"7977",730240063507,1509
"7978",730240004601,1610
"7979",730240005002,1508
"7980",730240005603,1377
"7981",730240021801,1515
"7982",730240022702,1838
"7983",730240019301,1594
"7984",730240138601,1814
"7985",732360109404,1201
"7986",732360016501,1250
"7987",732360015901,1244
"7988",732360034401,1830
"7989",732260117301,1205
"7990",732260120301,1476
"7991",738730044401,1305
"7992",256620147201,1484
"7993",256620128301,906
"7994",256620072301,1196
"7995",256620133101,1087
"7996",256620073904,1152
"7997",256620157004,1171
"7998",255800098301,1136
"7999",255800043301,1275
"8000",255800055101,1294
"8001",256620130303,1266
"8002",256620133403,1546
"8003",255800048901,1430
"8004",255800085301,1610
"8005",255800056101,1650
"8006",255960123401,1430
"8007",255960124201,1830
"8008",255960010201,1687
"8009",733520056904,1135
"8010",256620088802,1588
"8011",251680011102,1305
"8012",733520055907,1220
"8013",733520071602,1171
"8014",258670003601,1519
"8015",251680027703,1537
"8016",733520086301,1272
"8017",733520171405,1252
"8018",251680023705,1552
"8019",251680023301,1552
"8020",258670079901,1381
"8021",258670044503,1381
"8022",733520023901,1437
"8023",733520038201,1320
"8024",733520039001,1320
"8025",258780310302,1322
"8026",733520053603,1321
"8027",253280075703,1728
"8028",258050012901,1757
"8029",733520044001,946
"8030",253280080901,1631
"8031",253280086602,1558
"8032",258780313901,1538
"8033",258050099204,1347
"8034",253280046902,1858
"8035",250350017801,976
"8036",258780144901,1442
"8037",250350032202,796
"8038",255240020201,1019
"8039",258050008701,1448
"8040",258780157903,1345
"8041",258780238904,937
"8042",255240034901,1375
"8043",258780223601,1534
"8044",258780040301,1081
"8045",258780222803,1628
"8046",255240025805,1375
"8047",258780065101,1081
"8048",253280040901,1567
"8049",250400059401,1526
"8050",258780210501,1488
"8051",255240021001,1608
"8052",255240012101,1611
"8053",253280085201,1778
"8054",258780103801,1583
"8055",250400093701,1776
"8056",251230042904,1474
"8057",251230111901,1379
"8058",256490038402,1583
"8059",252450209402,1346
"8060",256490000709,1560
"8061",258780111005,1418
"8062",256490035101,1821
"8063",252450158901,1441
"8064",257180061105,1562
"8065",258980001403,1521
"8066",253940155401,1436
"8067",253940222404,1441
"8068",253940262801,1478
"8069",250530041901,1662
"8070",250530064101,1499
"8071",253940069304,1347
"8072",250530043005,1875
"8073",257180137201,1640
"8074",250530061301,1706
"8075",252450020301,1350
"8076",252450016201,1474
"8077",252900004101,1473
"8078",253980031303,1739
"8079",257430002801,1713
"8080",253940232805,1329
"8081",257430008801,1660
"8082",252900002901,1531
"8083",257430026601,1678
"8084",257430027401,1788
"8085",257430017302,1876
"8086",252900036501,1619
"8087",253940237303,1205
"8088",258620077302,1581
"8089",258850127801,960
"8090",258620185004,1164
"8091",258850135108,1125
"8092",258850267601,960
"8093",258850271401,1330
"8094",258850135903,1264
"8095",257770005901,1384
"8096",258850127601,1202
"8097",258850136801,1258
"8098",256580087801,1597
"8099",256580003501,1597
"8100",258850147201,1191
"8101",257770000102,1439
"8102",258850146702,1331
"8103",256580004501,1605
"8104",256580002102,1861
"8105",257770027004,1759
"8106",257770098608,1709
"8107",257770027601,1759
"8108",252580042803,1321
"8109",255130002301,1275
"8110",255130055403,1488
"8111",255130070804,1480
"8112",255130069904,1403
"8113",155310021603,1034
"8114",471890089902,1617
"8115",471890089802,1617
"8116",155310055801,1276
"8117",158320027901,1097
"8118",158320017801,1039
"8119",151060034801,1300
"8120",158320007701,1411
"8121",680200094802,1866
"8122",680200053601,1841
"8123",681010012201,2086
"8124",685720209301,1764
"8125",685720097101,1733
"8126",685720095001,1693
"8127",685720247205,1729
"8128",685720239601,1701
"8129",685720223701,1876
"8130",685720086301,1844
"8131",154690237801,1586
"8132",685720057301,1943
"8133",154690077205,1619
"8134",154690073703,1691
"8135",154690017001,1695
"8136",154690204501,1712
"8137",154690204703,1729
"8138",154690111703,1771
"8139",254360013901,1732
"8140",154690087201,1894
"8141",154690081001,1884
"8142",686890022801,687
"8143",254360050801,1974
"8144",254380009101,810
"8145",254380002501,746
"8146",254380003501,799
"8147",686890148703,726
"8148",254380010802,626
"8149",686890179704,1203
"8150",686890178604,1288
"8151",542450055509,1393
"8152",542450050901,1432
"8153",542450042201,1275
"8154",542450055701,1516
"8155",686890181102,1512
"8156",542450073606,1352
"8157",542060092001,1234
"8158",542060092701,1284
"8159",542060147504,1217
"8160",686890090204,992
"8161",542060052006,1176
"8162",686890088804,1141
"8163",686890089008,992
"8164",685000066901,1557
"8165",685000051001,1534
"8166",685000149204,1477
"8167",684060025402,1178
"8168",546700014503,873
"8169",546700024310,1190
"8170",546700018106,1189
"8171",546700023502,1375
"8172",546700022303,1116
"8173",440010030402,1122
"8174",684060038003,1203
"8175",158970083501,1652
"8176",681670060001,1664
"8177",685490002602,1510
"8178",158970029601,1432
"8179",158970034102,1474
"8180",685490003102,1510
"8181",685330025001,1415
"8182",681670062002,1516
"8183",158970055801,1367
"8184",688550001401,1316
"8185",684980059101,1478
"8186",688550046904,1421
"8187",688550005703,1454
"8188",684980014901,1437
"8189",684980007201,1634
"8190",688550041501,1565
"8191",681670105701,1460
"8192",681670052104,1523
"8193",681670180901,1491
"8194",686790044302,1568
"8195",686790040303,1437
"8196",682170150001,1799
"8197",682170153001,1749
"8198",682170159301,1824
"8199",682170174901,1690
"8200",686790047602,1338
"8201",682290027803,1684
"8202",682290012004,1739
"8203",684640002002,1526
"8204",200130061801,1904
"8205",680510021901,1702
"8206",688200007202,1823
"8207",688200009001,1754
"8208",688200019904,1809
"8209",547200084503,1103
"8210",547200085102,1154
"8211",547200075301,1539
"8212",541090056102,900
"8213",540510133105,1467
"8214",540510080203,1467
"8215",540510128002,1449
"8216",540510087403,1522
"8217",540510111001,1118
"8218",540510000203,1386
"8219",540510008902,1474
"8220",542230018805,1258
"8221",540510107903,1274
"8222",540510004101,1598
"8223",540510107801,1274
"8224",542230010302,1096
"8225",542230046704,1450
"8226",540510109301,1623
"8227",540510073601,1435
"8228",540510112304,1222
"8229",540510106101,1254
"8230",542610039003,1708
"8231",540510005904,904
"8232",542610046601,1303
"8233",542610018601,884
"8234",542610007202,1291
"8235",542610007601,1312
"8236",542610000101,1315
"8237",542610039904,1201
"8238",542610039803,1162
"8239",542610032502,1242
"8240",542610006501,1074
"8241",542390030004,1374
"8242",542390029802,1338
"8243",540990009203,1265
"8244",544050000101,962
"8245",541720062501,1387
"8246",544050008701,1398
"8247",544050001401,1337
"8248",544050010102,1573
"8249",545990021205,1826
"8250",545990034803,1912
"8251",545990023601,1661
"8252",545990014101,1602
"8253",545990027802,1840
"8254",526780346001,1959
"8255",522070103601,1584
"8256",526830156401,1560
"8257",526830094101,1714
"8258",522070153113,1564
"8259",522070027101,1544
"8260",522070153116,1564
"8261",526830065201,1596
"8262",526830079301,1384
"8263",522070157201,1816
"8264",522600032801,1608
"8265",522600192501,1612
"8266",522600046201,1857
"8267",526870006401,1664
"8268",190500323001,1612
"8269",190500248802,1510
"8270",190750251301,2042
"8271",190750091601,1759
"8272",190750101601,1688
"8273",523990193202,1822
"8274",523990193401,1646
"8275",523990041601,1414
"8276",521100157508,1746
"8277",521100117902,2276
"8278",194500009402,1587
"8279",194500117301,1563
"8280",521100101202,1915
"8281",194500020302,1562
"8282",522030009701,1685
"8283",522580032301,1785
"8284",522580027102,1983
"8285",522580039001,1885
"8286",522030162001,1586
"8287",526930107904,1852
"8288",194500073901,1648
"8289",194500069301,1561
"8290",191000777401,1481
"8291",193970572401,1641
"8292",193970014001,1667
"8293",192560278001,1757
"8294",192561102701,1796
"8295",193970258101,2008
"8296",193970270802,1716
"8297",192560738101,1362
"8298",194730357501,1755
"8299",197800170001,1663
"8300",194730000901,1782
"8301",194730169502,1710
"8302",194730492702,1708
"8303",192561114702,1713
"8304",191300025202,1619
"8305",198070154601,1776
"8306",191300230201,1700
"8307",198070083801,1700
"8308",191300038202,1314
"8309",190010228001,1693
"8310",763640052201,1402
"8311",191300271201,1703
"8312",762330164109,1363
"8313",191300679002,1467
"8314",190010205401,1742
"8315",198070224901,1790
"8316",766060057802,1653
"8317",195480136902,1709
"8318",191370317003,1474
"8319",191370323605,1365
"8320",191370050103,1405
"8321",195480087201,1689
"8322",191370458701,1689
"8323",768280076101,1605
"8324",191420082201,1798
"8325",191420230402,1964
"8326",416680405703,1594
"8327",198210319501,1693
"8328",198210112401,1759
"8329",52340135801,1323
"8330",416680298005,1731
"8331",52840106401,1153
"8332",416680364903,1662
"8333",198210146501,1952
"8334",416680177901,1705
"8335",198210148301,2045
"8336",761110030502,1558
"8337",416680213801,1840
"8338",58470178501,1856
"8339",415300009101,1658
"8340",413590088101,1596
"8341",768230038204,1554
"8342",415510068301,1314
"8343",415510061802,1314
"8344",768340054401,1618
"8345",768340082901,1819
"8346",51380000701,1159
"8347",415030014301,1658
"8348",762430003801,1905
"8349",51380286401,1586
"8350",762430026801,1522
"8351",193550067204,1798
"8352",415510270701,1281
"8353",415510482001,1454
"8354",416600179102,1474
"8355",56420016504,1921
"8356",415030214901,1341
"8357",51380311301,1423
"8358",193550476502,1420
"8359",415030089102,1652
"8360",51380258802,1349
"8361",415510264002,1366
"8362",193550352901,1514
"8363",410060392702,1458
"8364",51380445101,1402
"8365",51380033401,1334
"8366",56420017003,1971
"8367",51380131601,1711
"8368",51380272102,1446
"8369",410060221202,1509
"8370",51380177302,1536
"8371",410060223001,1447
"8372",51010100004,1174
"8373",56420095201,1667
"8374",51380274801,1485
"8375",51380051101,1743
"8376",51010027406,1353
"8377",193550114001,1812
"8378",195170030901,1829
"8379",50910009903,1659
"8380",660450005402,1885
"8381",50910087006,1618
"8382",660450003702,1783
"8383",193550378705,1628
"8384",52090001801,1751
"8385",56420122802,1616
"8386",50910033301,1609
"8387",660450151902,1955
"8388",412440051201,1411
"8389",195170033101,1647
"8390",56420129706,1399
"8391",195170276501,1547
"8392",418070067504,1363
"8393",412440050402,1272
"8394",660450047303,1964
"8395",50440155501,1960
"8396",50910048302,1683
"8397",51250014001,1794
"8398",52090225301,1684
"8399",418070290702,1365
"8400",52090021401,1684
"8401",51250039402,2102
"8402",660450161001,1505
"8403",50440043301,1904
"8404",51010104201,1228
"8405",768340012704,1608
"8406",51010098001,1081
"8407",52090219804,1579
"8408",418070346801,1518
"8409",768340136502,1650
"8410",50340377211,1878
"8411",50340148802,1763
"8412",764970059601,1243
"8413",418070445402,1527
"8414",660880058801,1646
"8415",660450111903,1525
"8416",55430089601,1560
"8417",660450149701,1319
"8418",50440028801,1303
"8419",660450032102,1319
"8420",410060268301,1141
"8421",52090092501,1922
"8422",50340325903,1702
"8423",50340324107,1596
"8424",52090136603,1732
"8425",55430023201,1509
"8426",660880080603,1507
"8427",50340348002,1320
"8428",660880282202,1363
"8429",660880089705,1545
"8430",50340029702,1542
"8431",55760061203,1711
"8432",660880168004,1817
"8433",50340354102,1495
"8434",50340429501,1640
"8435",415480028501,1378
"8436",660880152506,1489
"8437",57920003301,1453
"8438",660880226604,1539
"8439",660880172902,1436
"8440",55430123401,1976
"8441",660880202102,1577
"8442",415480029501,1487
"8443",55430122402,2057
"8444",635940009705,1190
"8445",761220060203,1567
"8446",761220060801,1404
"8447",53610120202,1910
"8448",53610261502,1184
"8449",53610015103,1770
"8450",56280260301,1665
"8451",50590023501,1705
"8452",635480026902,1175
"8453",53610029101,1897
"8454",53470114802,1522
"8455",768450032507,1238
"8456",176160004901,1638
"8457",53610041902,1848
"8458",664400102201,1312
"8459",53610152902,1188
"8460",52400192903,1335
"8461",52400188901,1105
"8462",54110201501,1568
"8463",630010052606,1186
"8464",53610145801,1284
"8465",735550049701,1613
"8466",735550053802,1526
"8467",56280141401,1975
"8468",634010010602,1215
"8469",54110221303,1716
"8470",176140676302,2021
"8471",52400040001,1453
"8472",176140718303,1872
"8473",58610051202,1642
"8474",170420270902,1291
"8475",176140355303,1756
"8476",630010049802,1225
"8477",630010045601,1232
"8478",56470129702,1669
"8479",53470049501,1555
"8480",664400037303,1627
"8481",631110012901,1266
"8482",631110016210,1611
"8483",730670028305,1313
"8484",631110016201,1429
"8485",730670028801,1198
"8486",58190079901,1722
"8487",631300067909,1244
"8488",57890045603,1602
"8489",52820035703,1666
"8490",57890168306,1793
"8491",730670038001,1945
"8492",632720067301,1564
"8493",58190050501,1681
"8494",50300112901,1534
"8495",632720002001,1606
"8496",664400010801,1834
"8497",632120019501,1614
"8498",631900087406,1502
"8499",632720017601,1617
"8500",632720052201,1605
"8501",58610008101,1357
"8502",57890075201,1219
"8503",50300121902,1230
"8504",50300055101,1144
"8505",52820048301,1621
"8506",660010071601,1441
"8507",176140379401,1586
"8508",58190058001,1672
"8509",632720097803,1660
"8510",631300075206,1319
"8511",736160126201,1477
"8512",631900046004,1487
"8513",176140499701,1393
"8514",176140433703,1532
"8515",631900028911,1555
"8516",632720023801,1761
"8517",631900038202,1614
"8518",666820023506,1460
"8519",176140582801,1498
"8520",631300020604,1471
"8521",736160036203,1035
"8522",177770021401,1363
"8523",631300079703,1444
"8524",735550151301,1226
"8525",50010095901,1849
"8526",177770191903,1578
"8527",735550140702,1072
"8528",735550100001,1059
"8529",50010090704,1776
"8530",736160143301,1095
"8531",735550327302,1097
"8532",416760119001,1868
"8533",631300046302,1637
"8534",51450005801,1664
"8535",177770076702,1547
"8536",51450126802,1744
"8537",51450024101,1819
"8538",51450044502,1560
"8539",51070044001,1614
"8540",730670162401,1132
"8541",730670161802,1132
"8542",51450050001,1778
"8543",666820052303,1660
"8544",730670504403,1410
"8545",731680218702,1646
"8546",418010020801,1743
"8547",418010019401,1704
"8548",418010022801,1897
"8549",731680211102,1510
"8550",730670140902,1118
"8551",418010023310,1825
"8552",412980331602,1600
"8553",731680217902,1544
"8554",415240067201,1495
"8555",415240023003,1391
"8556",730670239602,1637
"8557",415240060701,1438
"8558",54670128401,1327
"8559",731680086602,1366
"8560",54670100902,1734
"8561",731680379903,1354
"8562",731680087803,1202
"8563",731680084902,1354
"8564",175130015908,1499
"8565",175130014901,1694
"8566",54670131701,1536
"8567",731680090601,1309
"8568",174860017103,1904
"8569",175130018904,1513
"8570",410010046201,1666
"8571",410010051801,1697
"8572",410010051701,1446
"8573",50020043802,1676
"8574",50020038911,1545
"8575",54670140304,1770
"8576",50020074005,1523
"8577",731680337802,1100
"8578",413060146702,1747
"8579",54670024503,1843
"8580",50020060605,1859
"8581",413060167301,1542
"8582",54670027501,1770
"8583",731680335201,1277
"8584",54670018506,1686
"8585",50020076202,1740
"8586",736750142501,1226
"8587",50020113705,2068
"8588",52120005701,1843
"8589",52120004201,1582
"8590",736750120901,1325
"8591",52120043601,1858
"8592",410010073101,1110
"8593",52120002402,1864
"8594",410010072701,1101
"8595",52120044201,1858
"8596",736750222802,1604
"8597",50020126111,1614
"8598",410010055102,1486
"8599",731680115101,1377
"8600",731680113602,1641
"8601",731680114105,1240
"8602",170130089701,1540
"8603",735040520402,1425
"8604",735040444301,1006
"8605",735040057303,1549
"8606",410200118301,1325
"8607",735040482905,1291
"8608",57560228401,1637
"8609",735040034501,1467
"8610",57560118701,1367
"8611",410200122801,1154
"8612",735040062701,1640
"8613",735040325104,1175
"8614",50790047201,1961
"8615",50790042804,1477
"8616",730010085702,1691
"8617",57560137002,2038
"8618",50380057001,1823
"8619",730010097104,1711
"8620",50790075101,1501
"8621",730010093801,1760
"8622",50380072101,1696
"8623",730010090803,1711
"8624",730010320201,1461
"8625",730010151603,1828
"8626",734830003501,1488
"8627",734830002801,1433
"8628",734830010101,1490
"8629",410200040602,1611
"8630",734830006001,1418
"8631",738540020102,1635
"8632",736240249901,1544
"8633",51970062201,1435
"8634",51970066702,1285
"8635",53100087502,1598
"8636",738540038004,1357
"8637",51970046102,1109
"8638",51970047301,1223
"8639",53100041702,1594
"8640",51970210105,1118
"8641",730010222401,1819
"8642",730010227402,1418
"8643",174330012401,1981
"8644",58900132701,1652
"8645",733470071101,1467
"8646",58900132302,1507
"8647",731520002802,1476
"8648",175410139101,1729
"8649",738700107401,1933
"8650",738700032202,1931
"8651",56900085301,1769
"8652",730010031703,1829
"8653",730010032701,1312
"8654",56900090002,1712
"8655",175410433601,1721
"8656",731520088203,1540
"8657",738700165501,1417
"8658",56520001502,1392
"8659",56670054701,1690
"8660",730430115502,1430
"8661",731520025203,1740
"8662",50210032302,1541
"8663",56520005601,1255
"8664",410010114801,1546
"8665",730430123601,1283
"8666",731520036901,1317
"8667",738700111801,1274
"8668",731520038602,1624
"8669",734110235005,1141
"8670",734110190504,1138
"8671",732830203602,1636
"8672",176620091601,1538
"8673",732830015804,1298
"8674",734110042001,1740
"8675",56670144702,1244
"8676",732830183601,1581
"8677",176620089502,1297
"8678",58900041801,1500
"8679",738610011301,1327
"8680",736860002603,1199
"8681",732830211314,1322
"8682",732830227303,1310
"8683",176620471302,1191
"8684",732830190608,1308
"8685",730260000101,913
"8686",732830396001,1333
"8687",58900044501,1378
"8688",734080022002,1152
"8689",732830292601,1205
"8690",732830208101,1252
"8691",732830210903,1181
"8692",176620262201,1174
"8693",730240063701,1481
"8694",730240067407,1610
"8695",730240005101,1448
"8696",730240003101,1508
"8697",730240089101,1549
"8698",730240023101,1708
"8699",730240021302,1515
"8700",730240089303,1728
"8701",732360138402,1366
"8702",732360139303,1366
"8703",732360123101,1019
"8704",735630019801,913
"8705",735850001002,1234
"8706",732260103601,1088
"8707",732260118903,1429
"8708",732260152601,1168
"8709",732260120401,1580
"8710",732260025401,976
"8711",732260024001,1054
"8712",738730045703,1294
"8713",732260023503,1250
"8714",738730134103,1365
"8715",256620064601,1348
"8716",255800053601,994
"8717",256620073203,1196
"8718",256620131303,1364
"8719",256620075201,1333
"8720",256620133902,1266
"8721",255800086201,1239
"8722",255800051401,1648
"8723",255960000601,1341
"8724",733520062801,1064
"8725",255960016601,1538
"8726",256620088601,1678
"8727",733520059004,1233
"8728",733520070401,1171
"8729",258670040001,1581
"8730",733520074505,1314
"8731",733520172104,1515
"8732",258670043501,1514
"8733",733520068602,1619
"8734",733520026405,1489
"8735",733520022902,1437
"8736",258780187609,906
"8737",733520050501,1078
"8738",258780302702,1322
"8739",253280025501,1802
"8740",258780173702,1322
"8741",253280082502,1631
"8742",258050017401,1705
"8743",253280034701,1538
"8744",733520158201,1071
"8745",253280043701,1784
"8746",258050095605,1522
"8747",250350023501,736
"8748",253280092606,1639
"8749",258780247108,1007
"8750",258780146202,1442
"8751",255920020301,1387
"8752",258780045501,1081
"8753",258780325306,1534
"8754",258780221503,1628
"8755",258050080201,1486
"8756",253280100406,1712
"8757",253280084201,1688
"8758",258780102002,1392
"8759",251230037802,1400
"8760",255240007503,1644
"8761",251230040901,1400
"8762",255240028606,1364
"8763",251230111803,1397
"8764",256490017601,1744
"8765",251230061601,1490
"8766",252450161904,1471
"8767",252450158501,1584
"8768",252450131301,1714
"8769",257180055004,1381
"8770",258980015001,1627
"8771",257180052901,1547
"8772",253940254301,1336
"8773",252450146601,1552
"8774",250530041701,1594
"8775",250530043003,1662
"8776",250530086702,1499
"8777",253940068801,1284
"8778",252900037301,1364
"8779",257430000801,1832
"8780",257180076901,1613
"8781",257430010001,1587
"8782",257430015801,1756
"8783",257430027701,1820
"8784",252900032501,1619
"8785",252580089102,1430
"8786",258620189802,1111
"8787",258850135107,1125
"8788",258850133803,1419
"8789",258850127301,1053
"8790",256580051501,1567
"8791",258850277701,1323
"8792",258850148701,1097
"8793",256580007101,1569
"8794",257770010907,1703
"8795",257770025601,1572
"8796",252580028801,1252
"8797",255130071201,1388
"8798",255130085602,1561
"8799",255130187307,1699
"8800",471890004901,873
"8801",471890040606,1254
"8802",471890053607,1483
"8803",471890042303,1510
"8804",471890041201,1471
"8805",471890042202,1471
"8806",471890046002,1702
"8807",471890057901,1375
"8808",471890104801,1285
"8809",471890103202,789
"8810",471890090303,1587
"8811",471890074301,1778
"8812",155310067902,1177
"8813",158320018601,1269
"8814",151060002401,1300
"8815",472880049402,1118
"8816",472880019103,981
"8817",472880020604,1118
"8818",472880022203,1494
"8819",151060017401,1466
"8820",472880040204,1108
"8821",472880040801,879
"8822",472880046504,1391
"8823",472880044801,1261
"8824",472880034101,1161
"8825",472880034703,1146
"8826",687730001001,2059
"8827",685720083801,1669
"8828",685720093301,1825
"8829",685720095701,1876
"8830",154690004701,1632
"8831",154690036201,1937
"8832",154690069501,1703
"8833",200010143301,1177
"8834",200010143901,1353
"8835",154690113701,1771
"8836",254360013801,1812
"8837",200010149401,1164
"8838",154690198301,1867
"8839",154690105801,1884
"8840",200010149801,1244
"8841",686890027401,443
"8842",254360052301,1659
"8843",254380015701,810
"8844",254380001501,740
"8845",686890152601,573
"8846",686890149801,679
"8847",686890184502,1155
"8848",686890149101,726
"8849",254380001301,610
"8850",542450041801,1275
"8851",542450055803,1432
"8852",542450055802,1393
"8853",542450041305,1516
"8854",686890061701,699
"8855",542060160602,1284
"8856",686890090001,1141
"8857",542450023402,1241
"8858",200010027001,1820
"8859",686890089904,992
"8860",686890088806,992
"8861",200010025302,1463
"8862",200010172605,1947
"8863",200010173301,974
"8864",687550004501,1316
"8865",546700110801,873
"8866",687550023102,1433
"8867",546700146102,1472
"8868",546700019601,963
"8869",446500020001,1313
