"","V1","V2","V3","V4"
"V2",1949.71527093596,5.539695,3801389.63772089,14.0672268907563
"V3",1901,6.76219137254902,3613801,36.8039215686275
"V5",1975.3,9.98835,3901810.09,-25
"V6",1965.8,17.2117586206897,3864369.64,-10
"V7",1834.03333333333,7.1025550660793,3363678.26777778,3.22907488986784
"V3",2726.7,13.5351513513513,7434892.89,2.78378378378378
"V10",2570.10038314176,8.35469642857143,6605415.97942543,-41.6339285714286
"V8",1745,4.36589788888889,3045025,NA
"V9",2089.7,4.47261111111111,4366846.09,NA
"V10",1751.8,19.183665,3068803.24,NA
"V7",1815.2,1.5491162055336,3294951.04,13.3873517786561
"V9",1785.2,3.25005128205128,3186939.04,20
"V3",1620.5,8.7599,2626020.25,-87
"V4",1642.3,9.39534,2697149.29,-2
"V9",1652.9,0.503688888888889,2732078.41,-63
"V3",2033.2,51.2455368954248,4133902.24,NA
"V5",2089.5,12.9130824598731,4366010.25,NA
"V7",1908.6,15.8842350418273,3642753.96,NA
"V8",2126,8.12265917464252,4519876,NA
"V9",1939.2,10.3950978212539,3760496.64,NA
"V10",1978.6,15.5153507800589,3914857.96,NA
"V2",2374.4,9.23309083333333,5637775.36,38.25
"V3",2376.5,0.0734384615384615,5647752.25,54.9807692307692
"V4",2343.2,0.0416737556561086,5490586.24,11
"V5",2333.7,15.1093385714286,5446155.69,-55
"V6",2275,7.55963078202995,5175625,-6.56239600665557
"V7",2205.6,10.6174457900807,4864671.36,-0.288350634371393
"V8",2271.9,13.5377443623639,5161529.61,-7.42457231726283
"V9",2374.2,8.51600800829876,5636825.64,-18.7410788381743
"V10",2157.7,2.45436516806723,4655669.29,36.3903361344538
"V5",2643.1,6.39442798611111,6985977.61,NA
"V6",2446.7,23.2427,5986340.89,NA
"V7",2406.3,27.0327744421974,5790279.69,NA
"V8",2708.1,25.857735521788,7333805.61,NA
"V9",2427.8,19.1262255234861,5894212.84,NA
"V10",2511.3,23.9344404238305,6306627.69,NA
"V2",2018.3,8.0718825,4073534.89,-16.825
"V3",2037.2,7.95237098591549,4150183.84,-17.7323943661972
"V4",2082.1,2.798705,4335140.41,8.79411764705882
"V5",1934.9,3.99762347826087,3743838.01,-0.826086956521741
"V6",1941.4,1.65089793991416,3769033.96,26.71330472103
"V7",1910.1,3.56606018518519,3648482.01,38.1481481481481
"V8",2010.8,5.34839603960396,4043316.64,61.950495049505
"V9",2080.1,3.76259166666667,4326816.01,50.3194444444444
"V10",1910.4,8.447525,3649628.16,78.1291666666667
"V3",2533.7,17.3588712244898,6419635.69,-37.7755102040816
"V4",2501.7,32.1302428571429,6258502.89,28.5238095238095
"V6",2429.7,29.6833333833458,5903442.09,43.4531132783196
"V7",2289.2,37.3019634648371,5240436.64,36.6173241852487
"V8",2448.1,25.6831971698113,5993193.61,-41.4448113207547
"V9",2525.5,10.696057159869,6378150.25,-25.5596903840429
"V10",2386.4,28.0007726816204,5694904.96,-58.7827251422832
"V2",2461.8,12.39755,6060459.24,44.8571428571429
"V3",2454.9,5.95982222222222,6026534.01,-3
"V4",2461.3,10.6417166666667,6057997.69,10
"V6",2454.7,9.16564,6025552.09,40
"V7",2294.9,6.04604933333333,5266566.01,-43.3333333333333
"V8",2385.8,19.1322777777778,5692041.64,-48.7777777777778
"V9",2484.3,6.21448,6171746.49,-62
"V3",2508.3,45.4660231111111,6291568.89,NA
"V7",2399.2,37.7362036882708,5756160.64,NA
"V8",2703,7.65428943298969,7306209,NA
"V9",2336.5,23.8575141910118,5459232.25,NA
"V10",2400.7,30.0296179487179,5763360.49,NA
"V1",2142.8,12.4722190677966,4591591.84,-33.9745762711864
"V2",2030.3,14.1221253787879,4122118.09,4.11363636363636
"V3",2038.5,19.1923915662651,4155482.25,19.0843373493976
"V4",2049.4,10.1967897574124,4200040.36,-48.8621486330381
"V5",2006.9,11.4217539568345,4027647.61,-57.0575539568345
"V6",2022,6.68935345997286,4088484,-6.78629579375848
"V7",1896,6.6151711409396,3594816,26.6308724832215
"V8",2037.7,6.46829430894309,4152221.29,1.06504065040651
"V9",2076.3,8.51788684507042,4311021.69,-18.1166197183099
"V10",1932.9,19.5688500539374,3736102.41,-44.7829917295937
"V1",2717.1,4.96056666666667,7382632.41,98
"V2",2735.4,31.2573,7482413.16,93
"V3",2705.6,1.12443846153846,7320271.36,93
"V4",2713.6,9.49773,7363624.96,-48
"V6",2649.3,1.34176558704453,7018790.49,39.3441295546559
"V7",2529.3,5.2632166380789,6397358.49,63.9777015437393
"V8",2668.5,3.08588598726115,7120892.25,53.3286624203822
"V9",2730.2,5.77328911564626,7453992.04,-3.4625850340136
"V10",2594.7,0.668656896551724,6732468.09,51
"V10",1934.9,3.48544444444444,3743838.01,-1
"V2",2283.2,8.07098260869565,5213002.24,-68.1739130434783
"V3",2320.3,13.0801924157303,5383792.09,-25.7275280898876
"V4",2318.3,10.8489433403806,5374514.89,-7.20295983086681
"V5",2263.3,12.5992830409357,5122526.89,28.4514619883041
"V6",2267.2,10.9720679310345,5140195.84,-45.9724137931034
"V7",2023,24.5764525407478,4092529,-12.0623202301055
"V8",2230.6,11.3276092679128,4975576.36,40.8426791277259
"V9",2295.5,7.02122478386167,5269320.25,21.3832853025937
"V10",2116.4,35.6599720216606,4479148.96,1.25451263537906
"V3",2104.8,22.190598220339,4430183.04,NA
"V5",2164.4,10.7606797517731,4684627.36,NA
"V6",2036.2,19.4179875,4146110.44,NA
"V7",1998.4,12.8139504545455,3993602.56,NA
"V8",2294.9,17.1754720762385,5266566.01,NA
"V9",1963.9,19.6597749458327,3856903.21,NA
"V10",2099,22.4694516431063,4405801,NA
"V4",2297.7,10.6752615384615,5279425.29,NA
"V9",2176.7,6.56977123786408,4738022.89,NA
"V10",2216.7,9.95820027874564,4913758.89,NA
"V5",2261.9,7.28212,5116191.61,NA
"V6",2129.3,18.9902088888889,4533918.49,NA
"V7",2119.8,11.2886543332737,4493552.04,NA
"V8",2334.3,6.461955,5448956.49,NA
"V9",2192.9,2.63662619047619,4808810.41,NA
"V1",2848.2,7.07561538461538,8112243.24,41
"V2",2831.5,0.749976923076923,8017392.25,41
"V6",2786,8.85553608247423,7761796,-11
"V8",2789.5,31.2889399806389,7781310.25,53.8518877057115
"V9",2883.2,16.5423139570552,8312842.24,71.0199386503067
"V10",2762.7,4.68816964285714,7632511.29,77.3154761904762
"V3",2057.8,7.97258642857143,4234540.84,NA
"V4",2119,14.5465476287608,4490161,NA
"V5",2150.6,10.3220447084511,4625080.36,NA
"V6",2059.3,7.4484311031665,4240716.49,NA
"V7",1970.3,24.5609377665441,3882082.09,NA
"V8",2227.2,13.6546022483746,4960419.84,NA
"V9",1913.7,4.64209666302964,3662247.69,NA
"V10",1992.2,5.6085196969697,3968860.84,NA
"V5",2224.8,27.1517393939394,4949735.04,NA
"V7",2114.1,41.1561257978723,4469418.81,NA
"V8",2363.8,21.8177953102453,5587550.44,NA
"V9",2136.1,28.8026599676385,4562923.21,NA
"V10",2122.2,14.9615448366013,4503732.84,NA
"V9",2101.5,8.40190512820513,4416302.25,NA
"V10",2148.6,11.1126752783165,4616481.96,NA
"V3",2257.4,23.5475500255754,5095854.76,NA
"V4",2309.1,28.9957193548387,5331942.81,NA
"V5",2359.6,20.8182347511312,5567712.16,NA
"V6",2178.8,15.8121453142498,4747169.44,NA
"V7",2145.5,35.2652536087918,4603170.25,NA
"V8",2478.3,19.1640413089271,6141970.89,NA
"V9",2149.5,11.6632386221399,4620350.25,NA
"V10",2282.4,13.0881897572595,5209349.76,NA
"V1",2543.3,12.9944436363636,6468374.89,34.7939393939394
"V2",2521,24.7729882758621,6355441,-2.41379310344828
"V3",2536.2,24.0099619302949,6432310.44,-43.7613941018767
"V4",2540.3,10.806897005988,6453124.09,-43.4790419161677
"V6",2449.9,19.2865007153076,6002010.01,-31.8419170243205
"V7",2348.2,16.1355020334388,5514043.24,-48.9701762313601
"V8",2490.6,12.4998203429724,6203088.36,-3.74848688634835
"V9",2544.5,10.6801371097522,6474480.25,41.2671387190216
"V10",2444,17.3806923797881,5973136,-8.90301548492257
"V3",2231.5,19.4967270204028,4979592.25,NA
"V4",2287,30.1914502047356,5230369,NA
"V5",2386,48.1724328903654,5692996,NA
"V7",2170.4,39.5293926811646,4710636.16,NA
"V8",2378.6,50.2600594547964,5657737.96,NA
"V3",2020.8,19.6490218518519,4083632.64,NA
"V4",2040.4,20.3110810526316,4163232.16,NA
"V5",2075.1,19.7853481665125,4306040.01,NA
"V6",1906.3,22.7989724347279,3633979.69,NA
"V7",1828,24.0256555621718,3341584,NA
"V8",2158.1,25.5283136065176,4657395.61,NA
"V9",1838.8,10.7575435185185,3381185.44,NA
"V10",1932.7,17.5470343007134,3735329.29,NA
"V3",2237.4,23.6239878787879,5005958.76,NA
"V5",2332.3,36.7722031638418,5439623.29,NA
"V7",2139,37.129675304428,4575321,NA
"V8",2371,24.5390809792844,5621641,NA
"V9",2091.9,10.2318504296856,4376045.61,NA
"V10",2154.9,27.3131754237192,4643594.01,NA
"V4",2375.5,22.9841107142857,5643000.25,NA
"V7",2240.7,21.2954230769231,5020736.49,NA
"V8",2536.9,30.1067910110479,6435861.61,NA
"V9",2231,23.0452183882502,4977361,NA
"V10",2315.3,33.9595629919296,5360614.09,NA
"V3",1866.7,7.61447571428571,3484568.89,NA
"V5",1942,15.3116597161073,3771364,NA
"V6",1738.7,18.2967039005156,3023077.69,NA
"V7",1727.6,15.7261553035138,2984601.76,NA
"V8",2029.5,13.7843063423809,4118870.25,NA
"V9",1765.2,7.38964885620915,3115931.04,NA
"V10",1870.2,13.170282023372,3497648.04,NA
"V3",2224.3,57.4348148069127,4947510.49,NA
"V4",2359.8,59.4129482882883,5568656.04,NA
"V5",2417.2,54.1874717348928,5842855.84,NA
"V6",2293.3,23.4260342208183,5259224.89,NA
"V7",2247.7,22.7494409934049,5052155.29,NA
"V8",2522.5,28.5779411019073,6363006.25,NA
"V3",2336.1,16.5312193846154,5457363.21,NA
"V4",2356.8,4.2499825,5554506.24,NA
"V6",2289.6,6.35666726190476,5242268.16,NA
"V9",2228.1,2.50494325873605,4964429.61,NA
"V10",2252.4,4.29626332480818,5073305.76,NA
"V5",2403.3,15.3731576923077,5775850.89,NA
"V8",2366.1,14.8702806122449,5598429.21,NA
"V9",2121.5,4.88654666666667,4500762.25,NA
"V1",2481.3,11.4358451851852,6156849.69,35.9481481481481
"V2",2457.8,18.9543560140474,6040780.84,52.7260755048288
"V3",2461,31.2129665770265,6056521,-33.4902036112178
"V4",2472.6,40.0860535096154,6113750.76,24.6298076923077
"V5",2455.5,15.0735680555556,6029480.25,-32.25
"V6",2415.7,25.7666502265633,5835606.49,-28.923673346088
"V7",2268.1,18.237694290405,5144277.61,14.0497993433054
"V8",2395.3,18.6736289414293,5737462.09,-7.37033852767329
"V9",2465.2,9.29712544226439,6077211.04,-7.95904363675351
"V10",2298,25.0470600994126,5280804,19.6366922729327
"V3",2006.9,14.754441043956,4027647.61,NA
"V4",2033.5,18.22804,4135122.25,NA
"V5",2165.3,14.3690867567568,4688524.09,NA
"V6",1988.2,29.4191832467532,3952939.24,NA
"V9",1944.5,7.586876875,3781080.25,NA
"V10",2003.4,21.25419,4013611.56,NA
"V3",2540.6,22.4285323383085,6454648.36,NA
"V4",2571.7,39.3718240909091,6613640.89,NA
"V5",2659,38.3746073565515,7070281,NA
"V6",2493.9,24.8160223198222,6219537.21,NA
"V7",2472.7,33.3598303724298,6114245.29,NA
"V8",2736.2,15.8857504356234,7486790.44,NA
"V3",2481.7,4.5002,6158834.89,-8
"V9",2511.8,7.60720425531915,6309139.24,36.2127659574468
"V10",2344.6,4.62720833333333,5497149.16,17.9583333333333
"V7",1955.1,3.15938590909091,3822416.01,22.8454545454545
"V8",2055.9,5.25272708933718,4226724.81,-18.2651296829971
"V9",2139.4,3.15839069767442,4577032.36,54.9255813953488
"V10",1988.4,1.80703173076923,3953734.56,11.9423076923077
"V2",2278.5,7.60297898550725,5191562.25,-54.6811594202899
"V3",2251.3,10.0819746428571,5068351.69,-10.9642857142857
"V4",2252.3,6.66102824561403,5072855.29,0.526315789473687
"V5",2192.9,7.52490416666667,4808810.41,-22.2361111111111
"V6",2202.2,13.673680952381,4849684.84,-19.4019047619048
"V7",2029.9,10.4872646733112,4120494.01,-44.8826135105205
"V8",2174.3,7.42829338842975,4727580.49,-28.1363636363636
"V9",2244.3,3.36703166926677,5036882.49,16.9500780031201
"V10",2116.2,7.80102119565217,4478302.44,13.8695652173913
"V3",2170.9,7.68125823529412,4712806.81,NA
"V4",2212.1,3.51369581818182,4893386.41,NA
"V6",2122,18.5998916666667,4502884,NA
"V9",2040.5,1.82205132107023,4163640.25,NA
"V10",2089.4,4.89516972972973,4365592.36,NA
"V6",2875.3,8.66611111111111,8267350.09,96
"V8",2881.1,3.52151767151767,8300737.21,96
"V9",2960,24.744225,8761600,96
"V10",2814.8,43.1080487804878,7923099.04,11
"V2",2266.8,5.36334117647059,5138382.24,-25.8235294117647
"V4",2248.9,3.14378,5057551.21,-50
"V8",2148.4,3.23577083333333,4615622.56,20
"V9",2232.5,4.80554324324324,4984056.25,77.2702702702703
"V10",2057.4,13.8628516746411,4232894.76,39.1961722488038
