"","V1","V2"
"V8",1827.82142857143,5.2779063174114
"V9",2042.2,5.54330990736624
"V10",1793,8.72232160943383
"V6",2013,3.22029338842975
"V7",1993.99655172414,6.43803365384615
"V9",1815.2,2.56109333333333
"V10",1770.3,10.4532141652614
"V2",2085.8,20.75614
"V7",1934.1,8.71849875311721
"V1",2576.8,6.80655078683834
"V3",2564.3,10.9877367288379
"V4",2627.5,24.7854606423034
"V5",2615.9,4.25827243119266
"V6",2522.67586206897,26.4578433060109
"V7",2476.6,21.7220590560472
"V8",2404.7,7.65444846693757
"V9",2612.25862068966,10.8822727272727
"V2",1949.71527093596,8.39154317241379
"V3",1901,19.4584309219858
"V5",1975.3,13.9773274647887
"V6",1965.8,27.3452996945899
"V7",1834.03333333333,18.5441485541649
"V3",2726.7,15.4415870967742
"V9",2650.1,5.59841666666667
"V10",2570.10038314176,6.5158
"V8",1745,5.480334
"V9",2089.7,5.03193489666137
"V10",1751.8,13.040915
"V3",1684.2,33.8357019047619
"V3",2100,19.1954783272727
"V9",1785.2,3.25005128205128
"V2",1626.9,26.9822666666667
"V3",1620.5,9.80772228571429
"V3",2033.2,53.0513347142857
"V5",2089.5,11.3887376666667
"V8",2126,6.57755595238095
"V10",1978.6,16.9509518275539
"V2",2374.4,6.77718104089219
"V3",2376.5,0.4411046875
"V6",2275,10.2786644474035
"V7",2205.6,13.2264664757939
"V8",2271.9,4.01980848845867
"V9",2374.2,11.5087947250281
"V10",2157.7,2.76219835136528
"V5",2643.1,14.4818350653595
"V6",2446.7,42.9805829268293
"V7",2406.3,13.7996057588076
"V8",2708.1,29.104566705361
"V9",2427.8,25.1223231578947
"V10",2511.3,23.9344404238305
"V2",2018.3,4.91391875
"V4",2082.1,9.46272388059701
"V5",1934.9,7.14279708333333
"V6",1941.4,2.11147346514048
"V7",1910.1,4.182318230563
"V8",2010.8,5.18859230769231
"V9",2080.1,3.59286419753086
"V10",1910.4,0.283627906976744
"V3",2173.9,5.85641
"V2",2504.5,19.7723303225806
"V3",2533.7,11.9777069047619
"V4",2501.7,18.7306404255319
"V5",2467.4,4.05941176470588
"V6",2429.7,22.0905334599448
"V7",2289.2,35.1317848066835
"V8",2448.1,20.3871062549071
"V9",2525.5,11.8122286446469
"V10",2386.4,17.5488203957382
"V2",2461.8,10.6383026470588
"V3",2454.9,5.95982222222222
"V4",2461.3,10.1836064516129
"V5",2375.2,10.87616
"V6",2454.7,7.04388732394366
"V7",2294.9,8.99010619047619
"V8",2385.8,20.0902857142857
"V7",2399.2,37.7362036882708
"V9",2336.5,14.5054868556845
"V10",2400.7,30.0296179487179
"V1",2142.8,12.4722190677966
"V2",2030.3,13.8012957142857
"V3",2038.5,16.6842163636364
"V4",2049.4,13.3403724946121
"V5",2006.9,9.68220946745562
"V6",2022,8.02856071019473
"V7",1896,5.70293993506494
"V8",2037.7,6.8007393715342
"V9",2076.3,7.65749042267286
"V10",1932.9,21.0185846722365
"V1",2717.1,5.1061298245614
"V2",2735.4,25.99776
"V3",2705.6,1.12443846153846
"V4",2713.6,32.7720357142857
"V5",2650.2,10.6576956521739
"V6",2649.3,19.9312727272727
"V7",2529.3,4.67359174603175
"V8",2668.5,15.9263073059361
"V9",2730.2,5.63100626304802
"V10",2594.7,0.726767346938775
"V3",2320.3,5.37895266272189
"V4",2318.3,14.9836030816641
"V5",2263.3,12.2757078916372
"V6",2267.2,11.3197392523364
"V7",2023,8.6777776674938
"V8",2230.6,10.1341209302326
"V9",2295.5,13.6373507911392
"V10",2116.4,49.4976376237624
"V3",2104.8,22.190598220339
"V5",2164.4,23.8832333333333
"V7",1998.4,21.7053845378151
"V8",2294.9,24.9093495891662
"V9",1963.9,12.1033622700754
"V10",2099,25.6926922261871
"V4",2297.7,12.3923689655172
"V9",2176.7,7.56055029838022
"V10",2216.7,11.9568670014347
"V4",2219.7,2.652435
"V6",2786,10.5709763946281
"V7",2636,43.0440396341463
"V8",2789.5,21.3221862917399
"V9",2883.2,10.9326395604396
"V4",2119,13.72729375
"V5",2150.6,12.5166666666667
"V6",2059.3,8.02762006369427
"V5",2224.8,40.3401
"V7",2114.1,34.1224271867612
"V8",2363.8,22.125238762215
"V9",2136.1,30.40894590782
"V10",2122.2,31.1581998744385
"V9",2101.5,8.73932296151337
"V10",2148.6,13.4810993103172
"V3",2257.4,25.5580408786299
"V4",2309.1,28.9957193548387
"V5",2359.6,17.9988486166008
"V6",2178.8,15.2178748882209
"V7",2145.5,32.2002989025072
"V8",2478.3,19.8170110862405
"V9",2149.5,16.903402244207
"V10",2282.4,12.8126970554445
"V1",2543.3,6.31170053315561
"V2",2521,16.9898944444444
"V3",2536.2,24.1521944444444
"V4",2540.3,21.2882227129338
"V6",2449.9,20.7519317036761
"V7",2348.2,16.9832989561587
"V8",2490.6,14.9823884036145
"V9",2544.5,10.836455495356
"V10",2444,15.8796417543021
"V2",3352.2,4.54794065934066
"V3",3349,2.880725
"V6",3337.9,0.578127777777778
"V10",3177.7,14.5854285714286
"V3",2231.5,35.3321215702065
"V4",2287,42.3219463169144
"V5",2386,39.8954491123392
"V7",2170.4,36.6556996126733
"V8",2378.6,32.9225420806428
"V9",1967.1,13.7752222222222
"V10",2076.7,23.7669828651685
"V3",2020.8,18.1344733333333
"V5",2075.1,22.0256143886044
"V7",1828,29.5480145446698
"V8",2158.1,39.0440814691962
"V9",1838.8,12.5375153863346
"V10",1932.7,17.1206127668384
"V3",2237.4,19.8462948494209
"V4",2274.6,31.8760787234043
"V5",2332.3,56.0005189393939
"V6",2195.1,10.0679348659004
"V7",2139,27.9862221971577
"V8",2371,30.5984328644702
"V9",2091.9,10.3824294305173
"V10",2154.9,21.5635535044665
"V4",2375.5,22.9841107142857
"V5",2339.4,6.79312704761905
"V7",2240.7,20.0303726708075
"V8",2536.9,12.4276023809524
"V9",2231,25.7896185755553
"V10",2315.3,50.7298304114349
"V5",1942,10.9354833333333
"V8",2029.5,10.0951788905436
"V10",1870.2,11.8190206053932
"V3",2224.3,57.4348148069127
"V4",2359.8,48.2382882882883
"V5",2417.2,47.9328728134353
"V6",2293.3,34.0375024375381
"V7",2247.7,23.8851395056556
"V8",2522.5,26.2333484340734
"V3",2336.1,10.3876590103664
"V4",2356.8,2.22646190994557
"V5",2370.7,8.71709905241935
"V6",2289.6,5.48409548379683
"V8",2541.8,8.64731957679372
"V9",2228.1,2.4758561254569
"V10",2252.4,6.0883289412342
"V5",2403.3,15.772137025641
"V1",2481.3,24.9008044303798
"V2",2457.8,21.3002047619048
"V3",2461,42.1318908256881
"V4",2472.6,38.8096333333333
"V5",2455.5,2.40841333333333
"V6",2415.7,26.4631841956726
"V7",2268.1,20.7468921021141
"V8",2395.3,19.1829084359473
"V9",2465.2,13.5540788213093
"V10",2298,23.3569804740406
"V4",2033.5,7.05854
"V5",2165.3,12.255920754717
"V6",1988.2,12.9765783333333
"V7",1901.7,26.6221038407329
"V8",2215.8,7.70402328403361
"V3",2540.6,22.4285323383085
"V4",2571.7,21.224583372549
"V5",2659,26.6847368075749
"V6",2493.9,16.4563108123763
"V7",2472.7,32.9142474468571
"V8",2736.2,18.2981731242264
"V9",2460.4,57.7196958362738
"V10",2518.5,20.2529745395435
"V2",2278.5,11.3994418209877
"V3",2251.3,7.95768333333333
"V4",2252.3,7.86053333333333
"V5",2192.9,7.71889622641509
"V6",2202.2,9.7360447761194
"V7",2029.9,15.2996304347826
"V8",2174.3,9.10209210526316
"V9",2244.3,2.24015996343693
"V10",2116.2,4.58573509234829
"V3",2170.9,7.60349476190476
"V4",2212.1,5.99395176470588
"V6",2122,22.6550416666667
"V6",2875.3,44.3330668414155
"V7",2724.3,9.51547231270358
"V8",2881.1,12.088884137931
"V9",2960,14.5399767955801
"V10",2814.8,12.7196167582418
"V3",2705.8,34.4136841940532
"V4",2724.9,19.2312411764706
"V5",2851,20.4486016612496
"V7",2606.1,39.7082106106106
"V8",2893.4,15.3434363770379
"V2",2266.8,5.27865
"V3",2301.8,27.5241111111111
"V7",1943.2,5.9307168784029
"V8",2148.4,6.31693474676089
"V9",2232.5,4.95659116022099
"V10",2057.4,14.2526871401152
