"","V1","V2"
"V3",2141,4.90311844077961
"V4",2090.03448275862,1.80978217391304
"V5",2099.1,0.401983333333333
"V6",2102.05,13.5245
"V9",2071.4,4.89569469387755
"V2",2566.5,3.70375
"V5",2576.5,4.835856
"V6",2559.14482758621,2.51911
"V8",2389.8,6.69388888888889
"V10",2484.9,6.41666710526316
"V5",2616.7,9.34016666666667
"V7",2590.5,7.47972013888889
"V8",2533,19.3164550909091
"V9",2691.64692118227,4.20197324561403
"V10",2720.7,3.60669351851852
"V9",2718.89310344828,0.2500575
"V8",1718.6,3.62836972789116
"V9",1970.9,7.311995256917
"V10",1989.65357142857,4.38501504273504
"V2",2670.15418719212,0.435606666666667
"V3",2706.81354679803,14.0422357142857
"V2",2563.1,5.65946
"V5",2543.4,0.65759
"V6",2481.8,2.27353
"V2",2414.6724137931,6.36971727272727
"V3",2403.2,4.6181444015444
"V6",2511.86071428571,7.88878359375
"V7",2442.2,5.71739545454545
"V9",2383.3,3.81936547619048
"V10",2351.0381773399,7.10785886385896
"V10",2924.3,4.69246746031746
"V7",2003.85357142857,9.22583838383838
"V8",1964.3,3.34592988505747
"V10",2038.2,3.78580818181818
"V3",1851.7,8.19155
"V3",1791.76206896552,22.3441303560893
"V4",1779.31034482759,16.8965344247788
"V7",1851.7,31.1771572141561
"V9",2117.7,3.5697451754386
"V4",2627.3,30.210093770279
"V6",2621.9,11.4994902665688
"V7",2444.3,37.9764396810681
"V8",2509.2,35.2627509151257
"V9",2693.9,10.5061902488756
"V10",2532.5,35.1723423498341
"V3",2008.4,17.5622321428571
"V5",2030.3,14.6612582485
"V7",1830.71206896552,11.4599265548835
"V8",1827.82142857143,11.2742997785554
"V9",2042.2,5.48379396437858
"V10",1793,10.3691901362005
"V5",2112.74297082228,3.68835010940919
"V6",2013,5.49041926308985
"V7",1993.99655172414,5.98849559695174
"V9",1815.2,4.01107272727273
"V10",1770.3,12.0325053560176
"V2",2085.8,46.3623425925926
"V3",2021,16.5105478439425
"V4",2040.25384615385,15.9848777777778
"V5",2055.4,8.53695833333333
"V6",2006.7,16.3187308264463
"V7",1934.1,20.2916168171558
"V8",1845.8,17.8854371967152
"V9",2025.9,9.31191593664935
"V10",1960.7,13.7087927088877
"V1",2576.8,6.80655078683834
"V3",2564.3,15.8534669093851
"V4",2627.5,19.9794589453621
"V5",2615.9,3.9297010460251
"V6",2522.67586206897,21.8040424145299
"V7",2476.6,21.7420136116671
"V8",2404.7,10.2624334329981
"V9",2612.25862068966,6.93776965620329
"V10",2558.6,34.8454192037471
"V2",1949.71527093596,8.61495920138889
"V3",1901,14.732803215859
"V5",1975.3,25.2468341517857
"V6",1965.8,22.8602505562061
"V7",1834.03333333333,18.062087571116
"V3",2726.7,10.0670456140351
"V9",2650.1,4.79175249343832
"V10",2570.10038314176,14.479007751938
"V8",1745,4.55699208888889
"V9",2089.7,5.14166747805521
"V10",1751.8,9.44310134169884
"V3",1684.2,29.8153310714286
"V3",2100,19.1954783272727
"V3",2112.63103448276,17.7441
"V6",2004.4,23.07914
"V10",2077.88620689655,4.89175830917874
"V7",1815.2,1.57557108013937
"V8",1730.6,2.61357309941521
"V9",1785.2,3.57228125
"V10",1801.9,2.77948407643312
"V2",1626.9,10.4113149180328
"V3",1620.5,11.5402504761905
"V4",1642.3,8.58326666666667
"V9",1652.9,4.98332507668712
"V10",1490.3,14.7395655458314
"V3",2033.2,43.470988539823
"V4",1997.5,13.5821785185185
"V5",2089.5,14.515386920078
"V7",1908.6,15.4162597615518
"V8",2126,10.760064768642
"V9",1939.2,8.3549198191045
"V10",1978.6,13.5011942760281
"V2",2374.4,6.09676346153846
"V3",2376.5,1.1509
"V4",2343.2,6.06069981096408
"V5",2333.7,11.5989433333333
"V6",2275,9.16274884057971
"V7",2205.6,9.18705353592729
"V8",2271.9,12.2960340182648
"V9",2374.2,7.68593648356401
"V10",2157.7,3.58673897567222
"V3",2543.9,47.8680168421053
"V4",2588.2,52.5193509803922
"V5",2643.1,23.0917564140927
"V6",2446.7,21.578407622739
"V7",2406.3,21.8848136744619
"V8",2708.1,28.0352869521659
"V9",2427.8,14.1963700732391
"V10",2511.3,21.5336343460563
"V2",2018.3,6.74656283783784
"V3",2037.2,7.98970166666667
"V4",2082.1,8.31158953488372
"V5",1934.9,4.77672555555556
"V6",1941.4,3.38482158054711
"V7",1910.1,3.50715876475931
"V8",2010.8,4.64144238026125
"V9",2080.1,4.78742733990148
"V10",1910.4,6.07064664634146
"V3",2173.9,3.07278785714286
"V4",2202,19.0198631666667
"V1",2518.1,1.66548333333333
"V2",2504.5,18.4434221176471
"V3",2533.7,15.0803233673469
"V4",2501.7,18.1826868686869
"V5",2467.4,4.84707916666667
"V6",2429.7,20.8540608279271
"V7",2289.2,31.3813438181396
"V8",2448.1,19.5934022031824
"V9",2525.5,10.5231805583417
"V10",2386.4,22.4621543896573
"V2",2461.8,10.4959024324324
"V3",2454.9,8.37002608695652
"V4",2461.3,10.6851970588235
"V5",2375.2,10.87616
"V6",2454.7,7.04388732394366
"V7",2294.9,8.99010619047619
"V8",2385.8,12.2902944444444
"V9",2484.3,6.95954229508197
"V10",2349.7,5.61763953488372
"V3",2508.3,45.4660231111111
"V7",2399.2,40.7448573808641
"V8",2703,7.65428943298969
"V9",2336.5,23.7495367271508
"V10",2400.7,27.8405681447964
"V9",1267.5,3.34621428571429
"V1",2142.8,12.1147930147059
"V2",2030.3,15.0445876190476
"V3",2038.5,17.2883741025641
"V4",2049.4,13.2959196829856
"V5",2006.9,9.449372
"V6",2022,7.21479132093467
"V7",1896,5.51658909883721
"V8",2037.7,6.76751660516605
"V9",2076.3,7.55172373477038
"V10",1932.9,20.9751234172143
"V1",2717.1,11.2125339608242
"V2",2735.4,37.1937543478261
"V3",2705.6,1.12443846153846
"V4",2713.6,23.2611386292835
"V5",2650.2,10.5444833333333
"V6",2649.3,9.93728576998051
"V7",2529.3,3.98354969538729
"V8",2668.5,6.06018871201158
"V9",2730.2,4.75558882833787
"V10",2594.7,14.616303648757
"V8",2009.4,8.11258974358974
"V9",2055,3.20785697674419
"V10",1934.9,5.58181333333333
"V2",2283.2,7.60413216080402
"V3",2320.3,15.5311612436732
"V4",2318.3,16.2694081588835
"V5",2263.3,9.38537946480512
"V6",2267.2,8.99036252638987
"V7",2023,19.2861697866287
"V8",2230.6,8.59083764495986
"V9",2295.5,9.39578330341113
"V10",2116.4,23.4026191536748
"V3",2104.8,22.190598220339
"V5",2164.4,19.9749954747899
"V6",2036.2,36.0755284313726
"V7",1998.4,17.6176378627377
"V8",2294.9,21.1876322364937
"V9",1963.9,15.3062836593995
"V10",2099,24.9174642377694
"V4",2297.7,10.4475789968652
"V9",2176.7,7.56055029838022
"V10",2216.7,16.674365681676
"V6",2597.8,12.5950984210526
"V7",2563.5,11.8915095833333
"V8",2699.3,9.0888138048147
"V9",2640.2,8.12050333543109
"V3",2153.4,2.11371133333333
"V4",2219.7,11.326395
"V5",2261.9,7.28212
"V6",2129.3,18.9902088888889
"V7",2119.8,11.2886543332737
"V8",2334.3,6.80048296296296
"V9",2192.9,4.88200357142857
"V10",2153.2,4.94308473520249
"V1",2848.2,11.079347826087
"V2",2831.5,6.39054444444444
"V3",2801.1,4.401375
"V4",2871,15.6165263157895
"V5",2841.2,1.99425384615385
"V6",2786,12.847186261591
"V7",2636,30.0721664150943
"V8",2789.5,17.175414581997
"V9",2883.2,15.7527630743723
"V10",2762.7,5.04892954784437
"V3",2057.8,14.4928753407796
"V4",2119,14.9815656960409
"V5",2150.6,12.495022343245
"V6",2059.3,11.6671193268563
"V7",1970.3,24.0476590114817
"V8",2227.2,11.7957806307833
"V9",1913.7,4.78349798613489
"V10",1992.2,12.8809413763564
"V5",2224.8,40.3401
"V7",2114.1,34.1224271867612
"V8",2363.8,21.6282979166667
"V9",2136.1,20.364400034163
"V10",2122.2,25.274510604929
"V3",2188.6,14.4918213746631
"V4",2194,13.3309666666667
"V9",2101.5,8.73932296151337
"V10",2148.6,11.1126752783165
"V3",2257.4,20.5786542450142
"V4",2309.1,31.1989263498738
"V5",2359.6,19.6603629898403
"V6",2178.8,19.54577072363
"V7",2145.5,29.4167215163906
"V8",2478.3,18.2982908639878
"V9",2149.5,14.2192500004876
"V10",2282.4,14.3692010489581
"V1",2543.3,8.06112890677398
"V2",2521,18.655211489899
"V3",2536.2,25.6883814385151
"V4",2540.3,14.5062460530973
"V5",2477.6,5.61707288135593
"V6",2449.9,17.5395233921457
"V7",2348.2,16.3712163608563
"V8",2490.6,14.1507521786891
"V9",2544.5,10.0897409628789
"V10",2444,15.3189999200799
"V2",3352.2,4.54794065934066
"V3",3349,2.880725
"V5",3301.6,1.93043855421687
"V6",3337.9,1.4292724137931
"V7",3134.3,0.244416
"V8",3313.6,3.673525
"V9",3410.8,3.90118457446809
"V10",3177.7,10.3347562962963
"V3",2231.5,32.7288386084336
"V4",2287,37.1952733122302
"V5",2386,46.4838053363482
"V7",2170.4,31.5601157844705
"V8",2378.6,29.6432579496424
"V9",1967.1,13.7752222222222
"V10",2076.7,23.7669828651685
"V3",2020.8,19.6490218518519
"V4",2040.4,20.3110810526316
"V5",2075.1,19.9492550393388
"V6",1906.3,20.9580656908463
"V7",1828,22.8134008210181
"V8",2158.1,22.1903314029981
"V9",1838.8,11.929337343337
"V10",1932.7,17.2316198155258
"V3",2237.4,18.4912510842911
"V4",2274.6,21.6300600540541
"V5",2332.3,32.8524519230769
"V6",2195.1,15.6914446457678
"V7",2139,32.0367843774319
"V8",2371,25.4674528970945
"V9",2091.9,18.8653329518057
"V10",2154.9,16.9162386521688
"V4",2375.5,24.3063915966387
"V5",2339.4,8.54542703455964
"V7",2240.7,19.6251179944434
"V8",2536.9,21.4892904260672
"V9",2231,19.8549086036619
"V10",2315.3,36.0499096082631
"V3",1866.7,12.1396287338501
"V5",1942,17.1110181307923
"V6",1738.7,18.2967039005156
"V7",1727.6,14.6336811854121
"V8",2029.5,13.55936128648
"V9",1765.2,6.39891512569064
"V10",1870.2,12.6463066485787
"V3",2224.3,56.1175063534204
"V4",2359.8,48.5709153125
"V5",2417.2,44.8814593585896
"V6",2293.3,19.260994407305
"V7",2247.7,24.5305042846936
"V8",2522.5,26.686615232707
"V9",2159.1,9.21011276674272
"V10",2281.2,6.58023307886045
"V3",2336.1,10.2902955438303
"V4",2356.8,2.31298859570662
"V5",2370.7,8.71709905241935
"V6",2289.6,5.48409548379683
"V8",2541.8,7.86053288246269
"V9",2228.1,2.53477785487047
"V10",2252.4,8.86333552932122
"V5",2403.3,14.8696526309922
"V6",2195.3,20.85640625
"V8",2366.1,14.6633603773585
"V9",2121.5,5.076175
"V1",2481.3,20.7808998758792
"V2",2457.8,18.9908648711944
"V3",2461,30.4768289103965
"V4",2472.6,26.1963390161725
"V5",2455.5,7.72570092165899
"V6",2415.7,23.8458613943293
"V7",2268.1,21.4277939883071
"V8",2395.3,16.8024224502158
"V9",2465.2,10.5682453983563
"V10",2298,22.2621771085342
"V3",2006.9,16.0338004057971
"V4",2033.5,17.19272640553
"V5",2165.3,10.9577077643785
"V6",1988.2,19.7601668051948
"V7",1901.7,26.6221038407329
"V8",2215.8,7.70402328403361
"V9",1944.5,5.79084870039683
"V10",2003.4,21.25419
"V3",2540.6,18.8596437966418
"V4",2571.7,14.3058671473751
"V5",2659,27.9207672687225
"V6",2493.9,16.2671844447616
"V7",2472.7,28.7583496378912
"V8",2736.2,15.8036743762288
"V9",2460.4,26.3497402853282
"V10",2518.5,11.2839147402597
"V2",2490,22.2456666666667
"V3",2481.7,4.5002
"V4",2468.6,13.9812
"V6",2422.9,3.5536449704142
"V8",2385.3,45.7648148148148
"V9",2511.8,7.60720425531915
"V10",2344.6,4.96329496402878
"V3",2099.7,0.242568333333333
"V7",1955.1,3.49184689655172
"V8",2055.9,4.15308603603604
"V9",2139.4,7.14435790273556
"V10",1988.4,5.23239205128205
"V2",2278.5,10.1864488690884
"V3",2251.3,8.05887029360967
"V4",2252.3,6.58525594262295
"V5",2192.9,7.2541835
"V6",2202.2,11.6401189495366
"V7",2029.9,12.023496966633
"V8",2174.3,8.26686324786325
"V9",2244.3,5.14472115702479
"V10",2116.2,5.63632355694228
"V3",2170.9,6.93206208791209
"V4",2212.1,5.56028066666667
"V6",2122,20.2219516666667
"V9",2040.5,1.82205132107023
"V10",2089.4,4.42140836038961
"V4",2953.4,23.320234375
"V6",2875.3,30.4065298982188
"V7",2724.3,10.9377011758119
"V8",2881.1,9.00493325905293
"V9",2960,13.4101948529412
"V10",2814.8,14.8612723404255
"V3",2705.8,21.7280201169591
"V4",2724.9,19.2312411764706
"V5",2851,21.9699454716117
"V6",2675.5,6.92480320431472
"V7",2606.1,31.7591005955682
"V8",2893.4,18.1764662386433
"V2",2266.8,12.0100140277778
"V3",2301.8,18.2925725274725
"V4",2248.9,11.0581565217391
"V7",1943.2,5.95753045685279
"V8",2148.4,5.67390371567044
"V9",2232.5,6.78236129970902
"V10",2057.4,11.9554595307918
