"","V1","V2","V3","V4"
"V3",2706.81354679803,14.0422357142857,7326839.57712933,-3.33333333333333
"V2",2563.1,5.65946,6569481.61,-180
"V5",2543.4,0.65759,6468883.56,14
"V6",2481.8,2.27353,6159331.24,-44
"V2",2414.6724137931,6.36971727272727,5830642.86593341,-5.96969696969697
"V3",2403.2,4.6181444015444,5775370.24,21.8918918918919
"V6",2511.86071428571,7.88878359375,6309444.24797194,169.4609375
"V7",2442.2,5.71739545454545,5964340.84,184.030303030303
"V9",2383.3,3.81936547619048,5680118.89,181.16341991342
"V10",2351.0381773399,7.10785886385896,5527380.51130973,62.3545543584721
"V10",2924.3,4.69246746031746,8551530.49,328.972222222222
"V7",2003.85357142857,9.22583838383838,4015429.13572704,199.333333333333
"V8",1964.3,3.34592988505747,3858474.49,69.0919540229885
"V10",2038.2,3.78580818181818,4154259.24,49.2727272727273
"V3",1851.7,8.19155,3428792.89,-314
"V3",1791.76206896552,22.3441303560893,3210411.31178359,NA
"V4",1779.31034482759,16.8965344247788,3165945.30321046,NA
"V7",1851.7,31.1771572141561,3428792.89,NA
"V9",2117.7,3.5697451754386,4484653.29,NA
"V4",2627.3,30.210093770279,6902705.29,NA
"V6",2621.9,11.4994902665688,6874359.61,NA
"V7",2444.3,37.9764396810681,5974602.49,NA
"V8",2509.2,35.2627509151257,6296084.64,NA
"V9",2693.9,10.5061902488756,7257097.21,NA
"V10",2532.5,35.1723423498341,6413556.25,NA
"V3",2008.4,17.5622321428571,4033670.56,NA
"V5",2030.3,14.6612582485,4122118.09,NA
"V7",1830.71206896552,11.4599265548835,3351506.679456,NA
"V8",1827.82142857143,11.2742997785554,3340931.1747449,NA
"V9",2042.2,5.48379396437858,4170580.84,NA
"V10",1793,10.3691901362005,3214849,NA
"V5",2112.74297082228,3.68835010940919,4463682.86075896,-36.1269146608315
"V6",2013,5.49041926308985,4052169,-81.890756302521
"V7",1993.99655172414,5.98849559695174,3976022.24828775,-9.31244707874682
"V9",1815.2,4.01107272727273,3294951.04,2.81818181818182
"V10",1770.3,12.0325053560176,3133962.09,-54.0819155639571
"V2",2085.8,46.3623425925926,4350561.64,-214.768518518519
"V3",2021,16.5105478439425,4084441,-295.408624229979
"V4",2040.25384615385,15.9848777777778,4162635.75674556,-245.014492753623
"V5",2055.4,8.53695833333333,4224669.16,-267.628787878788
"V6",2006.7,16.3187308264463,4026844.89,-264.739944903581
"V7",1934.1,20.2916168171558,3740742.81,-231.500451467269
"V8",1845.8,17.8854371967152,3406977.64,-249.889324374767
"V9",2025.9,9.31191593664935,4104270.81,-244.660727542687
"V10",1960.7,13.7087927088877,3844344.49,-216.12905800958
"V1",2576.8,6.80655078683834,6639898.24,184.904148783977
"V3",2564.3,15.8534669093851,6575634.49,248.538834951456
"V4",2627.5,19.9794589453621,6903756.25,272.487420584498
"V5",2615.9,3.9297010460251,6842932.81,217.064853556485
"V6",2522.67586206897,21.8040424145299,6363893.5050654,242.655982905983
"V7",2476.6,21.7420136116671,6133547.56,211.55275950815
"V8",2404.7,10.2624334329981,5782582.09,268.16852405545
"V9",2612.25862068966,6.93776965620329,6823895.10136742,334.86846038864
"V10",2558.6,34.8454192037471,6546433.96,318.289227166276
"V2",1949.71527093596,8.61495920138889,3801389.63772089,-142.973958333333
"V3",1901,14.732803215859,3613801,-267.735682819383
"V5",1975.3,25.2468341517857,3901810.09,-212.350446428571
"V6",1965.8,22.8602505562061,3864369.64,-286.644906323185
"V7",1834.03333333333,18.062087571116,3363678.26777778,-272.095842450766
"V3",2726.7,10.0670456140351,7434892.89,88.8245614035088
"V9",2650.1,4.79175249343832,7023030.01,268.561679790026
"V10",2570.10038314176,14.479007751938,6605415.97942543,191.051679586563
"V8",1745,4.55699208888889,3045025,NA
"V9",2089.7,5.14166747805521,4366846.09,NA
"V10",1751.8,9.44310134169884,3068803.24,NA
"V3",1684.2,29.8153310714286,2836529.64,NA
"V3",2100,19.1954783272727,4410000,NA
"V3",2112.63103448276,17.7441,4463209.88785969,NA
"V6",2004.4,23.07914,4017619.36,NA
"V10",2077.88620689655,4.89175830917874,4317611.08881094,NA
"V7",1815.2,1.57557108013937,3294951.04,-47.3135888501742
"V8",1730.6,2.61357309941521,2994976.36,-237.245614035088
"V9",1785.2,3.57228125,3186939.04,-139.87890625
"V10",1801.9,2.77948407643312,3246843.61,-35.2547770700637
"V2",1626.9,10.4113149180328,2646803.61,-205.065573770492
"V3",1620.5,11.5402504761905,2626020.25,-263.460317460317
"V4",1642.3,8.58326666666667,2697149.29,-184.222222222222
"V9",1652.9,4.98332507668712,2732078.41,-313.96472392638
"V10",1490.3,14.7395655458314,2220994.09,-345.728696453247
"V3",2033.2,43.470988539823,4133902.24,NA
"V4",1997.5,13.5821785185185,3990006.25,NA
"V5",2089.5,14.515386920078,4366010.25,NA
"V7",1908.6,15.4162597615518,3642753.96,NA
"V8",2126,10.760064768642,4519876,NA
"V9",1939.2,8.3549198191045,3760496.64,NA
"V10",1978.6,13.5011942760281,3914857.96,NA
"V2",2374.4,6.09676346153846,5637775.36,163.972027972028
"V3",2376.5,1.1509,5647752.25,73.3235294117647
"V4",2343.2,6.06069981096408,5490586.24,6.10396975425332
"V5",2333.7,11.5989433333333,5446155.69,-108.333333333333
"V6",2275,9.16274884057971,5175625,127.534782608696
"V7",2205.6,9.18705353592729,4864671.36,10.825617722238
"V8",2271.9,12.2960340182648,5161529.61,62.5048198883815
"V9",2374.2,7.68593648356401,5636825.64,71.9098183391003
"V10",2157.7,3.58673897567222,4655669.29,59.3830985915493
"V3",2543.9,47.8680168421053,6471427.21,NA
"V4",2588.2,52.5193509803922,6698779.24,NA
"V5",2643.1,23.0917564140927,6985977.61,NA
"V6",2446.7,21.578407622739,5986340.89,NA
"V7",2406.3,21.8848136744619,5790279.69,NA
"V8",2708.1,28.0352869521659,7333805.61,NA
"V9",2427.8,14.1963700732391,5894212.84,NA
"V10",2511.3,21.5336343460563,6306627.69,NA
"V2",2018.3,6.74656283783784,4073534.89,72.1351351351351
"V3",2037.2,7.98970166666667,4150183.84,67.3253968253968
"V4",2082.1,8.31158953488372,4335140.41,94.046511627907
"V5",1934.9,4.77672555555556,3743838.01,35.4259259259259
"V6",1941.4,3.38482158054711,3769033.96,74.3075987841945
"V7",1910.1,3.50715876475931,3648482.01,147.558583106267
"V8",2010.8,4.64144238026125,4043316.64,150.076923076923
"V9",2080.1,4.78742733990148,4326816.01,84.3251231527094
"V10",1910.4,6.07064664634146,3649628.16,43.3719512195122
"V3",2173.9,3.07278785714286,4725841.21,NA
"V4",2202,19.0198631666667,4848804,NA
"V1",2518.1,1.66548333333333,6340827.61,478
"V2",2504.5,18.4434221176471,6272520.25,396.764705882353
"V3",2533.7,15.0803233673469,6419635.69,52.8469387755102
"V4",2501.7,18.1826868686869,6258502.89,195.909090909091
"V5",2467.4,4.84707916666667,6088062.76,280.166666666667
"V6",2429.7,20.8540608279271,5903442.09,126.260735248687
"V7",2289.2,31.3813438181396,5240436.64,93.5726049640455
"V8",2448.1,19.5934022031824,5993193.61,95.4903304773562
"V9",2525.5,10.5231805583417,6378150.25,87.5600133734537
"V10",2386.4,22.4621543896573,5694904.96,84.7053517739026
"V2",2461.8,10.4959024324324,6060459.24,212.351351351351
"V3",2454.9,8.37002608695652,6026534.01,172.652173913043
"V4",2461.3,10.6851970588235,6057997.69,192.294117647059
"V5",2375.2,10.87616,5641575.04,-121
"V6",2454.7,7.04388732394366,6025552.09,-111.859154929577
"V7",2294.9,8.99010619047619,5266566.01,-86
"V8",2385.8,12.2902944444444,5692041.64,97.6111111111111
"V9",2484.3,6.95954229508197,6171746.49,79.3770491803279
"V10",2349.7,5.61763953488372,5521090.09,257.186046511628
"V3",2508.3,45.4660231111111,6291568.89,NA
"V7",2399.2,40.7448573808641,5756160.64,NA
"V8",2703,7.65428943298969,7306209,NA
"V9",2336.5,23.7495367271508,5459232.25,NA
"V10",2400.7,27.8405681447964,5763360.49,NA
"V9",1267.5,3.34621428571429,1606556.25,-230
"V1",2142.8,12.1147930147059,4591591.84,-57.8014705882353
"V2",2030.3,15.0445876190476,4122118.09,-18.0761904761905
"V3",2038.5,17.2883741025641,4155482.25,-9.81538461538462
"V4",2049.4,13.2959196829856,4200040.36,-43.044341894061
"V5",2006.9,9.449372,4027647.61,-47.775
"V6",2022,7.21479132093467,4088484,20.6800190748689
"V7",1896,5.51658909883721,3594816,-32.8023255813954
"V8",2037.7,6.76751660516605,4152221.29,0.66789667896679
"V9",2076.3,7.55172373477038,4311021.69,13.3359887535145
"V10",1932.9,20.9751234172143,3736102.41,-50.622695944863
"V1",2717.1,11.2125339608242,7382632.41,253.17323836174
"V2",2735.4,37.1937543478261,7482413.16,409.032608695652
"V3",2705.6,1.12443846153846,7320271.36,93
"V4",2713.6,23.2611386292835,7363624.96,137.244548286604
"V5",2650.2,10.5444833333333,7023560.04,110.833333333333
"V6",2649.3,9.93728576998051,7018790.49,212.395711500975
"V7",2529.3,3.98354969538729,6397358.49,162.119234116623
"V8",2668.5,6.06018871201158,7120892.25,140.834298118669
"V9",2730.2,4.75558882833787,7453992.04,168.230699364214
"V10",2594.7,14.616303648757,6732468.09,290.901363271852
"V8",2009.4,8.11258974358974,4037688.36,-197
"V9",2055,3.20785697674419,4223025,-331.302325581395
"V10",1934.9,5.58181333333333,3743838.01,-161.8
"V2",2283.2,7.60413216080402,5213002.24,-63.9195979899497
"V3",2320.3,15.5311612436732,5383792.09,-12.705712219812
"V4",2318.3,16.2694081588835,5374514.89,-47.1320450885668
"V5",2263.3,9.38537946480512,5122526.89,36.4595695171611
"V6",2267.2,8.99036252638987,5140195.84,23.9904996481351
"V7",2023,19.2861697866287,4092529,-72.7166429587482
"V8",2230.6,8.59083764495986,4975576.36,-1.98706512042819
"V9",2295.5,9.39578330341113,5269320.25,170.091561938959
"V10",2116.4,23.4026191536748,4479148.96,77.054565701559
"V3",2104.8,22.190598220339,4430183.04,NA
"V5",2164.4,19.9749954747899,4684627.36,NA
"V6",2036.2,36.0755284313726,4146110.44,NA
"V7",1998.4,17.6176378627377,3993602.56,NA
"V8",2294.9,21.1876322364937,5266566.01,NA
"V9",1963.9,15.3062836593995,3856903.21,NA
"V10",2099,24.9174642377694,4405801,NA
"V4",2297.7,10.4475789968652,5279425.29,NA
"V9",2176.7,7.56055029838022,4738022.89,NA
"V10",2216.7,16.674365681676,4913758.89,NA
"V6",2597.8,12.5950984210526,6748564.84,NA
"V7",2563.5,11.8915095833333,6571532.25,NA
"V8",2699.3,9.0888138048147,7286220.49,NA
"V9",2640.2,8.12050333543109,6970656.04,NA
"V3",2153.4,2.11371133333333,4637131.56,NA
"V4",2219.7,11.326395,4927068.09,NA
"V5",2261.9,7.28212,5116191.61,NA
"V6",2129.3,18.9902088888889,4533918.49,NA
"V7",2119.8,11.2886543332737,4493552.04,NA
"V8",2334.3,6.80048296296296,5448956.49,NA
"V9",2192.9,4.88200357142857,4808810.41,NA
"V10",2153.2,4.94308473520249,4636270.24,NA
"V1",2848.2,11.079347826087,8112243.24,268.449275362319
"V2",2831.5,6.39054444444444,8017392.25,252.037037037037
"V3",2801.1,4.401375,7846161.21,164
"V4",2871,15.6165263157895,8242641,369
"V5",2841.2,1.99425384615385,8072417.44,134
"V6",2786,12.847186261591,7761796,236.984138604197
"V7",2636,30.0721664150943,6948496,317.204716981132
"V8",2789.5,17.175414581997,7781310.25,181.61620697028
"V9",2883.2,15.7527630743723,8312842.24,177.238275698721
"V10",2762.7,5.04892954784437,7632511.29,165.060988433228
"V3",2057.8,14.4928753407796,4234540.84,NA
"V4",2119,14.9815656960409,4490161,NA
"V5",2150.6,12.495022343245,4625080.36,NA
"V6",2059.3,11.6671193268563,4240716.49,NA
"V7",1970.3,24.0476590114817,3882082.09,NA
"V8",2227.2,11.7957806307833,4960419.84,NA
"V9",1913.7,4.78349798613489,3662247.69,NA
"V10",1992.2,12.8809413763564,3968860.84,NA
"V5",2224.8,40.3401,4949735.04,NA
"V7",2114.1,34.1224271867612,4469418.81,NA
"V8",2363.8,21.6282979166667,5587550.44,NA
"V9",2136.1,20.364400034163,4562923.21,NA
"V10",2122.2,25.274510604929,4503732.84,NA
"V3",2188.6,14.4918213746631,4789969.96,NA
"V4",2194,13.3309666666667,4813636,NA
"V9",2101.5,8.73932296151337,4416302.25,NA
"V10",2148.6,11.1126752783165,4616481.96,NA
"V3",2257.4,20.5786542450142,5095854.76,NA
"V4",2309.1,31.1989263498738,5331942.81,NA
"V5",2359.6,19.6603629898403,5567712.16,NA
"V6",2178.8,19.54577072363,4747169.44,NA
"V7",2145.5,29.4167215163906,4603170.25,NA
"V8",2478.3,18.2982908639878,6141970.89,NA
"V9",2149.5,14.2192500004876,4620350.25,NA
"V10",2282.4,14.3692010489581,5209349.76,NA
"V1",2543.3,8.06112890677398,6468374.89,196.864967583277
"V2",2521,18.655211489899,6355441,79.4356060606061
"V3",2536.2,25.6883814385151,6432310.44,-14.2668213457077
"V4",2540.3,14.5062460530973,6453124.09,104.214159292035
"V5",2477.6,5.61707288135593,6138501.76,299.35593220339
"V6",2449.9,17.5395233921457,6002010.01,42.4974388161639
"V7",2348.2,16.3712163608563,5514043.24,98.6262317363235
"V8",2490.6,14.1507521786891,6203088.36,53.5519956060051
"V9",2544.5,10.0897409628789,6474480.25,87.5814556654239
"V10",2444,15.3189999200799,5973136,88.3698301698302
"V2",3352.2,4.54794065934066,11237244.84,439.384615384615
"V3",3349,2.880725,11215801,370
"V5",3301.6,1.93043855421687,10900562.56,431.855421686747
"V6",3337.9,1.4292724137931,11141576.41,252.344827586207
"V7",3134.3,0.244416,9823836.49,285
"V8",3313.6,3.673525,10979944.96,417
"V9",3410.8,3.90118457446809,11633556.64,338
"V10",3177.7,10.3347562962963,10097777.29,407.703703703704
"V3",2231.5,32.7288386084336,4979592.25,NA
"V4",2287,37.1952733122302,5230369,NA
"V5",2386,46.4838053363482,5692996,NA
"V7",2170.4,31.5601157844705,4710636.16,NA
"V8",2378.6,29.6432579496424,5657737.96,NA
"V9",1967.1,13.7752222222222,3869482.41,NA
"V10",2076.7,23.7669828651685,4312682.89,NA
"V3",2020.8,19.6490218518519,4083632.64,NA
"V4",2040.4,20.3110810526316,4163232.16,NA
"V5",2075.1,19.9492550393388,4306040.01,NA
"V6",1906.3,20.9580656908463,3633979.69,NA
"V7",1828,22.8134008210181,3341584,NA
"V8",2158.1,22.1903314029981,4657395.61,NA
"V9",1838.8,11.929337343337,3381185.44,NA
"V10",1932.7,17.2316198155258,3735329.29,NA
"V3",2237.4,18.4912510842911,5005958.76,NA
"V4",2274.6,21.6300600540541,5173805.16,NA
"V5",2332.3,32.8524519230769,5439623.29,NA
"V6",2195.1,15.6914446457678,4818464.01,NA
"V7",2139,32.0367843774319,4575321,NA
"V8",2371,25.4674528970945,5621641,NA
"V9",2091.9,18.8653329518057,4376045.61,NA
"V10",2154.9,16.9162386521688,4643594.01,NA
"V4",2375.5,24.3063915966387,5643000.25,NA
"V5",2339.4,8.54542703455964,5472792.36,NA
"V7",2240.7,19.6251179944434,5020736.49,NA
"V8",2536.9,21.4892904260672,6435861.61,NA
"V9",2231,19.8549086036619,4977361,NA
"V10",2315.3,36.0499096082631,5360614.09,NA
"V3",1866.7,12.1396287338501,3484568.89,NA
"V5",1942,17.1110181307923,3771364,NA
"V6",1738.7,18.2967039005156,3023077.69,NA
"V7",1727.6,14.6336811854121,2984601.76,NA
"V8",2029.5,13.55936128648,4118870.25,NA
"V9",1765.2,6.39891512569064,3115931.04,NA
"V10",1870.2,12.6463066485787,3497648.04,NA
"V3",2224.3,56.1175063534204,4947510.49,NA
"V4",2359.8,48.5709153125,5568656.04,NA
"V5",2417.2,44.8814593585896,5842855.84,NA
"V6",2293.3,19.260994407305,5259224.89,NA
"V7",2247.7,24.5305042846936,5052155.29,NA
"V8",2522.5,26.686615232707,6363006.25,NA
"V9",2159.1,9.21011276674272,4661712.81,NA
"V10",2281.2,6.58023307886045,5203873.44,NA
"V3",2336.1,10.2902955438303,5457363.21,NA
"V4",2356.8,2.31298859570662,5554506.24,NA
"V5",2370.7,8.71709905241935,5620218.49,NA
"V6",2289.6,5.48409548379683,5242268.16,NA
"V8",2541.8,7.86053288246269,6460747.24,NA
"V9",2228.1,2.53477785487047,4964429.61,NA
"V10",2252.4,8.86333552932122,5073305.76,NA
"V5",2403.3,14.8696526309922,5775850.89,NA
"V6",2195.3,20.85640625,4819342.09,NA
"V8",2366.1,14.6633603773585,5598429.21,NA
"V9",2121.5,5.076175,4500762.25,NA
"V1",2481.3,20.7808998758792,6156849.69,168.274306992139
"V2",2457.8,18.9908648711944,6040780.84,99.2332552693208
"V3",2461,30.4768289103965,6056521,-5.2622541367468
"V4",2472.6,26.1963390161725,6113750.76,31.3495058400719
"V5",2455.5,7.72570092165899,6029480.25,5.71889400921659
"V6",2415.7,23.8458613943293,5835606.49,-21.1161705437319
"V7",2268.1,21.4277939883071,5144277.61,45.3643873919675
"V8",2395.3,16.8024224502158,5737462.09,29.0801090330885
"V9",2465.2,10.5682453983563,6077211.04,27.7889696393398
"V10",2298,22.2621771085342,5280804,-11.0759989989155
"V3",2006.9,16.0338004057971,4027647.61,NA
"V4",2033.5,17.19272640553,4135122.25,NA
"V5",2165.3,10.9577077643785,4688524.09,NA
"V6",1988.2,19.7601668051948,3952939.24,NA
"V7",1901.7,26.6221038407329,3616462.89,NA
"V8",2215.8,7.70402328403361,4909769.64,NA
"V9",1944.5,5.79084870039683,3781080.25,NA
"V10",2003.4,21.25419,4013611.56,NA
"V3",2540.6,18.8596437966418,6454648.36,NA
"V4",2571.7,14.3058671473751,6613640.89,NA
"V5",2659,27.9207672687225,7070281,NA
"V6",2493.9,16.2671844447616,6219537.21,NA
"V7",2472.7,28.7583496378912,6114245.29,NA
"V8",2736.2,15.8036743762288,7486790.44,NA
"V9",2460.4,26.3497402853282,6053568.16,NA
"V10",2518.5,11.2839147402597,6342842.25,NA
"V2",2490,22.2456666666667,6200100,-251
"V3",2481.7,4.5002,6158834.89,-8
"V4",2468.6,13.9812,6093985.96,391
"V6",2422.9,3.5536449704142,5870444.41,205
"V8",2385.3,45.7648148148148,5689656.09,420
"V9",2511.8,7.60720425531915,6309139.24,36.2127659574468
"V10",2344.6,4.96329496402878,5497149.16,157.489208633094
"V3",2099.7,0.242568333333333,4408740.09,-336
"V7",1955.1,3.49184689655172,3822416.01,35.8827586206897
"V8",2055.9,4.15308603603604,4226724.81,-58.4774774774775
"V9",2139.4,7.14435790273556,4577032.36,-21.6018237082067
"V10",1988.4,5.23239205128205,3953734.56,61.3307692307692
"V2",2278.5,10.1864488690884,5191562.25,-125.35915010281
"V3",2251.3,8.05887029360967,5068351.69,-91.2055267702936
"V4",2252.3,6.58525594262295,5072855.29,9.97267759562843
"V5",2192.9,7.2541835,4808810.41,-112.708333333333
"V6",2202.2,11.6401189495366,4849684.84,2.42636457260556
"V7",2029.9,12.023496966633,4120494.01,-48.2654196157735
"V8",2174.3,8.26686324786325,4727580.49,-155.131623931624
"V9",2244.3,5.14472115702479,5036882.49,-126.018181818182
"V10",2116.2,5.63632355694228,4478302.44,-105.363494539782
"V3",2170.9,6.93206208791209,4712806.81,NA
"V4",2212.1,5.56028066666667,4893386.41,NA
"V6",2122,20.2219516666667,4502884,NA
"V9",2040.5,1.82205132107023,4163640.25,NA
"V10",2089.4,4.42140836038961,4365592.36,NA
"V4",2953.4,23.320234375,8722571.56,224.15625
"V6",2875.3,30.4065298982188,8267350.09,192.187659033079
"V7",2724.3,10.9377011758119,7421810.49,150.94960806271
"V8",2881.1,9.00493325905293,8300737.21,213.279108635097
"V9",2960,13.4101948529412,8761600,215.800551470588
"V10",2814.8,14.8612723404255,7923099.04,221.858156028369
"V3",2705.8,21.7280201169591,7321353.64,NA
"V4",2724.9,19.2312411764706,7425080.01,NA
"V5",2851,21.9699454716117,8128201,NA
"V6",2675.5,6.92480320431472,7158300.25,NA
"V7",2606.1,31.7591005955682,6791757.21,NA
"V8",2893.4,18.1764662386433,8371763.56,NA
"V2",2266.8,12.0100140277778,5138382.24,114.472222222222
"V3",2301.8,18.2925725274725,5298283.24,214.835164835165
"V4",2248.9,11.0581565217391,5057551.21,141.260869565217
"V7",1943.2,5.95753045685279,3776026.24,-170.856175972927
"V8",2148.4,5.67390371567044,4615622.56,74.0613893376413
"V9",2232.5,6.78236129970902,4984056.25,87.9369544131911
"V10",2057.4,11.9554595307918,4232894.76,218.859970674487
