"","V1","V2","V3","V4"
"V10",1978.6,16.9509518275539,3914857.96,NA
"V2",2374.4,9.28207883597883,5637775.36,86.6666666666667
"V3",2376.5,0.4411046875,5647752.25,109.1875
"V6",2275,10.2786644474035,5175625,179.288948069241
"V7",2205.6,13.2264664757939,4864671.36,52.9021343050495
"V8",2271.9,4.01980848845867,5161529.61,149.572598659717
"V9",2374.2,11.5307923515982,5636825.64,70.851598173516
"V10",2157.7,2.65928934559221,4655669.29,53.4899945916712
"V5",2643.1,14.4818350653595,6985977.61,NA
"V6",2446.7,42.9805829268293,5986340.89,NA
"V7",2406.3,13.7996057588076,5790279.69,NA
"V8",2708.1,29.104566705361,7333805.61,NA
"V9",2427.8,25.1223231578947,5894212.84,NA
"V10",2511.3,23.9344404238305,6306627.69,NA
"V2",2018.3,4.91391875,4073534.89,179.25
"V4",2082.1,9.46272388059701,4335140.41,112.567164179104
"V5",1934.9,5.7020752631579,3743838.01,82
"V6",1941.4,2.11147346514048,3769033.96,74.8418314255983
"V7",1910.1,4.53530051194539,3648482.01,129.716723549488
"V8",2010.8,4.82079873417721,4043316.64,130.151898734177
"V9",2080.1,3.59286419753086,4326816.01,109.444444444444
"V10",1910.4,0.283627906976744,3649628.16,61
"V3",2533.7,11.9777069047619,6419635.69,136.452380952381
"V4",2501.7,22.1303365079365,6258502.89,54.6825396825397
"V5",2467.4,4.05941176470588,6088062.76,230
"V6",2429.7,23.6876683620344,5903442.09,107.299158990789
"V7",2289.2,36.3887983424106,5240436.64,107.259531139001
"V8",2448.1,22.030364851958,5993193.61,26.432664756447
"V9",2525.5,11.6336536952256,6378150.25,41.2851536952256
"V10",2386.4,17.6300551267916,5694904.96,114.136714443219
"V2",2461.8,11.05413,6060459.24,82.5
"V3",2454.9,5.95982222222222,6026534.01,-3
"V4",2461.3,8.41924545454545,6057997.69,-65.4545454545455
"V5",2375.2,10.87616,5641575.04,-121
"V6",2454.7,7.04388732394366,6025552.09,-111.859154929577
"V7",2294.9,8.99010619047619,5266566.01,-86
"V8",2385.8,20.0902857142857,5692041.64,-45
"V7",2399.2,37.7362036882708,5756160.64,NA
"V9",2336.5,14.5054868556845,5459232.25,NA
"V10",2400.7,30.0296179487179,5763360.49,NA
"V1",2142.8,12.4722190677966,4591591.84,-33.9745762711864
"V2",2030.3,13.8012957142857,4122118.09,-10.7666666666667
"V3",2038.5,16.6842163636364,4155482.25,-26.0636363636364
"V4",2049.4,13.3403724946121,4200040.36,-10.9725215517241
"V5",2006.9,9.68220946745562,4027647.61,-25.7692307692308
"V6",2022,7.89932649253731,4088484,-9.65609452736319
"V7",1896,5.70293993506494,3594816,-63.5194805194805
"V8",2037.7,6.9998101010101,4152221.29,6.59393939393939
"V9",2076.3,7.81870828267477,4311021.69,-5.40273556231003
"V10",1932.9,21.0185846722365,3736102.41,-51.2990038560411
"V1",2717.1,7.19954285714286,7382632.41,173
"V2",2735.4,31.2573,7482413.16,93
"V3",2705.6,1.12443846153846,7320271.36,93
"V4",2713.6,32.7720357142857,7363624.96,107
"V5",2650.2,10.6576956521739,7023560.04,107
"V8",2668.5,0.5491,7120892.25,233
"V3",2320.3,4.81790445859873,5383792.09,-53
"V4",2318.3,15.8725470288625,5374514.89,-39.6451612903226
"V5",2263.3,13.7674005979073,5122526.89,27.1001494768311
"V6",2267.2,13.6756292079208,5140195.84,34.2821782178218
"V7",2023,10.9528530927835,4092529,91.9845360824742
"V8",2230.6,10.6388524513096,4975576.36,66.900604432505
"V9",2295.5,14.5678739352641,5269320.25,164.730834752981
"V10",2116.4,49.4976376237624,4479148.96,29.5940594059406
"V3",2104.8,22.190598220339,4430183.04,NA
"V5",2164.4,23.8832333333333,4684627.36,NA
"V7",1998.4,21.7053845378151,3993602.56,NA
"V8",2294.9,24.9093495891662,5266566.01,NA
"V9",1963.9,12.7233711104537,3856903.21,NA
"V10",2099,23.66612464591,4405801,NA
"V4",2297.7,12.3923689655172,5279425.29,NA
"V9",2176.7,7.56055029838022,4738022.89,NA
"V10",2216.7,9.95820027874564,4913758.89,NA
"V4",2219.7,2.652435,4927068.09,NA
"V6",2786,13.4908070356473,7761796,191.572232645403
"V8",2789.5,21.2240142180095,7781310.25,173.59083728278
"V9",2883.2,10.9326395604396,8312842.24,187.756043956044
"V4",2119,13.72729375,4490161,NA
"V5",2150.6,12.5166666666667,4625080.36,NA
"V6",2059.3,8.02762006369427,4240716.49,NA
"V5",2224.8,40.3401,4949735.04,NA
"V7",2114.1,34.1224271867612,4469418.81,NA
"V8",2363.8,22.125238762215,5587550.44,NA
"V9",2136.1,32.1344809903903,4562923.21,NA
"V10",2122.2,23.1086212792536,4503732.84,NA
"V9",2101.5,8.73932296151337,4416302.25,NA
"V10",2148.6,13.4810993103172,4616481.96,NA
"V3",2257.4,25.5580408786299,5095854.76,NA
"V4",2309.1,28.9957193548387,5331942.81,NA
"V5",2359.6,17.9988486166008,5567712.16,NA
"V6",2178.8,15.2178748882209,4747169.44,NA
"V7",2145.5,34.5138086962058,4603170.25,NA
"V8",2478.3,19.990449639992,6141970.89,NA
"V9",2149.5,16.903402244207,4620350.25,NA
"V10",2282.4,12.8126970554445,5209349.76,NA
"V1",2543.3,7.92059596808064,6468374.89,147.536749265015
"V2",2521,16.9898944444444,6355441,52.5111111111111
"V3",2536.2,24.1521944444444,6432310.44,-34.0757575757576
"V4",2540.3,21.2882227129338,6453124.09,43.5110410094637
"V6",2449.9,20.7519317036761,6002010.01,10.7081545064378
"V7",2348.2,16.9832989561587,5514043.24,72.3774530271399
"V8",2490.6,14.9823884036145,6203088.36,41.7706540447504
"V9",2544.5,10.836455495356,6474480.25,78.1813080495356
"V10",2444,15.8796417543021,5973136,56.1797323135755
"V6",3337.9,0.578127777777778,11141576.41,202
"V3",2231.5,35.3321215702065,4979592.25,NA
"V4",2287,42.3219463169144,5230369,NA
"V5",2386,43.62435303344,5692996,NA
"V7",2170.4,38.9052676467397,4710636.16,NA
"V8",2378.6,32.9225420806428,5657737.96,NA
"V9",1967.1,13.7752222222222,3869482.41,NA
"V10",2076.7,23.7669828651685,4312682.89,NA
"V3",2020.8,18.1344733333333,4083632.64,NA
"V5",2075.1,22.0256143886044,4306040.01,NA
"V7",1828,29.5480145446698,3341584,NA
"V8",2158.1,39.0440814691962,4657395.61,NA
"V9",1838.8,12.5375153863346,3381185.44,NA
"V10",1932.7,17.1206127668384,3735329.29,NA
"V3",2237.4,21.9161817532468,5005958.76,NA
"V4",2274.6,31.8760787234043,5173805.16,NA
"V5",2332.3,56.0005189393939,5439623.29,NA
"V7",2139,27.9862221971577,4575321,NA
"V8",2371,30.5984328644702,5621641,NA
"V10",2154.9,35.3636063386155,4643594.01,NA
"V4",2375.5,22.9841107142857,5643000.25,NA
"V5",2339.4,6.79312704761905,5472792.36,NA
"V7",2240.7,20.0303726708075,5020736.49,NA
"V9",2231,25.7896185755553,4977361,NA
"V10",2315.3,50.7298304114349,5360614.09,NA
"V5",1942,10.9354833333333,3771364,NA
"V8",2029.5,10.0951788905436,4118870.25,NA
"V10",1870.2,11.8190206053932,3497648.04,NA
"V3",2224.3,57.4348148069127,4947510.49,NA
"V4",2359.8,48.2382882882883,5568656.04,NA
"V5",2417.2,47.9328728134353,5842855.84,NA
"V6",2293.3,34.0375024375381,5259224.89,NA
"V7",2247.7,23.8851395056556,5052155.29,NA
"V8",2522.5,26.2333484340734,6363006.25,NA
"V3",2336.1,10.5476810793067,5457363.21,NA
"V4",2356.8,3.65589446808511,5554506.24,NA
"V5",2370.7,8.71709905241935,5620218.49,NA
"V6",2289.6,5.00085019448373,5242268.16,NA
"V8",2541.8,8.12012159304511,6460747.24,NA
"V9",2228.1,2.4758561254569,4964429.61,NA
"V10",2252.4,6.0883289412342,5073305.76,NA
"V5",2403.3,15.772137025641,5775850.89,NA
"V1",2481.3,24.9008044303798,6156849.69,90.5443037974684
"V2",2457.8,21.3002047619048,6040780.84,60.4333333333333
"V3",2461,42.1318908256881,6056521,-51.9724770642202
"V4",2472.6,38.8096333333333,6113750.76,81.6666666666667
"V5",2455.5,2.40841333333333,6029480.25,132
"V6",2415.7,26.4631841956726,5835606.49,-37.5788334901223
"V7",2268.1,20.7468921021141,5144277.61,35.6204627044276
"V8",2395.3,19.1829084359473,5737462.09,0.450745301360984
"V9",2465.2,13.5540788213093,6077211.04,-11.1479169690811
"V10",2298,23.512478691197,5280804,-49.2971588262692
"V4",2033.5,7.05854,4135122.25,NA
"V5",2165.3,11.5957571428571,4688524.09,NA
"V6",1988.2,12.9765783333333,3952939.24,NA
"V8",2215.8,8.90423345755694,4909769.64,NA
"V3",2540.6,22.4285323383085,6454648.36,NA
"V4",2571.7,21.224583372549,6613640.89,NA
"V5",2659,25.5567182219106,7070281,NA
"V6",2493.9,19.1264348543349,6219537.21,NA
"V7",2472.7,31.9893985707847,6114245.29,NA
"V8",2736.2,18.7719654657122,7486790.44,NA
"V9",2460.4,57.7196958362738,6053568.16,NA
"V10",2518.5,16.1226934909242,6342842.25,NA
"V2",2278.5,8.47765071770335,5191562.25,-189.11004784689
"V3",2251.3,8.3398,5068351.69,-158
"V4",2252.3,8.37819,5072855.29,-86.5
"V5",2192.9,5.7323875,4808810.41,-103.175
"V6",2202.2,9.7360447761194,4849684.84,121.238805970149
"V7",2029.9,15.2996304347826,4120494.01,43.304347826087
"V8",2174.3,9.10209210526316,4727580.49,-92.7302631578947
"V9",2244.3,2.95006117647059,5036882.49,27.2117647058823
"V10",2116.2,6.4246096,4478302.44,-19.016
"V3",2170.9,7.60349476190476,4712806.81,NA
"V4",2212.1,5.99395176470588,4893386.41,NA
"V6",2122,22.6550416666667,4502884,NA
"V6",2875.3,43.7908488612836,8267350.09,134.809523809524
"V7",2724.3,9.51547231270358,7421810.49,115.860749185668
"V8",2881.1,0.913742307692308,8300737.21,158
"V9",2960,8.58770877944325,8761600,164
"V10",2814.8,12.6887589158345,7923099.04,171.372325249643
"V5",2851,15.9929442253521,8128201,NA
"V7",2606.1,44.8550612244898,6791757.21,NA
"V8",2893.4,17.0805216049383,8371763.56,NA
"V2",2266.8,5.27865,5138382.24,20
"V7",1943.2,4.6562962962963,3776026.24,-231.333333333333
"V8",2148.4,9.34940425531915,4615622.56,-126.078014184397
"V9",2232.5,4.88536995515695,4984056.25,-30.0044843049327
"V10",2057.4,18.1184228571429,4232894.76,-33.6571428571428
