ao,semestre,cod_lote,edad,id_mesesdecosecha,cent_x,cent_y
2004,2,471890057701,21.6,1,1.0e+06,1690884
2004,2,471890074204,13.6,1,1.0e+06,1685661
2004,2,471890089801,23.8,1,1.0e+06,1685016
2004,2,471890090403,23.6,1,1.0e+06,1684496
2004,2,471890093902,13.6,1,1.0e+06,1678643
2004,2,471890094303,16.5,1,1.0e+06,1675934
2004,2,471890094601,22.5,1,1.0e+06,1678112
2004,2,471890099601,20.6,1,1.0e+06,1678438
2004,2,471890103709,29.7,1,1.0e+06,1677403
2004,1,472880018702,19,1,1.0e+06,1649545
2004,1,472880022501,12.3,1,1.0e+06,1648760
2004,2,472880022705,12.1,1,1.0e+06,1649365
2004,1,472880023103,1.2,1,1.0e+06,1647992
2004,2,472880023601,18.6,1,1.0e+06,1648065
2004,2,472880024101,25.6,1,1.0e+06,1647606
2004,2,472880033301,26.6,1,1.0e+06,1650237
2004,2,472880033405,13.4,1,1.0e+06,1651099
2004,2,472880034402,23.6,1,1.0e+06,1650725
2004,2,472880037503,25.6,1,1.0e+06,1648528
2004,2,472880040901,15.5,1,1.0e+06,1652217
2004,2,472880040902,14.5,1,1.0e+06,1652346
2004,2,472880042702,14.5,1,1.0e+06,1651462
2004,2,472880044601,23.6,1,1.0e+06,1652080
2004,2,472880046702,19.5,1,1.0e+06,1651222
2004,1,520190107702,3.6,3,663665,652715
2004,1,520510054004,14.1,3,662459,652494
2004,1,521100000601,14.5,3,657497,650164
2004,2,521100082002,21.1,3,660558,647368
2004,2,521100101601,16.2,3,666157,644941
2004,1,521100148101,4.4,3,657155,646804
2004,1,521100156503,9.6,3,660074,649951
2004,2,522030012801,4,3,667142,672847
2004,2,522030066801,3,3,669053,676030
2004,2,522030124605,2,3,666640,675624
2004,2,522070012903,3,3,620722,629481
2004,2,522070057001,4.9,3,622994,621599
2004,2,522070072601,9.3,3,624922,622173
2004,1,522070080001,3.9,3,623267,625343
2004,1,522070092603,8.3,3,619888,627754
2004,2,522070145001,16.3,3,622266,629627
2004,2,522070153108,2,3,621847,623817
2004,2,522070153119,6.9,3,622403,623964
2004,1,522070168002,8.1,3,625169,625312
2004,1,522070248202,12.5,3,622085,624778
2004,2,522580016401,3,3,667858,650206
2004,2,522580033001,4.4,3,667636,648864
2004,2,522580042601,1.8,3,668971,648563
2004,2,522600029301,12.8,3,623503,647038
2004,2,522600163701,13.5,3,625925,646474
2004,2,523810054401,12.4,3,624102,637803
2004,2,523810065201,34.3,3,626125,645117
2004,2,523990045501,7.1,3,659158,671879
2004,2,523990055801,14.3,3,656521,669335
2004,2,523990224901,16.6,3,657444,671539
2004,2,523990345106,21.6,3,655785,669277
2004,2,523990413902,5.3,3,657054,668485
2004,1,526780056601,5.4,3,608218,639918
2004,1,526780202701,44.6,3,604907,637539
2004,1,526780246401,2.4,3,605855,636555
2004,1,526830005501,10.5,3,621803,637730
2004,1,526830015901,7.9,3,622297,638275
2004,2,526830033502,4.1,3,620737,634773
2004,2,526830051501,2,3,622611,637872
2004,1,526830094304,11.7,3,621730,637980
2004,2,526830111302,5.9,3,622242,637537
2004,1,526830113204,12.8,3,622582,638354
2004,1,526830127401,3.6,3,621288,638451
2004,1,526830198505,11.4,3,623461,638112
2004,2,526870192601,4.1,3,647905,663698
2004,2,526870293401,5.1,3,654760,668814
2004,1,527860050301,3.6,3,641119,664483
2004,1,527860169002,14.2,3,638859,666618
2004,1,527860259004,13.1,3,642999,665523
2004,1,540030042201,30.1,1,1.1e+06,1399683
2004,1,540030046102,64.3,1,1.1e+06,1398244
2004,1,540030046802,14.5,1,1.1e+06,1399680
2004,2,540510000103,75.3,1,1.1e+06,1343375
2004,2,540510002102,37.9,1,1.1e+06,1343974
2004,1,540510003102,64.9,1,1.1e+06,1344446
2004,2,540510005202,25.6,1,1.1e+06,1343160
2004,2,540510006007,17.7,1,1.1e+06,1343425
2004,1,540510011102,59.7,1,1.1e+06,1340969
2004,1,540510042201,62.8,1,1.1e+06,1338232
2004,1,540510059301,61.7,1,1.1e+06,1337288
2004,2,540510078101,55,1,1.1e+06,1333772
2004,2,540510082001,52.1,1,1.1e+06,1333826
2004,2,540510113304,14,1,1.1e+06,1342264
2004,1,540510125002,61.7,1,1.1e+06,1338051
2004,2,540990003701,68.2,1,1.2e+06,1345383
2004,1,540990006506,39.3,1,1.2e+06,1339498
2004,1,540990007006,1.6,1,1.2e+06,1340934
2004,2,540990008001,36.7,1,1.2e+06,1340356
2004,1,540990008401,4.7,1,1.2e+06,1339990
2004,1,540990008502,41.3,1,1.2e+06,1340256
2004,2,540990008701,42.8,1,1.2e+06,1340570
2004,2,540990031905,17.4,1,1.2e+06,1339416
2004,2,541090031005,13.1,1,1.1e+06,1380760
2004,2,541090040001,4.4,1,1.1e+06,1380343
2004,1,541720037701,28.2,1,1.2e+06,1331237
2004,2,541720053501,44.6,1,1.2e+06,1337332
2004,1,542060047305,1.7,1,1.1e+06,1432962
2004,2,542060053101,11.5,1,1.1e+06,1429805
2004,1,542060118803,13.9,1,1.1e+06,1421409
2004,2,542230001701,55,1,1.1e+06,1335892
2004,2,542230011002,14.3,1,1.1e+06,1333023
2004,2,542230016304,15.6,1,1.1e+06,1332044
2004,2,542230034401,55,1,1.1e+06,1332075
2004,1,542230060201,13.9,1,1.1e+06,1325695
2004,1,542230067701,74.5,1,1.1e+06,1322404
2004,1,542230068902,14.3,1,1.1e+06,1324843
2004,1,542230070502,13.9,1,1.1e+06,1323750
2004,1,542230071601,74.7,1,1.1e+06,1323169
2004,2,542230101501,18.5,1,1.1e+06,1334213
2004,2,542390029401,75.3,1,1.2e+06,1345315
2004,2,542390039702,75.3,1,1.2e+06,1344599
2004,2,542450051003,15.5,1,1.1e+06,1431926
2004,2,542450055207,13.1,1,1.1e+06,1430921
2004,2,542450055302,40.8,1,1.1e+06,1430557
2004,2,542450079403,13.6,1,1.1e+06,1432888
2004,2,542610003401,12.3,1,1.2e+06,1382848
2004,1,542610007502,11.6,1,1.1e+06,1378856
2004,2,542610008305,2.2,1,1.2e+06,1378986
2004,2,542610011402,59.9,1,1.2e+06,1378014
2004,2,542610013101,5.1,1,1.1e+06,1376550
2004,2,542610017501,2,1,1.1e+06,1374185
2004,2,542610021702,12.3,1,1.2e+06,1379636
2004,1,542610023502,2.1,1,1.2e+06,1379878
2004,2,542610032602,34.9,1,1.2e+06,1382499
2004,2,542610034801,15.6,1,1.1e+06,1380313
2004,1,543130008802,15.9,1,1.1e+06,1372915
2004,1,543130010602,44.4,1,1.1e+06,1372351
2004,1,543130061502,21.1,1,1.1e+06,1374304
2004,1,543440009801,34.2,1,1.1e+06,1417707
2004,1,543440011502,49.5,1,1.1e+06,1420219
2004,1,543440020601,11.2,1,1.1e+06,1422652
2004,1,543440084402,16,1,1.1e+06,1420151
2004,1,543470014701,44.6,1,1.2e+06,1327854
2004,1,543470019701,39.4,1,1.2e+06,1327267
2004,2,543770057101,35.8,1,1.2e+06,1299209
2004,2,543770066701,25.5,1,1.2e+06,1300364
2004,2,544050009802,27,1,1.2e+06,1339681
2004,2,544050010204,15.3,1,1.2e+06,1339729
2004,1,544180046103,19.1,1,1.1e+06,1372617
2004,1,545200024601,7.9,1,1.2e+06,1319818
2004,1,545200034803,33.7,1,1.2e+06,1318902
2004,1,545200036201,12.8,1,1.2e+06,1317773
2004,1,545200040702,18.1,1,1.2e+06,1321515
2004,1,545200041102,11.2,1,1.2e+06,1321250
2004,1,545990007301,11.2,1,1.2e+06,1329987
2004,1,545990014010,48.4,1,1.2e+06,1330247
2004,1,545990027301,33.7,1,1.2e+06,1327738
2004,2,545990027501,13.7,1,1.2e+06,1327865
2004,1,546600000201,24.2,1,1.1e+06,1360453
2004,1,546600013201,59.7,1,1.1e+06,1357951
2004,1,546600014201,15.2,1,1.1e+06,1358267
2004,1,546600018004,34.4,1,1.1e+06,1358448
2004,1,546600018203,14.2,1,1.1e+06,1357887
2004,1,546600025801,41.7,1,1.1e+06,1354072
2004,1,546600026901,21.1,1,1.1e+06,1355064
2004,1,546600031201,14,1,1.1e+06,1358839
2004,2,546600050001,52.1,1,1.1e+06,1351964
2004,2,546600050703,49.6,1,1.1e+06,1351769
2004,2,546700014903,11.7,1,1.1e+06,1426198
2004,2,546700017102,15.3,1,1.1e+06,1424171
2004,2,546700021503,2.5,1,1.1e+06,1425194
2004,2,546700122403,1.4,1,1.1e+06,1424418
2004,2,546700153306,13.4,1,1.1e+06,1423112
2004,2,547200073802,4.4,1,1.1e+06,1392370
2004,1,548000063502,5.9,1,1.1e+06,1423815
2004,1,548000074405,29.3,1,1.1e+06,1419936
2004,1,548000108206,14.2,1,1.1e+06,1419394
2004,2,548200029802,9.4,1,1.2e+06,1301423
2004,2,548200048902,24.4,1,1.2e+06,1297909
2004,2,548200138701,24.3,1,1.2e+06,1299020
2004,1,630010009701,54.5,2,814881,990858
2004,2,630010025601,27.6,2,824934,997370
2004,2,630010043001,1.5,2,816157,989753
2004,2,630010052608,2.6,2,813943,983740
2004,1,630010064801,13.9,2,817779,986369
2004,1,630010075603,1.1,4,817835,984259
2004,1,631110001302,23,4,814411,971856
2004,1,631110005605,1.7,4,814961,973232
2004,2,631110015003,2.5,4,817465,976566
2004,2,631110016003,3.2,4,816651,976108
2004,1,631110017402,11.6,4,816002,972849
2004,1,631110018502,41.4,4,816471,972232
2004,2,631300018902,11.1,4,823989,991136
2004,1,631300024804,4.6,4,827049,994446
2004,2,631300051406,2.6,4,815351,980982
2004,1,631300065001,4.2,4,818589,983439
2004,1,631300073005,1.7,4,822593,986737
2004,1,631300073101,3.1,4,822875,986180
2004,2,631300076207,2.6,4,821292,983316
2004,1,631300078201,1.7,4,821811,981790
2004,1,631300084602,3.7,4,823309,985865
2004,2,631300089102,11.2,4,826608,988766
2004,2,631300091703,2,4,825024,987541
2004,2,631300093205,6.7,4,826317,987102
2004,1,631300095702,5.5,4,824906,984915
2004,2,631300110503,3.6,4,823778,990495
2004,2,631300120902,4.6,4,822481,991566
2004,1,631900016211,4,2,817727,997072
2004,1,631900021107,5.8,2,818855,998127
2004,2,631900022309,4.2,2,820417,995772
2004,2,631900081503,5.7,2,820365,999842
2004,2,631900087407,2.2,2,819984,1000684
2004,2,632120001202,4.6,4,819161,979732
2004,2,632120004207,5.2,4,821294,978367
2004,2,632120011501,7.3,4,818264,978138
2004,2,632120018001,15.3,4,819326,976736
2004,2,632120021901,52,4,821269,975340
2004,1,632120023002,51.2,4,820704,979837
2004,2,632720005501,2.6,2,819017,1011638
2004,2,632720009301,29,2,820163,1012278
2004,2,632720037401,5.7,2,819146,1009284
2004,1,632720038702,9.4,2,819119,1010111
2004,1,632720040101,11.7,2,819515,1007784
2004,2,632720045106,2.2,2,816417,1006266
2004,2,632720050001,16.7,2,821234,1010044
2004,1,632720055005,3.7,2,820094,1008768
2004,2,632720070303,11.7,2,819397,1003687
2004,2,632720070603,5.3,2,818174,1003503
2004,1,632720078201,30.2,2,821334,1005754
2004,1,632720101801,13.6,2,821087,1010525
2004,1,632720112805,11.4,2,820147,1006293
2004,2,633020003403,32,4,808544,961930
2004,2,635480029401,2.2,4,811275,972298
2004,1,635480035001,51.7,4,816595,964881
2004,1,635480040607,18.9,4,814251,967290
2004,1,635940020002,3.1,2,810388,1001451
2004,2,635940049201,4.2,2,812237,1002045
2004,2,660010001304,2.6,2,812186,1026854
2004,2,660010054203,2.5,2,812521,1026188
2004,1,660010060914,3.1,2,818201,1025457
2004,1,660010062901,6.3,2,813086,1025996
2004,2,660010080701,6.3,2,822524,1020014
2004,1,660010087501,3.6,2,824333,1020902
2004,2,660010092202,1.5,2,823414,1020317
2004,1,660010092501,10.1,2,825500,1020166
2004,1,660010092901,11.2,2,825297,1020714
2004,2,660010116206,5.7,2,817217,1019090
2004,2,660010117701,4.2,2,818549,1017489
2004,2,660010128403,4.6,2,815763,1019400
2004,1,660010138902,1.8,2,813754,1014771
2004,2,660010144103,4.6,2,813506,1014004
2004,2,660010145801,8.5,2,813018,1013726
2004,1,660010149003,5.1,2,814263,1013923
2004,1,660010206801,10.2,2,823001,1019195
2004,2,660010215501,3.3,2,826037,1019801
2004,1,660010246008,5.8,2,818470,1018189
2004,1,660010248001,1.6,2,813457,1013541
2004,2,660450019304,7.3,2,792584,1060377
2004,1,660450031001,12.9,2,797512,1059981
2004,2,660450040301,16.8,2,791102,1059453
2004,1,660450042201,12.9,2,790619,1058522
2004,2,660450052402,12.3,2,793306,1059301
2004,2,660450055901,2.6,2,792026,1058119
2004,2,660450057901,24.9,2,791296,1057374
2004,1,660450059002,5.6,2,791538,1056523
2004,2,660450060805,10.6,2,790814,1056656
2004,1,660450061004,8.5,2,791224,1056476
2004,1,660450063501,32.2,2,791203,1055036
2004,2,660450064902,4.5,2,793563,1057780
2004,1,660450069003,10.8,2,793256,1055789
2004,1,660450069401,9.2,2,793354,1056254
2004,1,660450072101,5.6,2,791725,1055345
2004,1,660450096701,42.6,2,797089,1057895
2004,2,660450099001,24.9,2,796698,1057665
2004,1,660450165403,7.8,2,795999,1057240
2004,2,660450176602,3.5,2,793499,1051762
2004,1,660880034101,10.8,2,803539,1070534
2004,2,660880034401,4.1,2,804020,1069773
2004,1,660880041801,13.9,2,805186,1071331
2004,1,660880064801,4.9,2,796917,1063566
2004,1,660880069102,14.3,2,796285,1063242
2004,2,660880073501,5.2,2,796218,1063895
2004,2,660880086502,2.1,2,799185,1068843
2004,1,660880089004,4,2,799666,1068614
2004,2,660880095204,10.7,2,801966,1067875
2004,2,660880099601,1.2,2,801331,1065979
2004,2,660880110702,2.6,2,800309,1066096
2004,1,660880117803,2.1,2,798717,1066827
2004,1,660880137401,8.2,2,797304,1062195
2004,1,660880150501,3.6,2,802680,1067582
2004,1,660880160406,4.8,2,804001,1067874
2004,2,660880164903,2.5,2,804284,1066934
2004,1,660880186701,2.4,2,806679,1066521
2004,1,660880187501,4.7,2,806435,1067298
2004,2,660880188302,5.2,2,807427,1066974
2004,2,660880190701,1.9,2,807381,1068547
2004,1,660880197702,4.2,2,805801,1067796
2004,2,660880241702,5.1,2,805059,1071858
2004,1,660880245402,14.3,2,797152,1064181
2004,1,660880251606,6.9,2,801240,1069064
2004,2,660880252802,4.6,2,800734,1068634
2004,1,660880287101,2.2,2,807703,1068142
2004,1,661700002302,44.6,2,821650,1031699
2004,1,664400001301,24.4,2,820926,1033314
2004,2,664400017301,6.7,2,816968,1035578
2004,1,664400034801,4.8,2,817299,1038977
2004,1,664400040002,7.2,2,817257,1035894
2004,2,664400061001,4.6,2,816566,1038898
2004,2,664400063201,9.7,2,816272,1038320
2004,1,664400078704,1.2,2,817409,1042465
2004,1,664400083801,5.2,2,816708,1042936
2004,1,664400090602,1.9,2,815315,1038903
2004,1,664400133601,6,2,815438,1037793
2004,1,664400133902,6.2,2,820833,1034186
2004,2,664400152803,3.5,2,816871,1041660
2004,2,664400153718,3.5,2,816428,1042871
2004,1,664400154802,6.2,2,816890,1043035
2004,2,664560041801,8.6,2,800200,1080551
2004,1,664560042801,5.1,2,800581,1079651
2004,1,664560163801,18.6,2,800552,1083694
2004,2,665940017901,16.7,2,813067,1080071
2004,1,665940019401,33.2,2,813389,1080242
2004,2,665940031201,9.6,2,813784,1082578
2004,1,665940107301,2.7,2,819003,1084869
2004,2,665940392403,8.5,2,818430,1085015
2004,1,665940464701,6.9,2,818643,1082606
2004,1,665940496801,39.5,2,819409,1080896
2004,2,666820011101,6.5,2,819884,1038882
2004,1,666820011705,4,2,818979,1037488
2004,2,666820012009,7.3,2,819775,1037793
2004,2,666820019602,4.5,2,824738,1038647
2004,1,666820022304,3.9,2,825912,1037199
2004,1,666820022501,10.2,2,825035,1035581
2004,1,666820022601,24.4,2,825845,1034809
2004,1,666820024501,5.6,2,823072,1034866
2004,2,666820024701,5.2,2,823890,1033920
2004,2,666820029510,2.6,2,823307,1035693
2004,1,666820029512,6,2,823116,1035531
2004,2,666820031602,5.7,2,825224,1034907
2004,2,666820032602,5.7,2,825019,1037493
2004,2,666820032703,13.8,2,825376,1037491
2004,1,666820033302,4.1,2,825724,1037899
2004,1,666820034905,5.2,2,827012,1037192
2004,2,666820038804,6.3,2,825965,1036540
2004,2,666820040902,14.8,2,826428,1035847
2004,2,666820049006,2.2,2,829447,1032439
2004,2,666820058504,2.2,2,826957,1035058
2004,2,666820065601,10.7,2,830401,1033163
2004,2,666820082701,6.7,2,831204,1033152
2004,1,666820106701,21.4,2,825666,1034364
2004,1,666820113701,13.9,2,823646,1033970
2004,2,666820114701,7.7,2,822348,1033380
2004,1,666820115901,44.7,2,822342,1034521
2004,2,666820120802,6.2,2,820906,1035121
2004,2,666820121802,6.2,2,821346,1035166
2004,2,666820126001,50.3,2,821364,1036053
2004,1,666820134510,5.8,2,827376,1036340
2004,1,666870028901,4.2,2,788569,1056189
2004,2,666870041503,5.6,2,788138,1051436
2004,1,666870057102,5.2,2,791332,1052483
2004,2,666870099301,6.1,2,793195,1048227
2004,2,666870099501,1.9,2,794393,1045933
2004,1,666870102202,3.1,2,794598,1045220
2004,2,666870125403,6.3,2,787527,1050619
2004,2,666870140902,9.4,2,788002,1047844
2004,1,666870145001,5,2,793563,1047382
2004,1,680010003803,4.3,1,1.1e+06,1287319
2004,1,680010031007,2.6,1,1.1e+06,1287516
2004,2,680200005301,39.7,1,1.0e+06,1135230
2004,2,680200015502,14.5,1,1.0e+06,1135738
2004,2,680200098702,11.4,1,1.0e+06,1138497
2004,1,680770018501,12.1,1,1.0e+06,1146467
2004,1,680770021301,17.1,1,1.0e+06,1146778
2004,1,681670013302,17,1,1.1e+06,1190275
2004,1,681670059402,11.9,1,1.1e+06,1171322
2004,2,681670061901,3.5,1,1.1e+06,1174696
2004,1,681670062901,14,1,1.1e+06,1171617
2004,1,681670073804,1.9,1,1.1e+06,1190180
2004,1,681670104702,5.8,1,1.1e+06,1188218
2004,2,681670105501,24.5,1,1.1e+06,1188327
2004,2,681670120701,13.5,1,1.1e+06,1188406
2004,2,681670132206,2.7,1,1.1e+06,1187671
2004,2,681670148604,12.7,1,1.1e+06,1172137
2004,2,682170151101,12.9,1,1.1e+06,1178062
2004,2,682170151901,5.3,1,1.1e+06,1177589
2004,2,682170162401,12.9,1,1.1e+06,1176793
2004,2,682170165303,3.1,1,1.1e+06,1177860
2004,2,682290004403,15.6,1,1.1e+06,1227621
2004,1,682290006002,11.1,1,1.1e+06,1227136
2004,1,682290012401,13,1,1.1e+06,1225967
2004,2,682290029502,2.2,1,1.1e+06,1226118
2004,1,683200008103,4.7,1,1.1e+06,1184115
2004,1,683200009701,19,1,1.1e+06,1183191
2004,1,683200025801,29.1,1,1.1e+06,1181367
2004,1,683270007901,4.4,1,1.1e+06,1159526
2004,1,683270012203,14,1,1.1e+06,1161039
2004,1,683270012901,10.3,1,1.1e+06,1158743
2004,1,683270020601,27.2,1,1.1e+06,1160288
2004,2,683440018801,36.7,1,1.1e+06,1211748
2004,1,683440019702,5.4,1,1.1e+06,1213091
2004,2,683440020401,17.6,1,1.1e+06,1210753
2004,2,683440029203,12.6,1,1.1e+06,1212758
2004,1,683440037901,18.9,1,1.1e+06,1211450
2004,1,683680001101,24.3,1,1.0e+06,1142706
2004,2,684640002405,6.3,1,1.1e+06,1210902
2004,2,684980048003,11.2,1,1.1e+06,1199031
2004,2,684980074102,8.7,1,1.1e+06,1197490
2004,1,685000000901,4.1,1,1.1e+06,1184385
2004,2,685000118704,29.7,1,1.1e+06,1173526
2004,2,685490002501,17.4,1,1.1e+06,1212778
2004,1,685490002604,5.9,1,1.1e+06,1213101
2004,1,685490003101,52.4,1,1.1e+06,1212446
2004,2,685490003205,42,1,1.1e+06,1212325
2004,1,685490005413,15.1,1,1.1e+06,1213020
2004,1,685720125701,5,1,1.0e+06,1144093
2004,2,685720227002,12.5,1,1.0e+06,1140139
2004,1,686150063201,15.1,1,1.1e+06,1299746
2004,1,686150162402,3.2,1,1.1e+06,1305696
2004,2,686790068701,34.8,1,1.1e+06,1211765
2004,1,686890015801,12.9,1,1.1e+06,1258048
2004,2,686890017701,12.2,1,1.1e+06,1258716
2004,2,686890023304,24.9,1,1.1e+06,1258350
2004,2,686890032403,12.3,1,1.1e+06,1251549
2004,1,686890073002,24.2,1,1.1e+06,1253457
2004,1,686890073901,24.2,1,1.1e+06,1253285
2004,2,686890089209,10.8,1,1.1e+06,1257256
2004,2,686890090303,20.7,1,1.1e+06,1257300
2004,2,686890148601,14.6,1,1.1e+06,1252059
2004,2,686890149501,40.8,1,1.1e+06,1251168
2004,2,686890152901,30.9,1,1.1e+06,1251861
2004,2,686890178802,15.6,1,1.1e+06,1237251
2004,1,686890179201,4.2,1,1.1e+06,1237782
2004,1,686890181003,11.9,1,1.1e+06,1238819
2004,2,686890181101,41.9,1,1.1e+06,1238736
2004,1,686890186002,5.3,1,1.1e+06,1237741
2004,2,687550024801,2.9,1,1.1e+06,1202396
2004,1,687550033702,11.9,1,1.1e+06,1203193
2004,2,687550035902,5.4,1,1.1e+06,1202282
2004,2,687550089201,2.7,1,1.1e+06,1201896
2004,2,688200020601,5.8,1,1.1e+06,1285778
2004,2,688550004501,12.3,1,1.1e+06,1201212
2004,2,688550005904,12.4,1,1.1e+06,1201725
2004,1,688950025301,25,1,1.1e+06,1238521
2004,1,688950025401,14.5,1,1.1e+06,1238784
2004,2,730010030902,4.1,2,889741,991878
2004,2,730010031308,3,2,885124,989709
2004,2,730010035203,15.6,2,886328,990862
2004,1,730010050101,29,2,890000,996101
2004,2,730010087101,11.5,2,862211,980387
2004,1,730010108901,10.3,2,869517,986994
2004,1,730010121902,4.4,2,869452,985126
2004,1,730010125302,24.2,2,869264,985631
2004,1,730010127307,2.7,2,866455,983379
2004,2,730010154401,14.5,2,866527,982544
2004,1,730010170101,11.8,2,868102,980158
2004,1,730010175201,34.2,2,870561,985708
2004,2,730010223802,4.6,2,879553,987127
2004,2,730010225901,13.2,2,880853,989026
2004,2,730010230401,24.8,2,881125,987966
2004,2,730010252901,24.1,2,860037,979856
2004,2,730010256502,5.2,2,861757,979663
2004,2,730010307901,1.9,2,866981,976597
2004,2,730010316503,10.8,2,865807,974423
2004,2,730010316901,2.7,2,865693,975462
2004,2,730010318202,4.1,2,867005,975225
2004,1,730010353902,5.5,2,890658,992033
2004,2,730010353909,4.2,2,890834,992024
2004,2,730010354401,13.5,2,889548,991172
2004,1,730010362402,11.8,2,890171,992343
2004,1,730010372702,13,2,867565,986274
2004,1,730240002001,50.4,3,907227,871728
2004,2,730240002302,48,3,907039,872642
2004,2,730240002401,34.5,3,907494,871560
2004,2,730240003501,8.2,3,907436,870789
2004,1,730240004104,33.9,3,907637,871241
2004,1,730240005604,44.3,3,907508,872593
2004,2,730240022502,68.8,3,912057,874480
2004,2,730240030503,12.3,3,913209,874569
2004,2,730240063802,48.2,3,906824,871654
2004,1,730240064101,47.7,3,907109,871625
2004,2,730240117501,42.4,3,912116,875410
2004,1,730260049101,29.2,2,892248,995556
2004,1,730260054002,4.1,2,893873,999805
2004,2,730430030702,8.2,2,888634,1001631
2004,2,730430053501,5.2,2,889791,1000657
2004,2,730430070101,29.7,2,892495,1002362
2004,2,730430115101,2.1,2,887419,999366
2004,2,730430116002,12.6,2,888267,999565
2004,2,730430117902,13.9,2,887892,998040
2004,2,730430122202,11.9,2,890043,999025
2004,2,730670025405,13.5,4,818106,861188
2004,1,730670026601,24.2,4,818583,861643
2004,2,730670028705,12.6,4,818019,861479
2004,1,730670037601,15.1,4,818386,860372
2004,1,730670075403,34.4,4,824588,861362
2004,2,730670112802,35,4,832869,866767
2004,2,730670113201,13.7,4,832405,865057
2004,2,730670121301,4.2,4,833635,863932
2004,2,730670138401,2.1,4,832819,864987
2004,2,730670142903,26.2,4,832731,862793
2004,2,730670146305,2.9,4,832742,862133
2004,2,730670153905,6.8,4,833637,862138
2004,2,730670165501,59.7,4,830541,862948
2004,2,730670168304,3.2,4,830617,860473
2004,1,730670181601,11.3,4,824964,860720
2004,1,730670205601,38,4,826556,858554
2004,1,730670208604,39.9,4,826650,859273
2004,2,730670232701,15.6,4,834274,853053
2004,2,730670236906,3.2,4,832900,854453
2004,2,730670244001,7,4,835548,854871
2004,1,730670308103,10.7,4,840050,867632
2004,1,730670310701,2.8,4,842330,868051
2004,2,730670408802,3.2,4,831193,862668
2004,2,730670411106,5.2,4,831797,860659
2004,2,730670413901,25.8,4,831200,858801
2004,2,730670422601,39.4,4,830526,861849
2004,2,730670443708,3.2,4,833867,855389
2004,2,731520003502,12.9,2,883415,1053954
2004,1,731520018001,11.1,2,885934,1054621
2004,2,731520027702,3,2,888050,1055603
2004,2,731520031901,10.8,2,889111,1053503
2004,2,731520040601,10.8,2,889696,1056401
2004,1,731520063401,8.5,2,887996,1057491
2004,1,731520064801,24.2,2,891971,1056094
2004,1,731520065402,7,2,891483,1056532
2004,1,731520067003,10.3,2,891993,1057316
2004,1,731520077702,10.5,2,884451,1054475
2004,2,731520088504,4.1,2,887348,1050617
2004,1,731520090001,3.6,2,885146,1054794
2004,2,731520094101,6.2,2,884455,1052017
2004,1,731520099702,21.3,2,887778,1056476
2004,2,731680085102,2.9,4,837954,914138
2004,2,731680088110,6,4,836797,912333
2004,2,731680114704,28.6,2,848803,912100
2004,2,731680126603,2.8,2,849362,913736
2004,1,731680192901,39.4,4,827476,903661
2004,2,731680228301,2.7,4,832926,909741
2004,1,731680254001,3.8,4,829788,898842
2004,1,731680257901,64.6,4,830347,897268
2004,1,731680298601,12.3,4,829303,889310
2004,1,731680307304,44.5,4,831212,889971
2004,2,731680335101,55.1,4,841979,886541
2004,2,731680380202,35,4,837701,914674
2004,1,731680411402,18.2,4,828610,903489
2004,2,731680423102,22.2,4,834381,909390
2004,1,732260039602,11.2,4,941989,938701
2004,1,732260049301,10.7,4,943643,934784
2004,1,732260058903,3.4,4,943222,932822
2004,2,732260103901,35.8,4,928603,918096
2004,2,732260107003,35.8,4,929482,916882
2004,2,732260112001,34.8,4,929360,914482
2004,1,732260113103,44.5,4,929908,914500
2004,2,732260119901,4.1,4,929967,913387
2004,1,732260119902,44.5,4,929723,913537
2004,2,732260120604,44.9,4,929031,913520
2004,1,732260124901,6.2,4,944470,931602
2004,1,732360013601,23.7,4,916092,891170
2004,2,732360016801,44.6,4,916591,889763
2004,2,732360026901,48.6,4,922102,893782
2004,2,732360033601,3.9,4,923066,893004
2004,1,732360055901,44.1,4,916403,889599
2004,1,732360072201,44.3,4,918008,889332
2004,2,732360131201,24.1,4,917507,890182
2004,1,732360138303,53.4,4,921653,894025
2004,2,732360146608,3.1,4,923154,893680
2004,2,732360149102,3.6,4,922620,892750
2004,1,732360213501,27.7,4,918185,890783
2004,1,732700191202,5.6,2,897313,1046775
2004,2,732830006402,24.8,2,891183,1072166
2004,2,732830022001,4.6,2,893445,1073404
2004,2,732830022601,1.5,2,894299,1073121
2004,2,732830023002,8.5,2,894525,1073575
2004,2,732830027501,4.6,2,895433,1076246
2004,2,732830028301,3.5,2,896175,1075463
2004,1,732830084203,15.1,2,888779,1065879
2004,1,732830091202,6.4,2,888612,1061992
2004,1,732830111304,13,2,889503,1062424
2004,2,732830112405,3.7,2,890886,1061840
2004,1,732830122104,3.6,2,893136,1066663
2004,1,732830124501,2.7,2,892595,1068332
2004,1,732830129802,10.3,2,893357,1067629
2004,1,732830162702,8.7,2,896612,1070689
2004,1,732830170901,12.8,2,895581,1072570
2004,1,732830201105,5.8,2,890362,1063043
2004,2,732830208703,6.7,2,896796,1066060
2004,2,732830216308,13.2,2,892208,1060605
2004,2,732830224509,4.4,2,896021,1063107
2004,2,732830227315,1.9,2,895229,1061116
2004,2,732830243601,1.5,2,898571,1064307
2004,1,732830263801,5.8,2,884623,1058426
