"","cod_lote","ao","semestre","cosecha","sta_num","heat_index","distance","elev_diff"
"1549","631900016212","2002","2","1","28025070","4112.30888888889","10068.1167779227","329"
"1550","631900016216","2002","1","2","28025070","3799.36","9733.05658411883","386"
"1551","631900025304","2002","2","1","28025070","4112.30888888889","9747.4666771375","386"
"1552","631900025908","2002","2","1","28025070","4112.30888888889","10863.3292665116","468"
"1553","631900059506","2002","1","2","28025070","3799.36","9763.72261675374","386"
"1554","631900103604","2002","1","2","28025070","3799.36","9242.14903320697","509"
"1555","632120006301","2002","2","1","28025070","4112.30888888889","9348.40901431947","492"
"1556","632720035505","2002","2","1","28025070","4112.30888888889","9444.9989544411","559"
"1557","632720036505","2002","1","2","28025070","3799.36","9248.54472936617","509"
"1558","632720059605","2002","2","1","28025070","4112.30888888889","9207.2334761596","356"
"1559","632720060102","2002","1","2","28025070","3799.36","9267.63200618682","509"
"1560","632720060903","2002","2","1","28025070","4112.30888888889","9290.13958642043","640"
"1561","632720074402","2002","2","1","28025070","4112.30888888889","9276.75753994717","640"
"1562","632720088601","2002","1","2","28025070","3799.36","9233.5734101793","640"
"1563","632720094003","2002","1","2","28025080",".","29648.8921840673","."
"1564","633020009202","2002","1","2","29065020","3596.54551724138","51156.050930175","94"
"1565","633020013401","2002","1","2","29065020","3596.54551724138","55363.6401869668","86"
"1566","633020015803","2002","2","1","29065020","3681.95571428571","48960.8355972283","110"
"1567","633020019901","2002","1","2","16055080",".","6563.35121264931","142"
"1568","633020030109","2002","1","2","16055080",".","6808.72258481373","-201"
"1569","633020053902","2002","2","1","16055080",".","6759.1307686121","-201"
"1570","635480012001","2002","2","1","28025080",".","15424.8004225441","1044"
"1571","635480017207","2002","1","2","28025080",".","13822.8352043233","663"
"1572","635480017903","2002","1","2","28025080",".","14805.7894742418","1044"
"1573","635480021107","2002","2","1","28025080",".","14674.1208676591","854"
"1574","635480021402","2002","2","1","23065060",".","9183.72444702804","-667"
"1575","635480031603","2002","2","1","23065060",".","9677.44771746197","-679"
"1576","635480032604","2002","1","2","23065060",".","10186.7844597584","-752"
"1577","635940017408","2002","1","2","33","2352.8","3474.69824381183","-290"
"1578","635940023201","2002","2","1","33","2431","2567.78520944132","-134"
"1579","635940025902","2002","1","2","33","2352.8","2807.75926720331","-134"
"1580","635940076301","2002","1","2","33","2352.8","5372.75503849397","-417"
"1581","660010003901","2002","1","2","33","2352.8","1532.83482961422","67"
"1582","660010011403","2002","2","1","33","2431","3732.13714157637","-290"
"1583","660010056101","2002","1","2","33","2352.8","2038.47335713537","-34"
"1584","660010060915","2002","2","1","23035020","4125.96","12529.261417781","881"
"1585","660010072201","2002","2","1","23065060",".","18604.2312378684","-704"
"1586","660010101304","2002","1","2","23065200",".","17267.5951163141","198"
"1587","660010116601","2002","2","1","23065060",".","15085.3552268182","-435"
"1588","660010120904","2002","2","1","21205660",".","7808.73551549939","196"
"1589","660010168619","2002","1","2","21205660",".","9285.56895409155","510"
"1590","660010211003","2002","1","2","21205660",".","5928.7637721627","98"
"1591","660010219501","2002","1","2","21205660",".","10459.0756827543","313"
"1592","660010248309","2002","2","1","21205660",".","11716.1409168787","254"
"1593","660010256601","2002","1","2","21205660",".","11193.0845315968","401"
"1594","660450126901","2002","2","1","41","2310.9","2170.10516706203","86"
"1595","660750000501","2002","1","2","41","2273.4","1044.31945365951","133"
"1596","660750056301","2002","1","2","41","2273.4","2275.50719455836","86"
"1597","660750056701","2002","1","2","41","2273.4","6937.11370839858","-67"
"1598","661700001801","2002","1","2","41","2273.4","6819.54415214062","-138"
"1599","661700001901","2002","2","1","21195120","2056.12","2865.8028852544","71"
"1600","661700003301","2002","1","2","21195120","2041.2","1809.66188846478","4"
"1601","661700015301","2002","1","2","21195070","1353.11142857143","5842.84231617182","-392"
"1602","663180013901","2002","1","2","21195070","1353.11142857143","6343.47782103471","-435"
"1603","663180042403","2002","2","1","23065200",".","6992.13564202361","641"
"1604","663180049702","2002","2","1","23065200",".","6504.60734224603","599"
"1605","663180064204","2002","1","2","23065060",".","9054.05673690919","-815"
"1606","663180123501","2002","2","1","33","2431","5584.40910381817","285"
"1607","663180124005","2002","2","1","33","2431","4224.9150545615","130"
"1608","663830084704","2002","1","2","33","2352.8","3747.13116473154","-233"
"1609","663830127702","2002","2","1","33","2431","6479.78825606734","-5"
"1610","664400000601","2002","2","1","33","2431","7098.06500768065","-135"
"1611","664400000605","2002","2","1","33","2431","9432.43999106481","-211"
"1612","664400013501","2002","2","1","33","2431","7420.65364856994","226"
"1613","664400017104","2002","1","2","34","2414.4","14910.241893813","349"
"1614","664400035001","2002","2","1","41","2310.9","12220.3148115553","-13"
"1615","664400038101","2002","1","2","41","2273.4","15029.3747459195","84"
"1616","664400043107","2002","1","2","23065100",".","8702.98139724761","-1088"
"1617","664400066404","2002","1","2","23065100",".","9384.49350170652","-1114"
"1618","664400078601","2002","2","1","23065100","788.782012125805","9091.18831915652","-1177"
"1619","664400078701","2002","2","1","23065100","788.782012125805","5771.84734645861","-662"
"1620","664400109106","2002","1","2","23065100",".","8069.44772321706","-848"
"1621","664400123202","2002","1","2","21","2100","10208.8186267814","-483"
"1622","664400136801","2002","2","1","21","2208.7","10411.5101944701","-483"
"1623","664400141806","2002","1","2","21","2100","12260.3853494411","-622"
"1624","664400141809","2002","2","1","21","2208.7","11233.0667110949","-448"
"1625","664400146406","2002","2","1","21195060","2900.94","12087.3077705203","699"
"1626","664400155104","2002","2","1","21195060","2900.94","9075.60580253623","654"
"1627","665940005401","2002","2","1","41","2310.9","15268.3119077938","-129"
"1628","665940036502","2002","1","2","33","2352.8","16182.5583934074","-204"
"1629","665940064501","2002","1","2","33","2352.8","15183.3195871998","1"
"1630","665940108301","2002","1","2","33","2352.8","13129.3411506606","420"
"1631","665940124401","2002","1","2","21205660",".","10776.1088869316","274"
"1632","665940149605","2002","2","1","41","2310.9","18017.7884359154","524"
"1633","665940203102","2002","1","2","41","2273.4","14466.7503586107","147"
"1634","665940291102","2002","1","2","41","2273.4","15798.6722847764","342"
"1635","665940620801","2002","2","1","23065060",".","15938.1496836216","-568"
"1636","665940627001","2002","1","2","33","2352.8","17543.3503396348","-284"
"1637","666820008006","2002","1","2","23065100",".","11908.5089076089","-1101"
"1638","666820012001","2002","1","2","21195120","2041.2","2375.53168623874","451"
"1639","666820012006","2002","2","1","21","2208.7","918.251668230156","-23"
"1640","666820022301","2002","2","1","23065120","1579.62","17713.449776256","-764"
"1641","666820023404","2002","2","1","23065120","1579.62","15062.4988248058","-549"
"1642","666820024401","2002","2","1","21206280",".","6327.92584065929","-852"
"1643","666820027004","2002","2","1","21205660",".","10192.1863058188","329"
"1644","666820028906","2002","2","1","23065060",".","12127.1874470997","-640"
"1645","666820034302","2002","2","1","23065060",".","13228.2887062998","-368"
"1646","666820034904","2002","2","1","23065060",".","11236.7208065137","-534"
"1647","666820048708","2002","2","1","21195120","2056.12","12543.6567254071","-215"
"1648","666820051002","2002","1","2","21195120","2041.2","9942.17068696107","-195"
"1649","666820060407","2002","1","2","21195120","2041.2","7744.90291797713","274"
"1650","666820069704","2002","1","2","21","2100","7813.33210227406","232"
"1651","666820070408","2002","1","2","21","2100","6417.74768088486","219"
"1652","666820072806","2002","1","2","21","2100","6906.65798766205","-353"
"1653","666820113405","2002","2","1","21","2208.7","7193.3341453457","-381"
"1654","666820115301","2002","2","1","21","2208.7","10432.7524830238","-654"
"1655","666820136003","2002","2","1","23065110",".","2028.08031935191","-468"
"1656","666820140302","2002","1","2","23065110",".","3822.50996606964","-287"
"1657","680010001301","2002","2","2","23065110",".","4520.11814755599","-37"
"1658","680010004104","2002","1","1","21135050",".","6075.55329320784","-27"
"1659","680010004703","2002","2","2","21135050","1811.6","9663.11689192365","89"
"1660","680010006901","2002","2","2","21135050","1811.6","4555.3804148326","-38"
"1661","680010008203","2002","2","2","21135050","1811.6","4071.07125731144","-81"
"1662","680010010401","2002","1","1","21035040","2771.71428571429","13663.0002458182","355"
"1663","680770021502","2002","2","2","21035040","2685.82","15637.6716221579","555"
"1664","680770030701","2002","2","2","21015020","2013.33448275862","15034.5662985464","267"
"1665","680770031203","2002","1","1","21015020","2155.45310344828","13145.8287843505","458"
"1666","680770042202","2002","2","2","22055020","3673.42","16594.3051858023","730"
"1667","680770071701","2002","1","1","22055020","3533.86","15439.4700955874","753"
"1668","680770075405","2002","1","1","21105030","2736.96","12790.8751225686","369"
"1669","681670021401","2002","1","1","21105030","2736.96","2180.05084149552","8"
"1670","681670074601","2002","2","2","21105030","2808","2737.7845742152","217"
"1671","681670083105","2002","2","2","21105030","2808","6118.70673886506","654"
"1672","681670084001","2002","2","2","21105030","2808","3735.06185829297","180"
"1673","682350001801","2002","1","1","21105030","2736.96","13078.278189967","598"
"1674","682960009801","2002","1","1","21065040","2147.68692118227","14371.1746373552","23"
"1675","682960033303","2002","1","1","21065040","2147.68692118227","8394.45922264078","216"
"1676","682960034402","2002","1","1","21065040","2147.68692118227","3680.8314584076","204"
"1677","683200009601","2002","2","2","21065040","2110.57888594164","3143.11638529373","170"
"1678","683200022701","2002","1","1","21065040","2147.68692118227","1731.42924071439","70"
"1679","683200051203","2002","1","1","21065040","2147.68692118227","9614.26139560846","470"
"1680","683200058201","2002","1","1","21025030","2225.34275862069","16170.3880228218","537"
"1681","683200058303","2002","2","2","21025030","2194.7","7441.87454344581","65"
"1682","683200095301","2002","2","2","21025030","2194.7","15173.1886515645","-206"
"1683","683240007801","2002","2","2","21065040","2110.57888594164","7355.70140907931","324"
"1684","683240013101","2002","1","1","21025030","2225.34275862069","7133.49184544038","-77"
"1685","683240117001","2002","2","2","21065040","2110.57888594164","8172.8836920926","375"
"1686","683270011401","2002","2","2","21105050","3606.22","14453.3180119006","940"
"1687","683270013101","2002","2","2","21065040","2110.57888594164","890.293208765406","52"
"1688","683270014601","2002","1","1","21025030","2225.34275862069","10424.2867521983","226"
"1689","683270023601","2002","1","1","21035020",".","4732.73811031356","-828"
"1690","683680000302","2002","1","1","21035020",".","3153.6383785093","-429"
"1691","683680001701","2002","1","1","21035020",".","1907.87083563001","-457"
"1692","683680003101","2002","2","2","21025030","2194.7","8847.30361388299","345"
"1693","683680003503","2002","1","1","21105050","3549.4","12324.0573852409","718"
"1694","683680038301","2002","2","2","21085040",".","6390.06115884452","38"
"1695","684640052901","2002","1","1","21085040",".","6949.63544356368","-207"
"1696","684980056001","2002","1","1","21015020","2155.45310344828","13094.4760519914","422"
"1697","685330026007","2002","1","1","21015030","1814.3","13473.1930480295","-16"
"1698","685490001102","2002","2","2","21055020",".","3002.48781091734","516"
"1699","685490008206","2002","2","2","21055020",".","2279.43612631052","234"
"1700","685490014201","2002","1","1","21055020",".","4765.93436156866","516"
"1701","685490019202","2002","1","1","21055020",".","2767.01453413242","241"
"1702","685490026507","2002","1","1","21055030","1173.42444444444","8076.73848955766","-323"
"1703","685720002202","2002","2","2","21055030","1155.31793103448","7937.18273124928","13"
"1704","685720107701","2002","2","2","21055030","1155.31793103448","6327.84745698542","-245"
"1705","685720121001","2002","1","1","21055030","1173.42444444444","14419.1059447709","-393"
"1706","685720139602","2002","1","1","21055030","1173.42444444444","11846.9784414648","-74"
"1707","685720176102","2002","2","2","21055030","1155.31793103448","7754.06289439932","-323"
"1708","686150032602","2002","2","2","21025020",".","18418.7172939337","-299"
"1709","686730032401","2002","2","2","21055020",".","9121.27404878855","412"
"1710","686890075901","2002","2","2","21055020",".","12435.6481172084","451"
"1711","686890178502","2002","2","2","21125010",".","7500.59024743271","438"
"1712","686890179301","2002","2","2","21125010",".","6363.66147014661","560"
"1713","686890182607","2002","2","2","21125010",".","7288.66622380029","551"
"1714","686890196603","2002","2","2","21015020","2013.33448275862","8788.26211538222","176"
"1715","687550036701","2002","2","2","21015020","2013.33448275862","11050.0674600199","303"
"1716","687550044602","2002","2","2","21015020","2013.33448275862","10601.652268968","400"
"1717","687550081006","2002","2","2","21015020","2013.33448275862","9762.51100964537","391"
"1718","687700024301","2002","1","1","21015020","2155.45310344828","11971.3889094016","436"
"1719","687700025601","2002","1","1","21055020",".","16268.4357238119","687"
"1720","687700030008","2002","1","1","21055020",".","17342.1440409897","864"
"1721","687700075401","2002","1","1","21055020",".","10249.9082805129","648"
"1722","687700108601","2002","1","1","21015020","2155.45310344828","15720.0797776001","-227"
"1723","687700119002","2002","1","1","21015020","2155.45310344828","14455.2051215547","173"
"1724","687700123604","2002","1","1","21015020","2155.45310344828","4320.72179735476","9"
"1725","687700146803","2002","1","1","21015020","2155.45310344828","5676.17152257526","314"
"1726","687700155205","2002","1","1","21015020","2155.45310344828","5350.28477797556","179"
"1727","688550037301","2002","2","2","21015020","2013.33448275862","5102.02240651431","141"
"1728","688550038002","2002","1","1","21015020","2155.45310344828","6010.67150036991","174"
"1729","688550038601","2002","2","2","21015020","2013.33448275862","6283.90087612733","229"
"1730","688550077101","2002","1","1","21015020","2155.45310344828","7712.41664602863","167"
"1731","688610015001","2002","1","1","21015020","2155.45310344828","13840.8697095091","475"
"1732","688610031401","2002","1","1","21015020","2155.45310344828","11195.2136824753","492"
"1733","688610031605","2002","2","2","21015020","2013.33448275862","9109.17699458278","450"
"1734","688610057401","2002","2","2","21015020","2013.33448275862","8184.81095095487","254"
"1735","688950023603","2002","1","1","21105040","3371.8","11462.6375453479","365"
"1736","688950023620","2002","1","1","21105040","3371.8","11255.4388272147","499"
"1737","688950024301","2002","2","2","21105040","3316.21071428571","9881.52842790958","666"
"1738","688950026101","2002","1","1","21105040","3371.8","16228.6588260851","1214"
"1739","730010104201","2002","2","1","21105040","3316.21071428571","11884.677090586","1148"
"1740","730010116701","2002","2","1","21105040","3316.21071428571","10516.2745985545","1061"
"1741","730010124402","2002","2","1","21105040","3316.21071428571","10982.4848254411","635"
"1742","730010132601","2002","2","1","21125010",".","243.464069861456","72"
"1743","730010140102","2002","1","2","21025020",".","18658.0291021309","584"
"1744","730010163401","2002","2","1","21025020",".","16099.177852215","12"
"1745","730010164903","2002","2","1","21025020",".","10008.669977374","-227"
"1746","730010175702","2002","1","2","21025020",".","16513.3441271185","-205"
"1747","730010179001","2002","1","2","21025020",".","13766.2396448385","-380"
"1748","730010183502","2002","1","2","21115070",".","4492.73976345405","138"
"1749","730010273301","2002","1","2","21115070",".","5245.2780380767","165"
"1750","730010296502","2002","1","2","21115100","2588.79379310345","5000.28724941211","464"
"1751","730010319301","2002","2","1","21115100",".","4594.18853577951","393"
"1752","730010329403","2002","2","1","21115070",".","6660.31500688931","146"
"1753","730010332701","2002","1","2","21115100","2588.79379310345","3324.92498953281","186"
"1754","730010333301","2002","2","1","21115100",".","5725.65321622812","451"
"1755","730010370907","2002","1","2","21115070",".","4382.44836692572","106"
"1756","730010371201","2002","1","2","21085030",".","4114.43107758551","723"
"1757","730010374601","2002","2","1","21085030",".","3951.85527131032","874"
"1758","730010393102","2002","2","1","21085030",".","5483.37507696779","885"
"1759","730260000901","2002","2","1","21035040","2685.82","12872.5482380953","214"
"1760","730260021701","2002","1","2","21035040","2771.71428571429","17184.0978338298","334"
"1761","730260032402","2002","2","1","21035040","2685.82","12863.9965488837","163"
"1762","730260036702","2002","2","1","21035040","2685.82","11234.8299839955","642"
"1763","730260037501","2002","1","2","15045010",".","30415.1078258255","929"
"1764","730260039101","2002","2","1","15085030",".","43112.476249288","."
"1765","730260039302","2002","2","1","28035030",".","9150.73953553971","-1"
"1766","730260041001","2002","1","2","28035030","4005.68","9137.85377878065","-1"
"1767","730260047101","2002","2","1","15015060","830.815225464191","8643.65307973463","-1399"
"1768","730260050602","2002","1","2","15015060",".","7181.46560160259","-1230"
"1769","730260052901","2002","2","1","15015060","830.815225464191","15923.1107315895","-1821"
"1770","730260060706","2002","1","2","15015060",".","6307.42716965786","-800"
"1771","730260071302","2002","1","2","15015060",".","7113.62255855412","-1064"
"1772","730430001303","2002","2","1","15015060","830.815225464191","9027.09766712759","-1352"
"1773","730430075802","2002","1","2","15015060",".","7205.87291450912","-937"
"1774","730430129201","2002","1","2","16","2220.1","18160.3525242328","265"
"1775","730430145604","2002","2","1","16","2296","17958.0950289977","-99"
"1776","730430160004","2002","2","1","16","2296","27305.2036430787","498"
"1777","730670025201","2002","2","1","16","2296","24541.2550382607","21"
"1778","730670027903","2002","1","2","36","2124.6","4904.32989940722","391"
"1779","730670036901","2002","1","2","36","2124.6","7699.27747057481","473"
"1780","730670039502","2002","1","2","36","2124.6","6984.5793715182","267"
"1781","730670096601","2002","2","1","16","2296","20225.9259550774","0"
"1782","730670097501","2002","1","2","16","2220.1","1802.82604426132","66"
"1783","730670099202","2002","1","2","16","2220.1","1710.83332663932","-21"
"1784","730670184401","2002","2","1","16","2296","1305.47692159672","0"
"1785","730670186301","2002","1","2","16","2220.1","341.149045928564","-82"
"1786","730670187502","2002","1","2","36","2124.6","15870.6904321413","266"
"1787","730670187901","2002","2","1","36",".","16475.5897086023","548"
"1788","730670189201","2002","1","2","36","2124.6","7765.50411872581","111"
"1789","730670200203","2002","1","2","36","2124.6","7443.81214135349","111"
"1790","730670201302","2002","2","1","36",".","7953.01763392574","87"
"1791","730670205401","2002","1","2","36","2124.6","9553.00104580687","-10"
"1792","730670208801","2002","2","1","36",".","8974.89394009683","-202"
"1793","730670210002","2002","1","2","36","2124.6","7893.83043370904","-219"
"1794","730670267001","2002","2","1","36",".","7915.49250740318","-7"
"1795","730670268401","2002","2","1","16","2296","20968.6170418631","-101"
"1796","730670269001","2002","2","1","16055060","2095.94","7375.82673693455","53"
"1797","730670305301","2002","1","2","16055060","2005.38413793103","7191.86714667673","-84"
"1798","730670307801","2002","1","2","16055060","2005.38413793103","7480.41049378372","120"
"1799","730670308102","2002","1","2","23195180","1359.48137931034","16237.793637244","-961"
"1800","730670308801","2002","1","2","23195180","1359.48137931034","16403.1576670784","-961"
"1801","730670320602","2002","1","2","16015100",".","24133.9967397874","."
"1802","730670321301","2002","1","2","16015090",".","24212.0562854171","."
"1803","730670323301","2002","1","2","16015100",".","24195.6568017433","."
"1804","730670436901","2002","2","1","16045020",".","12373.1711300846","631"
"1805","730670437301","2002","2","1","16055080",".","12643.1280722951","-932"
"1806","730670484504","2002","1","2","16055080",".","5919.4290795022","-43"
"1807","730670488001","2002","2","1","16055080",".","4911.09984402472","-5"
"1808","730670526301","2002","2","1","16045020",".","11460.5458823747","532"
"1809","730670530003","2002","2","1","23195200",".","20760.5668649533","-738"
"1810","731520003504","2002","1","2","23195200",".","20365.236204009","-831"
"1811","731520011801","2002","2","1","23195200",".","20573.0202733991","-702"
"1812","731520013501","2002","1","2","23195200",".","20405.874868938","-831"
"1813","731520016904","2002","2","1","16055040",".","10240.4909578541","113"
"1814","731520034202","2002","1","2","16025040",".","27677.3568393221","."
"1815","731520038202","2002","1","2","16055040",".","8767.13446051439","237"
"1816","731520060802","2002","1","2","16055040",".","14341.1327893726","196"
"1817","731520064401","2002","2","1","16055040",".","13733.2707316319","196"
"1818","731520065901","2002","2","1","16055080",".","6243.60762561367","187"
"1819","731520098503","2002","2","1","16055080",".","4856.69518326744","-5"
"1820","731520101506","2002","2","1","16055080",".","4859.95196108045","12"
"1821","731520111403","2002","1","2","16055080",".","5643.23527315118","408"
"1822","731520111607","2002","2","1","16015090",".","29393.4891863534","-747"
"1823","731680095901","2002","2","1","16015090",".","26810.3626909247","-777"
"1824","731680097001","2002","1","2","16015090",".","31149.4777756931","-1089"
"1825","731680097003","2002","2","1","16015090",".","32600.9375045857","-1168"
"1826","731680105105","2002","1","2","16015090",".","28565.9882243611","-611"
"1827","731680136801","2002","2","1","16055040",".","15037.0737897599","201"
"1828","731680140101","2002","1","2","16015090",".","21277.0591856328","."
"1829","731680182705","2002","1","2","16015090",".","20726.0045879854","."
"1830","731680183401","2002","2","1","16015090",".","20257.1888729555","."
"1831","731680201001","2002","1","2","16015090",".","20487.8597020986","."
"1832","731680203603","2002","1","2","16015100",".","24431.512681932","."
"1833","731680236903","2002","2","1","16015100","1701.03448275862","24268.4507010268","."
"1834","731680251004","2002","1","2","16015100",".","24126.0489695906","."
"1835","731680255301","2002","2","1","23195180",".","18654.2688102522","375"
"1836","731680257403","2002","2","1","23195180",".","17160.1759990115","517"
"1837","731680287701","2002","2","1","23195180",".","16252.8507141379","338"
"1838","731680288503","2002","1","2","23195180","1359.48137931034","14748.2051493994","325"
"1839","731680291801","2002","2","1","23195180",".","15105.0542639668","477"
"1840","731680297701","2002","1","2","23195180","1359.48137931034","15101.6274056312","477"
"1841","731680308903","2002","2","1","23195180",".","13458.9883138003","-215"
"1842","731680384201","2002","2","1","23195180",".","18130.1485209688","512"
"1843","731680384401","2002","1","2","23195180","1359.48137931034","17744.5750061013","512"
"1844","731680390102","2002","2","1","16055080",".","5396.25977391732","336"
"1845","731680411303","2002","2","1","16055080",".","5969.15482825885","408"
"1846","731680433503","2002","1","2","16055080",".","5279.23383257594","336"
"1847","731680446203","2002","1","2","16015090",".","26713.46300635","-777"
"1848","731680516602","2002","2","1","16015090",".","30244.8997483841","-1409"
"1849","732260018401","2002","1","2","16015090",".","31382.866340711","-1089"
"1850","732260039503","2002","2","1","16015090",".","31384.4364026132","-1089"
"1851","732260054301","2002","2","1","10","2558.5","2915.23024894004","-78"
"1852","732260056103","2002","1","2","10","2591","5698.50290008995","-20"
"1853","732260056602","2002","2","1","24","2385.9","5016.42989784462","-116"
"1854","732260090101","2002","2","1","24","2385.9","7292.81427979168","102"
"1855","732260091901","2002","2","1","37","2631.8","5573.69532626196","420"
"1856","732260121601","2002","1","2","37","2672.2","6302.16823171215","88"
"1857","732260121802","2002","2","1","37","2631.8","5684.8035253331","549"
"1858","732260122502","2002","1","2","37","2672.2","1082.01589568875","13"
"1859","732260124601","2002","2","1","37","2631.8","4639.42363102507","303"
"1860","732360023602","2002","2","1","24","2385.9","6627.06324958136","228"
"1861","732360035707","2002","2","1","24","2385.9","3589.24549306012","-77"
"1862","732360035801","2002","1","2","24","2470","4455.65425818492","-36"
"1863","732360036502","2002","1","2","24","2470","5097.31834648242","316"
"1864","732360057105","2002","2","1","24","2385.9","5260.151575275","55"
"1865","732360067201","2002","2","1","37","2631.8","3402.8427540262","-36"
"1866","732360069703","2002","2","1","32","2361","3644.27113557312","-5"
"1867","732360069704","2002","1","2","32","2400.9","3819.31297467089","38"
"1868","732360133901","2002","1","2","32","2400.9","5703.28691810358","-150"
"1869","732360134902","2002","2","1","37","2631.8","7448.69770040903","598"
"1870","732360151003","2002","1","2","32","2400.9","2944.49999284529","-2"
"1871","732360180302","2002","1","2","32","2400.9","7565.42703641124","213"
"1872","732360204406","2002","1","2","32","2400.9","8209.86131898904","283"
"1873","732360206405","2002","1","2","32","2400.9","8339.87937176416","283"
"1874","732360214202","2002","2","1","43","2752.1","7374.67878168923","332"
"1875","732830036202","2002","2","1","26125130",".","8379.14739258914","-166"
"1876","732830063602","2002","2","1","43","2752.1","11889.3762944529","556"
"1877","732830091501","2002","2","1","43","2752.1","7452.54432262532","327"
"1878","732830094504","2002","2","1","37","2631.8","12248.70937408","598"
"1879","732830110901","2002","2","1","43","2752.1","7426.75845891796","327"
"1880","732830113606","2002","1","2","32","2400.9","6161.36627467383","-147"
"1881","732830124602","2002","1","2","13","2729.1","4564.27933989482","93"
"1882","732830127301","2002","1","2","26135040","2478.6","2402.89403176836","315"
"1883","732830128506","2002","2","1","25","2536.1","6533.14460554762","145"
"1884","732830129902","2002","2","1","25","2536.1","2871.59005406751","89"
"1885","732830132501","2002","1","2","25","2553.3","994.493865222002","-43"
"1886","732830133002","2002","1","2","25","2553.3","3163.88774345561","-15"
"1887","732830138001","2002","2","1","26145030","2027.04","1361.86888263981","16"
"1888","732830147402","2002","2","1","26135110",".","6835.41421274702","1661"
"1889","732830154201","2002","1","2","26145020","1389.26","4941.94581902471","1548"
"1890","732830265701","2002","2","1","26145020","1558.24344827586","4568.96736704541","1431"
"1891","732830268703","2002","2","1","26145020","1558.24344827586","4997.75277395495","1552"
"1892","732830269401","2002","2","1","26145020","1558.24344827586","4769.79625017227","1552"
"1893","732830272601","2002","1","2","26145030","1880.48","10159.7742114063","-237"
"1894","732830274804","2002","1","2","26135090","2052.9","6260.54516466674","-7"
"1895","732830281501","2002","1","2","26135090","2052.9","6261.85312613978","-25"
"1896","732830283801","2002","1","2","26135090","2052.9","4774.66301009598","334"
"1897","732830302402","2002","1","2","26135090","2052.9","1468.33952948183","-31"
"1898","732830348405","2002","1","2","26135090","2052.9","5496.49145349099","-119"
"1899","732830363006","2002","1","2","26135090","2052.9","5315.74166490817","-346"
"1900","732830373104","2002","2","1","26135090",".","2373.80214882426","24"
"1901","732830390302","2002","1","2","26135090","2052.9","645.18767212323","100"
"1902","733470067602","2002","2","1","26135090",".","1461.14774493767","82"
"1903","733520006301","2002","2","1","26135090",".","4160.88982766786","-86"
"1904","733520030601","2002","2","1","26145020","1558.24344827586","11233.3117574837","1692"
"1905","733520031901","2002","1","2","26145020","1389.26","12156.8892405642","1236"
"1906","733520036303","2002","1","2","26145020","1389.26","10979.7384834198","1504"
"1907","733520063603","2002","2","1","26135090",".","2921.88382290874","-35"
"1908","733520145001","2002","2","1","12","2080.1","3934.16831191617","-122"
"1909","733520149901","2002","1","2","12","2151","5748.39005884495","-140"
"1910","733520152902","2002","2","1","12","2080.1","5424.68918317814","-5"
"1911","733520153602","2002","1","2","12","2151","4126.22163902805","-77"
"1912","733520179601","2002","2","1","12","2080.1","5726.65224584222","-52"
"1913","734080004101","2002","2","1","35","2440.8","3689.28209138113","90"
"1914","734080006702","2002","2","1","12","2080.1","2678.73694130207","-69"
"1915","734080012101","2002","2","1","12","2080.1","3331.64720013795","85"
"1916","734080025901","2002","2","1","26135110",".","6218.39099805565","1634"
"1917","734110026805","2002","1","2","12","2151","6394.48874401789","16"
"1918","734110028201","2002","1","2","12","2151","4189.14441898981","91"
"1919","734110032601","2002","2","1","23195040",".","7273.93341191919","-88"
"1920","734110040301","2002","1","2","23195040","2648.32","9040.41530625703","-391"
"1921","734110203804","2002","2","1","23195040",".","7353.18314278702","-88"
"1922","734110221401","2002","1","2","23195040","2648.32","7115.80723168173","-88"
"1923","734110243001","2002","1","2","23125060",".","25846.5469982318","-928"
"1924","734110272702","2002","2","1","23125060",".","27433.4195028099","-975"
"1925","734110311001","2002","2","1","23125060",".","25871.4314401548","-928"
"1926","734430000801","2002","1","2","24025050",".","4566.14600117238","283"
"1927","734430003202","2002","1","2","24025050",".","4109.89397038263","283"
"1928","734430017202","2002","1","2","24025050",".","4903.18427522161","403"
"1929","734430031001","2002","1","2","24025050",".","4390.28150452389","16"
"1930","734430074402","2002","2","1","24025050",".","2748.5961866345","83"
"1931","734490008201","2002","1","2","24025050",".","4822.53526779377","-16"
"1932","734490009302","2002","1","2","23125060",".","24516.6547818894","-713"
"1933","734490022401","2002","1","2","23125060",".","27327.2588119957","-975"
"1934","734490027903","2002","1","2","24025030","373.16","8581.40222090403","24"
"1935","734490030501","2002","2","1","24025030",".","7702.49251310082","211"
"1936","734490032303","2002","1","2","23125060",".","23301.2181346396","-622"
"1937","735040042101","2002","2","1","23125060",".","22698.3353663828","-656"
"1938","735040042701","2002","2","1","3","2284.6","5308.37226743487","222"
"1939","735040073001","2002","2","1","24025020",".","5058.77501856764","689"
"1940","735040075501","2002","1","2","23125060",".","23700.2458027959","-632"
"1941","735040080501","2002","1","2","23125060",".","24614.8182151685","-781"
"1942","735040121103","2002","1","2","23125060",".","25453.7321273844","-928"
"1943","735040126402","2002","2","1","23195040",".","17961.8669624921","119"
"1944","735040131401","2002","2","1","24025030",".","10623.1543556346","-231"
"1945","735040140101","2002","2","1","14",".","13664.7172287754","-1254"
"1946","735040167803","2002","1","2","24055030","1962.29655172414","13097.0455851122","-1114"
