"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"175",21215080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.22,3778.3,3559.0475862069,3278.77285714286,2428.48,541.516551724138,3332.94433497537,3542.05528188287,3551.57674876847,3317.32357142857,3820.16743842365,3537.8,NA,NA,NA,NA,NA,NA
"176",21215100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.52,1864.2,1870.86,1987.1,1745.06,1905.56,1810.32,1903.10965517241,1928.86,1867.4,NA,NA,NA,NA,NA,NA,NA,NA
"177",21215130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.32,1263.78,1220.1,1197,1202.58,1211,1260.9,1170.84,1265.5,1252.41714285714,1365.64071428571,1315.73,1272.70206896552,NA,NA,NA,NA,NA
"178",21215140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615.42,NA,603.944137931034,4163.6,3961,4028.74896551724,2487.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",21235010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.72,3718.46,3960.30222222222,3979.52413793103,3642.42,3725.51485221675,3550.77965517241,465.4,3357.95393267652,3032.60642857143,3585.95428571429,3698.6333497537,NA,NA,NA,NA,NA,NA
"180",21245010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.66,2532.48,2612.68,2917.88142857143,2451.82,2247.04,2610.23724137931,2818.68376847291,2537.24418719212,2874.10371921182,2479.14,2737.54,NA,NA,NA,NA,NA,NA
"181",21245040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.12,2933.7,3031.38,3049.38,3012.6,3074.6,3049.36,3058.88,2917.9,2874.9,3101.36,2906.48,3000.38,455.82,NA,NA,NA,NA
"182",21245090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.5589655172414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",21245140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.590769230769,NA,143.66,195.888,923.856428571429,1091.59595238095,141.76,NA,NA,NA,NA
"184",21255080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610.52,NA,603.944137931034,4163.6,3960.8,4028.74896551724,3449.76,4033.04,3880.16,3851.64071428571,3993.92556650246,3887.63517241379,3937.84551724138,NA,NA,NA,NA,NA
"185",21255090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.72,3981.18,4099.68,4127.73793103448,3906.85586206897,3895.48,3737.18,3860.00967980296,3694.1,3353.73724137931,4030.68977832512,585.23724137931,3918.34,NA,NA,NA,NA,NA
"186",21255110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.98,539.4,656.08,659.505714285714,492.348888888889,561.269463601532,95.0592857142857,82.84,334.326666666667,442.024444444444,90.52,NA,65.08,NA,NA,NA,NA,NA
"187",21255120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.12,1403.56,1527.00482758621,1510.81448275862,1404.68620689655,1480.57724137931,1433.60714285714,1532.62177339901,1419.08,1408.04,1645.63142857143,1442.41928571429,NA,NA,NA,NA,NA,NA
"188",21255140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.22,523.3,556.92,NA,465.44,3246.55777777778,2915.73777777778,NA,100.42,578.548571428571,513.42,3535.48566502463,3146.72,NA,NA,NA,NA,NA
"189",21255150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.98,3709.54,3682.16,3830.64,3912.66,3950.75448275862,3989.24,3915.02,3827.24,NA,573.267692307692,3726.12714285714,3777.9,NA,NA,NA,NA,NA
"190",22015010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.68,1256.73098901099,186.66,1105.22412698413,186.514615384615,1238.96177339901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",22015020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.58,2633.96137931034,2767.65931034483,2728.62965517241,2906.91379310345,2879.3,2949.06965517241,2854.31172413793,2891.58,2846.34103448276,2857.12,2867.48053639847,2876.02,NA,NA,NA,NA,NA
"192",22025010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.783703703704,2598.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",22045010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.48,2963.52,2882.12,2927.32,2920.24,2934.63950738916,3006.46,3222.12,3181.22689655172,3094.44620689655,3251.52,3203.34,3139.32896551724,NA,NA,NA,NA,NA
"194",22045020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.68,2948.22,3074.54,3031.22,3044.02,3017,3058.62,2933.23655172414,2959.14,2827.28,2610.04551724138,NA,409.16,NA,NA,NA,NA,NA
"195",22055020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.298518518519,3501.3,3691.52,479.16,2895.41285714286,3420.575,3414.96,3341.9724137931,3284.3,3172.58,3379.09931034483,3280.12,441.18,434.96,NA,NA,NA,NA
"196",22055030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.98,3554.5,3693.94,3942.82,558.28,3870.2,3915.76,3844.16,3410.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",22065040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.68,2328.40923076923,338.56,2480.94,2541.56155172414,2460.28615384615,2533.94689655172,2475.02,2382.92,2316.22,2507.82,2414.22896551724,2342.76827586207,NA,NA,NA,NA,NA
"198",22075030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.254074074074,1379.3,1576.19379310345,1610.50965517241,1550.66,1215.08,1316.87571428571,1168.29,1340.44,1435.79857142857,1547.71945812808,1608.15862068966,1483.85915708812,NA,NA,NA,NA,NA
"199",22075040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",23015040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.48,3121.12586206897,3609.80669950739,3555.85555555556,3353.27448275862,3484.844,3616.54132019704,3552.33533004926,3513.6,3470.42772413793,NA,NA,NA,NA,NA,NA,NA,NA
"201",23025020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.78,3815.432,4052.55142857143,3980.18071428571,3255.15310344828,3181.23785714286,2671.9,2718.85555555556,3422.01214285714,3148.79068965517,3399.39586206897,3755.96330680813,NA,NA,NA,NA,NA,NA
"202",23025040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.365185185185,2950.61220032841,2742.54985221675,2764.48714285714,2727.46,3147.53959075407,3233.48222222222,3252.76,3224.40803959132,3049.66,3210.93206896552,3247.99428571429,3255.54,NA,NA,NA,NA,NA
"203",23035020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.48,3936.12,4103.64,4129.62,4100.16,3977.24,504.54,3844.16881773399,3499.95777777778,3678.22841269841,3708.37384615385,3930.62,3288.9937164751,NA,NA,NA,NA,NA
"204",23055040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.48,1960.52,2105.14,2133.14,2145.24,2094.27448275862,2103.32,2106.25,1972.36341269841,1668.98,2075.58,1977.89736263736,1900.34413793103,253.34,NA,NA,NA,NA
"205",23065060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.18,1069.88,1225.44394417077,1156.87310344828,896.86,856.964285714286,985.769285714286,1072.55376847291,1022.70518518519,909.863076923077,1095.80444444444,127.88,1110.77026819923,NA,NA,NA,NA,NA
"206",23065100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.76,719.811199317923,807.628165971959,825.176074270557,NA,98.04,838.731111111111,687.699285714286,596.4,573.636,775.726513409962,71.78,510.82,NA,NA,NA,NA,NA
"207",23065110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.28,2204.39252216749,2254.21539977264,1888.13650246305,1923.26,316.736,1872.00965517241,2596.16,235.56,1885.12285714286,334.836923076923,218.62,NA,NA,310.46,2418.82,NA,NA
"208",23065120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.78,1555.62714285714,1484.22,921.043607427056,936.285238095238,1078.12,1250.32,1266.33888888889,1354.76214285714,1412.10945812808,NA,188.483076923077,1477.09921182266,NA,162.28,NA,NA,NA
"209",23065200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.06,283.26,2592.78529100529,2878.81571428571,NA,NA,NA,NA
"210",23075010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.94,2633,2662.74,3351.6669154983,333.86,2530.66,2862.72206896552,2587.52888888889,2328.4,2324.72,1836.66,NA,NA,NA,NA,NA,NA,NA
"211",23085030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.28,1915.44,1985.22,2034.32,2039.83428571429,2083.38581280788,2084.04,2024.32,1975.92,1994.14,2037.90687423687,1944.86428571429,1993.42827586207,2060.22137931034,2099.44,2163.54,2175.04,NA
"212",23085040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.66,1435.1,1514.34,1480.22,1479.64,1401.86137931035,1529.94,1492.512,1443.10238095238,1503.9,1573.10153846154,1667.32,1498.19417624521,1537.90275862069,NA,NA,NA,NA
"213",23085080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.26,403.46,2997.92,NA,426.557777777778,2766.65847619048,2677.23571428571,2829.44119047619,320.78,2768.776,434.86,3005.76774535809,2798.92625994695,2443.39642857143,NA,390.190769230769,2477.85379310345,NA
"214",23085110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.86,1743.43538461538,1813.3461302682,1813.08206896552,243.38,228.46,NA,231.66,1721.02,1712.52,1780.3,1815.81214285714,1723.32827586207,1708.82206896552,1888.58,1891.72,1993.86,NA
"215",23085140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.18,2494.32,2594.24,2570.74,2608.96,2589.6,2580.74,2563.34482758621,2538.86,2394,2545.92,2489.1,2429.43310344828,2468.12714285714,2521.14,2619.84,2690.56,NA
"216",23085160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.98,1664.34,1731.42,1648,1726.92,1697.58034482759,1725.70344827586,1672.43714285714,1584.49395604396,1365.44,1670.50857142857,1660.91448275862,1479.64285714286,1500.78352216749,1624.93064039409,1728.80413793103,1832.24273125342,NA
"217",23085200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.78,1454.54,1520.64,1542.52,1575.76,1551.7,1590.14,1523.04,1488.52,1416.04,1579.62,1573.74,1485.94,1512.52,1589.02,1605.84,1716.16,NA
"218",23085210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.34,1926.16,2211.63777777778,261.38,2045.62,358.744615384615,2620.78,2221.70285714286,2594.72,2537.22,2695.82554187192,2724.94,NA,NA,NA,NA,NA,NA
"219",23085220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.32,2642.14,2765.82071428571,NA,400.32,2720.68,2695.56,2769.4,2630.88,2546.68,2724.5,2567.3,2601.18,2655.24827586207,2696.5,2720.6,NA,NA
"220",23095010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.88,3966.54,4045.74,3984.50960591133,4103.87047254151,3728.78239316239,3902.80302197802,3846.7,3861.76,3758.94,3904.09384615385,3923.52,3836.23724137931,520.76,3354.32,NA,NA,NA
"221",23105030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.78,2606.34,2706.74,2776.44,2410.43857142857,355.56,2760,2706.52,2778.46,2581.49660098522,2722.95310344828,2835.94,2699.34,2849.52,2871.52,2930.62,2672.4,NA
"222",23115010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.78,3739.82,3868.12,3884.03655172414,3806.66,3820.92,3922.10888888889,3774.96689655172,3782.96,NA,550.928,NA,520.78,NA,NA,NA,NA,NA
"223",23125040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.94,478.929230769231,3643.51230769231,3527.08,403.68,NA,257.9,NA,485.76,3018.64,NA,NA,NA,NA,NA,NA,NA,NA
"224",23125050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.38,501.2,3277.43142857143,NA,544.58,NA,575.46,41.74,224.94,1822.66923076923,3917.56,3759.68697802198,3931.64,3971.15846153846,4013.74,4015.52172413793,3446.96,NA
"225",23125060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.9,1005.42,1311,184.22,1357.04,NA,NA,246.16,231.08,1722.66,1975.12,1993.89357142857,1714.91,1889.42,1884.98,1883.99076923077,2089.44965517241,NA
"226",23125080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.28,2385.28275862069,2464.6,2674.31418719212,2710.99354679803,2698.6378817734,2746.79559113301,2720.4,2708.52,2663.82,2769.02571428571,2653.64620689655,2580.90214285714,2640.28689655172,2717.19256157635,2787.42,2887.76,NA
"227",23125100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.98,1230.72,1275.98551724138,1298.72142857143,NA,102.74,NA,154.54,1206.1524137931,1163.44461538462,1257.8,1262.84,1193.46,1232.04,1269.04,1298.94,1415.16,NA
"228",23125120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.96,3750.20522167488,NA,504.26,NA,460.66,3634.34,3587.8,3682.48068965517,3616,3704.92,3611.3,513.98,3723.72,3764.50551724138,3749.42,548.28,NA
"229",23125130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.46,2615.83,2665.83830049261,2687.33977832512,2626.14,2365.20699507389,2164.98,2278.64,2474.18559386973,2168.52444444444,2335.6480952381,NA,NA,NA,NA,NA,NA,NA
"230",23125140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.68,2174.92482758621,2321.44,2161.38,2408.42,2478.92615384615,2539.42884236453,2653.44,2535.71517241379,2415.14,2628.34,2676.64,2520.54,2514.14,2617.94,2711.84,2862.06,NA
"231",23145020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.62,1957.02,2476.95555555556,2275.7,2608,2019.24,271.58,317.82,2798.47655172414,1751.05103448276,2951.12307692308,2801.80666666667,2819.16599890531,3024.04,3127.25034482759,3157.14,3253.16,NA
"232",23155030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.98,3790.62,3927.44,4007.94,3896.92,3930.34,3909.24,3875.74,3821.64,3772.42,3901.34,3843.64,3812.24,3888.94,3899.62,4009.74,4137.86,NA
"233",23155040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.18,3588.52945054945,3478.13066502463,2665.36,427.76,3276.32965517241,2934.68,3740.81021978022,3795.26444444444,3584.21103448276,3260.57931034483,3475.41571428571,3048.89958128079,3614.65379310345,3583.82,3451.23655172414,532.78,NA
"234",23175020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.02,468.9,NA,461.22,475.22,477.42,2360.46482758621,3009.47915708812,3122.1,NA,459.42,3140.61015873016,3028.93103448276,3169.305,3193,3221.6,NA,NA
"235",23185010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.072307692308,3499.10436507937,517.552,3694.04924137931,NA,517.46,3704.65,3417.26,3746.90787082649,3616.48,3744.02428571429,3746.2985790072,3553.54,3731.19357142857,3735.84411932129,2830.53440613027,3487.4605026455,NA
"236",23195040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.78,2667.83857142857,2612.78,2845.35114285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",23195090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.28,1662.62,1815.35627510421,1798.34,1730.96,1621.48643349754,222.38,1729.76923076923,1876.98,1857.94,NA,234.16,1849.34,1954.82620689655,249.44,1967.70455938697,2075.72714285714,NA
"238",23195110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.08,3367.18307692308,3502.27363395225,3145.12396825397,3481.30074270557,2803.11071428571,2182.58,299.48,1799.02,2566.52,3128.28035577449,3095.87682539683,1752.2,NA,429.26,3242.82,3357.46,NA
"239",23195130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.68,2387.51655172414,2532.84,2567.34,2552.26,2523.02,2548.12,2488.04,2454.26,2380.74,2517.54,2511.24,2424.56,2483.24,2522.24,2579.44,2697.96,NA
"240",23195180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.08,1443.47026819923,1495.59206896552,1419.67857142857,1635.82830049261,1679.26689655172,1596.5663546798,1581.16507389163,194.78,1554.78681318681,1573.89229064039,1610.10071428571,1527.74444444444,1494.10950191571,1476.82,1547.54857142857,1627.86,NA
"241",23195200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.22,202.9,1182.2,184.32,1397.02,1483.57867724868,1622.80703296703,1631.40689655172,1619.17214285714,1341.54137931034,1523.36,1701.32642857143,1646.53101970443,1866.75569968984,NA
"242",23205020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.88,3806.74,3895.82,4056.82,4049.06,3839.94,3891.82,4006.02,3934.02,3356.46,NA,490.74,3777.12,3821.08,3913.94,3916.18,4024.74,NA
"243",23205030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.88,3089.12333333333,3094.33571428571,2905.24329501916,1904.02,1859.7,3036.92911877395,3184.65586206897,3257.30666666667,3211.52,3359.30153846154,3254.81559113301,3174.94,3172.52,3318.22,3229.84,3004.28,NA
"244",23205050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.7,2144.52835164835,2334.14606896552,2188.36,2162.98,2279.64857142857,2231.636,2396.67967068053,2257.52,2349.41928571429,1874.48,1871.96,1902.94,1741.54,291.26,2043.52888888889,NA
"245",23215030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.48,3912.63448275862,3679.47517241379,3883.54720306513,3965.61555555556,3293.39785714286,2255.42,3464.12,4012.08087301587,3473.91885714286,3621.318,3808.03735505873,NA,NA,NA,NA,NA,NA
"246",23215050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.18,3795.72,3985.22571428571,3956.26,4007.61857142857,3851.65214285714,3941.04,3902.92,3873.49724137931,3880.7342364532,571.66,3994.57857142857,NA,NA,514.94,543.312,NA,NA
"247",24015090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.154074074074,1193.03233442802,1005.1,1318.08,1348.66275862069,188.96,1393.44,1252.6,1270.34,1184.67384615385,1317.97333333333,1241.92142857143,1191.6924137931,1311.14,1406.5,1426.44,NA,NA
"248",24015120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.68,872.42,922.089230769231,945.52,912.18,147.16,903.74,850.596551724138,953.07335978836,889.26,1054.34,1043.14,959.26,NA,159.96,NA,NA,NA
"249",24015220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.18,744.62,121.66,826.34,808.98,821.22,719.76,NA,112.78,869.464137931034,928.54,945.44,866.1,899.6,976.22,965.5,NA,NA
"250",24015250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.361481481481,2207.94746031746,2041.68,2418.8924137931,2407.24,2164.4,2472.44,2516.06071428571,2446.4,2378.76965517241,2387.48,2355.2381773399,2253.9,303.06,2298.23793103448,2273.76,2265.30071428571,NA
"251",24015260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.78,2923.8,2951.4,3003.52,3020.36307692308,2928.09904761905,3006.97428571429,3044.38,2954.09555555556,NA,423.26,2928.46,2962.16,2963.72,2920.82,2929.2,2994.95034482759,NA
"252",24015270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.102222222222,1298.53172413793,1380.36461538462,1388.98,1359.7,1312.495,936.64,1417.8031773399,1449.4557635468,1339.86547619048,1537.09857142857,1416.45555555556,1143.42344827586,NA,NA,NA,NA,NA
"253",24015280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.641538461538,1246.02,1216.88,1286.736,1604.54895730706,1497.80659340659,1709.02416256158,1688.42,1669.64187192118,1601.9,1718.26,1681.07586206897,1353.06222222222,1528.74628078818,1359.44,1551.5204679803,209.24,NA
"254",24015300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.68,1329.648,1448.04,1483.82,1473.08,1423.2,1567.98857142857,1478,1475.94,1389.75357142857,1616.02,1638.04,1488.86,1550.59857142857,1604.13333333333,1386.88642857143,NA,NA
"255",24015360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.54,869.93,902.078850574713,950,1005.44,119.24,NA,NA
"256",24015370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.26,2402.9,2506.94,NA,NA,NA,NA
"257",24015380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.68,249.491428571429,NA,63.16,NA,NA,NA
"258",24025020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.68,2982.36354679803,2835.21071428571,3186.77837438424,3177.16,3185.72,3181.23261083744,3103.49142857143,3225.54,NA,492.44,NA,NA,NA,NA,NA,NA,NA
"259",24025030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.88,400.94,355.38,492.08,348.595555555556,510.641086691087,574.92,370.56,374.773793103448,308.859571428571,477.611083743842,459.434482758621,364.96,413.8,480.9,486.68,NA,NA
"260",24025040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.68,1828.44,1919.24,1925.84,1896.06,1951.22,1902.16,2011.8215270936,2008.07357142857,1968.52,2011.69401477833,2045.24,1954.5,1986.34,2093.02,2105.85103448276,2173.56,NA
"261",24025050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.2,266.24,1662.06,1901,NA,NA,294.46,1888.06222222222,1432,1923.93928571429,2548.54372413793,2455.71103448276,2417.95002463054,2531.02,2540.24,2596.88,2760.14714285714,NA
"262",24035010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,415.757453580902,549.805935960591,561.751111111111,575.699310344828,546.92,84.16,560.239285714286,507.12,446.3,483.98,587.82,436.02,509.22,532.56,518.48,458.188448275862,NA
"263",24035020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.48,1075.38397499053,926.223129973475,NA,NA,112.672,1097.87497536946,817.950769230769,861.84,682.84,804.96,817.044137931035,550.36,596.36,671.8,777.064615384615,757.317857142857,NA
"264",24035040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.78,530.627959454339,544.858571428571,648.482857142857,596.10462962963,687.033174603175,2.02,65.88,760.031111111111,758.32,897.44,941.42,619.54,567.74,524.724137931035,542.809285714286,NA,NA
"265",24035070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6133333333333,613.082142857143,644.543571428571,678.56354679803,702.748275862069,75.26,NA,94.16,614.2,580.226206896552,726.383015873016,708.168275862069,613.510079365079,562.469285714286,NA,NA,NA,NA
"266",24035120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.88,869.354630541872,962.10842364532,872.76,911.76,1091.34428571429,NA,115.78,1085.18571428571,1049.2,1107.83556650246,1195.74,968.6,1038.43517241379,978.565517241379,1118.46615384615,NA,NA
"267",24035130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.88,627.34,651.74,672.866666666667,707.54,691.34,773.44,659.14,685.36,659.24,726.94,782.6,656.767142857143,607.368275862069,727.02,700.82,NA,NA
"268",24035140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",24035150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.06,890.396923076923,1129.20355555556,1238.05211001642,1398.26,1430.14,1449.84,1372.07862068966,1399.66357142857,1351.96,1439.24,1451.68,1399.53,1307.06,1367.46,178.16,1169.94,NA
